variable,state,n,reliability,all100_enrich_+5,all100_z_+5,all100_enrich_+4,all100_z_+4,all100_enrich_+3,all100_z_+3,all100_enrich_+2,all100_z_+2,all100_enrich_+1,all100_z_+1,all100_enrich_-1,all100_z_-1,all100_enrich_-2,all100_z_-2,all100_orient_agree,best_enrich_+5,best_z_+5,best_enrich_+4,best_z_+4,best_enrich_+3,best_z_+3,best_enrich_+2,best_z_+2,best_enrich_+1,best_z_+1,best_enrich_-1,best_z_-1,best_enrich_-2,best_z_-2,best_orient_agree,flag_+5,flag_+4,flag_+3,flag_+1,flag_-1,flag_-2
amyCerad,3,333,comfortable,1.7818008317753187,6.049291910024465,1.1576746912922566,1.3652793689869505,1.1895884838441706,2.758304593447281,1.1145037000814868,0.8643552192823838,1.1946113244129164,2.4519924777240294,0.9970525174101629,-0.003912568871554163,0.89238874813095,-1.8102928617691667,0.4439227960354721,1.703274491308449,3.4906277491288917,1.195792023007644,1.0344763200274407,1.2321235031325173,1.9560785958651055,0.9789848711726132,-0.17544900417517068,1.0017208586178787,-0.06535409720611153,0.9200528341547245,-0.8481502838923274,0.8516372456542245,-1.412832485353808,0.4117647058823529,False,False,False,True,False,False
amyAny,0,171,workable,1.6504648766641279,5.798421128225658,1.1420023467681617,1.044483904442165,1.1695045382243838,2.1709731930994045,0.9730820106852177,-0.248933015526042,0.9622833117546102,-0.45578373634598807,0.9031267406411898,-1.7029685302428188,1.1951430894696802,3.001648257511253,0.48633879781420764,1.715278280379243,3.2624817922649103,1.1560505670501198,0.6651615196720738,1.368392656851192,2.9469012335337963,0.788707396211764,-1.1051313374906355,0.8966937458448865,-0.9205536721047171,0.7593082773298345,-2.7936015052101184,1.2251987716994595,2.294567489358366,0.3888888888888889,False,False,False,False,False,False
amyAny,1,521,comfortable,1.8583856144051107,7.844030401609311,1.1454972012014928,0.9073329365790297,1.2694377563140788,3.451175076384964,1.0591704455710902,0.6522536396916909,1.0838920321144636,0.9721001048383158,1.0151630032212833,0.20810685234061313,1.0237049898780155,0.47026317459824696,0.4543010752688172,1.8961561540362146,4.190089240456789,1.2528993120948397,1.056460802385093,1.4660120898219764,3.810468270283069,0.8975208623557893,-0.7010135396028316,0.999580871944517,-0.04388191903996891,0.9522356854006153,-0.5915356075191855,0.9560451196821251,-0.3612463066623222,0.5294117647058824,False,False,False,False,False,False
reag,0,33,p>n (overfit),1.6453297272754197,4.432820021029256,0.8583957468275837,-0.8878530018297801,0.9488003423444009,-0.46402566919216015,1.0054387909091254,-0.11046353424343164,1.0285707651378946,0.35483535037413594,0.8576245371762315,-2.16489298872673,1.1178662026546264,1.5403418624408316,0.5298588490770901,1.489816444556198,1.4447495844720042,0.780963140799322,-0.8285925338755187,0.8183297982538351,-1.0290700194936726,0.9894980248578861,-0.04940295161879843,1.0681088389386513,0.44852556902437546,0.8583998091855936,-1.108688046021288,1.2202306117317432,1.4244904478210554,0.75,False,False,False,False,False,False
reag,1,197,workable,2.0582069386689685,8.018622191244692,1.2499435255370603,1.8489153107263445,1.2471623415959416,3.0881259729715387,0.9546398406239168,-0.356289446431695,0.9306830766605203,-0.7545250344451374,0.9180303814964011,-1.5603303427797788,1.1831586560752576,2.6834636836926147,0.5040783034257749,2.137428878367087,5.531744631505264,1.4123220630628617,1.8729914360503188,1.5045622360810822,3.820125718697033,1.0117241694744705,0.12346878648137273,1.0140935469205465,0.14988538870042195,0.9541342883622623,-0.5654661769782037,1.1495415816428032,1.2978669768259354,0.5,False,False,False,False,False,False
reag,2,218,workable,1.7651396139862328,6.21238706953436,1.2485875883296012,1.9387511215827338,1.1667065345134218,2.1539939489411717,1.2462965913136825,2.28921654991818,1.0679993723442631,0.7508602984452464,0.9539713121009669,-0.7889221946628339,1.1136731180343984,2.119797227971243,0.44063586686537504,1.5762496129897827,2.5133788354984814,1.3431999536294608,1.4452999428262023,1.3008415383888623,2.1885366843310865,1.207966993132357,1.201662575424151,0.9011383692879219,-0.900419632395866,0.8822303037334891,-1.2910598059840177,1.242364226987021,2.2599180360303657,0.5714285714285714,False,True,False,True,False,False
reag,3,244,workable,1.6948302217836655,5.695763408339295,1.0699549398432506,0.5035974344547153,1.181501993779007,2.335789510694135,1.0983100675325115,0.9016467494066561,1.0729186363979326,0.8737389273743619,1.0326758166178815,0.5713434421868856,0.8954321723617097,-1.6633677055007479,0.4268597104343485,1.7338666855463911,3.61756322484546,1.0052289400958307,-0.111363923977448,1.1630474788369525,1.33589934379782,1.1573050472715434,1.0340440154208779,1.1779168352010914,1.3833719352816374,0.9667899157155596,-0.41230782478752337,0.8469579201286519,-1.5275100175451248,0.375,False,False,False,False,False,False
PlaqueTotal,0-3,43,p>n (overfit),1.98182519123349,7.112422984214475,1.065701708200797,0.4723343481780618,0.9224101252158661,-0.8904449459582103,0.985655045177362,-0.09385641263103213,1.0647535391119876,0.8582073671937961,0.8362180804509736,-2.672490895059439,0.9324579080288351,-0.9842558788926022,0.5362318840579711,1.7841011743450768,2.3419725261914834,1.3360392355826145,1.0247600465367384,0.9799751905015062,-0.14220670573439811,0.9115034037152416,-0.25231460335112504,1.0659110841260202,0.355377999295031,1.1031768701006062,0.796042775560836,1.155417903385383,0.7863715899751746,0.5,False,False,False,False,False,False
PlaqueTotal,12-15,97,exploratory,1.7872674333684808,5.749754214524652,1.174104996284478,1.1881078802316851,1.0270527240225604,0.34037384192939607,0.9920832211595616,-0.07438467621276544,1.085792373613129,0.942787262979288,0.8658868995734763,-2.234303945459953,0.9642629063562006,-0.37192491583545945,0.6005361930294906,2.0062430559229667,3.564131493623903,1.5023920601432263,1.7096035019553133,1.1479102014551268,0.9949084423665772,0.832809617450889,-0.7494467965081436,0.9364294773775234,-0.310656656567047,0.8634409381639333,-1.2420209782243194,1.074773065673018,0.48510773036207555,0.875,False,False,False,False,False,False
PlaqueTotal,3-6,13,p>n (overfit),0.9905607632803264,-0.03006529125025198,0.9008509338114763,-0.6561487842532224,1.0654528596114134,0.9370811903903776,1.0268675340881026,0.22724395196393457,1.023808337548581,0.2744108799382206,0.9134789887835213,-1.246723492977791,0.7753201050124283,-2.948948427957552,0.45675675675675675,0.6568736141906873,-0.7440052476768214,1.229763387297634,0.4756569558145798,1.288603740756851,1.1451781180766498,0.5033984706881903,-1.4010871375535816,0.9811227024341779,0.060976292427976385,1.0615798083664407,0.26740970769054556,0.8758314855875832,-0.488726041556695,0.42857142857142855,False,False,False,False,False,False
PlaqueTotal,6-9,15,p>n (overfit),1.3207287967867745,2.2375161290117394,0.7996338313662666,-1.3160838198630522,0.9973895467677657,-0.023482692477351737,1.0403408203778468,0.4132432668139851,0.9149027739739425,-1.0030382226689627,0.9496033523323373,-0.7735409535386362,1.308115390052639,4.703787759978739,0.49851632047477745,1.4821763602251408,1.2176081770611464,0.951377389733554,-0.07238840566506513,0.6645985593354014,-1.201502818372221,1.4604087501283762,1.2366431842661834,1.3282891971416562,1.1411147543568605,0.981948642617023,-0.15737032830915382,1.028448903013363,0.16906726802952643,0.6666666666666666,False,False,False,False,False,False
PlaqueTotal,9-12,22,p>n (overfit),1.3348179568752212,2.1981235161721324,0.8265435775263054,-1.098949450136597,0.994279176201373,0.05060387214894032,1.0400650142218613,0.3162809480191496,1.1224043715846999,1.2380380374404103,1.1166722551320745,1.8067758658242778,1.0711255870322678,1.0732275867501757,0.3956442831215971,2.020644925550379,3.162804554610901,0.810630547432148,-0.5073666569397411,0.7927889181585219,-0.9936404549580702,1.216703419790682,0.6962312555857284,0.8407523382656924,-0.614502361280642,1.3082618449303407,2.25905130403004,1.237129546255334,1.1600902184911461,0.16666666666666666,False,False,False,False,False,False
TangleTotal,0-3,24,p>n (overfit),1.296961230526392,2.073941196354876,0.9441520264125411,-0.35873116833367974,1.3268435636811777,3.720837253282981,0.9304260364127743,-0.5435002332817053,1.010827308266144,-0.012671841186712765,0.9787889000979507,-0.31003653621344823,0.9587215586997466,-0.5152343104214548,0.3253588516746411,1.5527561869025284,1.7420267354742138,1.1099402880224798,0.3499110910680468,1.2184306921149026,0.9718490525189754,1.0817842593543527,0.5004292214714355,1.1385335975499908,0.6259974431358714,0.8629245647240505,-0.9398589251890666,0.9276205791885234,-0.34428835719960865,0.3333333333333333,False,False,False,False,False,False
TangleTotal,12-15,63,p>n (overfit),1.8382678948187257,6.166315975341437,1.0510054054726135,0.2734191859408894,0.9846449157115201,-0.16672327822991198,0.9500980338793588,-0.42014594250996684,1.214224375885965,2.40975553120754,0.8735161862081352,-1.9836160739889108,0.8811027330345267,-1.6119140929505325,0.46308724832214765,1.5707847295864263,1.9871060532651326,1.0586658725431803,0.24528941290544973,1.150405658414812,0.7387179091599104,1.2037789516456725,0.7636077717519698,1.266928011404134,1.213114097481987,0.8388286576506091,-1.2043847044663278,0.8975912740493865,-0.6469894111660135,0.6666666666666666,False,False,False,False,False,False
TangleTotal,3-6,37,p>n (overfit),1.60404914725839,4.455080554801102,1.1925265217839118,1.3310388312999724,0.8903521962801743,-1.1873264356379936,1.204401658351486,1.8385091887067915,1.0428168782612268,0.4745605042858764,0.9396261862883432,-1.0756321351649005,1.002696287757722,-0.002122066647859263,0.5609756097560976,1.9636476619543266,3.1284384000085246,1.9300235581537386,2.5259019373998868,0.9148812970469021,-0.3363226673180568,1.5048514792547174,1.7257070655003521,0.9898715672966482,0.06407121128404059,0.8278617392301016,-1.2427171009875573,0.9116935573359374,-0.5521531180619195,0.4,False,False,False,False,False,False
TangleTotal,6-9,43,p>n (overfit),1.4654269018941533,3.79023969096537,1.2851872294686693,1.7805969628823706,1.0427322224055435,0.38235878339176416,0.8888210745858086,-0.8723226794338466,1.0684811860922192,0.7106322065671992,0.8427109064327246,-2.5687011503091806,0.9090348696241806,-1.255463223501822,0.45569620253164556,1.0940986381472648,0.27455615390196114,2.184866686832894,3.6113039536277425,1.1923988347697463,1.0131949637788824,0.5589787434771073,-1.5988935946670262,1.2528658357897642,1.068948657759256,0.8712787783931947,-0.9548617368552372,0.7641323821980897,-1.3479123525284182,0.6363636363636364,False,False,False,False,False,False
TangleTotal,9-12,23,p>n (overfit),1.1277213240491737,0.8424661851836263,0.9085273815823682,-0.5613322221442352,0.8556264704152823,-1.4745459941276418,0.8839949198266631,-0.8950931920794625,1.0258376019478697,0.16703001313267862,0.8707824507694022,-1.973597569951854,0.9860049259264394,-0.09728121595492253,0.5409836065573771,1.1251557771052163,0.4274169107348376,1.105889411058894,0.28209338579169574,0.8828973561973945,-0.567824260174275,0.8622689132955862,-0.5725356646973997,0.9453153045351201,-0.1568600687480699,0.7411855215506726,-1.7365931548084095,0.8438668328289122,-0.7492429280179314,0.6666666666666666,True,False,False,False,False,False
