ordering,pos1,pos2,pos3,pos4,pos5,pos6,pos7,pos8,pos9,pos10,pos11,pos12,pos13,pos14,pos15,pos16,pos17,pos18,pos19,pos20,pos21,pos22,pos23,pos24,pos25,pos26,pos27,pos28,pos29,pos30,pos31,pos32,pos33,pos34,pos35,pos36,pos37,pos38,pos39,pos40,pos41,pos42,pos43,pos44,pos45,pos46,pos47,pos48,pos49,pos50,pos51,pos52,pos53,pos54,pos55,pos56,pos57,pos58,pos59,pos60,pos61,pos62,pos63,pos64,pos65,pos66,pos67,pos68,pos69,pos70,pos71,pos72,pos73,pos74,pos75,pos76,pos77,pos78,pos79,pos80
10,BIN1,SEC16A,SAR1A,COPG1,AP2A1,BACE1,ARF6,ADAM17,GGA2,AP2B1,RTN4,ECE1,RAB1A,SNX6,HSPA5,EIF2S1,SORT1,SORL1,NCSTN,AP4S1,VPS35,VLDLR,SEC24A,SEC13,SYK,IDE,SAR1B,MAPK14,PLCG2,COPB1,GGA1,MFN2,SEC23A,SNX4,SEC24B,SEC24C,PICALM,OSBP,ABCA7,APBA1,AP3B2,SIGMAR1,COPA,TMED10,MAP2K3,GGA3,AP1G1,ITPR1,VPS26A,APBA2,ADAM10,COPZ1,RTN3,RAB1B,AP4B1,PREB,TMED2,COPE,SEC24D,SEC23B,VPS29,AP4M1,CLU,VDAC1,PLG,MIA3,ITPR2,PSEN1,COPG2,TMED9,APP,APOE,LRP1,SEC31A,SREBF2,MAPKAPK2,COPB2,GORASP1,AP4E1,HSPA9
11,COPB1,ARF6,AP2A1,ADAM17,COPG1,SNX6,SEC23A,VPS35,RTN4,BIN1,RAB1A,SEC16A,HSPA5,SAR1A,SEC24A,AP1G1,EIF2S1,BACE1,SORT1,ECE1,SORL1,VLDLR,SYK,SEC13,NCSTN,AP4S1,COPA,PLCG2,AP4B1,PLG,PICALM,GGA1,IDE,SEC24B,MAP2K3,ABCA7,MFN2,AP2B1,SEC23B,OSBP,SAR1B,VPS26A,GGA3,MIA3,SNX4,HSPA9,APBA2,SEC24D,COPG2,ITPR1,AP4E1,COPZ1,ADAM10,GGA2,AP3B2,LRP1,COPB2,MAPK14,PREB,MAPKAPK2,TMED9,TMED2,PSEN1,SEC31A,TMED10,SEC24C,APBA1,SIGMAR1,CLU,VDAC1,AP4M1,COPE,RAB1B,APOE,RTN3,GORASP1,VPS29,APP,ITPR2,SREBF2
12,RAB1A,ADAM17,AP1G1,SNX6,SORT1,SEC24A,AP2B1,BIN1,SAR1A,VLDLR,AP3B2,BACE1,ECE1,AP2A1,GGA2,GGA1,RTN4,EIF2S1,HSPA5,COPB1,SEC16A,APBA2,NCSTN,ARF6,COPG1,ABCA7,AP4S1,SNX4,SYK,PLCG2,RTN3,SAR1B,PLG,SEC23B,SEC13,SORL1,PICALM,TMED10,VDAC1,MAPK14,SEC31A,APBA1,IDE,GGA3,COPA,SEC23A,SEC24B,PREB,OSBP,TMED9,VPS35,PSEN1,GORASP1,AP4E1,SEC24D,LRP1,TMED2,MFN2,AP4B1,SEC24C,VPS29,VPS26A,MIA3,AP4M1,MAPKAPK2,RAB1B,COPZ1,ITPR2,ITPR1,COPE,COPB2,COPG2,APP,SIGMAR1,APOE,CLU,SREBF2,HSPA9,ADAM10,MAP2K3
13,BIN1,AP2B1,VPS35,SNX6,SYK,EIF2S1,SAR1A,COPG1,SEC16A,SORT1,ARF6,ADAM17,HSPA5,GGA1,AP4S1,VLDLR,SEC24A,SNX4,RTN4,GGA2,PLG,BACE1,RAB1A,SORL1,AP2A1,AP1G1,ECE1,IDE,COPB1,SEC23A,PICALM,SEC13,VDAC1,GGA3,SEC24B,SEC31A,TMED2,SEC24D,AP4B1,APP,VPS26A,COPZ1,TMED9,TMED10,SAR1B,APBA1,NCSTN,MAPK14,SEC23B,COPB2,PSEN1,RAB1B,SIGMAR1,AP4M1,APBA2,MAPKAPK2,COPA,MIA3,ABCA7,SEC24C,MFN2,LRP1,APOE,COPG2,PLCG2,CLU,VPS29,ITPR1,OSBP,ITPR2,GORASP1,SREBF2,AP3B2,HSPA9,PREB,ADAM10,MAP2K3,RTN3,COPE,AP4E1
14,ADAM17,AP2A1,RAB1A,BACE1,EIF2S1,AP2B1,HSPA5,BIN1,RTN4,SAR1A,SNX6,SEC24A,SEC16A,VLDLR,SORT1,NCSTN,PLCG2,AP4S1,SEC13,SORL1,ECE1,RAB1B,SYK,SEC23A,COPB1,COPG1,TMED10,GGA1,SEC24C,SAR1B,APBA2,IDE,GGA3,VPS35,TMED2,PICALM,MFN2,AP4B1,SEC31A,ABCA7,ARF6,COPA,SNX4,SIGMAR1,COPZ1,ADAM10,AP1G1,PSEN1,SEC24B,SEC23B,ITPR2,ITPR1,AP3B2,VDAC1,APBA1,VPS26A,AP4M1,APP,MAPK14,AP4E1,MAP2K3,OSBP,VPS29,APOE,GORASP1,MIA3,LRP1,GGA2,COPG2,MAPKAPK2,SREBF2,HSPA9,COPB2,PREB,SEC24D,COPE,RTN3,CLU,TMED9,PLG
15,VPS35,RAB1B,ADAM17,EIF2S1,AP2A1,HSPA5,COPG1,BACE1,AP2B1,SNX6,SYK,RTN4,SORL1,RAB1A,SEC16A,AP4S1,SORT1,COPB1,GGA2,VLDLR,SEC24A,VDAC1,SEC23A,APBA1,APBA2,PLCG2,SAR1A,GGA3,ECE1,AP1G1,ARF6,NCSTN,MAP2K3,BIN1,TMED10,SEC24B,SNX4,SAR1B,ITPR1,PICALM,MAPK14,PSEN1,GORASP1,ABCA7,VPS29,AP3B2,IDE,SEC23B,TMED9,COPG2,COPA,SEC24C,AP4M1,MFN2,RTN3,AP4B1,PLG,GGA1,ADAM10,OSBP,SEC31A,SEC13,COPZ1,AP4E1,SREBF2,MIA3,ITPR2,SIGMAR1,MAPKAPK2,COPE,TMED2,HSPA9,COPB2,VPS26A,SEC24D,APP,APOE,CLU,PREB,LRP1
16,HSPA5,EIF2S1,SAR1A,SORT1,RAB1A,SNX6,SEC23A,BIN1,RAB1B,COPB1,ADAM17,AP4S1,PICALM,AP2A1,ABCA7,COPG1,BACE1,VLDLR,SEC24A,PLCG2,AP2B1,VPS35,AP4B1,SEC13,APBA2,RTN4,AP3B2,ECE1,GGA3,NCSTN,PLG,SEC24C,VPS26A,GGA1,TMED10,SORL1,SEC24B,MFN2,SEC31A,VDAC1,APBA1,ARF6,TMED2,RTN3,SNX4,MAPKAPK2,COPZ1,SAR1B,VPS29,MAP2K3,SIGMAR1,MIA3,ADAM10,SEC16A,AP1G1,COPE,SYK,TMED9,MAPK14,COPG2,OSBP,SEC24D,AP4M1,PSEN1,SEC23B,PREB,CLU,APP,ITPR1,APOE,GORASP1,COPB2,IDE,AP4E1,COPA,LRP1,HSPA9,ITPR2,SREBF2,GGA2
17,AP2A1,ADAM17,AP2B1,RAB1A,COPG1,BIN1,SORT1,SNX6,SEC16A,EIF2S1,HSPA5,SAR1A,RTN4,ECE1,BACE1,AP1G1,SEC24A,VLDLR,VDAC1,GGA2,SORL1,NCSTN,AP3B2,SYK,SEC31A,APBA1,COPB1,ARF6,APBA2,MAPK14,GGA1,SEC23A,PLCG2,COPA,SEC24C,MAP2K3,SEC23B,AP4S1,GGA3,PICALM,TMED10,MFN2,ITPR1,VPS29,SIGMAR1,ABCA7,PLG,VPS26A,COPZ1,SEC24B,SEC13,TMED9,SNX4,OSBP,IDE,HSPA9,COPB2,RAB1B,APOE,PREB,COPG2,SEC24D,SAR1B,MIA3,AP4B1,RTN3,TMED2,PSEN1,GORASP1,APP,CLU,LRP1,ADAM10,MAPKAPK2,AP4E1,AP4M1,COPE,VPS35,SREBF2,ITPR2
18,AP3B2,RAB1A,HSPA5,BIN1,SYK,COPG1,BACE1,AP2A1,COPB1,EIF2S1,SNX6,ARF6,ADAM17,RTN4,ECE1,SORL1,PLCG2,SEC16A,SAR1A,SEC13,SORT1,VPS35,VPS29,VLDLR,AP4S1,SEC24A,GGA1,COPA,GGA3,PICALM,ABCA7,NCSTN,AP2B1,COPG2,SEC23A,MAP2K3,VPS26A,RAB1B,SAR1B,SEC24C,TMED2,VDAC1,APBA2,PLG,SIGMAR1,IDE,APBA1,AP1G1,TMED10,COPZ1,HSPA9,SEC24B,LRP1,MFN2,SEC23B,OSBP,GGA2,SEC31A,MAPK14,COPB2,ITPR1,ADAM10,SNX4,COPE,CLU,AP4E1,ITPR2,SEC24D,APOE,AP4M1,SREBF2,RTN3,MIA3,TMED9,GORASP1,PSEN1,PREB,APP,MAPKAPK2,AP4B1
19,BIN1,SNX6,ADAM17,ARF6,SAR1A,COPG1,RAB1B,RTN4,HSPA5,SEC16A,COPB1,EIF2S1,SEC24A,RAB1A,COPG2,SORT1,AP4S1,VLDLR,ABCA7,SEC13,VPS35,AP2A1,AP2B1,SYK,BACE1,GGA2,NCSTN,AP1G1,SORL1,PLCG2,COPA,IDE,GGA3,ECE1,PLG,TMED2,GORASP1,SEC23B,VDAC1,VPS26A,SAR1B,SEC23A,MAP2K3,APBA1,TMED10,APBA2,VPS29,MFN2,ADAM10,GGA1,OSBP,COPZ1,TMED9,SNX4,SIGMAR1,SEC24C,RTN3,PSEN1,PREB,MAPK14,SEC31A,LRP1,SEC24B,ITPR2,CLU,SREBF2,SEC24D,AP4M1,AP4E1,COPB2,PICALM,AP3B2,APP,MAPKAPK2,HSPA9,COPE,MIA3,ITPR1,AP4B1,APOE
20,BIN1,SNX6,ARF6,RAB1A,ADAM17,EIF2S1,SYK,AP3B2,VLDLR,SEC24A,SAR1A,HSPA5,SORL1,SEC16A,COPG1,SORT1,VPS35,VDAC1,TMED2,ECE1,RTN4,APBA1,BACE1,AP1G1,PLCG2,AP4S1,SEC23A,COPA,AP2B1,GGA1,MAPK14,ABCA7,COPB1,SEC24C,SAR1B,ITPR1,APBA2,PICALM,PLG,TMED10,VPS26A,IDE,SNX4,TMED9,ADAM10,GGA2,AP2A1,COPE,GGA3,SEC24B,CLU,RAB1B,VPS29,SEC13,OSBP,SEC23B,AP4M1,PREB,GORASP1,SIGMAR1,MFN2,MAPKAPK2,COPG2,AP4B1,MIA3,COPZ1,ITPR2,PSEN1,SEC24D,SEC31A,SREBF2,APOE,MAP2K3,RTN3,NCSTN,COPB2,APP,HSPA9,AP4E1,LRP1
21,EIF2S1,SEC23A,SEC16A,ARF6,ADAM17,RTN4,COPB1,COPG1,SNX6,SAR1A,VPS35,SORT1,AP2B1,BIN1,SEC24A,VLDLR,SORL1,RAB1A,HSPA5,ECE1,BACE1,AP2A1,SEC23B,GGA2,SEC13,AP4S1,GGA1,APBA1,COPG2,MAP2K3,PLCG2,PLG,OSBP,SEC24C,RAB1B,PICALM,AP1G1,NCSTN,MIA3,IDE,TMED9,PREB,AP4B1,SAR1B,APBA2,VPS29,SIGMAR1,MFN2,COPB2,AP3B2,GGA3,SYK,ITPR1,TMED10,GORASP1,VPS26A,SEC31A,HSPA9,SEC24D,SNX4,ADAM10,ABCA7,APP,SREBF2,PSEN1,AP4E1,COPZ1,TMED2,ITPR2,COPA,CLU,MAPK14,LRP1,VDAC1,SEC24B,RTN3,MAPKAPK2,APOE,COPE,AP4M1
22,SNX6,EIF2S1,BIN1,HSPA5,RAB1A,ARF6,ADAM17,COPG1,RTN4,SEC16A,SORT1,VLDLR,SEC24A,SYK,BACE1,AP3B2,AP2A1,SORL1,ECE1,VDAC1,SEC23A,SAR1A,GGA1,PLCG2,ABCA7,SEC13,APBA1,NCSTN,PLG,AP2B1,SEC31A,GGA3,SAR1B,MFN2,VPS26A,MAPK14,VPS35,SEC23B,COPG2,TMED10,PSEN1,PREB,TMED9,PICALM,MAP2K3,SEC24C,AP4B1,AP4S1,COPZ1,COPB1,IDE,SNX4,TMED2,AP1G1,ADAM10,RTN3,SEC24B,RAB1B,APOE,ITPR1,APP,SEC24D,HSPA9,GGA2,MAPKAPK2,MIA3,COPB2,SIGMAR1,AP4E1,VPS29,COPA,SREBF2,CLU,APBA2,OSBP,LRP1,ITPR2,AP4M1,GORASP1,COPE
23,BIN1,SNX6,RAB1A,SAR1A,EIF2S1,HSPA5,VLDLR,SEC24A,SORL1,VPS35,RTN4,AP2B1,SEC16A,SYK,AP2A1,BACE1,COPB1,COPG1,NCSTN,AP4S1,PLCG2,ECE1,SEC13,ARF6,SEC23B,VPS29,GGA1,ADAM17,PICALM,GGA3,APBA2,SORT1,COPA,MFN2,RTN3,RAB1B,TMED2,SEC23A,VDAC1,AP4B1,ABCA7,SNX4,SAR1B,MAP2K3,ITPR1,SEC24C,SIGMAR1,COPE,APBA1,COPG2,CLU,TMED10,PSEN1,PREB,AP4E1,IDE,GGA2,SEC24B,MAPKAPK2,OSBP,MAPK14,VPS26A,TMED9,ADAM10,AP4M1,APP,SEC24D,MIA3,HSPA9,GORASP1,AP3B2,SREBF2,AP1G1,COPZ1,APOE,PLG,SEC31A,ITPR2,COPB2,LRP1
24,HSPA5,SYK,AP2A1,SEC16A,EIF2S1,ARF6,SNX6,COPG1,SORT1,SAR1A,ECE1,ADAM17,BACE1,RAB1A,BIN1,AP2B1,RTN4,SEC23A,SEC24A,VLDLR,COPB1,SORL1,RAB1B,NCSTN,AP4S1,IDE,APBA1,COPG2,COPA,PLG,GGA2,GGA1,VDAC1,ABCA7,GGA3,TMED2,MAP2K3,AP1G1,SEC24B,SAR1B,MAPK14,SEC13,APBA2,AP4B1,TMED10,PREB,MFN2,VPS26A,HSPA9,SIGMAR1,VPS35,ADAM10,SEC24D,COPZ1,ITPR1,AP3B2,LRP1,CLU,OSBP,PLCG2,APP,TMED9,PSEN1,COPE,RTN3,SREBF2,ITPR2,SEC23B,MAPKAPK2,AP4E1,MIA3,PICALM,SEC24C,GORASP1,COPB2,AP4M1,APOE,SNX4,SEC31A,VPS29
25,COPG1,COPB1,SYK,RAB1A,RTN4,GGA2,EIF2S1,HSPA5,VPS35,ADAM17,SAR1A,BACE1,BIN1,PICALM,SORT1,ARF6,SEC16A,TMED10,AP2B1,ABCA7,AP2A1,GGA1,VLDLR,AP4S1,GGA3,COPA,SAR1B,APBA2,PLG,SEC24A,PLCG2,AP4B1,SNX4,AP1G1,AP3B2,IDE,SEC13,OSBP,TMED2,ECE1,SEC23B,APBA1,SNX6,COPZ1,NCSTN,MAP2K3,SEC23A,ITPR1,SORL1,LRP1,ADAM10,COPE,SEC24C,SIGMAR1,VDAC1,AP4E1,RAB1B,VPS29,GORASP1,MFN2,HSPA9,COPG2,PSEN1,ITPR2,MAPK14,SEC24B,APOE,PREB,AP4M1,SREBF2,SEC31A,MIA3,SEC24D,APP,TMED9,MAPKAPK2,COPB2,RTN3,VPS26A,CLU
26,SAR1A,RAB1A,ADAM17,AP3B2,RTN4,HSPA5,EIF2S1,COPG1,SNX6,BIN1,AP1G1,ARF6,BACE1,ECE1,SYK,SEC16A,VLDLR,SEC24A,AP2B1,VPS35,PLG,VPS26A,COPA,RAB1B,SAR1B,MAPK14,COPB1,GGA2,PLCG2,SEC23A,VDAC1,GGA1,APBA1,SORL1,NCSTN,MAP2K3,SORT1,AP2A1,IDE,AP4B1,ABCA7,SEC13,SEC24B,MFN2,TMED9,GGA3,OSBP,RTN3,GORASP1,COPB2,TMED10,ITPR1,APBA2,HSPA9,AP4S1,SNX4,LRP1,VPS29,ADAM10,SIGMAR1,COPE,AP4M1,COPZ1,CLU,SEC24C,MIA3,MAPKAPK2,ITPR2,SEC23B,SEC24D,PREB,AP4E1,COPG2,SREBF2,TMED2,PSEN1,PICALM,APP,SEC31A,APOE
27,COPG1,SNX6,RAB1A,ADAM17,BACE1,AP2A1,SORT1,BIN1,ARF6,RTN4,HSPA5,AP2B1,SORL1,EIF2S1,SEC24A,VLDLR,ECE1,GGA2,VPS29,COPB1,SYK,SAR1B,APBA2,SAR1A,TMED10,ABCA7,SEC24C,VDAC1,SEC16A,OSBP,SEC31A,AP4S1,NCSTN,SEC13,GGA1,VPS35,TMED2,ITPR1,COPA,RTN3,PLCG2,SIGMAR1,SNX4,ADAM10,VPS26A,PLG,SEC24B,AP4E1,MAPK14,AP4B1,RAB1B,GGA3,PSEN1,COPZ1,MAP2K3,SEC23A,HSPA9,AP3B2,IDE,MIA3,PICALM,MFN2,SEC24D,APBA1,COPB2,CLU,TMED9,APP,PREB,MAPKAPK2,COPG2,SEC23B,AP1G1,COPE,GORASP1,LRP1,APOE,ITPR2,AP4M1,SREBF2
28,SAR1A,SNX6,BIN1,RAB1A,SEC16A,ARF6,COPG1,HSPA5,EIF2S1,PLCG2,ADAM17,SEC24A,SEC13,RTN4,NCSTN,AP4S1,GGA2,VPS35,GGA1,SORL1,AP2A1,BACE1,AP2B1,RAB1B,SYK,COPB1,COPZ1,SEC23A,SEC23B,VLDLR,SEC24C,SIGMAR1,ABCA7,IDE,ECE1,COPG2,MAPK14,APBA2,MAP2K3,GGA3,COPA,SORT1,OSBP,TMED2,VDAC1,VPS29,ADAM10,SAR1B,APBA1,PSEN1,VPS26A,MFN2,ITPR1,CLU,TMED10,COPB2,APP,AP1G1,SEC31A,AP4E1,SNX4,PICALM,HSPA9,MAPKAPK2,GORASP1,AP4M1,TMED9,MIA3,AP4B1,APOE,SEC24B,PLG,ITPR2,LRP1,AP3B2,PREB,RTN3,SEC24D,COPE,SREBF2
29,SAR1A,ADAM17,ARF6,RAB1A,SEC16A,SORT1,SNX6,SYK,EIF2S1,HSPA5,COPG1,BIN1,PLCG2,SORL1,BACE1,RTN4,VPS35,VDAC1,NCSTN,AP2A1,AP2B1,GGA2,SEC31A,MAPK14,ABCA7,SAR1B,SNX4,MAP2K3,SEC13,SEC24C,AP3B2,ECE1,APBA2,SEC23B,COPB1,MFN2,VLDLR,SEC23A,PLG,PSEN1,GGA1,PICALM,TMED10,VPS26A,GGA3,SEC24A,TMED9,ADAM10,APBA1,APP,ITPR1,AP4S1,COPZ1,SEC24B,PREB,RTN3,AP4B1,COPB2,SEC24D,COPE,TMED2,CLU,OSBP,COPA,RAB1B,SREBF2,AP4E1,LRP1,GORASP1,APOE,ITPR2,COPG2,SIGMAR1,VPS29,MIA3,IDE,AP1G1,HSPA9,AP4M1,MAPKAPK2
