ordering,pos1,pos2,pos3,pos4,pos5,pos6,pos7,pos8,pos9,pos10,pos11,pos12,pos13,pos14,pos15,pos16,pos17,pos18,pos19,pos20,pos21,pos22,pos23,pos24,pos25,pos26,pos27,pos28,pos29,pos30,pos31,pos32,pos33,pos34,pos35,pos36,pos37,pos38,pos39,pos40,pos41,pos42,pos43,pos44,pos45,pos46,pos47,pos48,pos49,pos50,pos51,pos52,pos53,pos54,pos55,pos56,pos57,pos58,pos59,pos60,pos61,pos62,pos63,pos64,pos65,pos66,pos67,pos68,pos69,pos70,pos71,pos72,pos73,pos74,pos75,pos76,pos77,pos78,pos79,pos80
0,AP2A1,GGA3,ITPR1,AP2B1,SORT1,BIN1,ADAM10,MIA3,TMED9,SEC23B,SEC24A,TMED10,TMED2,HSPA5,HSPA9,COPE,SNX6,PLG,COPB1,COPG1,OSBP,AP1G1,ECE1,NCSTN,VDAC1,VPS29,PSEN1,SEC16A,ARF6,IDE,PLCG2,BACE1,APBA2,EIF2S1,COPA,AP4M1,APOE,SORL1,APP,CLU,SEC13,GGA2,AP3B2,GGA1,VLDLR,AP4E1,AP4S1,APBA1,SYK,COPG2,SEC24C,SEC23A,VPS35,MAPK14,RTN4,LRP1,COPZ1,MAP2K3,RAB1B,SEC24D,SEC31A,AP4B1,RAB1A,RTN3,MAPKAPK2,COPB2,SAR1B,PICALM,ABCA7,SEC24B,SIGMAR1,SAR1A,ITPR2,MFN2,GORASP1,VPS26A,ADAM17,SNX4,PREB,SREBF2
1,AP2B1,GGA3,ITPR1,SORT1,AP2A1,BIN1,MIA3,SEC23B,TMED9,PLG,TMED2,SEC24A,VPS35,TMED10,AP1G1,SEC24C,OSBP,HSPA5,SNX6,HSPA9,APBA1,COPE,SEC16A,COPA,PLCG2,ADAM10,ARF6,COPG1,ITPR2,PSEN1,BACE1,VDAC1,SAR1B,GGA2,APBA2,NCSTN,SORL1,VLDLR,AP4E1,RTN3,VPS26A,SEC31A,RTN4,APP,AP3B2,IDE,VPS29,MAPK14,PICALM,MFN2,AP4M1,PREB,ECE1,RAB1B,RAB1A,SEC23A,COPG2,EIF2S1,APOE,SEC24D,MAP2K3,SEC13,AP4S1,ADAM17,COPB1,AP4B1,SEC24B,CLU,SNX4,COPB2,COPZ1,GGA1,LRP1,SIGMAR1,ABCA7,SAR1A,SYK,GORASP1,MAPKAPK2,SREBF2
2,AP2B1,GGA3,ITPR1,SORT1,AP2A1,BIN1,VPS35,MIA3,PLG,ADAM10,SEC24A,SEC23B,AP1G1,OSBP,TMED10,TMED2,HSPA9,HSPA5,SNX6,COPE,VPS29,PSEN1,SAR1B,TMED9,ARF6,SEC16A,COPG1,AP3B2,ECE1,COPA,MAPK14,VLDLR,AP4E1,COPB2,COPG2,NCSTN,VDAC1,PLCG2,SORL1,IDE,APBA1,SEC31A,LRP1,CLU,SYK,APOE,SEC23A,SEC24D,MFN2,APP,BACE1,PICALM,VPS26A,RAB1A,COPB1,APBA2,RTN3,SNX4,GGA1,RTN4,SEC13,AP4S1,MAPKAPK2,GGA2,SEC24C,RAB1B,AP4B1,SREBF2,ADAM17,SIGMAR1,EIF2S1,MAP2K3,AP4M1,COPZ1,ITPR2,SEC24B,SAR1A,GORASP1,ABCA7,PREB
3,SORT1,BIN1,AP2B1,APBA1,ADAM10,AP2A1,SEC23B,SEC24A,GGA3,PLG,ARF6,ITPR1,TMED10,TMED9,TMED2,VPS35,HSPA9,HSPA5,AP1G1,PSEN1,COPG1,COPB2,SAR1B,SNX6,BACE1,MIA3,COPA,AP3B2,SYK,APP,VPS29,COPE,OSBP,SEC16A,AP4E1,APOE,PLCG2,CLU,VLDLR,RAB1A,SEC31A,MAPK14,SEC24B,PICALM,SEC13,MAP2K3,COPB1,GGA1,COPG2,VDAC1,SEC24C,SEC24D,IDE,COPZ1,LRP1,ADAM17,RAB1B,SEC23A,EIF2S1,AP4M1,MFN2,SORL1,PREB,MAPKAPK2,AP4B1,GGA2,AP4S1,RTN3,ITPR2,ECE1,VPS26A,SNX4,SREBF2,SAR1A,SIGMAR1,RTN4,NCSTN,APBA2,GORASP1,ABCA7
4,ITPR1,SORT1,GGA3,AP2A1,AP2B1,BIN1,MIA3,ADAM10,PLG,OSBP,APBA1,COPE,HSPA5,HSPA9,SEC23B,TMED9,TMED10,COPA,SEC16A,SNX6,TMED2,COPG1,VPS29,AP3B2,SEC24C,SEC24B,ARF6,BACE1,PSEN1,MFN2,VPS35,SEC13,PICALM,SEC23A,AP1G1,APP,APOE,MAPK14,SEC24A,PREB,COPZ1,MAP2K3,VLDLR,CLU,PLCG2,RAB1A,ADAM17,GGA2,COPG2,AP4E1,COPB1,SORL1,MAPKAPK2,NCSTN,VDAC1,GGA1,ECE1,AP4B1,COPB2,AP4S1,RTN3,EIF2S1,SYK,SEC31A,SEC24D,RTN4,SNX4,VPS26A,IDE,SREBF2,SAR1A,APBA2,ITPR2,LRP1,SIGMAR1,ABCA7,AP4M1,SAR1B,GORASP1,RAB1B
5,GGA3,AP2B1,SORT1,ITPR1,AP2A1,BIN1,MIA3,APBA1,ADAM10,PLG,OSBP,SEC24A,SEC23B,AP1G1,TMED10,VPS35,MAPK14,HSPA5,TMED2,HSPA9,SEC24C,TMED9,COPA,SEC16A,COPB1,COPE,EIF2S1,PSEN1,SEC23A,APOE,CLU,VPS29,APBA2,SYK,MFN2,GGA1,ECE1,SEC13,ARF6,PREB,AP4B1,AP4M1,GGA2,APP,RTN4,COPZ1,COPG2,NCSTN,SEC24D,SORL1,PLCG2,LRP1,AP4S1,SEC31A,COPB2,VLDLR,VDAC1,AP4E1,RTN3,SAR1B,ITPR2,MAP2K3,SNX6,COPG1,SAR1A,ADAM17,RAB1B,IDE,PICALM,SIGMAR1,MAPKAPK2,VPS26A,GORASP1,SNX4,SEC24B,SREBF2,BACE1,ABCA7,RAB1A,AP3B2
6,BIN1,ITPR1,GGA3,AP2A1,SORT1,AP2B1,MIA3,PLG,ADAM10,IDE,TMED2,TMED10,HSPA5,HSPA9,SEC16A,COPA,COPE,OSBP,SEC24C,AP1G1,APBA1,SEC24A,SEC23B,MAPK14,MFN2,SEC24B,PLCG2,SNX6,SYK,CLU,ARF6,AP4M1,RAB1A,COPB1,PICALM,BACE1,SORL1,PSEN1,VPS29,SEC13,LRP1,APOE,TMED9,SAR1B,ECE1,COPB2,VLDLR,AP4E1,AP4S1,AP3B2,APBA2,GGA1,SEC31A,SEC23A,COPG1,COPG2,VDAC1,MAPKAPK2,GGA2,RTN4,RAB1B,VPS26A,APP,MAP2K3,AP4B1,ABCA7,EIF2S1,VPS35,ADAM17,RTN3,NCSTN,SEC24D,PREB,GORASP1,COPZ1,ITPR2,SREBF2,SIGMAR1,SAR1A,SNX4
7,GGA3,AP2A1,AP2B1,SORT1,ITPR1,MIA3,BIN1,SEC23B,TMED2,TMED9,PLG,HSPA5,HSPA9,OSBP,SEC24A,AP1G1,VPS35,COPE,SAR1B,TMED10,EIF2S1,SEC16A,SEC24C,SORL1,SNX6,GGA2,COPA,VPS29,SYK,ECE1,APP,ARF6,VLDLR,AP4E1,BACE1,SEC23A,COPB2,PLCG2,SEC31A,APOE,CLU,PICALM,PSEN1,MFN2,RTN3,APBA2,RTN4,AP4S1,RAB1A,COPB1,COPG1,AP4B1,SEC24B,PREB,COPG2,SEC24D,MAPK14,MAPKAPK2,RAB1B,ADAM10,LRP1,AP4M1,VDAC1,SREBF2,ABCA7,MAP2K3,GORASP1,SEC13,ADAM17,SIGMAR1,SAR1A,GGA1,IDE,APBA1,AP3B2,ITPR2,VPS26A,NCSTN,COPZ1,SNX4
8,GGA3,AP2A1,ITPR1,SORT1,BIN1,MIA3,SEC23B,ADAM10,TMED9,TMED2,SEC24A,AP2B1,SEC24C,PLG,MFN2,OSBP,COPE,SEC16A,TMED10,HSPA5,AP1G1,EIF2S1,SEC23A,HSPA9,VPS35,SNX6,RTN3,RTN4,BACE1,AP4S1,VLDLR,AP4E1,PSEN1,APBA2,RAB1A,SYK,COPA,VPS29,COPB1,APBA1,APOE,SEC31A,SEC24B,CLU,APP,PLCG2,LRP1,SEC13,RAB1B,ECE1,PICALM,ITPR2,MAPK14,ADAM17,GGA1,IDE,MAPKAPK2,COPB2,AP4M1,COPG1,GGA2,SAR1B,AP3B2,SEC24D,COPG2,SREBF2,VDAC1,ARF6,GORASP1,SIGMAR1,SAR1A,ABCA7,NCSTN,MAP2K3,AP4B1,COPZ1,VPS26A,SNX4,PREB,SORL1
9,AP2A1,GGA3,AP2B1,SORT1,ITPR1,BIN1,ADAM10,PLG,MIA3,VPS35,SEC24A,COPE,OSBP,SEC23B,SNX6,ARF6,TMED9,TMED10,HSPA5,HSPA9,SEC16A,PLCG2,SORL1,APBA1,COPA,EIF2S1,SEC24C,TMED2,SEC23A,GGA2,AP1G1,APOE,VPS29,CLU,PICALM,VLDLR,COPZ1,BACE1,PSEN1,AP4E1,SEC24B,APP,COPG2,SEC13,AP3B2,NCSTN,RAB1A,COPB2,SEC24D,MAPKAPK2,LRP1,SYK,VDAC1,ECE1,SAR1A,RTN3,ITPR2,VPS26A,AP4S1,PREB,SAR1B,RAB1B,MAPK14,RTN4,APBA2,MFN2,SREBF2,SNX4,SEC31A,MAP2K3,AP4M1,GGA1,COPB1,AP4B1,GORASP1,COPG1,ABCA7,IDE,ADAM17,SIGMAR1
10,ITPR1,GGA3,SORT1,AP2A1,BIN1,AP2B1,ADAM10,MIA3,SEC23B,PLG,SEC24A,TMED2,TMED10,HSPA5,APBA1,HSPA9,SAR1B,SEC24C,PLCG2,SNX6,ARF6,VPS29,SEC31A,SEC23A,EIF2S1,TMED9,SEC16A,COPA,GGA2,PREB,SORL1,COPB2,PICALM,AP4S1,SEC13,PSEN1,OSBP,COPB1,VLDLR,AP4E1,ECE1,COPG1,VPS35,AP4B1,APOE,BACE1,AP3B2,COPE,APP,MAPK14,NCSTN,AP1G1,RTN3,AP4M1,SYK,SNX4,MAPKAPK2,RTN4,ITPR2,VDAC1,VPS26A,MFN2,RAB1A,SEC24B,COPZ1,SEC24D,IDE,CLU,ADAM17,APBA2,RAB1B,SREBF2,GGA1,LRP1,COPG2,SAR1A,GORASP1,MAP2K3,SIGMAR1,ABCA7
