reference,comparator,auc_ref,auc_comp,z,p
H8_ratio,TMED2,0.513902187177321,0.4225100910541632,1.749020141594712,0.08028753785990435
H8_ratio,TMED10,0.513902187177321,0.49850746268656715,0.29246273753444435,0.7699328461584989
H8_ratio,TMED9,0.513902187177321,0.4217591288838825,2.195535633169641,0.02812519772680934
