u,value_median,p_-2,p_-1,p_+1,p_+2,p_+3,p_+4,p_+5
0.10317460317460317,0.0,0.20921985815602837,0.2077562326869806,0.5896103896103896,0.49107142857142855,0.672972972972973,0.5378151260504201,0.9041095890410958
0.11375661375661375,0.0,0.3404255319148936,0.2631578947368421,0.5348837209302325,0.5267857142857143,0.608,0.44715447154471544,0.6797385620915033
0.12433862433862433,0.0,0.19858156028368795,0.2077562326869806,0.537467700258398,0.5089285714285714,0.5866666666666667,0.44715447154471544,0.5947712418300654
0.1349206349206349,0.0,0.30141843971631205,0.30193905817174516,0.6051948051948052,0.4955357142857143,0.6081081081081081,0.47058823529411764,0.5273972602739726
0.1455026455026455,0.0,0.4153846153846154,0.42528735632183906,0.601063829787234,0.5454545454545454,0.48626373626373626,0.5040650406504065,0.6601307189542484
0.15608465608465608,0.0,0.4148936170212766,0.3573407202216066,0.5891472868217055,0.5446428571428571,0.512,0.5772357723577236,0.5947712418300654
0.16666666666666666,0.0,0.31560283687943264,0.3462603878116344,0.5736434108527132,0.5669642857142857,0.536,0.5040650406504065,0.6666666666666666
0.17724867724867724,0.0,0.31560283687943264,0.32132963988919666,0.5581395348837209,0.5535714285714286,0.5013333333333333,0.5284552845528455,0.6470588235294118
0.18783068783068782,0.75,0.2978723404255319,0.29085872576177285,0.5297157622739018,0.59375,0.5093333333333333,0.6260162601626016,0.5882352941176471
0.1984126984126984,1.165,0.2127659574468085,0.19390581717451524,0.5167958656330749,0.5223214285714286,0.5146666666666667,0.5447154471544715,0.5424836601307189
0.20899470899470898,1.625,0.34397163120567376,0.2409972299168975,0.4909560723514212,0.5223214285714286,0.5013333333333333,0.5853658536585366,0.477124183006536
0.21957671957671954,2.25,0.1276595744680851,0.1745152354570637,0.5452196382428941,0.5848214285714286,0.49333333333333335,0.6666666666666666,0.6601307189542484
0.23015873015873015,3.0,0.2765957446808511,0.18559556786703602,0.5219638242894057,0.5625,0.49866666666666665,0.5691056910569106,0.5555555555555556
0.24074074074074076,4.0,0.22695035460992907,0.17174515235457063,0.5038759689922481,0.6071428571428571,0.5786666666666667,0.5934959349593496,0.7647058823529411
0.2513227513227513,4.0,0.20212765957446807,0.2077562326869806,0.58656330749354,0.53125,0.49866666666666665,0.5772357723577236,0.6013071895424836
0.26190476190476186,4.5,0.2923076923076923,0.21551724137931033,0.5452127659574468,0.4954545454545455,0.510989010989011,0.5528455284552846,0.5751633986928104
0.27248677248677244,5.0,0.36153846153846153,0.27873563218390807,0.598404255319149,0.5681818181818182,0.532967032967033,0.5772357723577236,0.6078431372549019
0.2830687830687831,5.375,0.4432624113475177,0.3185595567867036,0.5658914728682171,0.5044642857142857,0.5413333333333333,0.4878048780487805,0.5816993464052288
0.2936507936507936,5.875,0.3769230769230769,0.367816091954023,0.5319148936170213,0.4636363636363636,0.5824175824175825,0.5284552845528455,0.49019607843137253
0.3042328042328042,6.375,0.5384615384615384,0.5632183908045977,0.5053191489361702,0.4909090909090909,0.5357142857142857,0.5121951219512195,0.5359477124183006
0.31481481481481477,6.5,0.49615384615384617,0.4339080459770115,0.47074468085106386,0.5,0.5137362637362637,0.45528455284552843,0.48366013071895425
0.3253968253968254,6.75,0.3384615384615385,0.3448275862068966,0.5132978723404256,0.5227272727272727,0.5357142857142857,0.6097560975609756,0.5228758169934641
0.33597883597883593,8.0,0.4115384615384615,0.5287356321839081,0.4946808510638298,0.509090909090909,0.4945054945054945,0.6016260162601627,0.5359477124183006
0.3465608465608465,8.125,0.4307692307692308,0.4885057471264368,0.5558510638297872,0.5318181818181819,0.5302197802197802,0.5121951219512195,0.5228758169934641
0.3571428571428571,8.375,0.19230769230769232,0.2959770114942529,0.6037234042553191,0.5590909090909091,0.5741758241758241,0.5365853658536586,0.477124183006536
0.36772486772486773,8.665,0.24615384615384617,0.2614942528735632,0.5319148936170213,0.5636363636363636,0.5879120879120879,0.5365853658536586,0.5751633986928104
0.37830687830687826,9.75,0.3153846153846154,0.3764367816091954,0.5558510638297872,0.5,0.5741758241758241,0.4634146341463415,0.5163398692810458
0.38888888888888884,10.0,0.25769230769230766,0.3764367816091954,0.4574468085106383,0.4681818181818182,0.5137362637362637,0.4878048780487805,0.4444444444444444
0.3994708994708994,10.0,0.23846153846153847,0.26436781609195403,0.4627659574468085,0.5272727272727272,0.5,0.5203252032520326,0.5490196078431373
0.41005291005291006,10.25,0.27307692307692305,0.27586206896551724,0.4574468085106383,0.5,0.510989010989011,0.5447154471544715,0.5555555555555556
0.42063492063492064,10.5,0.24615384615384617,0.22701149425287356,0.4574468085106383,0.5363636363636364,0.4945054945054945,0.4959349593495935,0.5424836601307189
0.43121693121693117,10.75,0.2076923076923077,0.21264367816091953,0.48138297872340424,0.4318181818181818,0.5137362637362637,0.4878048780487805,0.49019607843137253
0.44179894179894175,10.875,0.3576923076923077,0.3764367816091954,0.4441489361702128,0.45454545454545453,0.5192307692307693,0.4715447154471545,0.47058823529411764
0.4523809523809524,11.125,0.3423076923076923,0.34770114942528735,0.42819148936170215,0.43636363636363634,0.5247252747252747,0.45528455284552843,0.4444444444444444
0.46296296296296297,11.5,0.25384615384615383,0.33620689655172414,0.44148936170212766,0.4818181818181818,0.49725274725274726,0.4796747967479675,0.45751633986928103
0.4735449735449736,11.75,0.36538461538461536,0.4367816091954023,0.5106382978723404,0.42727272727272725,0.45054945054945056,0.5447154471544715,0.5424836601307189
0.4841269841269841,11.75,0.2846153846153846,0.33620689655172414,0.48936170212765956,0.4681818181818182,0.554945054945055,0.5691056910569106,0.4117647058823529
0.4947089947089947,12.0,0.3730769230769231,0.45977011494252873,0.5132978723404256,0.4590909090909091,0.5082417582417582,0.5772357723577236,0.45751633986928103
0.5052910052910053,12.375,0.25384615384615383,0.33045977011494254,0.5159574468085106,0.4681818181818182,0.44505494505494503,0.5040650406504065,0.49019607843137253
0.5158730158730159,12.5,0.28846153846153844,0.3448275862068966,0.5425531914893617,0.55,0.45604395604395603,0.6910569105691057,0.48366013071895425
0.5264550264550264,12.5,0.21153846153846154,0.2672413793103448,0.5425531914893617,0.5727272727272728,0.42032967032967034,0.4796747967479675,0.5359477124183006
0.537037037037037,12.5,0.3730769230769231,0.3563218390804598,0.550531914893617,0.5818181818181818,0.5467032967032966,0.5284552845528455,0.45098039215686275
0.5476190476190477,12.5,0.18466898954703834,0.19023136246786632,0.6334164588528678,0.6173913043478261,0.6928934010152284,0.5042016806722689,0.6506849315068494
0.5582010582010583,12.5,0.2961672473867596,0.2596401028277635,0.5860349127182045,0.5434782608695652,0.6269035532994924,0.6302521008403361,0.5616438356164384
0.5687830687830687,12.625,0.3433962264150943,0.304,0.5867346938775511,0.47345132743362833,0.6056701030927835,0.4959349593495935,0.5163398692810458
0.5793650793650793,13.0,0.27692307692307694,0.28160919540229884,0.5427807486631016,0.4727272727272727,0.5571030640668524,0.42857142857142855,0.5342465753424658
0.58994708994709,13.0,0.3333333333333333,0.3601108033240997,0.5662337662337662,0.53125,0.581081081081081,0.5210084033613446,0.5205479452054794
0.6005291005291006,13.0,0.33687943262411346,0.33240997229916897,0.5168831168831168,0.41517857142857145,0.4756756756756757,0.5210084033613446,0.7945205479452054
0.611111111111111,13.0,0.2624113475177305,0.2742382271468144,0.5272727272727272,0.47767857142857145,0.5324324324324324,0.5042016806722689,0.6917808219178082
0.6216931216931216,13.0,0.2801418439716312,0.21329639889196675,0.5402597402597402,0.4642857142857143,0.4864864864864865,0.5546218487394958,0.6164383561643836
0.6322751322751323,13.25,0.38652482269503546,0.3518005540166205,0.5402597402597402,0.4330357142857143,0.44054054054054054,0.47058823529411764,0.6301369863013698
0.6428571428571429,13.375,0.3333333333333333,0.23268698060941828,0.5792207792207792,0.5044642857142857,0.5432432432432432,0.5798319327731093,0.7397260273972602
0.6534391534391534,13.5,0.2695035460992908,0.32132963988919666,0.5922077922077922,0.47767857142857145,0.5,0.5546218487394958,0.7123287671232876
0.664021164021164,13.5,0.3333333333333333,0.2853185595567867,0.5167958656330749,0.5,0.5146666666666667,0.4715447154471545,0.5294117647058824
0.6746031746031746,13.5,0.5141843971631206,0.38227146814404434,0.5168831168831168,0.5357142857142857,0.5297297297297298,0.5042016806722689,0.6232876712328768
0.6851851851851852,13.5,0.32978723404255317,0.2520775623268698,0.5792207792207792,0.6071428571428571,0.6243243243243243,0.47058823529411764,0.6164383561643836
0.6957671957671957,13.5,0.48936170212765956,0.3739612188365651,0.5478036175710594,0.5625,0.5493333333333333,0.43089430894308944,0.5816993464052288
0.7063492063492063,13.5,0.5035460992907801,0.4265927977839335,0.5090439276485789,0.5892857142857143,0.5066666666666667,0.4959349593495935,0.6666666666666666
0.716931216931217,13.75,0.5319148936170213,0.43490304709141275,0.5917312661498708,0.5714285714285714,0.5226666666666666,0.44715447154471544,0.7058823529411765
0.7275132275132276,14.0,0.4787234042553192,0.38227146814404434,0.4935400516795866,0.48214285714285715,0.49866666666666665,0.5447154471544715,0.49019607843137253
0.738095238095238,14.0,0.3900709219858156,0.3407202216066482,0.4573643410852713,0.53125,0.6346666666666667,0.5528455284552846,0.5098039215686274
0.7486772486772486,14.0,0.40425531914893614,0.3268698060941828,0.5529715762273901,0.4955357142857143,0.5706666666666667,0.4065040650406504,0.6339869281045751
0.7592592592592593,14.0,0.32978723404255317,0.27146814404432135,0.5788113695090439,0.5535714285714286,0.5226666666666666,0.5365853658536586,0.5098039215686274
0.7698412698412699,14.0,0.3723404255319149,0.32132963988919666,0.5658914728682171,0.5848214285714286,0.576,0.5447154471544715,0.5163398692810458
0.7804232804232804,14.0,0.3404255319148936,0.2631578947368421,0.6227390180878553,0.6741071428571429,0.5946666666666667,0.5772357723577236,0.5620915032679739
0.7910052910052909,14.0,0.2978723404255319,0.3545706371191136,0.5167958656330749,0.5,0.5626666666666666,0.5284552845528455,0.5359477124183006
0.8015873015873016,14.0,0.3049645390070922,0.3268698060941828,0.5710594315245479,0.5357142857142857,0.568,0.5853658536585366,0.47058823529411764
0.8121693121693122,14.0,0.44680851063829785,0.44321329639889195,0.5581395348837209,0.46875,0.48533333333333334,0.5528455284552846,0.46405228758169936
0.8227513227513226,14.0,0.2730496453900709,0.21052631578947367,0.537467700258398,0.4642857142857143,0.4533333333333333,0.5284552845528455,0.46405228758169936
0.8333333333333334,14.5,0.2978723404255319,0.23822714681440443,0.5193798449612403,0.5223214285714286,0.4693333333333333,0.4878048780487805,0.5228758169934641
0.8439153439153438,14.5,0.4326241134751773,0.3988919667590028,0.4935400516795866,0.5133928571428571,0.5306666666666666,0.45528455284552843,0.5555555555555556
0.8544973544973546,14.5,0.32978723404255317,0.2409972299168975,0.5038759689922481,0.5267857142857143,0.48,0.44715447154471544,0.5228758169934641
0.865079365079365,14.5,0.31560283687943264,0.2299168975069252,0.48320413436692505,0.5089285714285714,0.5173333333333333,0.4634146341463415,0.5098039215686274
0.8756613756613756,14.75,0.3384615384615385,0.2557471264367816,0.48404255319148937,0.5136363636363637,0.4835164835164835,0.4634146341463415,0.49673202614379086
0.8862433862433863,15.0,0.5,0.4396551724137931,0.5079787234042553,0.43636363636363634,0.5082417582417582,0.45528455284552843,0.5359477124183006
0.8968253968253969,15.0,0.47307692307692306,0.40804597701149425,0.5292553191489362,0.4681818181818182,0.5412087912087912,0.43089430894308944,0.6274509803921569
