u,value_median,p_-2,p_-1,p_+1,p_+2,p_+3,p_+4,p_+5
0.021149674620390458,1.0,,,,,,,
0.02331887201735358,1.0,,,,,,,
0.025488069414316705,1.0,,,,,,,
0.027657266811279828,1.0,,,,,,,
0.029826464208242955,1.0,,,,,,,
0.031995661605206074,1.0,,,,,,,
0.034164859002169194,1.0,,,,,,,
0.03633405639913232,1.0,,,,,,,
0.03850325379609544,1.0,,,,,,,
0.04067245119305857,1.0,,,,,,,
0.042841648590021694,1.0,,,,,,,
0.045010845986984814,1.0,,,,,,,
0.047180043383947934,1.0,,,,,,,
0.04934924078091106,1.0,,,,,,,
0.05151843817787418,1.0,,,,,,,
0.053687635574837314,1.0,,,,,,,
0.05585683297180044,1.0,0.5538461538461539,0.5689655172413793,0.47058823529411764,0.45,0.5543175487465181,0.4957983193277311,0.636986301369863
0.05802603036876356,1.0,0.1951219512195122,0.17480719794344474,0.5607940446650124,0.5652173913043478,0.6140350877192983,0.43902439024390244,0.6078431372549019
0.06019522776572668,1.0,0.21254355400696864,0.10796915167095116,0.5632754342431762,0.5608695652173913,0.6867167919799498,0.7073170731707317,0.6470588235294118
0.06236442516268981,1.0,0.30313588850174217,0.2365038560411311,0.5285359801488834,0.5173913043478261,0.5864661654135338,0.6097560975609756,0.6078431372549019
0.06453362255965292,1.0,0.26480836236933797,0.2467866323907455,0.5955334987593052,0.5565217391304348,0.6165413533834586,0.5934959349593496,0.6209150326797386
0.06670281995661606,1.0,0.46689895470383275,0.4652956298200514,0.6054590570719603,0.4608695652173913,0.5714285714285714,0.5284552845528455,0.6470588235294118
0.06887201735357917,1.0,0.34146341463414637,0.37532133676092544,0.674937965260546,0.5652173913043478,0.6466165413533834,0.6341463414634146,0.7058823529411765
0.0710412147505423,1.0,0.18815331010452963,0.22879177377892032,0.684863523573201,0.6217391304347826,0.6716791979949874,0.7723577235772358,0.8104575163398693
0.07321041214750543,1.0,0.4076655052264808,0.33676092544987146,0.7047146401985112,0.5869565217391305,0.631578947368421,0.8211382113821138,0.7973856209150327
0.07537960954446854,1.0,0.3205574912891986,0.3393316195372751,0.6600496277915633,0.5521739130434783,0.606516290726817,0.6422764227642277,0.6797385620915033
0.07754880694143167,2.0,0.30662020905923343,0.3676092544987147,0.6550868486352357,0.5608695652173913,0.631578947368421,0.7560975609756098,0.6797385620915033
0.0797180043383948,2.0,0.3519163763066202,0.39331619537275064,0.6699751861042184,0.5695652173913044,0.6115288220551378,0.6260162601626016,0.7189542483660131
0.08188720173535792,2.0,0.24041811846689895,0.36246786632390743,0.6054590570719603,0.5608695652173913,0.49373433583959897,0.5447154471544715,0.5816993464052288
0.08405639913232105,2.0,0.3344947735191638,0.4138817480719794,0.6352357320099256,0.6217391304347826,0.5087719298245614,0.5609756097560976,0.5816993464052288
0.08622559652928416,2.0,0.3693379790940767,0.455012853470437,0.598014888337469,0.6,0.5588972431077694,0.4959349593495935,0.6209150326797386
0.0883947939262473,2.0,0.4250871080139373,0.4524421593830334,0.6029776674937966,0.5869565217391305,0.5789473684210527,0.5772357723577236,0.6013071895424836
0.09056399132321041,2.0,0.47735191637630664,0.4961439588688946,0.6327543424317618,0.5434782608695652,0.7619047619047619,0.6097560975609756,0.673202614379085
0.09273318872017353,2.0,0.554006968641115,0.5501285347043702,0.607940446650124,0.591304347826087,0.6365914786967418,0.5365853658536586,0.6078431372549019
0.09490238611713667,2.0,0.6829268292682927,0.699228791773779,0.5930521091811415,0.6043478260869565,0.6416040100250626,0.5284552845528455,0.6078431372549019
0.09707158351409978,2.0,0.6236933797909407,0.6118251928020566,0.5409429280397022,0.5130434782608696,0.45864661654135336,0.4715447154471545,0.46405228758169936
0.09924078091106289,2.0,,,,,,,
0.10140997830802603,2.0,,,,,,,
0.10357917570498916,2.0,,,,,,,
0.10574837310195229,2.0,,,,,,,
0.1079175704989154,2.0,,,,,,,
0.11008676789587853,2.0,,,,,,,
0.11225596529284165,2.0,,,,,,,
0.11442516268980478,2.0,,,,,,,
0.1165943600867679,2.0,,,,,,,
0.11876355748373102,2.0,,,,,,,
0.12093275488069413,2.0,,,,,,,
0.12310195227765726,2.0,,,,,,,
0.12527114967462039,2.0,,,,,,,
0.12744034707158353,2.0,,,,,,,
0.12960954446854664,2.0,,,,,,,
0.13177874186550978,2.0,,,,,,,
