ordering,pos1,pos2,pos3,pos4,pos5,pos6,pos7,pos8,pos9,pos10,pos11,pos12,pos13,pos14,pos15,pos16,pos17,pos18,pos19,pos20,pos21,pos22,pos23,pos24,pos25,pos26,pos27,pos28,pos29,pos30,pos31,pos32,pos33,pos34,pos35,pos36,pos37,pos38,pos39,pos40,pos41,pos42,pos43,pos44,pos45,pos46,pos47,pos48,pos49,pos50,pos51,pos52,pos53,pos54,pos55,pos56,pos57,pos58,pos59,pos60,pos61,pos62,pos63,pos64,pos65,pos66,pos67,pos68,pos69,pos70,pos71,pos72,pos73,pos74,pos75,pos76,pos77,pos78,pos79,pos80
10,BACE1,MFN2,AP2B1,AP1G1,APBA1,MIA3,SEC24C,SEC23A,NCSTN,HSPA9,COPZ1,SNX4,SNX6,VDAC1,RTN4,BIN1,TMED9,AP4E1,TMED2,MAPK14,ADAM10,MAPKAPK2,SEC31A,SEC24A,TMED10,AP4M1,VPS26A,VPS35,COPB1,IDE,SEC13,APP,COPG1,SORT1,VPS29,HSPA5,SYK,SEC16A,ABCA7,LRP1,GGA3,COPE,SAR1B,PICALM,COPA,OSBP,PSEN1,COPG2,SAR1A,AP4B1,SREBF2,AP2A1,GGA2,GORASP1,PREB,COPB2,APOE,VLDLR,SORL1,RTN3,ITPR2,ARF6,ITPR1,EIF2S1,ADAM17,SEC23B,RAB1B,AP3B2,AP4S1,SEC24D,ECE1,GGA1,MAP2K3,APBA2,RAB1A,PLG,SIGMAR1,PLCG2,SEC24B,CLU
11,SEC31A,TMED2,HSPA9,ADAM10,SNX6,AP2B1,COPB1,HSPA5,AP1G1,COPB2,MIA3,NCSTN,AP4S1,RTN4,SEC23A,BACE1,PLG,MFN2,SNX4,MAPKAPK2,ITPR1,ARF6,RTN3,GGA3,OSBP,BIN1,VPS26A,LRP1,SEC24C,RAB1B,VPS35,SORL1,MAP2K3,AP2A1,AP4E1,SAR1A,PREB,COPE,COPA,ITPR2,IDE,SORT1,SEC13,AP3B2,SEC24D,SYK,TMED9,VDAC1,MAPK14,CLU,SEC24A,COPZ1,COPG2,ABCA7,VLDLR,SREBF2,SEC16A,AP4M1,APBA1,SEC23B,GGA2,COPG1,VPS29,APP,RAB1A,PICALM,ADAM17,APBA2,TMED10,SIGMAR1,APOE,PSEN1,EIF2S1,PLCG2,SEC24B,ECE1,GORASP1,GGA1,SAR1B,AP4B1
12,SORT1,HSPA5,SAR1B,AP2B1,OSBP,SEC24C,NCSTN,SEC13,COPZ1,MIA3,VDAC1,COPE,MFN2,SEC23A,TMED9,TMED2,APBA1,RTN3,PREB,LRP1,CLU,EIF2S1,PLG,HSPA9,COPB1,AP2A1,SNX6,VPS26A,VPS35,SREBF2,ARF6,COPA,GGA2,VPS29,AP4E1,BIN1,VLDLR,APOE,MAPKAPK2,SEC31A,ITPR2,RAB1B,AP3B2,SAR1A,RTN4,COPB2,MAPK14,AP4M1,AP1G1,SEC24A,SEC24B,ADAM17,TMED10,PICALM,ABCA7,GGA3,BACE1,ADAM10,SEC24D,COPG2,AP4B1,GORASP1,ECE1,SNX4,PSEN1,MAP2K3,IDE,SEC23B,RAB1A,SEC16A,PLCG2,SORL1,APP,SYK,AP4S1,ITPR1,SIGMAR1,COPG1,APBA2,GGA1
13,MFN2,HSPA9,LRP1,TMED10,VDAC1,TMED2,AP2B1,AP1G1,AP4S1,VPS26A,SAR1A,PREB,VPS35,SEC24D,GGA2,SEC31A,IDE,SAR1B,ADAM10,COPB1,SEC13,RTN3,COPA,SEC23A,RTN4,COPZ1,ABCA7,AP4E1,SORT1,OSBP,MAPKAPK2,SNX4,PLG,VPS29,ITPR1,COPE,SEC24C,APOE,ADAM17,HSPA5,PSEN1,BACE1,TMED9,BIN1,COPB2,ARF6,APBA1,MIA3,RAB1A,MAPK14,VLDLR,AP3B2,SEC23B,MAP2K3,SORL1,PICALM,SEC24A,EIF2S1,SNX6,COPG1,SEC24B,NCSTN,GORASP1,AP4M1,ECE1,ITPR2,GGA1,GGA3,AP4B1,RAB1B,SIGMAR1,CLU,SYK,SREBF2,APBA2,AP2A1,SEC16A,APP,COPG2,PLCG2
14,APBA1,ITPR2,AP3B2,COPZ1,EIF2S1,SAR1A,SEC31A,COPB2,AP1G1,ADAM10,ABCA7,APOE,VPS35,AP4S1,SEC24C,SAR1B,NCSTN,RTN3,MIA3,PREB,MAPKAPK2,APP,SEC23B,VPS29,SEC13,ECE1,ARF6,PLG,MFN2,OSBP,SORT1,SNX4,CLU,BIN1,PICALM,HSPA5,RAB1A,RAB1B,LRP1,SORL1,COPB1,TMED9,SEC23A,VDAC1,TMED2,COPA,GGA3,AP4M1,AP4B1,SEC24B,AP2B1,VLDLR,AP2A1,AP4E1,COPG1,SYK,TMED10,HSPA9,BACE1,GORASP1,IDE,SEC24D,ITPR1,SEC16A,SNX6,COPE,SIGMAR1,ADAM17,PSEN1,SREBF2,RTN4,MAPK14,VPS26A,SEC24A,APBA2,PLCG2,GGA2,COPG2,MAP2K3,GGA1
15,SEC24C,COPB2,VPS29,ITPR1,TMED10,SEC31A,PICALM,COPZ1,IDE,PSEN1,AP1G1,VLDLR,ADAM17,COPA,SEC23B,SEC13,APBA1,SEC23A,SNX6,RTN4,BIN1,VDAC1,COPB1,RTN3,NCSTN,MAPKAPK2,ARF6,SAR1B,GGA3,APP,AP2A1,LRP1,SORT1,HSPA9,PLG,MIA3,ITPR2,MFN2,EIF2S1,VPS26A,TMED9,OSBP,CLU,TMED2,SAR1A,ABCA7,AP4S1,MAPK14,APOE,AP4B1,VPS35,COPE,AP2B1,AP4M1,AP4E1,AP3B2,ECE1,PREB,MAP2K3,SEC24A,RAB1A,RAB1B,SREBF2,SEC24B,GGA2,ADAM10,APBA2,HSPA5,COPG2,SNX4,GORASP1,SYK,SORL1,COPG1,SEC24D,SEC16A,GGA1,BACE1,SIGMAR1,PLCG2
16,SEC23B,APBA1,BIN1,COPG1,COPE,COPA,AP1G1,HSPA9,AP2B1,ITPR2,NCSTN,HSPA5,MIA3,MAPKAPK2,AP2A1,RTN3,COPB2,SEC24C,RAB1A,SEC13,ADAM10,SAR1B,OSBP,AP4B1,SORL1,SNX6,SAR1A,VDAC1,BACE1,AP4S1,SNX4,TMED2,VPS26A,TMED9,PSEN1,SEC24A,PLG,SEC31A,COPZ1,EIF2S1,VPS35,VLDLR,TMED10,SYK,VPS29,RTN4,RAB1B,GGA3,MFN2,IDE,GGA2,ECE1,ITPR1,SREBF2,PICALM,APP,ADAM17,CLU,SEC24D,COPB1,ABCA7,AP4E1,LRP1,MAP2K3,AP4M1,ARF6,GORASP1,SEC16A,MAPK14,AP3B2,PREB,SORT1,APOE,APBA2,SEC23A,SIGMAR1,COPG2,SEC24B,PLCG2,GGA1
17,VPS26A,VPS35,HSPA5,APOE,VDAC1,NCSTN,EIF2S1,VLDLR,HSPA9,SEC24C,TMED10,SEC23B,ARF6,AP4B1,ADAM10,COPG1,VPS29,BACE1,SORT1,COPB1,COPB2,BIN1,AP1G1,IDE,MFN2,PLG,SNX6,TMED2,AP2A1,APBA1,SAR1A,ITPR1,SEC23A,RTN3,SEC24A,AP4S1,AP4M1,SAR1B,RTN4,CLU,TMED9,AP2B1,SEC31A,COPZ1,PSEN1,ECE1,MAPK14,COPG2,SYK,COPA,RAB1B,GGA3,SEC13,GORASP1,SEC24D,AP4E1,MIA3,MAP2K3,MAPKAPK2,PREB,COPE,SNX4,ITPR2,AP3B2,ABCA7,OSBP,SORL1,SREBF2,GGA2,ADAM17,PLCG2,APP,LRP1,SIGMAR1,RAB1A,APBA2,PICALM,GGA1,SEC16A,SEC24B
18,ADAM17,ITPR2,IDE,ITPR1,SEC24C,VDAC1,HSPA5,AP4M1,SEC23A,SAR1A,COPB2,VPS35,BACE1,AP2B1,VPS26A,PLG,SEC23B,AP2A1,RAB1A,AP4E1,EIF2S1,APBA1,AP4S1,HSPA9,ABCA7,TMED2,COPG1,COPB1,MAPK14,SNX4,BIN1,SNX6,MFN2,MAP2K3,PREB,AP4B1,SEC24D,AP1G1,MAPKAPK2,NCSTN,SREBF2,APP,MIA3,SEC24A,RTN4,SORT1,SEC31A,LRP1,COPE,GGA2,CLU,ECE1,OSBP,ADAM10,TMED9,RAB1B,APOE,RTN3,SORL1,SAR1B,COPG2,PICALM,VLDLR,TMED10,PSEN1,GORASP1,APBA2,SYK,VPS29,GGA3,COPZ1,COPA,ARF6,SEC13,SEC16A,SEC24B,GGA1,PLCG2,AP3B2,SIGMAR1
19,SNX6,ADAM10,TMED10,COPE,TMED2,SAR1B,VDAC1,SEC24C,RTN4,RTN3,SEC31A,MFN2,AP2B1,AP2A1,COPA,COPG1,BACE1,AP1G1,COPB2,OSBP,MIA3,COPB1,VPS29,SEC13,GGA3,ARF6,APBA2,ITPR2,SEC16A,VPS26A,PSEN1,CLU,AP4M1,HSPA9,PLG,EIF2S1,SYK,ADAM17,ITPR1,TMED9,SORT1,AP4B1,LRP1,VLDLR,PREB,SREBF2,GGA2,ABCA7,SEC23B,VPS35,AP4E1,COPZ1,ECE1,MAPK14,IDE,RAB1B,SORL1,SAR1A,MAPKAPK2,RAB1A,APBA1,COPG2,NCSTN,APP,APOE,SEC24D,HSPA5,AP4S1,BIN1,PLCG2,MAP2K3,GGA1,SEC23A,SNX4,PICALM,AP3B2,SEC24A,SIGMAR1,GORASP1,SEC24B
20,COPE,RTN4,OSBP,COPB1,ADAM10,APBA1,HSPA5,SEC31A,HSPA9,COPB2,RTN3,RAB1A,VDAC1,MFN2,AP2A1,TMED10,TMED2,VPS35,SAR1A,VPS26A,COPA,PLG,SEC13,BIN1,ITPR2,SEC24C,SEC23A,RAB1B,SORL1,IDE,GGA3,ADAM17,SYK,VPS29,PREB,ITPR1,SREBF2,GGA2,AP1G1,AP4M1,ARF6,APBA2,AP2B1,NCSTN,SAR1B,ABCA7,AP3B2,COPG1,COPG2,AP4E1,VLDLR,PSEN1,APP,COPZ1,LRP1,MIA3,MAPK14,TMED9,SORT1,GORASP1,MAPKAPK2,SEC23B,SEC24A,AP4B1,BACE1,MAP2K3,SNX6,APOE,CLU,SIGMAR1,PICALM,SEC24B,GGA1,SNX4,ECE1,EIF2S1,PLCG2,AP4S1,SEC24D,SEC16A
21,COPB1,SEC13,AP2B1,VPS29,AP2A1,SNX6,BIN1,SORT1,COPA,OSBP,AP4E1,ADAM10,IDE,LRP1,PREB,RTN3,MFN2,VPS35,GGA2,ITPR1,COPZ1,TMED2,SEC23A,RTN4,SEC24D,SEC31A,VPS26A,VLDLR,MIA3,SEC24C,TMED10,AP1G1,CLU,PLG,SAR1A,COPB2,APBA2,RAB1B,MAPK14,APP,AP4B1,ABCA7,APBA1,SYK,ARF6,ADAM17,AP3B2,APOE,SREBF2,AP4S1,NCSTN,COPE,HSPA5,SEC24A,ECE1,ITPR2,AP4M1,COPG1,PSEN1,VDAC1,SAR1B,TMED9,HSPA9,GGA1,SNX4,EIF2S1,MAPKAPK2,SEC16A,SORL1,BACE1,PICALM,MAP2K3,RAB1A,GORASP1,SEC24B,COPG2,PLCG2,SIGMAR1,SEC23B,GGA3
22,AP2B1,COPE,PREB,MFN2,BIN1,SNX6,HSPA9,SEC23B,VPS26A,ADAM10,EIF2S1,VPS29,SAR1B,ITPR1,OSBP,RTN3,AP2A1,HSPA5,TMED9,SEC24C,NCSTN,VDAC1,TMED10,COPZ1,AP4B1,COPG2,SEC31A,APBA1,RAB1A,SEC23A,COPB1,CLU,AP4E1,GGA3,PLG,RTN4,SREBF2,SEC16A,GGA2,VPS35,SEC24B,MIA3,SAR1A,COPA,LRP1,AP1G1,APBA2,VLDLR,ABCA7,RAB1B,PSEN1,COPG1,ITPR2,SEC13,MAPKAPK2,COPB2,SYK,MAPK14,SORL1,APOE,IDE,ECE1,ARF6,TMED2,SORT1,SNX4,ADAM17,AP4S1,AP4M1,MAP2K3,BACE1,SEC24D,SEC24A,PLCG2,GORASP1,PICALM,AP3B2,APP,SIGMAR1,GGA1
23,COPE,AP4B1,COPZ1,APBA1,OSBP,LRP1,SEC23A,HSPA5,COPG1,BIN1,SEC23B,AP2B1,AP2A1,RTN3,RTN4,AP3B2,SEC31A,TMED10,VPS26A,PREB,SEC24C,AP1G1,TMED2,VDAC1,SEC13,SAR1A,MIA3,SORL1,VPS35,SEC24A,TMED9,COPB1,EIF2S1,ABCA7,MFN2,ADAM17,AP4E1,MAPK14,GGA3,SORT1,PICALM,COPB2,VLDLR,SNX6,AP4M1,AP4S1,PSEN1,SAR1B,GORASP1,CLU,APOE,ARF6,RAB1A,VPS29,ITPR2,SREBF2,MAPKAPK2,NCSTN,HSPA9,GGA2,PLG,IDE,ECE1,ITPR1,SEC24D,COPA,RAB1B,APP,COPG2,ADAM10,SEC16A,MAP2K3,GGA1,SYK,SNX4,SIGMAR1,APBA2,PLCG2,SEC24B,BACE1
24,RTN3,VPS29,APBA1,ITPR1,VPS26A,VDAC1,NCSTN,SEC13,ABCA7,COPZ1,SORT1,COPG2,ADAM17,AP2A1,SAR1B,VLDLR,COPB1,TMED10,SNX6,MIA3,COPE,RTN4,ARF6,COPG1,SEC31A,AP1G1,SEC23B,BACE1,COPB2,OSBP,EIF2S1,SEC24C,SEC24A,AP2B1,SEC23A,MAP2K3,CLU,IDE,SAR1A,SYK,ADAM10,VPS35,MAPKAPK2,RAB1A,BIN1,COPA,TMED2,PSEN1,SEC16A,SREBF2,TMED9,GGA2,MFN2,AP4E1,PLG,PICALM,HSPA9,LRP1,MAPK14,SEC24D,RAB1B,SEC24B,SNX4,GORASP1,SORL1,APOE,APP,AP4M1,APBA2,AP4B1,GGA3,HSPA5,AP4S1,PREB,AP3B2,PLCG2,ECE1,SIGMAR1,ITPR2,GGA1
25,AP4M1,NCSTN,VDAC1,VPS35,VPS29,PREB,COPB1,SEC24C,COPB2,APBA1,SORT1,SEC24A,AP2B1,BIN1,COPZ1,SEC23B,SAR1A,ARF6,APOE,AP3B2,GGA3,TMED2,MFN2,PSEN1,TMED10,COPA,CLU,RAB1B,TMED9,SEC23A,RTN4,ECE1,ADAM10,SNX4,HSPA5,AP4S1,GGA2,PLG,SAR1B,ITPR2,SEC13,LRP1,AP1G1,IDE,APP,VLDLR,HSPA9,AP4B1,COPG1,ITPR1,SEC16A,ABCA7,SNX6,SREBF2,AP2A1,EIF2S1,COPG2,VPS26A,SEC31A,RAB1A,SORL1,MAPK14,PICALM,COPE,ADAM17,RTN3,MIA3,MAP2K3,BACE1,GGA1,SYK,GORASP1,MAPKAPK2,AP4E1,SIGMAR1,OSBP,SEC24D,PLCG2,SEC24B,APBA2
26,SREBF2,MFN2,ITPR2,GGA2,LRP1,RTN3,RTN4,HSPA9,TMED10,VDAC1,TMED2,APBA1,AP2A1,PICALM,COPZ1,SNX6,VPS26A,COPB2,ADAM10,RAB1A,AP2B1,VPS35,SEC31A,ADAM17,BACE1,VLDLR,AP4B1,HSPA5,SEC13,AP1G1,SORL1,COPE,ITPR1,SEC23A,SAR1B,IDE,BIN1,ECE1,ABCA7,OSBP,COPG2,MAPKAPK2,APOE,SAR1A,SEC23B,AP4E1,PLG,GGA3,PREB,MAPK14,VPS29,SEC16A,RAB1B,AP4S1,SEC24C,COPB1,SEC24A,COPG1,ARF6,TMED9,MAP2K3,SEC24D,MIA3,NCSTN,EIF2S1,SORT1,SYK,SEC24B,PSEN1,AP3B2,APBA2,COPA,APP,SIGMAR1,GORASP1,GGA1,SNX4,PLCG2,AP4M1,CLU
27,VPS29,RTN4,COPG1,VPS35,AP3B2,RAB1A,SNX6,ADAM10,GGA3,APBA1,MFN2,LRP1,COPA,HSPA5,APBA2,COPZ1,AP4S1,NCSTN,SAR1A,AP4B1,ITPR1,SNX4,SEC31A,TMED9,HSPA9,SEC23A,AP1G1,AP2B1,TMED2,GGA2,SAR1B,MIA3,VPS26A,MAPKAPK2,BIN1,PLG,RTN3,SREBF2,PREB,SORL1,SORT1,COPB1,SEC24C,BACE1,SEC24A,SEC23B,CLU,COPG2,COPE,SEC24D,EIF2S1,MAPK14,ABCA7,PSEN1,ITPR2,ADAM17,COPB2,VDAC1,SEC16A,VLDLR,ECE1,SEC24B,TMED10,IDE,MAP2K3,ARF6,RAB1B,GGA1,AP4E1,APP,OSBP,PICALM,SYK,AP4M1,PLCG2,SEC13,GORASP1,SIGMAR1,APOE,AP2A1
28,NCSTN,TMED2,HSPA9,GGA3,APBA1,HSPA5,COPG1,RTN4,BIN1,COPB2,CLU,AP3B2,SNX6,VDAC1,SEC13,SEC23A,RAB1A,MFN2,GGA2,LRP1,AP4B1,COPB1,AP4E1,COPZ1,VLDLR,PLG,VPS26A,TMED10,SAR1A,VPS29,ARF6,AP1G1,SAR1B,AP4S1,AP2B1,IDE,ITPR1,SEC23B,RTN3,APP,SYK,EIF2S1,ITPR2,PREB,VPS35,SREBF2,MIA3,AP2A1,MAPK14,PSEN1,SEC31A,TMED9,APOE,ECE1,COPA,PICALM,SEC16A,SEC24A,ABCA7,COPE,BACE1,AP4M1,ADAM17,COPG2,SEC24D,SNX4,ADAM10,SIGMAR1,RAB1B,SORL1,MAP2K3,GORASP1,SEC24C,OSBP,APBA2,MAPKAPK2,SORT1,PLCG2,SEC24B,GGA1
29,MFN2,EIF2S1,HSPA5,TMED9,ITPR1,VPS29,BACE1,AP2B1,TMED10,OSBP,COPG1,COPA,HSPA9,SAR1B,ADAM17,AP4B1,COPE,PREB,AP3B2,SEC31A,GGA3,IDE,SEC24C,AP1G1,TMED2,SEC13,SORT1,ITPR2,RTN4,SNX6,MIA3,NCSTN,VDAC1,VPS26A,COPZ1,AP2A1,SEC24A,PLG,SORL1,APBA1,SEC23A,SEC23B,SAR1A,COPG2,COPB2,VPS35,SYK,AP4E1,VLDLR,MAPKAPK2,SIGMAR1,APBA2,MAPK14,PSEN1,CLU,ARF6,RAB1A,RAB1B,APP,SEC24D,SREBF2,GGA2,LRP1,GORASP1,APOE,ABCA7,SNX4,COPB1,MAP2K3,AP4M1,RTN3,ADAM10,SEC24B,PICALM,ECE1,BIN1,PLCG2,GGA1,AP4S1,SEC16A
