source,target,A,B_coef
TMED10,TMED9,0.9999977778679865,0.4254260308590648
TMED10,TMED2,0.9985398507530957,0.2631938852068931
AP1G1,VPS35,0.9982899086194227,0.259237422892633
ADAM10,BIN1,0.9980083283221209,0.25541968240131385
RTN3,RTN4,0.9955221426888498,0.2351030678196057
LRP1,SORL1,0.9906838383631007,0.21666611870404479
BIN1,LRP1,0.9900192795231827,-0.21492672843553356
AP2A1,AP2B1,0.9889434187164402,0.21234028193609777
COPB1,COPE,0.9861775808033442,0.2066886146797893
SEC23A,SEC24C,0.9853787801313587,0.2052638056605157
SAR1A,SEC24B,0.9851987101245974,0.20495322565693427
COPB1,COPG1,0.9845695530658976,0.20389654781176628
PLCG2,SYK,0.9649283315589618,0.18286650482878097
BIN1,SNX6,0.9649074111678255,0.18285105464910548
HSPA5,MIA3,0.9591471265681325,0.17890168299713852
CLU,BACE1,0.9587759186157622,0.1786658700213704
SEC31A,SEC24C,0.9567537329550387,0.17741587768620537
PICALM,ARF6,0.9563555545077856,0.17717634349242137
RAB1B,RAB1A,0.956019089074834,0.17697555458330216
COPG1,COPA,0.9501635801151885,0.17369720299085392
CLU,APOE,0.9487885845124404,0.17298058826838625
APP,PLG,0.9305708725691344,0.16488729390548168
MAPK14,APBA2,0.928387196289746,-0.1640543750599864
MFN2,HSPA9,0.9236679484474195,0.16233149302613942
GGA3,APBA2,0.9020148324931178,0.15549537121719947
MFN2,ARF6,0.8974302547367146,0.1542248099491744
SYK,BACE1,0.8941270033603916,0.15334018990387
COPG2,ADAM17,0.8906517108384372,0.15243538381628238
APBA1,BACE1,0.8823739641980619,0.15037763895002668
VPS26A,VPS29,0.8600399425961128,0.14539054388509678
ECE1,SORL1,0.8598882297720535,-0.14535904881396208
COPB2,TMED2,0.8591030055969268,0.14519649352302783
SORT1,SAR1B,0.8547743519035362,0.14431371979069996
COPB2,COPG1,0.8475721526977504,0.1428921154979142
COPB2,HSPA5,0.8456775811789236,0.1425273533678087
GGA3,ADAM17,0.8428019078446033,-0.1419806300529995
CLU,SEC13,0.8367717637829878,0.14086004765130278
AP2A1,AP1G1,0.8303630299245359,0.13970505767696206
ARF6,RAB1B,0.8178681150308758,0.1375492506924466
SNX4,RAB1A,0.8156610999347003,0.13718057595801092
HSPA9,IDE,0.8139492422291887,0.13689696200871118
HSPA5,EIF2S1,0.8116942209704466,0.13652641420857775
VPS35,VDAC1,0.8107195943247104,-0.13636731744639707
SNX6,MAPKAPK2,0.8095292586216293,0.13617385805812293
ARF6,SEC24D,0.8083117373660371,-0.1359769344323023
VPS35,SEC31A,0.8079926974269422,0.13592549037757842
COPB2,COPB1,0.796124341058529,0.1340561271995899
RTN3,COPA,0.7946744190552597,0.13383338939946723
SEC31A,HSPA9,0.7941807125475184,0.13375781236523104
SNX4,PSEN1,0.7921093996683031,-0.13344218829443627
AP2B1,PREB,0.7884436831941082,-0.13288924361969429
CLU,AP4E1,0.779287444118978,-0.13153796915408864
VDAC1,GGA1,0.7788014220941314,-0.1314673814718172
RTN4,APP,0.7771392634057557,-0.1312268122422066
GORASP1,LRP1,0.7727078539427839,0.130591621552823
SAR1B,AP4M1,0.7705799373901259,0.13028971847611423
OSBP,TMED2,0.7682678790991196,0.12996391049968667
BIN1,PICALM,0.7664872304503658,0.12971453188561938
GORASP1,ARF6,0.7651851687926202,0.12953301510021872
TMED9,TMED2,0.7606695193765544,0.1289088407778593
SORT1,ADAM10,0.7574290947664195,0.1284658967094676
GORASP1,MAPK14,0.7521849678422973,0.1277574907941121
SNX6,GGA1,0.7512226019183914,0.1276285875544292
