ordering,pos1,pos2,pos3,pos4,pos5,pos6,pos7,pos8,pos9,pos10,pos11,pos12,pos13,pos14,pos15,pos16,pos17,pos18,pos19,pos20,pos21,pos22,pos23,pos24,pos25,pos26,pos27,pos28,pos29,pos30,pos31,pos32,pos33,pos34,pos35,pos36,pos37,pos38,pos39,pos40,pos41,pos42,pos43,pos44,pos45,pos46,pos47,pos48,pos49,pos50,pos51,pos52,pos53,pos54,pos55,pos56,pos57,pos58,pos59,pos60,pos61,pos62,pos63,pos64,pos65,pos66,pos67,pos68,pos69,pos70,pos71,pos72,pos73,pos74,pos75,pos76,pos77,pos78,pos79,pos80
0,ADAM10,SNX4,HSPA5,HSPA9,OSBP,TMED2,SAR1B,MFN2,COPB2,TMED9,CLU,MIA3,GGA3,SORL1,MAPKAPK2,TMED10,SNX6,AP1G1,RAB1A,APBA1,LRP1,SEC24C,SEC31A,SAR1A,SEC24B,ABCA7,ECE1,VPS26A,EIF2S1,AP4E1,APBA2,RAB1B,SORT1,AP2A1,APP,MAPK14,SYK,GGA1,PLCG2,ITPR2,GORASP1,PLG,RTN4,PREB,BIN1,VPS29,APOE,COPG2,COPA,PICALM,VPS35,ARF6,COPE,AP4B1,COPB1,AP4M1,ADAM17,NCSTN,VDAC1,BACE1,RTN3,SEC23A,COPG1,SREBF2,IDE,AP2B1,SEC24D,ITPR1,VLDLR,GGA2,SEC24A,SEC13,SEC16A,COPZ1,SEC23B,MAP2K3,AP3B2,SIGMAR1,AP4S1,PSEN1
1,COPB1,COPG1,VDAC1,AP2A1,VPS26A,RAB1A,SEC31A,HSPA9,HSPA5,VPS35,COPE,TMED9,AP1G1,LRP1,ABCA7,OSBP,SORT1,BIN1,COPB2,AP2B1,SEC24B,SEC23A,TMED2,MFN2,MAPKAPK2,GGA3,NCSTN,SEC24C,GGA1,SNX6,RAB1B,IDE,COPG2,MIA3,SEC24D,EIF2S1,ARF6,CLU,ITPR2,SREBF2,SEC23B,MAPK14,SAR1A,SNX4,AP4E1,PLCG2,VLDLR,SYK,APOE,SORL1,ECE1,PICALM,APBA1,TMED10,AP4M1,SAR1B,GORASP1,VPS29,APP,SEC13,ITPR1,PREB,ADAM10,PLG,APBA2,MAP2K3,ADAM17,COPZ1,SEC16A,RTN4,AP4S1,SEC24A,AP4B1,GGA2,RTN3,SIGMAR1,PSEN1,BACE1,AP3B2,COPA
2,COPB2,COPA,VDAC1,AP2B1,SNX4,VPS35,SYK,PLCG2,SORL1,RAB1A,PICALM,TMED9,CLU,COPG2,ADAM17,SEC24C,SAR1B,AP1G1,BIN1,ARF6,MFN2,AP2A1,SEC31A,COPG1,LRP1,TMED10,SEC24B,ABCA7,SAR1A,APOE,OSBP,APP,HSPA9,PLG,ADAM10,COPB1,RAB1B,COPE,SEC23A,VPS26A,SNX6,MAPKAPK2,MIA3,ECE1,GORASP1,RTN4,SEC24D,AP4B1,PREB,HSPA5,RTN3,APBA1,MAPK14,NCSTN,GGA1,TMED2,APBA2,BACE1,AP3B2,VPS29,SORT1,GGA3,EIF2S1,IDE,SEC24A,AP4E1,GGA2,AP4S1,ITPR1,SIGMAR1,SREBF2,SEC16A,VLDLR,SEC13,ITPR2,SEC23B,AP4M1,COPZ1,MAP2K3,PSEN1
3,SEC31A,COPB1,RAB1A,VPS35,VPS26A,AP1G1,AP2A1,AP2B1,SEC24C,OSBP,SORL1,SAR1A,SNX6,ADAM10,SEC23A,LRP1,BIN1,COPA,VDAC1,GGA3,PICALM,SEC24B,MFN2,SNX4,ECE1,ITPR2,TMED9,COPB2,EIF2S1,COPG1,SAR1B,TMED10,SEC24D,ARF6,RAB1B,MAPKAPK2,APBA2,HSPA9,PLCG2,SYK,APBA1,APOE,PREB,VPS29,RTN3,AP4B1,MIA3,RTN4,TMED2,SEC13,SORT1,SEC24A,ABCA7,IDE,AP4M1,GGA1,COPE,VLDLR,GORASP1,HSPA5,CLU,SREBF2,COPZ1,COPG2,BACE1,AP4S1,PLG,APP,AP4E1,ADAM17,ITPR1,AP3B2,NCSTN,SIGMAR1,GGA2,PSEN1,MAP2K3,SEC16A,SEC23B,MAPK14
4,COPA,SEC31A,MIA3,ARF6,COPB2,AP1G1,MFN2,VPS35,MAPKAPK2,SNX6,HSPA5,RAB1A,ECE1,LRP1,AP2A1,APBA1,ADAM10,COPG1,SEC23A,SAR1A,VPS29,SEC24C,SAR1B,APBA2,TMED2,COPB1,SORL1,ITPR2,SEC23B,EIF2S1,RAB1B,MAPK14,SNX4,AP4M1,SEC24B,AP2B1,COPE,APP,RTN4,RTN3,PLG,AP3B2,OSBP,VPS26A,SYK,TMED9,BIN1,PLCG2,ABCA7,SORT1,COPG2,ADAM17,GGA3,GGA2,SIGMAR1,AP4E1,IDE,VDAC1,SEC24D,ITPR1,APOE,SREBF2,BACE1,NCSTN,HSPA9,AP4S1,PICALM,GGA1,SEC24A,TMED10,SEC16A,COPZ1,VLDLR,CLU,GORASP1,AP4B1,SEC13,PSEN1,PREB,MAP2K3
5,MFN2,AP2B1,ADAM10,COPB2,PLCG2,COPE,RAB1B,SAR1B,VPS35,RAB1A,SORT1,SEC24C,SEC31A,AP2A1,GORASP1,TMED10,TMED2,SEC23A,HSPA9,APBA1,ADAM17,SYK,AP1G1,TMED9,COPG2,OSBP,PICALM,VPS26A,MIA3,COPB1,CLU,HSPA5,LRP1,COPG1,GGA3,ABCA7,BIN1,ARF6,SEC24D,SORL1,ECE1,MAPKAPK2,APOE,COPA,PREB,MAPK14,SNX6,APBA2,EIF2S1,PLG,APP,AP4E1,IDE,SIGMAR1,SAR1A,VPS29,RTN4,SEC13,GGA2,AP4B1,BACE1,SREBF2,RTN3,SNX4,AP4M1,SEC23B,ITPR2,VLDLR,AP3B2,SEC24B,VDAC1,GGA1,AP4S1,NCSTN,SEC16A,COPZ1,MAP2K3,ITPR1,PSEN1,SEC24A
6,GGA3,AP2B1,HSPA5,VPS26A,TMED9,TMED10,ABCA7,COPG2,SEC23A,SEC24C,SAR1A,COPG1,COPB1,AP1G1,TMED2,ARF6,RTN4,RTN3,OSBP,BIN1,AP2A1,ADAM17,SEC13,SORT1,PLCG2,COPA,SORL1,SEC24B,GORASP1,SNX6,SYK,VPS35,MFN2,LRP1,APOE,CLU,EIF2S1,APBA1,PICALM,COPE,NCSTN,VDAC1,RAB1A,VPS29,GGA1,SEC31A,SAR1B,AP4M1,SEC24D,GGA2,ECE1,BACE1,SEC23B,MAPK14,MIA3,ADAM10,ITPR2,APP,RAB1B,AP4B1,SEC24A,PLG,PREB,APBA2,IDE,AP4S1,HSPA9,COPB2,MAPKAPK2,VLDLR,AP3B2,ITPR1,SNX4,AP4E1,SREBF2,SIGMAR1,COPZ1,MAP2K3,SEC16A,PSEN1
7,TMED9,TMED10,LRP1,SORL1,ARF6,VPS26A,RAB1B,SEC23A,SNX6,OSBP,SEC31A,COPE,COPG1,AP2A1,AP2B1,VPS29,ADAM10,PICALM,HSPA5,SEC24C,MAPKAPK2,TMED2,COPB2,VPS35,AP1G1,RAB1A,BIN1,MFN2,ECE1,SNX4,PLCG2,SREBF2,MIA3,SYK,APP,SEC24D,HSPA9,SAR1B,PLG,RTN3,RTN4,COPA,AP4M1,MAPK14,VDAC1,ITPR2,COPG2,APBA1,ADAM17,AP4B1,COPB1,ITPR1,GORASP1,NCSTN,SEC24A,SORT1,ABCA7,SEC16A,SAR1A,SEC13,SIGMAR1,BACE1,GGA2,EIF2S1,APOE,GGA1,AP3B2,COPZ1,AP4E1,PREB,IDE,AP4S1,SEC23B,GGA3,APBA2,SEC24B,VLDLR,CLU,PSEN1,MAP2K3
8,SNX4,MFN2,AP2B1,VDAC1,COPB2,VPS35,VPS26A,RAB1B,CLU,EIF2S1,SEC24C,AP2A1,SNX6,COPB1,COPG2,BIN1,APBA1,TMED10,RAB1A,GGA3,GORASP1,TMED2,COPG1,SEC23A,LRP1,ADAM10,AP1G1,SAR1A,SAR1B,MAPKAPK2,HSPA5,MAPK14,TMED9,ABCA7,COPZ1,APBA2,PICALM,SORL1,HSPA9,COPA,ADAM17,ARF6,APP,SEC31A,SEC23B,OSBP,RTN3,AP4E1,SORT1,SEC24B,MIA3,PREB,RTN4,PLG,APOE,IDE,ECE1,COPE,SEC24D,GGA1,ITPR2,NCSTN,VLDLR,SIGMAR1,AP4B1,AP4M1,SEC24A,VPS29,SYK,AP3B2,MAP2K3,BACE1,SREBF2,GGA2,SEC13,PLCG2,PSEN1,ITPR1,AP4S1,SEC16A
9,COPB2,COPA,ARF6,AP2A1,TMED2,GORASP1,PICALM,SNX4,AP2B1,RAB1B,SORT1,MAPK14,COPB1,VDAC1,GGA3,VPS35,LRP1,EIF2S1,COPG1,SAR1A,SEC24B,BIN1,RAB1A,SNX6,SEC24D,RTN4,RTN3,SEC31A,TMED9,TMED10,PREB,GGA1,NCSTN,APBA2,SEC23A,SEC24C,HSPA9,BACE1,SYK,SAR1B,ECE1,APBA1,IDE,PLCG2,ADAM10,OSBP,APP,PLG,MFN2,AP1G1,COPE,SREBF2,VPS29,ITPR1,SORL1,APOE,SEC23B,AP4E1,ABCA7,SEC13,AP4M1,ITPR2,AP4B1,SEC24A,CLU,HSPA5,MIA3,VLDLR,COPG2,GGA2,AP3B2,MAP2K3,AP4S1,SIGMAR1,MAPKAPK2,SEC16A,ADAM17,VPS26A,PSEN1,COPZ1
