step,variable,adjusted_for,auroc,null_mean,gain_vs_current,z_vs_shuffled,n_subjects,kind
5,cts_mmse30_first_ad_dx,proteomePC6 + proteomePC2 + celltype_neuron + celltype_oligodendrocyte + cts_mmse30_first_ad_dx,0.58742,0.58747,-0.03113,-0.04,126,clinical/pathology
5,cts_mmse30_lv,proteomePC6 + proteomePC2 + celltype_neuron + celltype_oligodendrocyte + cts_mmse30_lv,0.61996,0.61886,0.00142,2.41,400,clinical/pathology
5,pmi,proteomePC6 + proteomePC2 + celltype_neuron + celltype_oligodendrocyte + pmi,0.61939,0.6184,0.00085,1.47,398,technical
5,braaksc,proteomePC6 + proteomePC2 + celltype_neuron + celltype_oligodendrocyte + braaksc,0.61846,0.61818,-9e-05,0.46,400,clinical/pathology
5,ceradsc,proteomePC6 + proteomePC2 + celltype_neuron + celltype_oligodendrocyte + ceradsc,0.61694,0.61836,-0.00161,-2.84,400,clinical/pathology
5,cogdx,proteomePC6 + proteomePC2 + celltype_neuron + celltype_oligodendrocyte + cogdx,0.61949,0.61852,0.00094,1.1,400,clinical/pathology
5,dcfdx_lv,proteomePC6 + proteomePC2 + celltype_neuron + celltype_oligodendrocyte + dcfdx_lv,0.61887,0.61857,0.00033,0.54,400,clinical/pathology
5,celltype_astrocyte,proteomePC6 + proteomePC2 + celltype_neuron + celltype_oligodendrocyte + celltype_astrocyte,0.61962,0.61844,0.00107,2.26,400,proteome-derived
5,celltype_microglia,proteomePC6 + proteomePC2 + celltype_neuron + celltype_oligodendrocyte + celltype_microglia,0.61874,0.61866,0.00019,0.2,400,proteome-derived
5,celltype_endothelial,proteomePC6 + proteomePC2 + celltype_neuron + celltype_oligodendrocyte + celltype_endothelial,0.62054,0.61866,0.002,4.03,400,proteome-derived
5,proteomePC1,proteomePC6 + proteomePC2 + celltype_neuron + celltype_oligodendrocyte + proteomePC1,0.60789,0.61863,-0.01066,-16.14,400,proteome-derived
5,proteomePC3,proteomePC6 + proteomePC2 + celltype_neuron + celltype_oligodendrocyte + proteomePC3,0.60198,0.61814,-0.01657,-21.95,400,proteome-derived
5,proteomePC4,proteomePC6 + proteomePC2 + celltype_neuron + celltype_oligodendrocyte + proteomePC4,0.59001,0.61824,-0.02854,-39.69,400,proteome-derived
5,proteomePC5,proteomePC6 + proteomePC2 + celltype_neuron + celltype_oligodendrocyte + proteomePC5,0.61916,0.61807,0.00061,1.17,400,proteome-derived
5,proteomePC7,proteomePC6 + proteomePC2 + celltype_neuron + celltype_oligodendrocyte + proteomePC7,0.62094,0.61855,0.00239,8.74,400,proteome-derived
5,proteomePC8,proteomePC6 + proteomePC2 + celltype_neuron + celltype_oligodendrocyte + proteomePC8,0.62323,0.6187,0.00468,6.21,400,proteome-derived
5,proteomePC9,proteomePC6 + proteomePC2 + celltype_neuron + celltype_oligodendrocyte + proteomePC9,0.62319,0.61848,0.00464,7.88,400,proteome-derived
5,proteomePC10,proteomePC6 + proteomePC2 + celltype_neuron + celltype_oligodendrocyte + proteomePC10,0.61799,0.61846,-0.00055,-0.98,400,proteome-derived
