region,depth,n_listed,n_usable,auroc,null_usable,z_fixed,p_fixed,z_orig,q_orig,q_fixed,strong_fixed
celltype_neuron <= 0.103 (lower half)  AND  ADoutcome = Other,2,86,51,0.63078,0.61153,1.32575,0.08955,0.9026,0.39197,0.30254,False
race = White  AND  Braak = Stage IV,2,98,94,0.63238,0.62506,0.6482,0.27363,0.891,0.36133,0.49571,False
race = White  AND  celltype_microglia > -0.0479 (upper half),2,236,208,0.64037,0.63708,0.41613,0.36318,0.88252,0.35219,0.55589,False
celltype_neuron <= 0.103 (lower half)  AND  PMI > 10 (high third),2,124,85,0.63257,0.62296,0.79168,0.23383,0.88172,0.35219,0.45199,False
race = White  AND  apoeGenotype = 33,2,233,193,0.64098,0.63496,0.7334,0.23383,0.8691,0.34909,0.45199,False
PMI <= 6.83 (lower half)  AND  celltype_neuron -0.0632-0.277 (middle third),2,165,147,0.63624,0.63216,0.50509,0.29353,0.85216,0.36133,0.5096,False
PMI <= 6.83 (lower half)  AND  celltype_astrocyte > 0.236 (high third),2,147,126,0.63804,0.63036,0.78835,0.22886,0.84674,0.36133,0.44932,False
race = White  AND  celltype_astrocyte > 0.236 (high third),2,150,132,0.63802,0.63036,0.78635,0.22886,0.84505,0.36133,0.44932,False
amyAny = 0,1,167,167,0.63648,0.63459,0.21483,0.39801,0.83044,0.40122,0.57627,False
amyCerad = None/No AD/C0,1,167,167,0.63648,0.63459,0.21483,0.39801,0.83044,0.40122,0.57627,False
celltype_neuron <= -0.0632 (low third)  AND  race = Black or African American,2,95,69,0.63154,0.61761,1.04446,0.12438,0.82891,0.39197,0.34807,False
PMI <= 5.17 (low third)  AND  celltype_oligodendrocyte -0.482-0.323 (middle third),2,95,86,0.63146,0.62506,0.56701,0.31343,0.82337,0.39197,0.52472,False
PMI <= 5.17 (low third)  AND  celltype_astrocyte > 0.236 (high third),2,104,84,0.63134,0.62296,0.68992,0.25373,0.81409,0.39197,0.47338,False
PMI <= 5.17 (low third)  AND  ageDeath <= 83.6 (lower half),2,103,73,0.63129,0.61761,1.02588,0.12935,0.81062,0.39197,0.3515,False
race = White  AND  cohort = MAP,2,59,59,0.62314,0.61572,0.49286,0.29353,0.80266,0.35219,0.5096,False
celltype_neuron <= -0.0632 (low third)  AND  Braak = Stage V,2,71,47,0.62255,0.61153,0.75884,0.21393,0.79949,0.40122,0.44079,False
celltype_neuron <= -0.0632 (low third)  AND  ADoutcome = Other,2,57,29,,0.60846,,,0.79359,0.36133,,False
PMI <= 5.17 (low third)  AND  celltype_neuron > 0.277 (high third),2,83,61,0.62603,0.61572,0.68492,0.23881,0.79114,0.41519,0.4569,False
race = White  AND  ADoutcome = Control,2,123,104,0.63146,0.62688,0.3784,0.33333,0.78623,0.39748,0.54585,False
race = White  AND  celltype_astrocyte <= 0.0206 (lower half),2,224,185,0.63989,0.6356,0.5372,0.33333,0.78301,0.384,0.54585,False
celltype_neuron <= 0.103 (lower half)  AND  PMI > 6.83 (upper half),2,190,141,0.63889,0.63143,0.73109,0.24378,0.77533,0.41692,0.46405,False
dataContributionGroup = Rush,1,355,355,0.64315,0.64174,0.28635,0.37811,0.76958,0.41692,0.56266,False
celltype_neuron <= 0.103 (lower half)  AND  celltype_endothelial > 0.239 (high third),2,203,153,0.6389,0.63216,0.83452,0.19403,0.73752,0.39143,0.41108,False
celltype_neuron <= -0.0632 (low third)  AND  celltype_astrocyte <= 0.0206 (lower half),2,148,87,0.63667,0.62506,1.02828,0.15423,0.72822,0.39748,0.38816,False
race = White  AND  celltype_endothelial -0.298-0.239 (middle third),2,163,144,0.63481,0.63143,0.33156,0.39303,0.71393,0.44493,0.57627,False
sex = female,1,567,419,0.64453,0.64176,0.65143,0.28358,0.69743,0.43709,0.49926,False
race = White  AND  ADoutcome = Other,2,62,62,0.62121,0.61572,0.3645,0.36816,0.68513,0.40823,0.55895,False
PMI 5.17-10 (middle third),1,275,246,0.63999,0.63837,0.2576,0.38806,0.6712,0.43042,0.57292,False
race = White  AND  Braak = Stage III,2,85,79,0.62421,0.62296,0.10278,0.48259,0.66615,0.44017,0.64174,False
cohort = CLINCOR,1,65,65,0.62088,0.61572,0.3425,0.36816,0.66498,0.41692,0.55895,False
race = White  AND  ageDeath > 87.7 (high third),2,214,185,0.63872,0.6356,0.39067,0.37811,0.65798,0.4624,0.56266,False
PMI <= 5.17 (low third)  AND  ADoutcome = Other,2,51,40,0.61611,0.60846,0.49693,0.31841,0.65654,0.43042,0.53068,False
PMI <= 5.17 (low third)  AND  celltype_astrocyte > 0.0206 (upper half),2,158,126,0.63418,0.63036,0.39257,0.36318,0.6525,0.4624,0.55589,False
celltype_neuron <= 0.103 (lower half)  AND  celltype_astrocyte > 0.236 (high third),2,194,134,0.63775,0.63036,0.7587,0.22886,0.64879,0.44017,0.44932,False
apoeGenotype = 33,1,449,296,0.64302,0.64012,0.51157,0.33831,0.63663,0.4624,0.5492,False
celltype_neuron <= -0.0632 (low third)  AND  celltype_endothelial > 0.239 (high third),2,140,96,0.63299,0.62688,0.50544,0.29851,0.63468,0.44493,0.51349,False
reag = Intermediate Likelihood,1,209,209,0.63844,0.63708,0.17264,0.44776,0.6271,0.4624,0.6196,False
race = White  AND  cohort = ROS,2,163,163,0.63391,0.63437,-0.05534,0.52239,0.62604,0.4624,0.67088,False
celltype_neuron <= -0.0632 (low third)  AND  celltype_microglia > -0.0479 (upper half),2,245,152,0.63837,0.63216,0.7692,0.22388,0.62592,0.41692,0.44932,False
celltype_neuron <= -0.0632 (low third)  AND  sex = male,2,123,63,0.62951,0.61572,0.9159,0.16418,0.61909,0.44017,0.39215,False
PMI <= 6.83 (lower half)  AND  celltype_endothelial > 0.239 (high third),2,131,120,0.63083,0.63033,0.04986,0.46269,0.61487,0.47142,0.63324,False
PMI <= 5.17 (low third)  AND  dataContributionGroup = MSSM,2,68,68,0.61974,0.61761,0.1601,0.44279,0.59473,0.4624,0.61727,False
race = White  AND  celltype_endothelial <= -0.0425 (lower half),2,229,189,0.63855,0.63496,0.43729,0.32836,0.59352,0.4624,0.54244,False
race = White  AND  celltype_microglia > 0.179 (high third),2,162,145,0.63342,0.63143,0.19459,0.46269,0.5781,0.4624,0.63324,False
PMI <= 5.17 (low third)  AND  celltype_endothelial > 0.239 (high third),2,77,67,0.62288,0.61761,0.39521,0.38806,0.57497,0.4624,0.57292,False
PMI <= 5.17 (low third)  AND  ageDeath 79-87.7 (middle third),2,87,69,0.62581,0.61761,0.61543,0.31343,0.56474,0.4624,0.52472,False
PMI <= 6.83 (lower half)  AND  Braak = Stage V,2,88,69,0.6258,0.61761,0.61461,0.31343,0.56399,0.4624,0.52472,False
celltype_neuron <= -0.0632 (low third)  AND  reag = High Likelihood,2,93,93,0.62578,0.62506,0.06384,0.48259,0.56263,0.4624,0.64174,False
isHispanic = FALSE,1,707,591,0.64447,0.64367,0.37604,0.37811,0.5457,0.4624,0.56266,False
PMI <= 5.17 (low third)  AND  bScore = Braak Stage V-VI,2,125,90,0.62863,0.62506,0.31642,0.39801,0.54388,0.4624,0.57627,False
race = White  AND  dataContributionGroup = Rush,2,230,230,0.63805,0.63772,0.05285,0.49751,0.53707,0.4624,0.65428,False
PMI <= 6.83 (lower half)  AND  Braak = Stage IV,2,79,75,0.62229,0.62296,-0.05562,0.54726,0.53437,0.46903,0.69567,False
celltype_neuron <= -0.0632 (low third)  AND  PMI > 10 (high third),2,85,48,0.62228,0.61153,0.73994,0.21891,0.53368,0.46903,0.44614,False
race = White  AND  bScore = Braak Stage V-VI,2,193,154,0.6367,0.63216,0.56298,0.27363,0.53345,0.4624,0.49571,False
PMI <= 6.83 (lower half)  AND  amyA = Thal Phase 4 or 5,2,88,53,0.62534,0.61153,0.9506,0.16418,0.53214,0.46658,0.39215,False
PMI <= 5.17 (low third)  AND  amyThal = Phase 5,2,50,25,,0.60846,,,0.52966,0.47772,,False
race = White  AND  amyCerad = Frequent/Definite/C3,2,186,186,0.63665,0.63496,0.20496,0.41791,0.52691,0.4624,0.59362,False
celltype_neuron <= -0.0632 (low third)  AND  celltype_endothelial <= -0.0425 (lower half),2,142,74,0.63177,0.61761,1.06177,0.12438,0.52563,0.4624,0.34807,False
PMI <= 5.17 (low third)  AND  celltype_endothelial <= -0.298 (low third),2,95,69,0.6274,0.61761,0.73445,0.25373,0.52367,0.4624,0.47338,False
celltype_neuron <= -0.0632 (low third)  AND  ADoutcome = AD,2,228,137,0.63784,0.63143,0.62809,0.27861,0.51289,0.4624,0.49926,False
celltype_neuron <= -0.0632 (low third)  AND  amyCerad = Frequent/Definite/C3,2,119,119,0.62823,0.63033,-0.20826,0.57214,0.50964,0.46658,0.70345,False
PMI <= 6.83 (lower half)  AND  celltype_astrocyte > 0.0206 (upper half),2,232,195,0.63777,0.63573,0.26679,0.41294,0.50525,0.4624,0.58879,False
PMI <= 6.83 (lower half)  AND  amyCerad = Frequent/Definite/C3,2,172,172,0.63323,0.63459,-0.15394,0.59701,0.49762,0.4624,0.71987,False
PMI <= 5.17 (low third)  AND  amyCerad = Frequent/Definite/C3,2,100,100,0.62698,0.62688,0.00812,0.48756,0.49265,0.47543,0.64379,False
cohort = ROS,1,188,188,0.63628,0.63496,0.1604,0.43284,0.48649,0.47772,0.60792,False
celltype_neuron <= 0.103 (lower half)  AND  celltype_endothelial <= -0.0425 (lower half),2,209,126,0.63704,0.63036,0.68604,0.24876,0.471,0.48328,0.47113,False
race = White  AND  celltype_endothelial <= -0.298 (low third),2,144,114,0.63112,0.6269,0.3868,0.34826,0.46777,0.47543,0.55589,False
PMI <= 5.17 (low third)  AND  reag = High Likelihood,2,76,76,0.62115,0.62296,-0.14875,0.58209,0.45689,0.49465,0.71335,False
PMI <= 6.83 (lower half)  AND  celltype_neuron > 0.103 (upper half),2,189,158,0.63601,0.63437,0.19581,0.44776,0.45651,0.48545,0.6196,False
celltype_neuron <= -0.0632 (low third)  AND  ageDeath 79-87.7 (middle third),2,96,60,0.62643,0.61572,0.71118,0.23383,0.45171,0.48545,0.45199,False
PMI <= 5.17 (low third)  AND  amyA = Thal Phase 4 or 5,2,59,30,,0.60846,,,0.44281,0.47142,,False
derivedOutcomeBasedOnMayoDx = FALSE,1,679,676,0.64406,0.64406,0.0,1.0,0.44257,0.51079,1.0,False
celltype_neuron <= 0.103 (lower half)  AND  race = Black or African American,2,139,109,0.63075,0.6269,0.35321,0.35323,0.43522,0.47772,0.55589,False
bScore = Braak Stage III-IV,1,324,259,0.64009,0.63843,0.26256,0.37313,0.42585,0.51429,0.56266,False
race = White  AND  reag = High Likelihood,2,133,133,0.62848,0.63036,-0.19279,0.59204,0.42045,0.51429,0.71849,False
race = White  AND  celltype_oligodendrocyte <= -0.482 (low third),2,149,136,0.6331,0.63143,0.16372,0.46766,0.41989,0.47142,0.63541,False
race = White  AND  ageDeath <= 83.6 (lower half),2,157,138,0.63178,0.63143,0.03467,0.50249,0.41952,0.49666,0.65428,False
race = White  AND  ageDeath <= 79 (low third),2,99,85,0.6259,0.62296,0.24219,0.40796,0.41281,0.5003,0.58391,False
race = White  AND  celltype_oligodendrocyte > 0.323 (high third),2,141,109,0.63044,0.6269,0.32431,0.35323,0.40723,0.48545,0.55589,False
celltype_neuron <= -0.0632 (low third)  AND  celltype_oligodendrocyte > -0.11 (upper half),2,227,130,0.6367,0.63036,0.65159,0.27363,0.38402,0.49091,0.49571,False
celltype_neuron <= 0.103 (lower half)  AND  ADoutcome = AD,2,327,222,0.63957,0.63689,0.36625,0.35323,0.38141,0.49666,0.55589,False
reag = Low Likelihood,1,191,191,0.6353,0.63496,0.04085,0.46766,0.37802,0.5003,0.63541,False
PMI <= 5.17 (low third)  AND  Braak = Stage V,2,58,41,0.6157,0.60846,0.46983,0.32836,0.35007,0.50556,0.54244,False
ADoutcome = Control,1,209,183,0.63593,0.6356,0.04151,0.48756,0.34709,0.52952,0.64379,False
PMI <= 6.83 (lower half)  AND  celltype_endothelial > -0.0425 (upper half),2,203,178,0.63523,0.6356,-0.04647,0.50249,0.33461,0.49666,0.65428,False
dataContributionGroup = Emory,1,141,139,0.62956,0.63143,-0.18286,0.60199,0.32951,0.51438,0.72355,False
celltype_neuron <= -0.0632 (low third)  AND  celltype_oligodendrocyte > 0.323 (high third),2,190,100,0.63486,0.62688,0.65946,0.25871,0.32913,0.51946,0.47791,False
PMI <= 6.83 (lower half)  AND  reag = High Likelihood,2,129,129,0.62729,0.63036,-0.31439,0.63184,0.32265,0.53434,0.74981,False
celltype_neuron <= 0.103 (lower half)  AND  Braak = Stage V,2,104,76,0.62455,0.62296,0.1306,0.47761,0.31281,0.52952,0.64174,False
Braak = Stage I,1,68,52,0.61579,0.61153,0.29317,0.40796,0.3062,0.53434,0.58391,False
celltype_microglia <= -0.0479 (lower half),1,482,337,0.64245,0.64065,0.35416,0.36318,0.3013,0.51438,0.55589,False
celltype_neuron <= 0.103 (lower half)  AND  celltype_oligodendrocyte > 0.323 (high third),2,254,147,0.63658,0.63216,0.54813,0.28358,0.29789,0.55461,0.49926,False
PMI <= 6.83 (lower half)  AND  celltype_neuron > 0.277 (high third),2,116,91,0.62576,0.62506,0.06155,0.48259,0.29711,0.53434,0.64174,False
celltype_endothelial > -0.0425 (upper half),1,482,353,0.64241,0.64098,0.27956,0.40796,0.29228,0.51438,0.58391,False
PMI <= 5.17 (low third)  AND  cohort = Mt Sinai Brain Bank,2,79,79,0.61854,0.62296,-0.36408,0.64677,0.27776,0.53753,0.75322,False
celltype_neuron <= -0.0632 (low third)  AND  apoeGenotype = 34,2,116,68,0.62548,0.61761,0.59066,0.31343,0.27365,0.53753,0.52472,False
celltype_neuron <= 0.103 (lower half)  AND  reag = High Likelihood,2,142,142,0.62893,0.63143,-0.24519,0.63682,0.27292,0.53434,0.75096,False
celltype_neuron <= 0.103 (lower half)  AND  celltype_microglia > 0.179 (high third),2,231,156,0.63553,0.63437,0.13811,0.46269,0.25038,0.51438,0.63324,False
PMI <= 6.83 (lower half)  AND  celltype_microglia > 0.179 (high third),2,138,119,0.62848,0.63033,-0.18439,0.55721,0.23289,0.5438,0.69885,False
celltype_neuron <= 0.103 (lower half)  AND  celltype_oligodendrocyte > -0.11 (upper half),2,320,203,0.63867,0.63573,0.38414,0.36318,0.22969,0.539,0.55589,False
celltype_neuron <= -0.0632 (low third)  AND  celltype_endothelial <= -0.298 (low third),2,112,54,0.62342,0.61153,0.81874,0.19403,0.20351,0.56966,0.41108,False
PMI <= 6.83 (lower half)  AND  celltype_microglia > -0.0479 (upper half),2,207,178,0.63462,0.6356,-0.12213,0.55224,0.20139,0.5651,0.69727,False
PMI <= 6.83 (lower half)  AND  bScore = Braak Stage V-VI,2,187,147,0.63369,0.63216,0.19021,0.43284,0.20081,0.539,0.60792,False
celltype_neuron <= 0.103 (lower half)  AND  amyCerad = Frequent/Definite/C3,2,186,186,0.63368,0.63496,-0.1564,0.57214,0.19906,0.539,0.70345,False
celltype_neuron <= 0.103 (lower half)  AND  celltype_endothelial <= -0.298 (low third),2,155,86,0.62947,0.62506,0.39093,0.35821,0.19533,0.55461,0.55589,False
PMI <= 6.83 (lower half)  AND  celltype_astrocyte -0.213-0.236 (middle third),2,154,132,0.63016,0.63036,-0.01988,0.51244,0.16598,0.53434,0.66264,False
apoeGenotype = 23,1,73,58,0.61378,0.61572,-0.12863,0.55721,0.15998,0.57698,0.69885,False
celltype_neuron <= 0.103 (lower half)  AND  sex = male,2,187,114,0.63327,0.6269,0.58437,0.29851,0.15381,0.55331,0.51349,False
celltype_neuron <= -0.0632 (low third)  AND  celltype_oligodendrocyte -0.482-0.323 (middle third),2,82,64,0.6167,0.61572,0.06527,0.47761,0.15166,0.55461,0.64174,False
race = White  AND  reag = Low Likelihood,2,109,109,0.62266,0.6269,-0.38969,0.62687,0.14233,0.58417,0.74627,False
PMI <= 6.83 (lower half)  AND  ADoutcome = AD,2,252,209,0.63516,0.63708,-0.24218,0.64179,0.11394,0.57973,0.7521,False
PMI <= 6.83 (lower half)  AND  celltype_microglia -0.289-0.179 (middle third),2,132,117,0.62477,0.63033,-0.55268,0.70647,0.11387,0.62717,0.79319,False
PMI <= 6.83 (lower half)  AND  ageDeath > 87.7 (high third),2,170,156,0.6293,0.63437,-0.6071,0.70149,0.09545,0.5622,0.78997,False
celltype_astrocyte <= 0.0206 (lower half),1,482,331,0.64145,0.64052,0.17015,0.42786,0.09331,0.5651,0.60546,False
celltype_neuron <= 0.103 (lower half)  AND  ageDeath <= 79 (low third),2,175,92,0.6305,0.62506,0.48204,0.33831,0.0909,0.55331,0.5492,False
celltype_neuron <= -0.0632 (low third)  AND  bScore = Braak Stage V-VI,2,189,104,0.63258,0.62688,0.47114,0.30846,0.07754,0.5622,0.52472,False
Braak = Stage III,1,160,116,0.62819,0.63033,-0.21232,0.57214,0.07094,0.59472,0.70345,False
race = White  AND  celltype_astrocyte -0.213-0.236 (middle third),2,170,152,0.62901,0.63216,-0.3901,0.64677,0.06597,0.57698,0.75322,False
race = White  AND  celltype_neuron > 0.277 (high third),2,146,119,0.62887,0.63033,-0.14568,0.53731,0.05369,0.5622,0.68535,False
race = White  AND  bScore = Braak Stage I-II,2,71,59,0.61228,0.61572,-0.22839,0.61194,0.05042,0.60343,0.73316,False
celltype_neuron <= -0.0632 (low third)  AND  celltype_microglia > 0.179 (high third),2,183,114,0.62999,0.6269,0.28326,0.36318,0.03718,0.57698,0.55589,False
amyAny = 1,1,509,509,0.64146,0.64287,-0.51715,0.66667,0.03238,0.61204,0.76687,False
race = White  AND  celltype_neuron -0.0632-0.277 (middle third),2,190,173,0.63212,0.63459,-0.27953,0.63682,0.02697,0.57973,0.75096,False
race = White  AND  amyThal = Phase 5,2,61,39,,0.60846,,,0.02565,0.60775,,False
race = White  AND  Braak = Stage V,2,94,74,0.61788,0.61761,0.02024,0.50249,0.02507,0.62235,0.65428,False
race = White  AND  Braak = Stage VI,2,99,80,0.62058,0.62296,-0.1964,0.59701,0.01973,0.59909,0.71987,False
race = White  AND  amyA = Thal Phase 4 or 5,2,72,49,0.6114,0.61153,-0.00893,0.50746,-0.01381,0.62477,0.65847,False
ageDeath > 87.7 (high third),1,321,261,0.63684,0.63843,-0.251,0.61692,-0.02398,0.63133,0.73676,False
celltype_neuron <= 0.103 (lower half)  AND  bScore = Braak Stage V-VI,2,261,162,0.633,0.63437,-0.16367,0.57214,-0.06135,0.62477,0.70345,False
apoeGenotype = 34,1,286,193,0.63604,0.63496,0.13067,0.43781,-0.07155,0.65364,0.61261,False
celltype_astrocyte > 0.236 (high third),1,321,226,0.63641,0.63772,-0.20933,0.58706,-0.08334,0.65767,0.71477,False
race = White  AND  celltype_microglia -0.289-0.179 (middle third),2,147,129,0.62698,0.63036,-0.34649,0.64179,-0.10911,0.62717,0.7521,False
PMI <= 5.17 (low third)  AND  celltype_microglia -0.289-0.179 (middle third),2,91,76,0.61562,0.62296,-0.60496,0.72637,-0.1286,0.64551,0.80827,False
celltype_neuron <= -0.0632 (low third)  AND  cohort = Mt Sinai Brain Bank,2,63,62,0.60779,0.61572,-0.5267,0.71144,-0.13091,0.64958,0.79402,False
celltype_neuron <= -0.0632 (low third)  AND  amyA = Thal Phase 4 or 5,2,127,45,0.62149,0.60846,0.84587,0.20398,-0.15672,0.70644,0.42733,False
celltype_oligodendrocyte > -0.11 (upper half),1,482,312,0.6402,0.63998,0.0383,0.47761,-0.16655,0.68902,0.64174,False
ADoutcome = Other,1,192,104,0.63036,0.62688,0.28767,0.36318,-0.16757,0.64551,0.55589,False
race = White  AND  celltype_neuron > 0.103 (upper half),2,241,203,0.63217,0.63573,-0.46567,0.67662,-0.17075,0.71026,0.76888,False
celltype_neuron <= -0.0632 (low third)  AND  ageDeath <= 83.6 (lower half),2,172,84,0.62667,0.62296,0.30542,0.37811,-0.17341,0.66168,0.56266,False
celltype_microglia -0.289-0.179 (middle third),1,321,225,0.63569,0.63689,-0.16362,0.57214,-0.1825,0.69292,0.70345,False
celltype_astrocyte > 0.0206 (upper half),1,482,345,0.63994,0.64065,-0.14081,0.55224,-0.22186,0.7026,0.69727,False
PMI <= 5.17 (low third)  AND  race = Black or African American,2,58,49,0.60519,0.61153,-0.43609,0.68657,-0.28858,0.73133,0.77783,False
ageDeath 79-87.7 (middle third),1,303,211,0.63436,0.63708,-0.34388,0.67164,-0.29513,0.74042,0.76788,False
celltype_neuron <= 0.103 (lower half)  AND  dataContributionGroup = MSSM,2,85,84,0.61014,0.62296,-1.05629,0.85572,-0.29812,0.73304,0.91684,False
celltype_oligodendrocyte <= -0.11 (lower half),1,482,364,0.6395,0.64174,-0.45276,0.66169,-0.31301,0.73304,0.76585,False
race = White  AND  dataContributionGroup = MSSM,2,111,110,0.61687,0.6269,-0.92115,0.84577,-0.3216,0.75339,0.91666,False
celltype_endothelial > 0.239 (high third),1,321,241,0.63451,0.63824,-0.54681,0.71144,-0.34545,0.74042,0.79402,False
race = White  AND  cohort = Mt Sinai Brain Bank,2,122,121,0.61752,0.63033,-1.27237,0.91542,-0.40992,0.75339,0.95345,False
PMI <= 5.17 (low third)  AND  Braak = Stage VI,2,67,49,0.60587,0.61153,-0.38974,0.66667,-0.41721,0.77124,0.76687,False
celltype_neuron <= 0.103 (lower half)  AND  amyThal = Phase 5,2,132,52,0.61813,0.61153,0.45485,0.34328,-0.43362,0.78032,0.55488,False
PMI <= 6.83 (lower half)  AND  dataContributionGroup = MSSM,2,106,106,0.61547,0.6269,-1.04967,0.85572,-0.43379,0.76978,0.91684,False
celltype_astrocyte -0.213-0.236 (middle third),1,321,241,0.63387,0.63824,-0.64181,0.73134,-0.43503,0.7683,0.80901,False
PMI <= 6.83 (lower half)  AND  Braak = Stage VI,2,99,78,0.61436,0.62296,-0.70822,0.76617,-0.43898,0.80009,0.8401,False
celltype_neuron <= 0.103 (lower half)  AND  cohort = Mt Sinai Brain Bank,2,99,98,0.61418,0.62688,-1.05123,0.85075,-0.45279,0.80009,0.91675,False
ageDeath <= 79 (low third),1,339,204,0.63463,0.63573,-0.14448,0.56716,-0.47625,0.77124,0.70345,False
celltype_neuron <= 0.103 (lower half)  AND  amyA = Thal Phase 4 or 5,2,164,71,0.62251,0.61761,0.3679,0.39801,-0.48076,0.76978,0.57627,False
celltype_neuron <= -0.0632 (low third)  AND  amyThal = Phase 5,2,102,31,,0.60846,,,-0.48088,0.81336,,False
bScore = Braak Stage I-II,1,154,107,0.62215,0.6269,-0.43639,0.65174,-0.52712,0.79412,0.75667,False
celltype_oligodendrocyte <= -0.482 (low third),1,322,234,0.63306,0.63772,-0.74266,0.79104,-0.54659,0.80009,0.86233,False
PMI <= 6.83 (lower half)  AND  cohort = Mt Sinai Brain Bank,2,122,122,0.61584,0.63033,-1.43943,0.93035,-0.55428,0.7838,0.9611,False
celltype_oligodendrocyte > 0.323 (high third),1,321,190,0.63292,0.63496,-0.24897,0.58706,-0.56596,0.81007,0.71477,False
Braak = Stage II,1,86,55,0.60902,0.61572,-0.44449,0.67662,-0.57678,0.7928,0.76888,False
amyCerad = Frequent/Definite/C3,1,326,326,0.63256,0.64052,-1.45878,0.91542,-0.58028,0.79412,0.95345,False
Braak = Stage V,1,191,131,0.62635,0.63036,-0.41107,0.67164,-0.61057,0.81007,0.76788,False
amyA = Thal Phase 1 or 2,1,64,39,,0.60846,,,-0.62907,0.80009,,False
celltype_neuron -0.0632-0.277 (middle third),1,321,268,0.63244,0.63882,-1.10448,0.84577,-0.63195,0.8199,0.91666,False
celltype_neuron <= -0.0632 (low third)  AND  dataContributionGroup = MSSM,2,56,55,0.59953,0.61572,-1.07531,0.8806,-0.63325,0.80009,0.93548,False
celltype_neuron <= -0.0632 (low third)  AND  isHispanic = TRUE,2,114,35,,0.60846,,,-0.66647,0.8199,,False
sex = male,1,397,257,0.63468,0.63843,-0.59143,0.73134,-0.711,0.80886,0.80901,False
celltype_neuron <= -0.0632 (low third)  AND  ageDeath <= 79 (low third),2,129,58,0.61421,0.61572,-0.10017,0.53234,-0.75766,0.83383,0.68132,False
reag = High Likelihood,1,244,244,0.62758,0.63824,-1.56429,0.9204,-0.76156,0.83489,0.95345,False
amyThal = Phase 5,1,217,93,0.62517,0.62506,0.00931,0.51741,-0.81043,0.8699,0.66677,False
celltype_microglia > -0.0479 (upper half),1,482,339,0.63693,0.64065,-0.73459,0.77114,-0.84946,0.83489,0.84309,False
race = White  AND  sex = male,2,186,150,0.62285,0.63216,-1.15242,0.89055,-0.99729,0.90016,0.94338,False
race = White  AND  PMI > 6.83 (upper half),2,185,165,0.61988,0.63437,-1.73395,0.9602,-1.01948,0.90016,0.97581,False
ADoutcome = AD,1,560,389,0.63676,0.64166,-1.12452,0.8607,-1.02769,0.90016,0.91955,False
race = White  AND  PMI > 10 (high third),2,114,101,0.60795,0.62688,-1.56642,0.95522,-1.03603,0.90087,0.97581,False
race = Black or African American,1,267,215,0.62699,0.63689,-1.35218,0.90547,-1.0517,0.9259,0.95345,False
celltype_neuron <= 0.103 (lower half)  AND  isHispanic = TRUE,2,139,45,0.61378,0.60846,0.34544,0.34826,-1.07369,0.91493,0.55589,False
apoeGenotype = 44,1,58,38,,0.60846,,,-1.07692,0.90906,,False
PMI <= 6.83 (lower half)  AND  race = Black or African American,2,91,80,0.60161,0.62296,-1.75848,0.9602,-1.08063,0.90087,0.97581,False
celltype_neuron <= 0.103 (lower half)  AND  Braak = Stage VI,2,157,86,0.6161,0.62506,-0.79453,0.76617,-1.10389,0.912,0.8401,False
celltype_neuron > 0.277 (high third),1,321,211,0.62795,0.63708,-1.15445,0.86567,-1.25304,0.93909,0.92224,False
celltype_endothelial <= -0.0425 (lower half),1,482,323,0.63478,0.6404,-1.05667,0.85075,-1.2964,0.92302,0.91675,False
celltype_microglia > 0.179 (high third),1,321,227,0.62732,0.63772,-1.65675,0.95522,-1.34055,0.94241,0.97581,False
bScore = Braak Stage V-VI,1,430,275,0.6315,0.63859,-1.29629,0.9005,-1.35659,0.94192,0.95123,False
dataContributionGroup = MSSM,1,183,182,0.61658,0.6356,-2.38044,0.98507,-1.36419,0.948,0.99036,False
PMI > 10 (high third),1,269,196,0.62424,0.63573,-1.5024,0.9403,-1.39942,0.9586,0.96606,False
PMI > 6.83 (upper half),1,409,317,0.6314,0.6404,-1.69285,0.97015,-1.40251,0.94241,0.98326,False
celltype_neuron <= -0.0632 (low third)  AND  Braak = Stage VI,2,118,57,0.60588,0.61572,-0.65347,0.76617,-1.40871,0.948,0.8401,False
cohort = Mt Sinai Brain Bank,1,205,204,0.61767,0.63573,-2.36155,0.99005,-1.59175,0.96133,0.9927,False
celltype_endothelial <= -0.298 (low third),1,322,203,0.62474,0.63573,-1.43722,0.93532,-1.69688,0.9586,0.96359,False
ageDeath <= 83.6 (lower half),1,482,302,0.63233,0.64012,-1.37135,0.91045,-1.80812,0.98424,0.95345,False
isHispanic = TRUE,1,256,84,0.61755,0.62296,-0.44553,0.69154,-1.9128,0.99242,0.78111,False
Braak = Stage VI,1,239,144,0.61816,0.63143,-1.29964,0.91542,-1.97208,0.99242,0.95345,False
celltype_neuron > 0.103 (upper half),1,482,344,0.62969,0.64065,-2.16159,0.98507,-2.35772,0.99242,0.99036,False
amyA = Thal Phase 4 or 5,1,273,127,0.61604,0.63036,-1.46944,0.9204,-2.43704,0.99242,0.95345,False
amyThal = Phase 4,1,52,30,,0.60846,,,-2.64197,0.99242,,False
race = other,1,214,42,0.57669,0.60846,-2.06274,0.97512,-6.2555,1.0,0.98564,False
dataContributionGroup = Mayo,1,285,0,,0.60846,,,,0.05084,,False
cohort = Mayo Clinic,1,248,0,,0.60846,,,,0.05084,,False
amyCerad = Sparse/Possible/C1,1,45,45,0.61326,0.60846,0.31171,0.35323,,0.384,0.55589,False
