source,target,A,B_coef
CLU,APOE,0.9999996485221269,0.4715279681550498
TMED10,TMED2,0.9999915284408698,0.39196968794691106
TMED10,TMED9,0.9999770062679326,0.3670066475998374
COPB2,COPG2,0.999898103524115,0.3297862825179713
VPS29,VPS26A,0.999895143400526,0.3290702999612289
COPB1,COPG1,0.9998147244006025,0.3148370205547223
VPS29,VPS35,0.9997592791148979,0.30829079247228663
APP,APOE,0.999732743376963,0.3056758483461535
COPA,COPG2,0.9996240093091976,0.29713925279980696
SEC24C,SEC23A,0.9995784659786439,0.2942797111481745
SYK,PLCG2,0.9994387261755603,0.28711850598802374
ARF6,ITPR1,0.9993262483600838,0.2825493755754631
LRP1,SORL1,0.9993029256336181,0.28169802851267245
GGA2,PSEN1,0.9992869070883295,-0.28112963719645034
COPA,COPG1,0.999116534652883,0.27576936583548917
AP2B1,SIGMAR1,0.9990730290994018,-0.2745665245756894
SAR1B,SAR1A,0.9990137981128775,0.27301656955356884
RTN4,ITPR1,0.9989404561790702,-0.2712214178891946
SAR1A,PLG,0.9988763943662828,-0.2697522052851695
BIN1,SORT1,0.9988305326035548,0.26875091746928537
SORT1,MAP2K3,0.9981917142503072,0.2578391514857969
MFN2,IDE,0.9979507218710536,0.2547054074823443
SORT1,ITPR1,0.9978821392890891,-0.2538807172964652
MAPKAPK2,PSEN1,0.9972426059210298,0.24726770042149065
MAPK14,MAPKAPK2,0.9967450785159361,0.2431081723746984
SAR1B,SREBF2,0.9961305247091679,0.2387689845954537
AP1G1,COPG2,0.9960412355915711,0.2381964174854707
TMED9,SIGMAR1,0.9955888210495685,-0.23547980881613811
ITPR2,ADAM17,0.9953034622856975,0.23390555242903524
COPB2,PSEN1,0.9949705016729625,-0.23218482117992695
AP2B1,AP2A1,0.9945590375721349,0.2302085874624928
SEC16A,AP4S1,0.9945086988955258,0.2299770905616715
PREB,PSEN1,0.994211107580411,-0.22865021461614093
VLDLR,SREBF2,0.9941858682632986,-0.22854081797423173
BIN1,SEC23B,0.994078380989196,0.2280801541150063
COPG2,COPG1,0.9938168208740814,-0.22699300859923266
VDAC1,SIGMAR1,0.9937333377372088,0.2266556255087402
SEC24B,ITPR1,0.9935583466275115,0.22596268866513347
TMED10,SAR1A,0.9928146379367915,0.2232124517018871
MAPKAPK2,PLG,0.9923456931086354,-0.22162007614456994
ADAM10,SORT1,0.9912233124124078,0.21817101952214377
COPE,PLG,0.9911222395069066,-0.21788221369758565
HSPA5,GORASP1,0.9904745897421153,-0.2161055305014946
SEC24C,SEC23B,0.990087085320896,0.21509886210467632
SEC23A,PLG,0.9899463833487459,0.21474295869657672
TMED9,TMED2,0.9889137317891047,0.21227249639347986
RAB1A,IDE,0.9880454287212891,-0.2103653734541119
MIA3,SORL1,0.987923866365082,0.21010936396257293
BIN1,OSBP,0.9877556392059704,0.2097592462690624
APBA1,ITPR1,0.9877425576063332,-0.20973221999294236
ADAM10,BIN1,0.9873177663075232,0.20886974617724705
LRP1,APP,0.9869381908657003,0.20812286937875188
ITPR2,MAPKAPK2,0.9868008951889404,0.20785798204674083
NCSTN,PSEN1,0.9851516877310139,0.20487273550356008
HSPA5,HSPA9,0.9841900601153449,0.20327950450181942
APBA1,VLDLR,0.9826793224221363,0.2009595455014163
AP1G1,COPG1,0.9823899283154662,0.20053793280116566
SEC13,AP4S1,0.9817297115960367,-0.19960099679428653
SEC16A,RAB1B,0.9812112420254532,0.1988882264711634
OSBP,SEC24D,0.9807652700788676,0.19829039149180816
COPB1,COPA,0.9806921456659428,0.19819366550053663
AP1G1,SIGMAR1,0.9801648965037296,0.1975066886858788
SEC13,SEC31A,0.9792655224899872,0.19637512322255565
PICALM,IDE,0.9792403853650735,0.1963441914717783
VDAC1,HSPA9,0.9784696401081585,0.19541314330788714
VPS26A,MAP2K3,0.9757163675723575,0.19233423441075884
SEC24B,SIGMAR1,0.9738788079528479,-0.1904634982011819
MAPKAPK2,SIGMAR1,0.9734863234774119,-0.19008057702111225
COPA,OSBP,0.9730448667955475,-0.18965641105778844
BIN1,SNX6,0.9716958328791152,0.18840084461135317
SNX6,EIF2S1,0.9714491063010237,0.18817751605428212
SNX4,COPG2,0.9705629404584791,-0.1873905461244614
SAR1B,GGA2,0.9703269517360341,-0.18718484775992808
TMED9,PSEN1,0.9700176442679803,0.18691762987315866
OSBP,BACE1,0.9693076873388626,0.18631424677404973
SORT1,SEC24D,0.9689020388094786,-0.18597553127947664
COPB2,COPG1,0.9683165015048784,0.1854940751263846
VPS26A,ITPR1,0.9681318321648644,-0.18534401575449094
BACE1,ITPR1,0.9681253549378229,-0.18533876774206715
APP,PLG,0.9680246792944709,-0.18525733011980655
VPS35,SEC16A,0.967081661999253,-0.18450632630418276
