ordering,pos1,pos2,pos3,pos4,pos5,pos6,pos7,pos8,pos9,pos10,pos11,pos12,pos13,pos14,pos15,pos16,pos17,pos18,pos19,pos20,pos21,pos22,pos23,pos24,pos25,pos26,pos27,pos28,pos29,pos30,pos31,pos32,pos33,pos34,pos35,pos36,pos37,pos38,pos39,pos40,pos41,pos42,pos43,pos44,pos45,pos46,pos47,pos48,pos49,pos50,pos51,pos52,pos53,pos54,pos55,pos56,pos57,pos58,pos59,pos60,pos61,pos62,pos63,pos64,pos65,pos66,pos67,pos68,pos69,pos70,pos71,pos72,pos73,pos74,pos75,pos76,pos77,pos78,pos79,pos80
10,AP1G1,MAP2K3,VPS35,ADAM10,SNX6,SEC24D,VPS26A,GORASP1,SEC23B,SEC16A,RAB1B,GGA2,MFN2,MIA3,HSPA5,ADAM17,BACE1,COPG2,SORT1,SEC23A,SYK,TMED9,TMED10,ITPR2,COPG1,ARF6,RAB1A,COPB1,PREB,EIF2S1,VLDLR,SEC31A,ABCA7,RTN4,PSEN1,AP4B1,IDE,OSBP,COPZ1,ECE1,MAPK14,RTN3,NCSTN,AP3B2,COPE,COPB2,SNX4,APBA1,LRP1,TMED2,SORL1,SEC13,COPA,SAR1B,HSPA9,APP,PLCG2,SEC24A,GGA1,SIGMAR1,AP2A1,AP4S1,VPS29,PLG,AP4E1,VDAC1,APOE,SEC24C,MAPKAPK2,AP2B1,GGA3,BIN1,CLU,SAR1A,APBA2,ITPR1,PICALM,AP4M1,SREBF2,SEC24B
11,AP4B1,COPB1,MIA3,MAPK14,APBA2,RTN3,MAP2K3,VPS29,RTN4,SNX4,SAR1A,RAB1A,ECE1,ARF6,AP1G1,PREB,ADAM17,SNX6,PLG,SYK,SORT1,AP4S1,COPG1,BACE1,AP2A1,COPE,PICALM,SEC23A,VPS35,COPG2,SIGMAR1,LRP1,IDE,GGA2,TMED9,HSPA5,TMED10,HSPA9,RAB1B,BIN1,SORL1,APOE,SEC24D,SEC31A,ABCA7,NCSTN,OSBP,VPS26A,SEC13,SEC23B,TMED2,ITPR1,COPZ1,ITPR2,VLDLR,MAPKAPK2,APP,COPB2,MFN2,GGA1,AP2B1,PSEN1,VDAC1,ADAM10,PLCG2,EIF2S1,SEC16A,GORASP1,SEC24C,CLU,GGA3,SAR1B,SEC24B,AP3B2,AP4E1,COPA,SEC24A,AP4M1,APBA1,SREBF2
12,VDAC1,SEC13,MIA3,COPG1,SIGMAR1,ARF6,SEC24C,HSPA5,SEC31A,TMED2,AP4S1,LRP1,GGA2,VPS26A,RAB1A,APBA2,PICALM,ITPR2,ADAM17,SEC24D,MAPK14,COPG2,SYK,BIN1,PREB,RTN4,ADAM10,RTN3,AP4B1,ABCA7,HSPA9,COPB1,RAB1B,OSBP,ECE1,TMED9,VPS29,IDE,CLU,SEC16A,MAP2K3,GORASP1,BACE1,VLDLR,APBA1,SORT1,SNX6,COPE,SEC23A,MAPKAPK2,AP1G1,SNX4,SEC23B,TMED10,AP3B2,GGA1,NCSTN,SORL1,PSEN1,APOE,AP4E1,COPZ1,SAR1A,ITPR1,PLCG2,GGA3,COPA,AP2A1,SAR1B,COPB2,VPS35,MFN2,AP2B1,APP,SEC24A,EIF2S1,PLG,SEC24B,SREBF2,AP4M1
13,RAB1A,HSPA9,GGA2,LRP1,VPS26A,SEC13,ADAM17,ABCA7,SORT1,SYK,ADAM10,MAPK14,COPG1,HSPA5,SEC31A,VLDLR,APBA2,PREB,PICALM,TMED2,VPS35,AP2A1,PLG,AP4S1,ECE1,TMED10,SEC23A,ARF6,TMED9,CLU,RAB1B,SAR1B,COPB1,RTN4,AP1G1,AP4B1,PSEN1,BIN1,MAP2K3,IDE,COPE,MIA3,SEC16A,MAPKAPK2,SAR1A,APOE,OSBP,SEC24D,SNX4,EIF2S1,COPZ1,VDAC1,MFN2,SORL1,AP2B1,SIGMAR1,RTN3,GORASP1,SNX6,SEC23B,COPA,PLCG2,COPG2,BACE1,NCSTN,SEC24A,ITPR2,APP,AP3B2,VPS29,ITPR1,SEC24B,APBA1,AP4E1,GGA3,COPB2,SEC24C,AP4M1,SREBF2,GGA1
14,IDE,HSPA9,PREB,MIA3,COPB1,AP2A1,AP1G1,AP4S1,TMED2,RAB1B,AP3B2,PLG,RTN4,LRP1,ECE1,HSPA5,COPG2,SEC23A,TMED10,MFN2,SNX4,ITPR2,MAPK14,ARF6,GGA2,VDAC1,SEC13,SEC23B,VPS29,COPG1,VPS35,SEC24C,SEC24D,AP4B1,BACE1,MAP2K3,NCSTN,VPS26A,CLU,GGA1,SAR1A,APBA1,PICALM,AP4E1,APBA2,RTN3,SAR1B,APP,AP2B1,SORL1,TMED9,VLDLR,ABCA7,PLCG2,SYK,SIGMAR1,PSEN1,SORT1,RAB1A,EIF2S1,SNX6,ADAM17,SEC16A,SEC31A,OSBP,MAPKAPK2,COPB2,ADAM10,BIN1,GGA3,GORASP1,SEC24A,APOE,ITPR1,COPE,SEC24B,COPA,AP4M1,COPZ1,SREBF2
15,SYK,COPG1,HSPA5,EIF2S1,COPB1,RAB1B,ARF6,COPG2,VLDLR,SEC24D,MAPK14,AP2A1,SIGMAR1,SEC23A,LRP1,PLG,AP2B1,SORT1,TMED10,ABCA7,AP1G1,AP3B2,RTN3,GGA2,SNX6,PREB,ADAM10,SEC24C,VPS35,PSEN1,RAB1A,AP4S1,RTN4,MIA3,COPE,SAR1A,SEC16A,PICALM,ADAM17,ECE1,BACE1,SEC31A,APOE,COPZ1,HSPA9,NCSTN,MAP2K3,TMED2,VPS29,APBA2,GORASP1,TMED9,SEC23B,MFN2,AP4B1,BIN1,SEC13,OSBP,VDAC1,SEC24A,APBA1,IDE,SAR1B,COPA,GGA1,SORL1,APP,CLU,PLCG2,ITPR2,VPS26A,MAPKAPK2,SNX4,ITPR1,SEC24B,AP4M1,GGA3,COPB2,AP4E1,SREBF2
16,LRP1,SIGMAR1,TMED10,BIN1,ABCA7,MAPK14,IDE,HSPA5,ADAM17,RTN4,OSBP,SORT1,SNX6,VPS29,RAB1B,ARF6,SYK,ECE1,EIF2S1,RAB1A,AP2B1,AP1G1,GGA2,RTN3,COPG1,TMED2,MFN2,VPS26A,COPZ1,ADAM10,AP4B1,SEC23A,PICALM,COPG2,PLG,PREB,SEC23B,SEC24D,COPE,COPB1,MIA3,APBA2,SEC13,NCSTN,AP4E1,BACE1,MAP2K3,PSEN1,GGA3,VLDLR,AP4S1,AP3B2,VPS35,TMED9,SNX4,VDAC1,GGA1,SEC31A,COPA,COPB2,AP2A1,ITPR1,MAPKAPK2,SEC24A,HSPA9,SEC24C,SORL1,GORASP1,SEC16A,PLCG2,CLU,ITPR2,SAR1A,APBA1,SAR1B,APOE,SEC24B,APP,AP4M1,SREBF2
17,PLG,VPS35,GGA2,SEC23A,RAB1A,AP2B1,MIA3,PREB,MAP2K3,SEC31A,ARF6,COPE,COPB1,SORT1,TMED9,VLDLR,TMED10,ADAM17,ITPR2,AP4B1,AP2A1,ECE1,VPS29,ADAM10,SEC16A,OSBP,SIGMAR1,SYK,BIN1,AP1G1,RAB1B,IDE,GGA3,COPG1,HSPA5,VPS26A,SORL1,PICALM,VDAC1,MFN2,COPG2,AP4S1,AP4E1,APP,APBA2,RTN4,SAR1A,MAPK14,LRP1,MAPKAPK2,HSPA9,BACE1,RTN3,NCSTN,PSEN1,PLCG2,TMED2,SAR1B,SEC13,APBA1,SNX6,SEC23B,SEC24D,AP3B2,COPA,SEC24A,ITPR1,SNX4,COPB2,GORASP1,CLU,APOE,SEC24B,SEC24C,EIF2S1,COPZ1,AP4M1,ABCA7,GGA1,SREBF2
18,SEC16A,VPS35,VPS29,LRP1,GGA2,RAB1B,SIGMAR1,IDE,VPS26A,AP3B2,SEC23A,COPG2,SEC24D,SNX6,PLG,TMED2,OSBP,SEC24C,APBA2,MAP2K3,SYK,RAB1A,ECE1,MFN2,BACE1,SORL1,SORT1,ADAM10,SNX4,HSPA5,MAPK14,CLU,PICALM,ARF6,NCSTN,AP4S1,ITPR2,VLDLR,COPG1,AP1G1,ABCA7,SEC13,ADAM17,PSEN1,AP2B1,COPZ1,VDAC1,TMED10,SAR1A,AP4B1,SEC23B,GGA3,AP4E1,COPE,PREB,COPB1,MAPKAPK2,PLCG2,ITPR1,COPA,APBA1,GORASP1,GGA1,SEC31A,BIN1,TMED9,APP,APOE,AP2A1,RTN4,HSPA9,AP4M1,MIA3,EIF2S1,SEC24A,SAR1B,SEC24B,COPB2,RTN3,SREBF2
19,VPS35,MAP2K3,MIA3,COPB1,ECE1,SIGMAR1,SEC13,RAB1B,VPS26A,BIN1,ADAM10,SNX4,SORT1,MAPK14,VPS29,ADAM17,AP1G1,RTN3,GGA2,SYK,IDE,ABCA7,RTN4,HSPA9,LRP1,COPA,PREB,TMED10,OSBP,RAB1A,HSPA5,SAR1B,SEC16A,AP4S1,ARF6,TMED9,VLDLR,PLG,PSEN1,SEC23B,EIF2S1,NCSTN,COPG2,SEC24B,GGA3,PICALM,COPG1,VDAC1,SEC23A,MFN2,TMED2,ITPR2,APP,AP4B1,COPE,COPB2,APBA2,COPZ1,SEC24A,APOE,APBA1,GORASP1,AP2B1,SNX6,SEC31A,PLCG2,SEC24C,SEC24D,SORL1,GGA1,AP2A1,MAPKAPK2,AP3B2,CLU,AP4E1,BACE1,SAR1A,SREBF2,ITPR1,AP4M1
20,BACE1,MAP2K3,AP2B1,LRP1,GGA2,MIA3,TMED10,SYK,HSPA5,TMED2,SEC23B,SEC24D,MFN2,COPG2,PREB,ADAM17,VPS26A,VPS29,AP2A1,SEC16A,MAPK14,NCSTN,RAB1A,ARF6,TMED9,SNX4,RTN3,PLG,SEC23A,ABCA7,COPG1,COPB1,COPZ1,HSPA9,VLDLR,PICALM,SORT1,ECE1,AP1G1,AP3B2,RTN4,ADAM10,ITPR2,VPS35,BIN1,SORL1,COPA,SEC24C,OSBP,APBA2,AP4B1,SEC24A,COPE,SEC31A,RAB1B,APOE,SEC13,MAPKAPK2,VDAC1,SNX6,APP,AP4S1,PLCG2,PSEN1,SAR1B,SIGMAR1,GORASP1,COPB2,ITPR1,IDE,CLU,APBA1,GGA3,SEC24B,EIF2S1,AP4M1,SAR1A,GGA1,AP4E1,SREBF2
21,GGA2,PLG,SEC23A,SNX6,VPS29,RAB1A,APBA2,MAPK14,TMED10,VPS26A,LRP1,SORL1,VLDLR,PICALM,VPS35,HSPA9,SEC24D,AP4S1,MIA3,HSPA5,AP1G1,ADAM17,BIN1,COPB1,ITPR2,TMED9,SORT1,RAB1B,SIGMAR1,ECE1,SEC16A,AP2B1,ARF6,TMED2,SEC13,SAR1A,SEC24B,COPG2,AP4B1,BACE1,MAP2K3,NCSTN,ADAM10,ABCA7,VDAC1,COPG1,COPZ1,SYK,PREB,RTN3,IDE,GGA3,RTN4,EIF2S1,PSEN1,SEC23B,CLU,SEC24C,SNX4,APBA1,SEC24A,APOE,AP4E1,MAPKAPK2,OSBP,COPB2,COPE,COPA,SEC31A,AP3B2,APP,AP2A1,PLCG2,GGA1,MFN2,ITPR1,AP4M1,GORASP1,SAR1B,SREBF2
22,OSBP,SNX6,RAB1B,IDE,AP2A1,SEC13,SAR1A,SEC23B,VPS26A,COPB2,SEC24D,VPS35,NCSTN,TMED2,PLG,GGA2,SEC16A,ADAM10,COPG2,SEC31A,MAPK14,RTN3,ADAM17,HSPA5,LRP1,SEC23A,VPS29,BACE1,MAP2K3,EIF2S1,SNX4,ECE1,COPG1,SORL1,MIA3,PREB,VLDLR,MAPKAPK2,COPZ1,APOE,BIN1,SIGMAR1,ABCA7,COPE,HSPA9,AP4B1,RAB1A,TMED9,SEC24B,AP1G1,APP,GGA3,COPA,APBA2,COPB1,TMED10,SYK,PSEN1,ARF6,AP4E1,PICALM,VDAC1,CLU,MFN2,AP3B2,RTN4,AP4S1,ITPR2,GORASP1,SEC24A,APBA1,SORT1,ITPR1,GGA1,AP2B1,SAR1B,SEC24C,AP4M1,SREBF2,PLCG2
23,GGA2,SEC23A,LRP1,MAP2K3,MAPK14,ADAM17,VDAC1,HSPA5,OSBP,TMED9,RTN4,AP1G1,RTN3,COPG1,SORT1,COPE,APBA2,SEC13,AP4S1,ITPR2,AP2A1,BIN1,IDE,PICALM,ADAM10,COPG2,PLG,SEC24D,SEC16A,SIGMAR1,MAPKAPK2,SNX4,VPS29,SAR1B,VPS35,ARF6,SORL1,COPZ1,COPB2,COPB1,ECE1,PREB,PSEN1,HSPA9,ITPR1,TMED10,ABCA7,GGA3,MIA3,SAR1A,APBA1,AP2B1,SYK,RAB1B,EIF2S1,APOE,VPS26A,AP4B1,SEC31A,CLU,COPA,RAB1A,TMED2,AP4E1,APP,MFN2,SEC24C,PLCG2,SEC23B,SEC24A,SNX6,AP3B2,GORASP1,SEC24B,GGA1,BACE1,VLDLR,NCSTN,AP4M1,SREBF2
24,ADAM17,AP3B2,SNX4,IDE,SIGMAR1,VPS26A,COPG1,VDAC1,RAB1A,SEC24D,COPG2,AP1G1,SEC23A,COPB1,BIN1,SEC16A,ADAM10,AP4S1,AP2A1,RAB1B,VPS29,LRP1,TMED10,MAPK14,ARF6,MAP2K3,OSBP,MFN2,APBA2,SYK,PLG,SNX6,COPB2,RTN3,MAPKAPK2,MIA3,COPZ1,PICALM,COPE,ITPR1,APBA1,VPS35,SEC23B,ECE1,TMED9,EIF2S1,SORT1,NCSTN,VLDLR,HSPA5,AP4B1,SAR1A,SEC24B,SEC24C,PSEN1,ABCA7,HSPA9,SEC13,COPA,GGA2,TMED2,PREB,PLCG2,SORL1,SAR1B,APP,CLU,GORASP1,SEC24A,ITPR2,BACE1,AP4E1,GGA3,RTN4,AP4M1,AP2B1,SREBF2,SEC31A,APOE,GGA1
25,SEC13,RAB1B,VPS29,VPS26A,SNX4,SORT1,AP1G1,HSPA5,MAPK14,ADAM17,MAP2K3,NCSTN,RAB1A,AP2A1,PICALM,AP4S1,SYK,VLDLR,COPG2,TMED10,ARF6,ABCA7,APBA1,SIGMAR1,SEC24D,SAR1A,BIN1,SEC23B,VPS35,SNX6,COPB1,PLG,SEC23A,LRP1,SORL1,IDE,ITPR2,AP4B1,TMED2,PREB,GGA2,SEC24C,SEC16A,BACE1,ITPR1,MFN2,RTN3,ADAM10,PSEN1,COPG1,MAPKAPK2,APBA2,SAR1B,SEC31A,OSBP,COPA,RTN4,SEC24A,VDAC1,HSPA9,EIF2S1,ECE1,MIA3,PLCG2,AP3B2,GORASP1,APOE,CLU,TMED9,APP,GGA3,AP4E1,AP2B1,SEC24B,COPE,AP4M1,COPZ1,COPB2,GGA1,SREBF2
26,SEC23A,RAB1A,SNX6,PLG,AP3B2,VPS29,RAB1B,VPS26A,MIA3,PREB,BIN1,RTN3,SORT1,ADAM17,RTN4,APBA2,AP1G1,MAPK14,SIGMAR1,ECE1,LRP1,ITPR2,MFN2,VPS35,SAR1B,MAP2K3,SEC31A,COPG1,TMED9,BACE1,COPB1,SNX4,SEC16A,VDAC1,ARF6,GGA2,IDE,ADAM10,SEC24D,AP2B1,SEC13,COPG2,SEC23B,COPA,TMED10,NCSTN,PSEN1,HSPA9,HSPA5,COPZ1,SEC24C,OSBP,SEC24A,APP,GGA1,MAPKAPK2,AP4B1,SAR1A,SORL1,ITPR1,SEC24B,GORASP1,APOE,PICALM,APBA1,GGA3,SYK,EIF2S1,TMED2,AP4S1,COPE,VLDLR,CLU,ABCA7,AP4E1,PLCG2,AP2A1,AP4M1,COPB2,SREBF2
27,EIF2S1,SORT1,AP4S1,AP3B2,TMED10,MIA3,SEC23A,PICALM,IDE,SYK,APBA2,GGA2,LRP1,TMED2,PLG,COPB1,COPG1,RAB1A,SNX4,PREB,RAB1B,SEC24D,VDAC1,RTN3,MAPK14,ITPR2,ADAM17,AP2A1,OSBP,SIGMAR1,ARF6,VPS26A,RTN4,AP1G1,SEC24B,SEC13,SEC24C,VPS29,HSPA5,VPS35,NCSTN,ECE1,BACE1,SEC23B,SORL1,SEC16A,ABCA7,SNX6,COPZ1,MFN2,APBA1,BIN1,VLDLR,COPG2,APP,PSEN1,MAP2K3,MAPKAPK2,COPA,SEC31A,ADAM10,AP4B1,SEC24A,APOE,GGA3,SAR1A,GORASP1,COPB2,AP2B1,HSPA9,ITPR1,PLCG2,CLU,COPE,TMED9,AP4E1,SREBF2,AP4M1,GGA1,SAR1B
28,ADAM17,MAPK14,IDE,COPB1,LRP1,MFN2,HSPA5,SORT1,COPG1,ADAM10,TMED2,AP4B1,RTN4,EIF2S1,NCSTN,VPS29,GGA2,VLDLR,SEC23B,COPG2,MIA3,ECE1,TMED10,COPE,RTN3,SEC16A,SIGMAR1,ARF6,BIN1,SNX6,SEC24D,ITPR2,SYK,MAP2K3,SEC13,COPZ1,RAB1A,APBA2,AP1G1,SAR1B,RAB1B,APP,PLG,SEC23A,VPS35,PREB,SAR1A,COPA,TMED9,SORL1,APOE,SNX4,BACE1,PSEN1,SEC24C,SEC31A,ABCA7,OSBP,APBA1,HSPA9,VPS26A,GGA3,PICALM,GGA1,SEC24A,CLU,MAPKAPK2,AP2A1,VDAC1,AP4E1,AP2B1,ITPR1,AP4S1,AP3B2,COPB2,GORASP1,PLCG2,AP4M1,SREBF2,SEC24B
29,RAB1A,APBA1,SORT1,SNX6,MAPK14,ADAM17,SEC13,ARF6,SEC24C,COPB1,RAB1B,AP1G1,APBA2,TMED2,SEC23B,VPS35,VPS26A,COPB2,SEC31A,ABCA7,BIN1,PICALM,AP4S1,PREB,SORL1,LRP1,VPS29,MFN2,PSEN1,HSPA5,ECE1,PLG,COPG1,MAP2K3,HSPA9,TMED9,VDAC1,OSBP,SEC23A,SEC24A,SNX4,GGA1,TMED10,RTN4,BACE1,SIGMAR1,EIF2S1,GGA2,ADAM10,VLDLR,SYK,SAR1A,ITPR1,NCSTN,AP2B1,SAR1B,MIA3,MAPKAPK2,IDE,AP2A1,RTN3,CLU,ITPR2,GGA3,SEC24D,COPA,PLCG2,SEC16A,AP4B1,COPG2,COPE,SEC24B,APOE,GORASP1,APP,AP3B2,COPZ1,AP4E1,SREBF2,AP4M1
