region,depth,n,auroc,null_mean,null_sd,z,p_vs_random_same_size,q_fdr,strong
celltype_neuron > 0.194 (high third),1,133,0.58528,0.58092,0.00974,0.44681,0.35821,0.57245,False
apoe_genotype = 33  AND  pmi <= 6.5 (lower half),2,119,0.5827,0.5785,0.00948,0.44284,0.29851,0.53603,False
celltype_oligodendrocyte <= -0.371 (low third)  AND  celltype_neuron -0.149-0.194 (middle third),2,54,0.56717,0.56094,0.01428,0.43599,0.31841,0.5539,False
celltype_oligodendrocyte <= -0.127 (lower half)  AND  celltype_neuron -0.149-0.194 (middle third),2,71,0.57435,0.56884,0.01271,0.43302,0.33831,0.56741,False
educ <= 14 (low third)  AND  celltype_microglia > 0.197 (high third),2,46,0.56711,0.56094,0.01428,0.43209,0.31841,0.5539,False
ceradsc = 4  AND  celltype_oligodendrocyte > -0.127 (upper half),2,47,0.56672,0.56094,0.01428,0.4045,0.33333,0.56229,False
msex = 0,1,281,0.59309,0.59087,0.0055,0.40297,0.34826,0.56741,False
ceradsc = 4  AND  age_at_visit_max <= 85.7 (low third),2,50,0.56658,0.56094,0.01428,0.3947,0.33333,0.56229,False
celltype_endothelial > -0.043 (upper half),1,200,0.59049,0.58737,0.00802,0.38998,0.34328,0.56741,False
age_at_visit_max 85.7-90 (middle third),1,266,0.59285,0.59072,0.0055,0.38693,0.32338,0.55675,False
celltype_oligodendrocyte -0.371-0.164 (middle third),1,133,0.58465,0.58092,0.00974,0.38197,0.37811,0.59013,False
pmi > 6.5 (upper half),1,197,0.59025,0.58737,0.00802,0.35953,0.36318,0.5749,False
ceradsc = 4  AND  celltype_endothelial > -0.043 (upper half),2,55,0.57003,0.56586,0.01248,0.33398,0.37313,0.5851,False
apoe_genotype = 33  AND  ceradsc = 2,2,92,0.57689,0.57315,0.01119,0.33387,0.34826,0.56741,False
apoe_genotype = 33  AND  celltype_astrocyte <= -0.186 (low third),2,87,0.57666,0.57315,0.01119,0.31359,0.35323,0.56995,False
ceradsc = 4  AND  age_death <= 86.8 (low third),2,51,0.56534,0.56094,0.01428,0.30797,0.35323,0.56995,False
educ <= 14 (low third)  AND  celltype_astrocyte <= -0.186 (low third),2,56,0.56965,0.56586,0.01248,0.30415,0.38806,0.60006,False
celltype_oligodendrocyte <= -0.127 (lower half)  AND  celltype_astrocyte <= 0.0643 (lower half),2,89,0.5763,0.57315,0.01119,0.28123,0.36318,0.5749,False
educ <= 14 (low third)  AND  celltype_oligodendrocyte > 0.164 (high third),2,47,0.56487,0.56094,0.01428,0.27522,0.36816,0.58002,False
apoe_genotype = 33  AND  cts_mmse30_lv > 26 (upper half),2,114,0.58057,0.57772,0.01037,0.2746,0.41294,0.62977,False
apoe_genotype = 33  AND  msex = 1,2,79,0.57327,0.56979,0.01307,0.26614,0.39801,0.61261,False
celltype_oligodendrocyte <= -0.127 (lower half)  AND  pmi <= 5.67 (low third),2,61,0.56914,0.56586,0.01248,0.26256,0.41791,0.63159,False
apoe_genotype = 33  AND  pmi 5.67-7.61 (middle third),2,85,0.57296,0.56979,0.01307,0.24245,0.42289,0.63338,False
apoe_genotype = 33  AND  pmi > 7.61 (high third),2,88,0.57577,0.57315,0.01119,0.23412,0.38806,0.60006,False
apoe_genotype = 33  AND  celltype_microglia > 0.197 (high third),2,85,0.57253,0.56979,0.01307,0.20989,0.42289,0.63338,False
age_at_visit_max > 88.9 (upper half),1,200,0.58904,0.58737,0.00802,0.20884,0.41791,0.63159,False
ceradsc = 3,1,43,0.56024,0.55707,0.01541,0.20585,0.41294,0.62977,False
pmi <= 5.67 (low third),1,134,0.58281,0.58092,0.00974,0.19366,0.44279,0.6515,False
celltype_oligodendrocyte <= -0.127 (lower half)  AND  dcfdx_lv = 2,2,50,0.56337,0.56094,0.01428,0.17013,0.43781,0.64991,False
celltype_oligodendrocyte <= -0.127 (lower half)  AND  cogdx = 2,2,50,0.56328,0.56094,0.01428,0.16346,0.44279,0.6515,False
celltype_oligodendrocyte <= -0.371 (low third)  AND  celltype_astrocyte -0.186-0.235 (middle third),2,42,0.55878,0.55707,0.01541,0.1112,0.43781,0.64991,False
apoe_genotype = 33  AND  celltype_endothelial <= -0.043 (lower half),2,136,0.58265,0.58165,0.00994,0.09975,0.48259,0.69777,False
celltype_oligodendrocyte <= -0.127 (lower half)  AND  celltype_astrocyte <= -0.186 (low third),2,63,0.56687,0.56586,0.01248,0.08095,0.46269,0.6719,False
educ <= 14 (low third)  AND  cts_mmse30_lv 23-28 (middle third),2,69,0.56978,0.56884,0.01271,0.07359,0.45274,0.66322,False
age_death > 89.4 (upper half),1,200,0.58788,0.58737,0.00802,0.06441,0.46269,0.6719,False
celltype_oligodendrocyte <= -0.371 (low third)  AND  celltype_astrocyte <= -0.186 (low third),2,40,0.55751,0.55707,0.01541,0.02893,0.49751,0.71012,False
apoe_genotype = 33  AND  age_at_visit_max <= 88.9 (lower half),2,126,0.5808,0.58092,0.00974,-0.0125,0.50249,0.71115,False
celltype_microglia -0.284-0.197 (middle third),1,133,0.58072,0.58092,0.00974,-0.02144,0.50746,0.71516,False
celltype_oligodendrocyte <= -0.127 (lower half)  AND  celltype_microglia -0.284-0.197 (middle third),2,69,0.56852,0.56884,0.01271,-0.02566,0.51741,0.71875,False
educ <= 14 (low third)  AND  pmi > 7.61 (high third),2,55,0.56543,0.56586,0.01248,-0.03468,0.50249,0.71115,False
ceradsc = 4  AND  pmi <= 6.5 (lower half),2,53,0.56042,0.56094,0.01428,-0.03648,0.53731,0.71875,False
apoe_genotype = 33  AND  celltype_astrocyte > 0.235 (high third),2,86,0.57263,0.57315,0.01119,-0.04642,0.52736,0.71875,False
celltype_oligodendrocyte <= -0.371 (low third)  AND  age_death <= 89.4 (lower half),2,47,0.56016,0.56094,0.01428,-0.05475,0.54229,0.71875,False
age_death <= 89.4 (lower half),1,200,0.58689,0.58737,0.00802,-0.05917,0.49751,0.71012,False
educ <= 14 (low third)  AND  celltype_astrocyte > 0.0643 (upper half),2,79,0.56893,0.56979,0.01307,-0.06582,0.52239,0.71875,False
celltype_oligodendrocyte <= -0.127 (lower half)  AND  age_death <= 86.8 (low third),2,46,0.55984,0.56094,0.01428,-0.07731,0.56219,0.73348,False
cts_mmse30_first_ad_dx > 21 (upper half),1,55,0.56489,0.56586,0.01248,-0.07791,0.52736,0.71875,False
celltype_endothelial <= -0.263 (low third),1,134,0.58016,0.58092,0.00974,-0.07887,0.52239,0.71875,False
age_at_visit_max <= 88.9 (lower half),1,200,0.58672,0.58737,0.00802,-0.08068,0.49751,0.71012,False
celltype_oligodendrocyte <= -0.127 (lower half)  AND  cts_mmse30_lv > 26 (upper half),2,98,0.57336,0.57425,0.01099,-0.08121,0.55224,0.72617,False
celltype_oligodendrocyte <= -0.371 (low third)  AND  celltype_neuron > 0.194 (high third),2,42,0.55571,0.55707,0.01541,-0.08791,0.52736,0.71875,False
apoe_genotype = 33  AND  age_death <= 89.4 (lower half),2,126,0.58002,0.58092,0.00974,-0.0928,0.52736,0.71875,False
apoe_genotype = 33  AND  braaksc <= 3 (low third),2,130,0.58,0.58092,0.00974,-0.09521,0.53234,0.71875,False
celltype_oligodendrocyte <= -0.371 (low third)  AND  celltype_microglia -0.284-0.197 (middle third),2,41,0.55551,0.55707,0.01541,-0.10093,0.53234,0.71875,False
apoe_genotype = 33  AND  cts_mmse30_first_ad_dx <= 21 (lower half),2,40,0.55521,0.55707,0.01541,-0.12035,0.53731,0.71875,False
braaksc <= 3 (low third),1,195,0.58635,0.58737,0.00802,-0.12615,0.53731,0.71875,False
celltype_astrocyte <= -0.186 (low third),1,134,0.57969,0.58092,0.00974,-0.12631,0.55721,0.72984,False
ceradsc = 4  AND  celltype_neuron <= 0.0321 (lower half),2,49,0.55906,0.56094,0.01428,-0.1319,0.57214,0.73782,False
celltype_endothelial <= -0.043 (lower half),1,200,0.58624,0.58737,0.00802,-0.13996,0.54726,0.72247,False
celltype_oligodendrocyte <= -0.371 (low third)  AND  celltype_astrocyte <= 0.0643 (lower half),2,58,0.56408,0.56586,0.01248,-0.1425,0.54229,0.71875,False
celltype_oligodendrocyte <= -0.127 (lower half)  AND  cts_mmse30_lv 23-28 (middle third),2,98,0.57263,0.57425,0.01099,-0.14722,0.57214,0.73782,False
ceradsc = 2,1,138,0.58011,0.58165,0.00994,-0.15565,0.54229,0.71875,False
apoe_genotype = 33  AND  celltype_oligodendrocyte -0.371-0.164 (middle third),2,86,0.57124,0.57315,0.01119,-0.17118,0.57214,0.73782,False
age_first_ad_dx > 89 (upper half),1,66,0.56661,0.56884,0.01271,-0.17572,0.57711,0.74137,False
age_first_ad_dx <= 86.5 (low third),1,44,0.55417,0.55707,0.01541,-0.18781,0.59204,0.74902,False
celltype_oligodendrocyte <= -0.371 (low third)  AND  celltype_endothelial -0.263-0.217 (middle third),2,49,0.55824,0.56094,0.01428,-0.18936,0.60199,0.75588,False
apoe_genotype = 33  AND  dcfdx_lv = 4,2,66,0.56638,0.56884,0.01271,-0.19363,0.58209,0.7449,False
celltype_oligodendrocyte <= -0.127 (lower half)  AND  educ 14-18 (middle third),2,82,0.56692,0.56979,0.01307,-0.21965,0.59204,0.74902,False
pmi > 7.61 (high third),1,133,0.57861,0.58092,0.00974,-0.23813,0.60199,0.75588,False
cts_mmse30_lv 23-28 (middle third),1,174,0.58142,0.58359,0.00871,-0.24968,0.59204,0.74902,False
cogdx = 4,1,109,0.575,0.57772,0.01037,-0.2627,0.62189,0.77259,False
apoe_genotype = 33  AND  braaksc > 4 (high third),2,45,0.55257,0.55707,0.01541,-0.29201,0.62687,0.77259,False
apoe_genotype = 33  AND  braaksc > 4 (upper half),2,45,0.55257,0.55707,0.01541,-0.29201,0.62687,0.77259,False
educ <= 14 (low third)  AND  celltype_microglia -0.284-0.197 (middle third),2,60,0.56154,0.56586,0.01248,-0.3458,0.62687,0.77259,False
educ <= 14 (low third)  AND  dcfdx_lv = 4,2,42,0.55156,0.55707,0.01541,-0.35729,0.64179,0.78519,False
apoe_genotype = 33  AND  celltype_astrocyte > 0.0643 (upper half),2,123,0.57501,0.5785,0.00948,-0.36794,0.64179,0.78519,False
celltype_oligodendrocyte <= -0.371 (low third)  AND  pmi > 7.61 (high third),2,42,0.55134,0.55707,0.01541,-0.37191,0.64677,0.78839,False
apoe_genotype = 34,1,73,0.56406,0.56884,0.01271,-0.37655,0.65672,0.79472,False
educ <= 14 (low third)  AND  celltype_oligodendrocyte > -0.127 (upper half),2,73,0.56379,0.56884,0.01271,-0.39793,0.66169,0.79524,False
educ <= 14 (low third)  AND  celltype_astrocyte -0.186-0.235 (middle third),2,50,0.55521,0.56094,0.01428,-0.40151,0.66667,0.79524,False
educ <= 14 (low third)  AND  celltype_endothelial -0.263-0.217 (middle third),2,49,0.55501,0.56094,0.01428,-0.41584,0.66667,0.79524,False
age_first_ad_dx 86.5-90 (middle third),1,88,0.56828,0.57315,0.01119,-0.43545,0.65174,0.79157,False
cts_mmse30_lv <= 23 (low third),1,136,0.57727,0.58165,0.00994,-0.44101,0.62687,0.77259,False
apoe_genotype = 33  AND  celltype_microglia > -0.077 (upper half),2,128,0.5765,0.58092,0.00974,-0.45407,0.68159,0.79878,False
apoe_genotype = 33  AND  celltype_astrocyte <= 0.0643 (lower half),2,133,0.57646,0.58092,0.00974,-0.45892,0.68159,0.79878,False
educ <= 14 (low third)  AND  celltype_microglia > -0.077 (upper half),2,75,0.56368,0.56979,0.01307,-0.46743,0.68159,0.79878,False
apoe_genotype = 33  AND  Study = ROS,2,96,0.56908,0.57425,0.01099,-0.47011,0.68159,0.79878,False
apoe_genotype = 33  AND  ceradsc = 1,2,64,0.55992,0.56586,0.01248,-0.4762,0.69154,0.80761,False
apoe_genotype = 33  AND  celltype_oligodendrocyte > 0.164 (high third),2,83,0.56355,0.56979,0.01307,-0.47699,0.68159,0.79878,False
educ <= 14 (low third)  AND  cogdx = 4,2,40,0.54948,0.55707,0.01541,-0.49223,0.71144,0.82795,False
apoe_genotype = 33  AND  celltype_neuron -0.149-0.194 (middle third),2,88,0.56759,0.57315,0.01119,-0.49723,0.66667,0.79524,False
educ > 18 (high third),1,74,0.5618,0.56884,0.01271,-0.55424,0.73632,0.83935,False
dcfdx_lv = 4,1,104,0.56801,0.57425,0.01099,-0.56733,0.72637,0.8337,False
celltype_microglia > 0.197 (high third),1,133,0.57522,0.58092,0.00974,-0.58585,0.72637,0.8337,False
apoe_genotype = 33  AND  age_at_visit_max <= 85.7 (low third),2,86,0.56646,0.57315,0.01119,-0.59798,0.72139,0.8337,False
apoe_genotype = 33  AND  celltype_astrocyte -0.186-0.235 (middle third),2,83,0.56193,0.56979,0.01307,-0.60129,0.71642,0.83085,False
cts_mmse30_first_ad_dx <= 21 (lower half),1,71,0.56117,0.56884,0.01271,-0.60398,0.74627,0.84493,False
celltype_astrocyte > 0.235 (high third),1,133,0.57467,0.58092,0.00974,-0.64268,0.73632,0.83935,False
apoe_genotype = 33  AND  educ > 16 (upper half),2,100,0.5665,0.57425,0.01099,-0.70554,0.77612,0.86988,False
apoe_genotype = 33  AND  celltype_endothelial -0.263-0.217 (middle third),2,81,0.56023,0.56979,0.01307,-0.73094,0.74129,0.84215,False
apoe_genotype = 33  AND  age_first_ad_dx 86.5-90 (middle third),2,55,0.55664,0.56586,0.01248,-0.73866,0.75622,0.8533,False
cts_mmse30_lv > 26 (upper half),1,190,0.58051,0.58627,0.00773,-0.7447,0.76617,0.86162,False
educ > 16 (upper half),1,153,0.5751,0.58173,0.00875,-0.75747,0.78109,0.87225,False
Study = ROS,1,148,0.57467,0.58173,0.00875,-0.80671,0.79602,0.87909,False
age_at_visit_max <= 85.7 (low third),1,134,0.57289,0.58092,0.00974,-0.82518,0.801,0.87909,False
educ <= 14 (low third)  AND  celltype_neuron -0.149-0.194 (middle third),2,54,0.54916,0.56094,0.01428,-0.82522,0.78607,0.87225,False
pmi <= 6.5 (lower half),1,201,0.58071,0.58737,0.00802,-0.83009,0.81095,0.87909,False
celltype_astrocyte <= 0.0643 (lower half),1,200,0.58054,0.58737,0.00802,-0.85072,0.81095,0.87909,False
celltype_oligodendrocyte <= -0.371 (low third)  AND  educ 14-18 (middle third),2,58,0.55516,0.56586,0.01248,-0.85726,0.78607,0.87225,False
educ <= 14 (low third)  AND  ceradsc = 1,2,48,0.54862,0.56094,0.01428,-0.86307,0.801,0.87909,False
educ 14-18 (middle third),1,168,0.5758,0.58359,0.00871,-0.89468,0.81592,0.87909,False
celltype_neuron <= -0.149 (low third),1,134,0.57196,0.58092,0.00974,-0.92029,0.81095,0.87909,False
celltype_oligodendrocyte <= -0.371 (low third)  AND  cts_mmse30_lv 23-28 (middle third),2,65,0.55418,0.56586,0.01248,-0.93554,0.81592,0.87909,False
apoe_genotype = 33  AND  celltype_neuron <= -0.149 (low third),2,79,0.55718,0.56979,0.01307,-0.96422,0.81592,0.87909,False
ceradsc = 1,1,113,0.56747,0.57772,0.01037,-0.9891,0.85572,0.90972,False
celltype_oligodendrocyte <= -0.371 (low third)  AND  cts_mmse30_lv > 26 (upper half),2,66,0.55595,0.56884,0.01271,-1.01453,0.8607,0.90972,False
msex = 1,1,119,0.56887,0.5785,0.00948,-1.01599,0.85075,0.90783,False
apoe_genotype = 23,1,57,0.5531,0.56586,0.01248,-1.02196,0.83582,0.89763,False
apoe_genotype = 33  AND  cts_mmse30_lv 23-28 (middle third),2,111,0.56667,0.57772,0.01037,-1.06533,0.8607,0.90972,False
ceradsc = 4  AND  celltype_astrocyte > 0.0643 (upper half),2,51,0.54539,0.56094,0.01428,-1.08919,0.8408,0.90008,False
braaksc > 4 (high third),1,74,0.55428,0.56884,0.01271,-1.14571,0.88557,0.91469,False
braaksc > 4 (upper half),1,74,0.55428,0.56884,0.01271,-1.14571,0.88557,0.91469,False
apoe_genotype = 33  AND  age_death <= 86.8 (low third),2,86,0.56007,0.57315,0.01119,-1.16927,0.86567,0.9121,False
age_first_ad_dx <= 89 (lower half),1,66,0.55388,0.56884,0.01271,-1.17741,0.89055,0.91469,False
cts_mmse30_first_ad_dx <= 18 (low third),1,48,0.54381,0.56094,0.01428,-1.19994,0.87065,0.91445,False
celltype_astrocyte > 0.0643 (upper half),1,200,0.57768,0.58737,0.00802,-1.20823,0.89552,0.91469,False
celltype_neuron -0.149-0.194 (middle third),1,133,0.56879,0.58092,0.00974,-1.24599,0.87562,0.91469,False
celltype_endothelial -0.263-0.217 (middle third),1,133,0.56824,0.58092,0.00974,-1.30281,0.88557,0.91469,False
age_death <= 86.8 (low third),1,134,0.56802,0.58092,0.00974,-1.32491,0.89055,0.91469,False
apoe_genotype = 33  AND  celltype_oligodendrocyte > -0.127 (upper half),2,127,0.56788,0.58092,0.00974,-1.33938,0.89055,0.91469,False
pmi 5.67-7.61 (middle third),1,131,0.56709,0.58092,0.00974,-1.42074,0.89552,0.91469,False
celltype_microglia > -0.077 (upper half),1,200,0.57522,0.58737,0.00802,-1.51494,0.95025,0.96763,False
celltype_astrocyte -0.186-0.235 (middle third),1,133,0.56444,0.58092,0.00974,-1.69228,0.95522,0.96974,False
celltype_oligodendrocyte > 0.164 (high third),1,133,0.5634,0.58092,0.00974,-1.79918,0.97015,0.98191,False
apoe_genotype = 33  AND  celltype_neuron <= 0.0321 (lower half),2,122,0.55903,0.5785,0.00948,-2.05339,0.98507,0.99101,False
celltype_oligodendrocyte > -0.127 (upper half),1,200,0.56928,0.58737,0.00802,-2.25486,0.98507,0.99101,False
apoe_genotype = 33  AND  educ > 18 (high third),2,49,0.5286,0.56094,0.01428,-2.26546,0.99502,0.99502,False
celltype_neuron <= 0.0321 (lower half),1,200,0.56854,0.58737,0.00802,-2.34803,0.99005,0.99302,False
