pair,jaccard,shared,expected_by_chance,fold,p_hypergeom,direction_agree
ROSMAP-Diverse,0.3733681462140992,143,120.09467455621302,1.1907272368939692,1.2235165913015587e-06,0.7412587412587412
ROSMAP-Banner,0.25229357798165136,55,34.26429980276134,1.6051692378540179,1.6354020884359247e-06,0.509090909090909
Diverse-Banner,0.22641509433962265,84,70.52071005917159,1.191139452928344,0.000552373759691327,0.75
