region,depth,n,auroc,null_mean,null_sd,z,p_vs_random_same_size,q_fdr,strong
sex = male,1,397,0.63298,0.63662,0.00717,-0.50838,0.68159,0.8268,False
celltype_oligodendrocyte > -0.11 (upper half),1,482,0.63553,0.63866,0.00589,-0.53155,0.75124,0.8697,False
celltype_oligodendrocyte -0.482-0.323 (middle third)  AND  cohort = Mt Sinai Brain Bank,2,86,0.604,0.61275,0.01629,-0.5374,0.69652,0.82693,False
celltype_oligodendrocyte -0.482-0.323 (middle third)  AND  amyA = Thal Phase 4 or 5,2,87,0.60395,0.61275,0.01629,-0.54076,0.69652,0.82693,False
apoeGenotype = 23,1,73,0.59644,0.60589,0.01728,-0.54691,0.73632,0.85955,False
ageDeath > 87.7 (high third),1,321,0.62943,0.6341,0.00802,-0.58205,0.73632,0.85955,False
celltype_endothelial > -0.0425 (upper half),1,482,0.63516,0.63866,0.00589,-0.59502,0.77612,0.88023,False
ADoutcome = Other  AND  celltype_endothelial <= -0.298 (low third),2,85,0.59788,0.608,0.01655,-0.61129,0.74129,0.86175,False
isHispanic = TRUE,1,256,0.62629,0.63212,0.00934,-0.6245,0.72139,0.84923,False
celltype_oligodendrocyte -0.482-0.323 (middle third)  AND  Braak = Stage V,2,73,0.59382,0.60589,0.01728,-0.69856,0.76119,0.87396,False
ADoutcome = Other  AND  PMI > 10 (high third),2,58,0.58907,0.60113,0.01702,-0.70893,0.77612,0.88023,False
ageDeath <= 79 (low third),1,339,0.6294,0.63502,0.0077,-0.72962,0.77114,0.88023,False
Braak = Stage V,1,191,0.61814,0.62634,0.01073,-0.76488,0.75622,0.87184,False
bScore = Braak Stage I-II,1,154,0.61436,0.62426,0.01188,-0.83347,0.81095,0.91231,False
reag = High Likelihood,1,244,0.62264,0.63094,0.0096,-0.86364,0.81095,0.91231,False
celltype_oligodendrocyte -0.482-0.323 (middle third)  AND  celltype_astrocyte -0.213-0.236 (middle third),2,117,0.60377,0.61752,0.01399,-0.98284,0.85075,0.95325,False
celltype_endothelial > 0.239 (high third),1,321,0.62537,0.6341,0.00802,-1.08805,0.85572,0.95499,False
celltype_neuron -0.0632-0.277 (middle third),1,321,0.62452,0.6341,0.00802,-1.19412,0.87562,0.96348,False
ageDeath <= 83.6 (lower half),1,482,0.63153,0.63866,0.00589,-1.21189,0.8806,0.96348,False
celltype_astrocyte -0.213-0.236 (middle third),1,321,0.62434,0.6341,0.00802,-1.2165,0.87562,0.96348,False
ADoutcome = Other  AND  celltype_endothelial <= -0.0425 (lower half),2,117,0.60022,0.61752,0.01399,-1.23637,0.8806,0.96348,False
dataContributionGroup = MSSM,1,183,0.61271,0.62702,0.01145,-1.25036,0.89055,0.96678,False
celltype_oligodendrocyte <= -0.482 (low third),1,322,0.624,0.6341,0.00802,-1.25913,0.87562,0.96348,False
apoeGenotype = 34,1,286,0.62214,0.63295,0.00857,-1.26109,0.9005,0.97003,False
celltype_oligodendrocyte -0.482-0.323 (middle third)  AND  ageDeath > 87.7 (high third),2,109,0.59865,0.61579,0.01355,-1.2655,0.89552,0.96841,False
celltype_endothelial <= -0.0425 (lower half),1,482,0.63086,0.63866,0.00589,-1.32482,0.89055,0.96678,False
cohort = Mt Sinai Brain Bank,1,205,0.61256,0.62809,0.01154,-1.3452,0.93035,0.97265,False
amyThal = Phase 5,1,217,0.61444,0.62794,0.00979,-1.3788,0.91542,0.97265,False
amyCerad = None/No AD/C0,1,167,0.61051,0.62669,0.01146,-1.41191,0.91045,0.97265,False
amyAny = 0,1,167,0.61051,0.62669,0.01146,-1.41191,0.91045,0.97265,False
bScore = Braak Stage V-VI,1,430,0.62755,0.63675,0.00638,-1.44174,0.9204,0.97265,False
PMI > 10 (high third),1,269,0.61881,0.63177,0.0089,-1.45572,0.9403,0.97265,False
amyA = Thal Phase 4 or 5,1,273,0.61839,0.63177,0.0089,-1.5034,0.9403,0.97265,False
Braak = Stage VI,1,239,0.61646,0.63094,0.0096,-1.50768,0.94527,0.97265,False
amyThal = Phase 4,1,52,0.56919,0.59712,0.0176,-1.58757,0.94527,0.97265,False
ADoutcome = Control,1,209,0.61277,0.62806,0.00957,-1.59806,0.9602,0.97417,False
celltype_microglia > -0.0479 (upper half),1,482,0.62925,0.63866,0.00589,-1.59868,0.93035,0.97265,False
ADoutcome = Other  AND  celltype_neuron > 0.103 (upper half),2,106,0.59403,0.61579,0.01355,-1.60639,0.95522,0.97265,False
celltype_endothelial <= -0.298 (low third),1,322,0.62064,0.6341,0.00802,-1.67778,0.95025,0.97265,False
ADoutcome = Other  AND  celltype_neuron > 0.277 (high third),2,78,0.58015,0.608,0.01655,-1.68234,0.95522,0.97265,False
celltype_oligodendrocyte -0.482-0.323 (middle third)  AND  amyThal = Phase 5,2,72,0.57668,0.60589,0.01728,-1.69055,0.93035,0.97265,False
celltype_oligodendrocyte > 0.323 (high third),1,321,0.61977,0.6341,0.00802,-1.78634,0.96517,0.97567,False
celltype_astrocyte <= 0.0206 (lower half),1,482,0.62797,0.63866,0.00589,-1.81575,0.95025,0.97265,False
celltype_microglia -0.289-0.179 (middle third),1,321,0.61925,0.6341,0.00802,-1.85033,0.9801,0.98363,False
celltype_oligodendrocyte -0.482-0.323 (middle third)  AND  isHispanic = TRUE,2,69,0.57058,0.60589,0.01728,-2.04419,0.97015,0.97715,False
race = other,1,214,0.58891,0.62806,0.00957,-4.09087,1.0,1.0,False
dataContributionGroup = Mayo,1,285,,0.63243,0.00829,,0.00498,0.03966,False
cohort = Mayo Clinic,1,248,,0.63077,0.00906,,0.00498,0.03966,False
amyCerad = Sparse/Possible/C1,1,45,0.61404,,,,0.13433,0.26393,False
mayoDx = AD,1,181,,0.62702,0.01145,,0.00498,0.03966,False
mayoDx = Other,1,78,,0.608,0.01655,,0.00498,0.03966,False
derivedOutcomeBasedOnMayoDx = TRUE,1,285,,0.63243,0.00829,,0.00498,0.03966,False
amyThal = Phase 3  AND  sex = female,2,40,0.65215,,,,0.00498,0.03966,False
amyThal = Phase 3  AND  amyAny = 1,2,40,0.64359,,,,0.00995,0.05666,False
amyThal = Phase 3  AND  derivedOutcomeBasedOnMayoDx = FALSE,2,41,0.64347,,,,0.00995,0.05666,False
amyA = Thal Phase 3  AND  sex = female,2,40,0.65215,,,,0.00498,0.03966,False
amyA = Thal Phase 3  AND  amyAny = 1,2,40,0.64359,,,,0.00995,0.05666,False
amyA = Thal Phase 3  AND  derivedOutcomeBasedOnMayoDx = FALSE,2,41,0.64347,,,,0.00995,0.05666,False
PMI 5.17-10 (middle third)  AND  amyCerad = Moderate/Probable/C2,2,43,0.63892,,,,0.00995,0.05666,False
PMI 5.17-10 (middle third)  AND  ADoutcome = Other,2,40,0.66436,,,,0.00498,0.03966,False
celltype_oligodendrocyte -0.482-0.323 (middle third)  AND  dataContributionGroup = Mayo,2,68,,0.60589,0.01728,,0.00498,0.03966,False
celltype_oligodendrocyte -0.482-0.323 (middle third)  AND  cohort = Mayo Clinic,2,59,,0.60113,0.01702,,0.00498,0.03966,False
celltype_oligodendrocyte -0.482-0.323 (middle third)  AND  race = other,2,53,,0.59712,0.0176,,0.00498,0.03966,False
celltype_oligodendrocyte -0.482-0.323 (middle third)  AND  mayoDx = AD,2,49,,0.59712,0.0176,,0.00498,0.03966,False
celltype_oligodendrocyte -0.482-0.323 (middle third)  AND  derivedOutcomeBasedOnMayoDx = TRUE,2,68,,0.60589,0.01728,,0.00498,0.03966,False
ADoutcome = Other  AND  dataContributionGroup = Mayo,2,88,,0.61275,0.01629,,0.00498,0.03966,False
ADoutcome = Other  AND  cohort = Mayo Clinic,2,76,,0.608,0.01655,,0.00498,0.03966,False
ADoutcome = Other  AND  cohort = ROS,2,40,0.61945,,,,0.0796,0.19654,False
ADoutcome = Other  AND  race = other,2,65,,0.60113,0.01702,,0.00498,0.03966,False
ADoutcome = Other  AND  isHispanic = TRUE,2,74,,0.60589,0.01728,,0.00498,0.03966,False
ADoutcome = Other  AND  apoeGenotype = 34,2,43,0.61637,,,,0.10945,0.2349,False
ADoutcome = Other  AND  mayoDx = Other,2,78,,0.608,0.01655,,0.00498,0.03966,False
ADoutcome = Other  AND  bScore = Braak Stage I-II,2,48,,0.59712,0.0176,,0.00498,0.03966,False
ADoutcome = Other  AND  reag = Low Likelihood,2,40,0.63233,,,,0.01493,0.07306,False
ADoutcome = Other  AND  derivedOutcomeBasedOnMayoDx = TRUE,2,88,,0.61275,0.01629,,0.00498,0.03966,False
ADoutcome = Other  AND  celltype_endothelial > 0.239 (high third),2,44,0.65046,,,,0.00498,0.03966,False
