source,target,A,B_coef
TMED10,TMED2,0.9999552011228893,0.3503320670867112
TMED10,TMED9,0.999703922834771,0.3031148580817314
COPB1,COPG1,0.9976001998529053,0.2507491783214204
AP3B2,RTN3,0.9954144851349659,0.23450642064084448
HSPA9,IDE,0.9953746463020997,0.23428915879935439
TMED2,TMED9,0.9941001451414397,0.2281727550213969
COPB1,COPG2,0.9928501083035455,0.22333706237685874
RAB1A,RAB1B,0.9927830193013183,0.223101886255881
AP1G1,VPS35,0.9924454809261927,0.22195065357435134
PLCG2,SYK,0.9910687018363915,0.2177305525576886
LRP1,SORL1,0.9901045394229377,0.21514336021288427
HSPA5,EIF2S1,0.9861307632611409,0.20660289406449012
BIN1,SORT1,0.9860097739524607,0.20638268302358126
SAR1B,VLDLR,0.9832765744151459,0.2018519992979388
TMED2,GORASP1,0.9822134720120005,0.20028418383846242
COPA,COPG2,0.9780604654873526,0.1949320313883061
COPG1,COPG2,0.9775172430664522,-0.19430668186927555
AP4M1,SAR1B,0.976050284819757,0.19268894187242128
CLU,APOE,0.9725002817196253,0.1891423651227127
SAR1B,PSEN1,0.971217083799754,-0.18796919967271905
VPS26A,OSBP,0.9707950230493342,0.18759440522310383
VPS29,VLDLR,0.9673392738793664,0.18470939914748016
AP2B1,AP2A1,0.9630249371437866,0.18149588995427382
BIN1,ADAM10,0.9621900819707251,0.18091601429042822
HSPA5,MIA3,0.9611511733935131,0.1802113457960573
VDAC1,NCSTN,0.9593544180761966,0.17903426081871415
APP,PSEN1,0.9541338677541847,-0.17587692497629062
SEC16A,AP4S1,0.9540225108508077,0.17581338392652895
SYK,ABCA7,0.9499464895413255,-0.17358282534683775
SEC24C,NCSTN,0.9486262194699749,0.1728971729335909
COPG1,VLDLR,0.9485173736926319,0.17284139271820348
VPS29,ARF6,0.9463940651216574,-0.1717749813587744
SEC13,EIF2S1,0.9452151938734269,0.17119999312270592
COPE,PSEN1,0.9424187123975288,-0.16988130054753692
SEC24A,PSEN1,0.9388552567681916,0.16828543569699614
OSBP,MIA3,0.937724169114385,0.16779706099306108
PICALM,PSEN1,0.936825854370695,-0.16741505702988788
EIF2S1,SAR1A,0.9322385549348307,0.16553988414550147
VPS29,SEC13,0.9284034401967647,0.164060483863334
COPB1,COPZ1,0.9246966485965187,0.16269852737742244
SNX4,ECE1,0.9203348612507452,0.16117263748097774
SAR1B,TMED9,0.9164097929647225,-0.15986343160906097
SEC31A,PLG,0.9161332799071096,-0.15977332457440277
MFN2,ARF6,0.9154968935218736,0.15956696685407057
SNX4,SEC24B,0.9104347933842937,0.15797388386966613
HSPA9,SEC23B,0.9014086334734059,-0.15532437477168262
AP1G1,TMED9,0.8998830387223634,0.1548981420650928
RAB1B,SAR1A,0.8971712023386009,0.15415453145467675
APBA1,VPS29,0.8963728864303001,0.153938937117864
TMED2,SAR1A,0.8939535820583843,0.15329442372053584
COPB2,RTN3,0.8912593819721679,-0.15259175257978239
COPA,COPG1,0.8870261707721693,0.15151795736388704
RAB1A,VPS26A,0.886094774360184,0.15128642912741924
VPS35,VDAC1,0.8831537457888209,-0.1505660074726086
GGA1,NCSTN,0.8818741608836634,0.15025747204184173
MAPK14,ECE1,0.8813380756289844,0.15012907037221976
MAP2K3,IDE,0.8806828499763634,0.14997281245598854
LRP1,GGA2,0.8793237289933603,0.1496510402071108
SEC13,PLG,0.8768323610488973,-0.14906923694748248
COPB1,PREB,0.8747079327627878,0.14858106224421969
VDAC1,PSEN1,0.8742747026923303,0.14848238211527312
GORASP1,GGA1,0.872441690727224,0.14806805585113994
APBA2,MAPK14,0.8639545657602226,-0.1462132819064473
ITPR1,IDE,0.8638259411488655,0.14618593448945974
RAB1A,SAR1A,0.86332477190861,0.14607958589072073
VPS26A,PSEN1,0.8626383531096952,-0.14593445848337208
VPS29,VPS35,0.8573258002679203,0.1448313575661744
RTN3,RTN4,0.8559624865824399,0.14455381939005332
SNX4,PSEN1,0.8543741676228773,-0.14423321732567596
VPS26A,SEC13,0.8542763978103142,-0.14421357751204145
VPS35,SIGMAR1,0.8532601609386454,-0.14401008199260365
VPS35,NCSTN,0.8505343674039411,0.1434699583846653
MFN2,SORL1,0.8501572547694348,0.1433958739734111
COPG1,RAB1B,0.8497666199526593,-0.14331929487628775
COPB2,ARF6,0.8494874884147261,0.1432646749659325
APBA1,ECE1,0.8494282179167468,-0.14325308776204668
PLCG2,ABCA7,0.8482240082412333,0.14301847665432352
AP1G1,COPG1,0.8468742536217114,0.14275731917852694
COPB2,COPG2,0.8449620601601537,0.14239054667507348
HSPA5,SIGMAR1,0.8426045278114922,-0.14194340384634635
APP,PLG,0.8403825979159664,0.1415269386791044
GORASP1,PSEN1,0.8391700545135479,0.1413016451379122
GGA1,SEC23B,0.838583528679801,0.1411931597418835
GGA2,SEC24B,0.8258139250491687,0.13890613379297428
RAB1B,MAP2K3,0.8225483449093467,0.1383427263196678
SAR1B,SAR1A,0.8157139424513795,0.13718936304540955
HSPA5,GGA2,0.8152638099391525,-0.13711457365845792
BACE1,APBA2,0.8152315814843588,0.13710922432033928
SEC24D,SEC24A,0.8087095461012711,0.13604117125738158
MFN2,HSPA9,0.8047847069623484,0.13541179451229118
GGA2,ABCA7,0.8006552612943094,0.1347598696948221
SNX6,EIF2S1,0.7957513812583769,0.13399872077061853
COPB1,ECE1,0.7932067577653239,0.13360911129786227
APBA2,MIA3,0.7860117733630575,-0.13252626933393055
COPZ1,NCSTN,0.7853682966864372,0.1324307306025731
AP1G1,ITPR1,0.7848632784346642,0.1323558948684268
SNX6,SIGMAR1,0.7787947325400565,-0.13146641068603046
VDAC1,HSPA9,0.777944572627235,0.13134320636678107
MAPKAPK2,COPG2,0.7749977079983388,-0.13091873707752225
BACE1,RTN4,0.7742428018814776,-0.13081063611940258
ADAM17,OSBP,0.7741303445148756,-0.13079455439819734
COPE,SEC24C,0.7732679960460227,0.13067142409620208
APOE,MAP2K3,0.7712688589375416,-0.1303872442509409
SNX6,SEC24A,0.771206584418381,-0.1303784200026903
RAB1A,ARF6,0.7702667075664358,0.13024544475957603
SEC24C,PREB,0.769979672613755,-0.13020491075845586
ADAM17,MAPKAPK2,0.7638943355201044,0.12935375099093666
SNX6,PSEN1,0.76127340212255,0.12899184012652318
RAB1B,VPS26A,0.7560646306767689,0.12828058881137772
HSPA9,PSEN1,0.7559944921889702,-0.12827108231635523
ARF6,VLDLR,0.7480757075581715,0.12720938926524286
HSPA5,VLDLR,0.7393381789509543,-0.12606328927196692
