ordering,pos1,pos2,pos3,pos4,pos5,pos6,pos7,pos8,pos9,pos10,pos11,pos12,pos13,pos14,pos15,pos16,pos17,pos18,pos19,pos20,pos21,pos22,pos23,pos24,pos25,pos26,pos27,pos28,pos29,pos30,pos31,pos32,pos33,pos34,pos35,pos36,pos37,pos38,pos39,pos40,pos41,pos42,pos43,pos44,pos45,pos46,pos47,pos48,pos49,pos50,pos51,pos52,pos53,pos54,pos55,pos56,pos57,pos58,pos59,pos60,pos61,pos62,pos63,pos64,pos65,pos66,pos67,pos68,pos69,pos70,pos71,pos72,pos73,pos74,pos75,pos76,pos77,pos78,pos79,pos80
14,ADAM10,SNX4,BIN1,RTN4,AP4E1,GGA2,EIF2S1,SEC23B,AP1G1,SORT1,MAP2K3,SEC24D,APBA2,SEC24B,ADAM17,COPG1,RAB1A,NCSTN,PLCG2,HSPA5,COPA,COPB1,PREB,VPS29,SORL1,CLU,APBA1,APOE,SEC13,GGA3,SEC23A,VPS35,TMED9,LRP1,SEC24C,COPG2,TMED10,SNX6,SEC16A,SIGMAR1,AP3B2,MAPK14,VLDLR,MFN2,ARF6,TMED2,SYK,SEC31A,RAB1B,RTN3,GORASP1,BACE1,PICALM,IDE,OSBP,PLG,SAR1A,SEC24A,MAPKAPK2,COPZ1,HSPA9,COPB2,SREBF2,MIA3,VDAC1,AP2B1,AP4S1,ECE1,ITPR1,AP4B1,ABCA7,VPS26A,PSEN1,ITPR2,AP2A1,GGA1,APP,AP4M1,COPE,SAR1B
15,LRP1,CLU,SORL1,APBA2,BIN1,EIF2S1,TMED10,AP1G1,SEC24D,SNX6,OSBP,PREB,RAB1A,APOE,VPS35,SORT1,SEC24B,AP4E1,SEC23A,VLDLR,SEC13,RTN4,APBA1,MAPK14,COPG2,RAB1B,ARF6,ADAM10,TMED2,SEC23B,PICALM,SAR1A,SEC24C,GGA1,ADAM17,VPS29,MAP2K3,SEC31A,MFN2,HSPA5,COPE,AP4S1,NCSTN,PLCG2,COPG1,GGA2,SYK,AP2A1,TMED9,AP4B1,ECE1,AP3B2,SAR1B,SIGMAR1,SEC16A,IDE,PSEN1,SNX4,COPA,RTN3,MIA3,SEC24A,APP,HSPA9,GORASP1,ITPR2,VPS26A,COPB1,COPZ1,MAPKAPK2,VDAC1,SREBF2,ABCA7,PLG,AP2B1,ITPR1,GGA3,COPB2,BACE1,AP4M1
16,EIF2S1,HSPA5,CLU,APBA1,APBA2,APOE,PICALM,LRP1,BIN1,SORT1,COPB1,SEC23B,RTN3,COPG1,SYK,PLG,VLDLR,VPS29,PREB,NCSTN,PLCG2,SNX6,RTN4,SORL1,AP1G1,ARF6,TMED2,VPS35,OSBP,AP4E1,SEC13,GGA3,SAR1A,RAB1A,MFN2,SEC24A,SEC24D,SEC24C,SEC23A,AP4S1,AP3B2,GGA1,SEC16A,SEC24B,IDE,GGA2,COPA,SAR1B,BACE1,GORASP1,TMED9,COPE,TMED10,ABCA7,SNX4,MAPK14,HSPA9,ITPR2,RAB1B,VPS26A,ADAM17,MAP2K3,VDAC1,PSEN1,AP2A1,ITPR1,AP4B1,COPZ1,AP4M1,ADAM10,COPB2,SEC31A,MIA3,SIGMAR1,MAPKAPK2,APP,COPG2,SREBF2,ECE1,AP2B1
17,RAB1B,HSPA5,SORL1,COPB1,ARF6,ADAM10,SORT1,COPG1,SEC13,SEC23A,TMED2,EIF2S1,MFN2,APOE,AP4S1,AP1G1,VPS35,TMED10,CLU,RTN4,SAR1A,PREB,MAP2K3,SEC23B,NCSTN,PLCG2,OSBP,SEC24D,RTN3,SEC31A,LRP1,AP4E1,TMED9,BIN1,SNX6,RAB1A,PICALM,COPE,SEC24C,SAR1B,SIGMAR1,GGA2,VPS29,MAPKAPK2,PLG,AP3B2,BACE1,VLDLR,COPG2,SYK,GGA1,MAPK14,ADAM17,APBA1,AP4B1,APBA2,ECE1,SEC16A,SEC24B,GORASP1,COPB2,SEC24A,HSPA9,SREBF2,IDE,MIA3,APP,PSEN1,AP2A1,ITPR2,VDAC1,COPZ1,COPA,GGA3,ABCA7,SNX4,VPS26A,ITPR1,AP2B1,AP4M1
18,TMED10,EIF2S1,TMED9,APBA2,APBA1,HSPA5,SORT1,SNX6,AP1G1,VPS35,SEC23B,COPG1,RTN4,LRP1,RTN3,ADAM10,MAP2K3,PREB,AP4E1,COPB1,SEC23A,SEC13,VLDLR,APOE,SAR1A,ARF6,TMED2,OSBP,CLU,HSPA9,SORL1,COPG2,BIN1,MAPK14,GGA1,PICALM,MFN2,SEC31A,AP4S1,SEC24B,SEC16A,GGA3,GGA2,SIGMAR1,SEC24C,RAB1A,VPS26A,VDAC1,AP3B2,ECE1,GORASP1,BACE1,ADAM17,SYK,NCSTN,SAR1B,SEC24A,ITPR1,IDE,SEC24D,AP4B1,RAB1B,MAPKAPK2,PSEN1,PLCG2,SREBF2,COPB2,COPE,AP2A1,PLG,MIA3,AP2B1,SNX4,ABCA7,VPS29,APP,ITPR2,COPA,COPZ1,AP4M1
19,CLU,SORL1,HSPA5,COPB1,TMED2,LRP1,SEC24C,MFN2,SEC13,AP3B2,SEC23A,COPG1,APOE,PLCG2,VPS29,SORT1,NCSTN,SAR1B,SYK,EIF2S1,SAR1A,OSBP,BIN1,SEC23B,RTN3,BACE1,ARF6,SNX6,APBA1,SEC24D,GGA3,RAB1A,PICALM,VLDLR,PLG,ADAM17,AP4E1,VPS35,TMED9,AP1G1,RTN4,SEC16A,SEC24A,TMED10,SEC31A,IDE,MAPK14,GGA1,SEC24B,RAB1B,COPE,APBA2,SNX4,GGA2,MAPKAPK2,GORASP1,MAP2K3,ADAM10,COPG2,SREBF2,PREB,PSEN1,ITPR2,ABCA7,AP4S1,ECE1,AP2A1,SIGMAR1,VDAC1,MIA3,HSPA9,COPZ1,COPB2,COPA,AP4B1,APP,AP2B1,VPS26A,AP4M1,ITPR1
20,OSBP,SORL1,PICALM,VPS29,LRP1,SEC16A,VPS35,COPE,AP1G1,AP4E1,BACE1,COPG1,RTN4,SEC13,APOE,GGA1,SEC23A,RTN3,RAB1A,SORT1,NCSTN,ADAM10,PLCG2,SNX6,CLU,GGA2,EIF2S1,HSPA5,SYK,APBA1,SEC23B,MAPK14,COPB1,COPG2,BIN1,SAR1A,ADAM17,COPA,SEC24D,MAP2K3,AP3B2,SEC24B,SEC24C,RAB1B,TMED9,PSEN1,SEC24A,TMED10,GORASP1,ARF6,VPS26A,VDAC1,ITPR2,GGA3,SNX4,PLG,PREB,TMED2,APBA2,IDE,SIGMAR1,SEC31A,VLDLR,COPB2,AP4S1,MAPKAPK2,HSPA9,APP,SREBF2,MIA3,ECE1,AP4B1,ITPR1,COPZ1,MFN2,AP4M1,AP2B1,SAR1B,AP2A1,ABCA7
21,BIN1,ADAM10,APOE,APBA2,APBA1,HSPA5,SEC13,SAR1A,COPG1,COPB1,SEC31A,RAB1A,MFN2,RAB1B,SNX6,SEC23A,SAR1B,TMED2,VPS29,OSBP,VLDLR,SEC24D,VPS35,RTN4,SORT1,ARF6,GGA2,SORL1,AP3B2,EIF2S1,IDE,PREB,CLU,BACE1,NCSTN,PLCG2,RTN3,SYK,COPG2,GGA3,MAPK14,LRP1,ADAM17,TMED9,AP1G1,MIA3,TMED10,SEC16A,SEC24B,ECE1,GORASP1,VDAC1,PLG,SEC23B,SEC24C,VPS26A,AP4S1,AP2A1,COPE,SEC24A,SIGMAR1,AP4E1,HSPA9,COPZ1,ABCA7,COPA,PICALM,ITPR1,AP2B1,COPB2,PSEN1,SNX4,MAP2K3,MAPKAPK2,AP4B1,APP,GGA1,SREBF2,ITPR2,AP4M1
22,BIN1,SNX6,VLDLR,SAR1A,HSPA5,APBA2,APOE,AP1G1,VPS35,SORL1,SEC23B,IDE,PREB,ARF6,TMED2,AP4S1,LRP1,VDAC1,SEC13,EIF2S1,MFN2,MAP2K3,RTN4,ADAM17,CLU,AP3B2,PLG,SNX4,ADAM10,NCSTN,COPB1,SYK,PLCG2,SIGMAR1,TMED10,GGA3,COPG1,AP4E1,GORASP1,OSBP,SEC16A,GGA2,COPA,BACE1,AP2B1,SEC24A,RAB1A,COPE,SEC24D,AP2A1,PICALM,TMED9,RTN3,SAR1B,HSPA9,RAB1B,COPG2,SEC24B,SEC24C,APBA1,VPS29,MIA3,SREBF2,SEC23A,SEC31A,AP4B1,ITPR1,SORT1,VPS26A,ITPR2,MAPKAPK2,MAPK14,ECE1,PSEN1,AP4M1,GGA1,COPB2,ABCA7,COPZ1,APP
23,APOE,SORL1,APBA1,APBA2,HSPA5,RAB1A,CLU,EIF2S1,RAB1B,ARF6,TMED2,OSBP,ADAM10,LRP1,SEC24D,PREB,SEC13,SAR1A,COPG1,SEC23B,COPB1,TMED9,VLDLR,SEC23A,SAR1B,TMED10,NCSTN,PLCG2,AP1G1,MAP2K3,VPS35,AP4S1,SORT1,RTN4,PLG,SNX6,VPS29,AP4E1,SEC24B,BIN1,VDAC1,SIGMAR1,ADAM17,GGA1,SEC24C,AP3B2,BACE1,RTN3,SEC31A,COPA,IDE,SYK,COPE,SEC24A,SREBF2,PICALM,GORASP1,MIA3,PSEN1,MAPK14,GGA2,VPS26A,GGA3,COPG2,AP2A1,ITPR2,AP4B1,HSPA9,SNX4,MAPKAPK2,ABCA7,ECE1,COPB2,MFN2,ITPR1,AP4M1,COPZ1,AP2B1,SEC16A,APP
24,SNX6,BIN1,VLDLR,RAB1B,SORT1,SEC13,SEC23A,SAR1A,LRP1,RAB1A,SEC24C,CLU,AP1G1,SEC24D,PLCG2,COPG1,AP4E1,RTN4,COPB1,ARF6,VPS35,TMED2,SORL1,PREB,APOE,APBA1,MAPK14,PICALM,SYK,SAR1B,HSPA5,NCSTN,EIF2S1,SIGMAR1,GGA3,GGA2,COPA,OSBP,APBA2,AP4S1,GORASP1,BACE1,TMED9,RTN3,TMED10,IDE,HSPA9,SEC16A,COPG2,AP3B2,PLG,VPS29,SEC23B,SEC24B,COPE,VDAC1,VPS26A,SEC24A,ADAM17,ADAM10,MFN2,GGA1,AP4B1,ITPR2,AP2A1,ABCA7,COPB2,MAPKAPK2,SNX4,MAP2K3,APP,PSEN1,SEC31A,COPZ1,ITPR1,MIA3,SREBF2,AP4M1,ECE1,AP2B1
25,CLU,APBA2,HSPA5,AP4S1,SEC23A,TMED9,SEC13,SORT1,ADAM10,TMED10,SAR1A,AP1G1,BIN1,RAB1B,SNX6,VLDLR,APBA1,APOE,RAB1A,SYK,VPS35,AP4E1,GGA3,RTN4,PREB,ARF6,MAPK14,COPG1,OSBP,TMED2,SEC24B,PLCG2,EIF2S1,NCSTN,COPB1,COPA,SEC24D,PLG,VPS29,SIGMAR1,LRP1,SEC23B,VPS26A,GGA2,GGA1,PICALM,COPE,SEC16A,AP2B1,SEC31A,COPG2,BACE1,SAR1B,MAP2K3,ADAM17,SEC24A,MFN2,PSEN1,HSPA9,AP4B1,GORASP1,SORL1,AP2A1,VDAC1,SNX4,AP3B2,MIA3,MAPKAPK2,APP,ABCA7,SEC24C,ITPR2,RTN3,IDE,SREBF2,COPB2,COPZ1,AP4M1,ECE1,ITPR1
26,TMED9,HSPA5,SORL1,OSBP,SEC24D,TMED2,CLU,PICALM,EIF2S1,AP1G1,SEC31A,APBA2,APBA1,SORT1,SEC23B,TMED10,PREB,VPS29,BIN1,MAP2K3,SEC23A,APOE,MFN2,RTN3,LRP1,SYK,RTN4,SAR1A,NCSTN,PLCG2,COPG1,RAB1A,COPB1,GORASP1,ARF6,GGA3,VPS35,AP4E1,SNX6,ECE1,AP4S1,BACE1,GGA2,VPS26A,ADAM17,PSEN1,GGA1,SIGMAR1,SEC16A,RAB1B,COPG2,MAPK14,COPE,MIA3,ADAM10,SEC24A,VDAC1,PLG,IDE,AP3B2,HSPA9,SAR1B,COPZ1,SEC24B,AP2A1,SEC13,ITPR1,ABCA7,SEC24C,AP4B1,SREBF2,MAPKAPK2,COPA,APP,SNX4,ITPR2,COPB2,AP2B1,AP4M1,VLDLR
27,HSPA5,EIF2S1,PICALM,BIN1,TMED2,CLU,SORL1,ARF6,TMED10,ADAM10,SAR1A,VPS35,AP1G1,SEC24B,PREB,RTN4,APOE,COPE,AP4E1,COPG1,SEC23A,TMED9,SEC13,APBA1,APBA2,RAB1A,SYK,PLCG2,NCSTN,VLDLR,VPS29,SORT1,MFN2,COPG2,MAPK14,RAB1B,ADAM17,AP3B2,SNX6,SIGMAR1,SAR1B,GGA3,AP2A1,OSBP,LRP1,SEC16A,AP4S1,COPA,SEC24C,RTN3,SEC23B,ITPR1,SEC24D,BACE1,MAP2K3,PLG,SEC24A,VDAC1,GORASP1,COPB1,SEC31A,ITPR2,PSEN1,SREBF2,ABCA7,MIA3,AP4B1,SNX4,GGA1,HSPA9,VPS26A,GGA2,APP,ECE1,IDE,COPZ1,MAPKAPK2,COPB2,AP4M1,AP2B1
28,APBA2,EIF2S1,SAR1A,APOE,SEC13,PICALM,BIN1,RTN4,SYK,PLCG2,COPB1,SEC24D,OSBP,HSPA5,LRP1,RAB1A,RAB1B,NCSTN,SNX6,SORT1,COPG1,CLU,SORL1,ARF6,PLG,TMED2,SEC24C,SEC23B,VLDLR,APBA1,AP4E1,BACE1,GGA2,PREB,VPS29,SAR1B,AP1G1,TMED9,TMED10,GORASP1,AP3B2,ADAM10,VPS35,ADAM17,MAP2K3,SEC24B,GGA1,SEC24A,MAPK14,SEC16A,COPA,COPG2,SIGMAR1,SEC31A,PSEN1,IDE,GGA3,AP2A1,SEC23A,MFN2,VDAC1,VPS26A,MAPKAPK2,AP4S1,SNX4,AP4B1,COPZ1,SREBF2,AP4M1,ITPR1,COPB2,RTN3,ABCA7,AP2B1,APP,ECE1,ITPR2,COPE,MIA3,HSPA9
29,RAB1A,LRP1,APBA1,APBA2,TMED10,HSPA5,SORL1,SNX4,ADAM10,SORT1,COPG2,MAPK14,SNX6,EIF2S1,RAB1B,PICALM,SEC24D,RTN3,ARF6,OSBP,CLU,COPB1,COPG1,PLG,VLDLR,SEC16A,VPS35,AP4S1,GGA2,TMED2,APOE,COPA,VPS29,AP1G1,SEC24C,SEC23A,SEC23B,PREB,SEC24B,BIN1,RTN4,SAR1A,SEC31A,MAP2K3,GGA3,BACE1,TMED9,SYK,AP4E1,NCSTN,PLCG2,GORASP1,MFN2,COPE,HSPA9,PSEN1,SIGMAR1,COPZ1,MIA3,AP3B2,AP2A1,ITPR1,VDAC1,SEC24A,GGA1,ECE1,VPS26A,IDE,ABCA7,COPB2,AP2B1,ADAM17,SAR1B,APP,SREBF2,ITPR2,SEC13,AP4B1,AP4M1,MAPKAPK2
