ordering,pos1,pos2,pos3,pos4,pos5,pos6,pos7,pos8,pos9,pos10,pos11,pos12,pos13,pos14,pos15,pos16,pos17,pos18,pos19,pos20,pos21,pos22,pos23,pos24,pos25,pos26,pos27,pos28,pos29,pos30,pos31,pos32,pos33,pos34,pos35,pos36,pos37,pos38,pos39,pos40,pos41,pos42,pos43,pos44,pos45,pos46,pos47,pos48,pos49,pos50,pos51,pos52,pos53,pos54,pos55,pos56,pos57,pos58,pos59,pos60,pos61,pos62,pos63,pos64,pos65,pos66,pos67,pos68,pos69,pos70,pos71,pos72,pos73,pos74,pos75,pos76,pos77,pos78,pos79,pos80
10,HSPA9,IDE,COPB2,CLU,ECE1,SEC31A,VPS29,MIA3,SEC24A,RAB1B,LRP1,VPS35,SNX4,SAR1B,SEC24D,SNX6,COPZ1,PSEN1,ITPR2,APOE,TMED9,AP1G1,VDAC1,COPA,APBA2,SORL1,TMED2,APBA1,MAPK14,HSPA5,SORT1,SEC13,SEC23A,PLG,SREBF2,MAP2K3,GGA1,RAB1A,ADAM10,RTN4,SEC24B,MAPKAPK2,AP4E1,VPS26A,GGA3,EIF2S1,VLDLR,COPG2,BIN1,OSBP,COPB1,PICALM,GORASP1,SAR1A,COPE,GGA2,SEC24C,AP2B1,AP3B2,MFN2,COPG1,ABCA7,ITPR1,APP,SEC23B,AP4S1,TMED10,PREB,PLCG2,BACE1,ARF6,AP4B1,ADAM17,NCSTN,RTN3,SIGMAR1,SYK,SEC16A,AP2A1,AP4M1
11,CLU,HSPA5,RAB1B,AP1G1,HSPA9,SNX4,APBA2,VPS29,APOE,SEC31A,VPS35,ECE1,IDE,COPZ1,COPA,MAP2K3,COPG1,MAPK14,TMED9,MFN2,ITPR2,LRP1,SEC23A,APBA1,VDAC1,SEC24D,SEC24A,SEC13,SNX6,SEC23B,PSEN1,OSBP,BACE1,GGA3,PLG,ADAM10,PREB,PICALM,MIA3,VLDLR,TMED2,SORL1,BIN1,VPS26A,EIF2S1,GGA2,COPE,GORASP1,RTN3,ADAM17,SREBF2,RAB1A,COPB2,MAPKAPK2,AP4E1,ABCA7,SEC24B,GGA1,AP2B1,TMED10,RTN4,ITPR1,AP4B1,AP4S1,AP3B2,SORT1,SYK,SEC24C,SEC16A,PLCG2,AP2A1,COPB1,COPG2,SAR1B,APP,AP4M1,SIGMAR1,ARF6,SAR1A,NCSTN
12,SEC31A,HSPA9,HSPA5,SEC13,ECE1,VPS35,IDE,VPS29,SAR1B,GGA1,MAP2K3,CLU,SNX6,PSEN1,SEC24A,RAB1B,SORL1,MIA3,ADAM10,BIN1,AP1G1,BACE1,COPB1,VDAC1,SEC24D,APOE,TMED9,PLG,SNX4,COPA,SORT1,GGA3,EIF2S1,MAPK14,COPZ1,SREBF2,ITPR2,COPG1,OSBP,PREB,VLDLR,GGA2,COPB2,SEC16A,COPE,TMED2,RAB1A,MAPKAPK2,GORASP1,MFN2,TMED10,AP2A1,AP4E1,LRP1,APBA1,SEC23B,SAR1A,VPS26A,AP4S1,ABCA7,AP3B2,SYK,PLCG2,APBA2,RTN4,COPG2,ITPR1,ADAM17,SEC24C,NCSTN,PICALM,AP4B1,SEC24B,SEC23A,APP,AP4M1,SIGMAR1,ARF6,RTN3,AP2B1
13,IDE,HSPA5,HSPA9,VPS35,SEC31A,APOE,VPS29,MIA3,SEC24A,PSEN1,RAB1B,ECE1,CLU,SEC24D,COPB2,SEC23A,SNX4,SNX6,AP1G1,MAP2K3,AP4E1,MFN2,SORT1,APBA1,TMED9,ITPR2,COPA,COPB1,VDAC1,COPZ1,APBA2,MAPKAPK2,GGA1,BIN1,PREB,SORL1,GGA3,GGA2,SEC23B,OSBP,SAR1B,EIF2S1,ADAM10,BACE1,RAB1A,COPE,PICALM,SEC24B,VPS26A,PLG,TMED2,SEC24C,SREBF2,SEC16A,COPG1,AP3B2,ABCA7,SAR1A,LRP1,SEC13,APP,AP2A1,ADAM17,AP4M1,SYK,COPG2,RTN3,ITPR1,GORASP1,RTN4,AP4B1,TMED10,PLCG2,SIGMAR1,ARF6,NCSTN,AP4S1,VLDLR,MAPK14,AP2B1
14,HSPA9,HSPA5,SEC31A,IDE,ECE1,CLU,SORL1,VPS29,SEC24D,APOE,SEC13,PSEN1,SEC24A,MIA3,SNX4,RAB1B,SEC23A,SEC23B,BACE1,APBA1,VDAC1,GGA3,ADAM10,BIN1,SNX6,LRP1,COPG1,EIF2S1,COPZ1,MAPK14,COPB1,TMED9,MFN2,ITPR2,SORT1,AP1G1,PLG,AP4E1,TMED2,MAP2K3,VLDLR,GGA2,RTN4,COPB2,MAPKAPK2,COPA,VPS35,RTN3,ABCA7,SEC16A,AP4S1,GGA1,PREB,RAB1A,VPS26A,APBA2,PICALM,SAR1A,OSBP,GORASP1,ITPR1,PLCG2,SREBF2,AP4B1,SIGMAR1,TMED10,ADAM17,AP2A1,AP3B2,COPE,NCSTN,SAR1B,ARF6,AP2B1,SYK,APP,SEC24C,COPG2,SEC24B,AP4M1
15,SORL1,MIA3,VPS35,RAB1B,ECE1,AP1G1,HSPA9,COPB2,VPS29,CLU,SEC31A,HSPA5,IDE,SEC24A,SNX4,PSEN1,PICALM,APOE,ADAM10,SEC13,AP4E1,APBA1,COPG1,SEC23A,SEC24D,MAP2K3,COPZ1,TMED9,LRP1,OSBP,BACE1,COPA,MAPK14,APBA2,PLG,SEC16A,SNX6,PREB,VDAC1,TMED2,RAB1A,COPB1,SAR1A,MFN2,EIF2S1,SEC24B,SEC23B,PLCG2,RTN4,SREBF2,SORT1,GGA1,VPS26A,ITPR2,GGA2,AP2A1,COPE,MAPKAPK2,GORASP1,VLDLR,APP,BIN1,GGA3,AP3B2,ITPR1,ADAM17,RTN3,AP2B1,SEC24C,NCSTN,AP4M1,SAR1B,ABCA7,AP4B1,TMED10,SIGMAR1,ARF6,COPG2,AP4S1,SYK
16,HSPA5,IDE,HSPA9,VPS35,ECE1,SEC31A,MIA3,SEC24A,VPS29,PSEN1,RAB1B,SEC13,APOE,SNX6,APBA1,SORL1,SEC24D,SEC23A,COPB2,COPZ1,TMED9,ITPR2,TMED2,SNX4,CLU,COPA,ADAM10,MAPK14,VDAC1,BACE1,MAP2K3,LRP1,GGA2,BIN1,OSBP,VLDLR,PREB,TMED10,COPB1,GGA3,PICALM,VPS26A,SAR1A,AP1G1,PLG,EIF2S1,GORASP1,SEC16A,COPG1,SORT1,ADAM17,COPG2,SEC23B,SREBF2,RAB1A,SEC24B,SAR1B,MAPKAPK2,GGA1,MFN2,COPE,APBA2,ABCA7,AP2B1,AP3B2,ARF6,APP,ITPR1,SEC24C,RTN3,AP4S1,SIGMAR1,RTN4,AP2A1,PLCG2,AP4E1,SYK,AP4B1,AP4M1,NCSTN
17,SEC31A,IDE,VPS35,ECE1,CLU,COPB2,VPS29,SEC24A,MIA3,HSPA9,SEC24D,HSPA5,RAB1B,BIN1,ADAM10,SNX4,APOE,TMED9,PSEN1,ITPR2,COPZ1,SEC23A,COPG1,EIF2S1,COPA,MAP2K3,PLG,AP4E1,MFN2,APBA1,PICALM,GGA3,GORASP1,SORL1,COPB1,VDAC1,AP1G1,SORT1,LRP1,SEC23B,AP4S1,MAPKAPK2,OSBP,RAB1A,APBA2,PREB,VPS26A,GGA1,SEC13,TMED10,GGA2,RTN4,SAR1A,SREBF2,COPG2,ADAM17,BACE1,AP3B2,AP2A1,TMED2,RTN3,SEC16A,SNX6,APP,SAR1B,COPE,SIGMAR1,SEC24B,SEC24C,ARF6,AP4B1,SYK,PLCG2,NCSTN,AP2B1,AP4M1,MAPK14,ITPR1,VLDLR,ABCA7
18,CLU,IDE,HSPA5,COPB2,VPS29,SEC31A,VPS35,HSPA9,APOE,SEC24D,APBA1,SEC24A,SNX4,PSEN1,RAB1B,MIA3,LRP1,SORL1,TMED9,COPZ1,SNX6,MFN2,ITPR2,VPS26A,MAP2K3,ECE1,TMED2,COPA,ADAM10,GORASP1,COPB1,BIN1,SEC23A,SEC23B,VDAC1,AP1G1,RAB1A,APBA2,EIF2S1,GGA2,SORT1,MAPKAPK2,BACE1,COPG1,PICALM,PLG,VLDLR,SEC13,COPE,SAR1A,AP4E1,SEC16A,SAR1B,AP3B2,GGA1,OSBP,SREBF2,GGA3,SIGMAR1,TMED10,PREB,AP4B1,AP4S1,COPG2,ADAM17,AP2B1,AP2A1,ABCA7,ARF6,SYK,PLCG2,MAPK14,SEC24C,APP,SEC24B,AP4M1,NCSTN,RTN3,ITPR1,RTN4
19,HSPA5,IDE,ECE1,HSPA9,CLU,COPB2,SEC31A,SEC24A,SEC24D,MIA3,PSEN1,VPS29,SORL1,APOE,SNX4,SNX6,COPB1,RAB1B,MAP2K3,MFN2,COPZ1,BIN1,MAPK14,ITPR2,TMED9,LRP1,AP1G1,COPG1,APBA2,VDAC1,AP4E1,GGA2,RAB1A,SAR1A,TMED2,GGA3,VPS35,BACE1,MAPKAPK2,COPE,GGA1,ADAM10,EIF2S1,SEC13,SAR1B,OSBP,SEC23B,PREB,RTN4,SREBF2,ABCA7,VLDLR,COPA,SEC23A,PICALM,APBA1,SEC24B,AP2B1,AP4M1,COPG2,ADAM17,PLG,AP4B1,AP2A1,SEC16A,NCSTN,GORASP1,TMED10,SIGMAR1,VPS26A,RTN3,ITPR1,SEC24C,APP,SYK,ARF6,PLCG2,AP4S1,AP3B2,SORT1
20,HSPA5,IDE,ECE1,HSPA9,CLU,AP1G1,SEC31A,MIA3,SEC24A,VPS29,SNX6,SNX4,VPS35,RAB1B,SORL1,COPZ1,GGA1,TMED9,MAPK14,ITPR2,SEC23A,APBA1,MAP2K3,PLG,SEC24D,COPA,APBA2,AP4E1,APOE,VDAC1,COPB2,PSEN1,COPB1,RAB1A,SEC23B,COPG1,VLDLR,GGA3,EIF2S1,TMED2,PREB,GORASP1,BACE1,SEC16A,OSBP,SEC13,VPS26A,TMED10,SAR1A,COPG2,MFN2,ABCA7,SORT1,RTN3,RTN4,ADAM17,GGA2,BIN1,COPE,AP4M1,MAPKAPK2,SIGMAR1,SREBF2,PICALM,SAR1B,AP2B1,APP,SEC24B,SEC24C,SYK,NCSTN,PLCG2,LRP1,AP2A1,AP3B2,AP4S1,ARF6,ADAM10,AP4B1,ITPR1
21,HSPA9,VPS35,HSPA5,VPS29,CLU,ECE1,SEC31A,IDE,SEC13,APOE,SNX4,PSEN1,MAP2K3,SEC24A,MIA3,SORL1,SEC24D,COPG1,ADAM10,BIN1,AP4E1,APBA1,SEC23A,COPB1,PLG,SEC23B,MAPK14,AP1G1,RAB1B,MFN2,TMED9,COPZ1,ITPR2,GGA1,TMED2,OSBP,GORASP1,VDAC1,BACE1,TMED10,RAB1A,VLDLR,VPS26A,SORT1,COPB2,SREBF2,GGA3,COPE,AP2B1,PICALM,EIF2S1,ABCA7,SAR1A,COPA,PREB,RTN4,COPG2,SEC16A,ITPR1,SNX6,APBA2,AP3B2,ADAM17,SYK,RTN3,SAR1B,GGA2,AP2A1,SEC24B,AP4M1,AP4B1,SIGMAR1,ARF6,SEC24C,LRP1,AP4S1,NCSTN,APP,MAPKAPK2,PLCG2
22,HSPA5,VPS35,IDE,HSPA9,SEC31A,CLU,VPS29,APOE,SNX6,COPZ1,ITPR2,MAPK14,SEC13,SNX4,COPG1,MFN2,ECE1,RAB1B,AP1G1,APBA1,TMED9,PSEN1,COPB1,SEC24D,VDAC1,LRP1,SEC23B,EIF2S1,SEC24A,GGA1,PLG,GGA3,COPA,MAP2K3,OSBP,BACE1,ADAM10,SORL1,VPS26A,PREB,MIA3,BIN1,MAPKAPK2,SORT1,TMED10,SAR1A,TMED2,SEC23A,VLDLR,COPE,GORASP1,AP2A1,RAB1A,SEC24B,SREBF2,APBA2,SEC16A,AP4E1,AP3B2,COPB2,PICALM,AP2B1,SEC24C,ABCA7,APP,AP4S1,RTN3,ADAM17,ARF6,GGA2,SYK,SIGMAR1,PLCG2,AP4B1,COPG2,ITPR1,RTN4,SAR1B,NCSTN,AP4M1
23,MIA3,VPS35,COPB2,SEC24A,HSPA9,ECE1,CLU,HSPA5,SNX4,VPS29,APOE,SEC31A,IDE,SORL1,RAB1B,SEC13,SEC23A,APBA1,SEC24D,PSEN1,AP1G1,ADAM10,COPA,BIN1,SNX6,COPZ1,MAPK14,TMED9,MAP2K3,MFN2,ITPR2,TMED2,GORASP1,PLG,SORT1,COPG1,SAR1A,AP4E1,VPS26A,RTN4,LRP1,APBA2,ABCA7,MAPKAPK2,GGA2,VLDLR,GGA3,SEC16A,AP4S1,GGA1,PICALM,COPG2,VDAC1,RAB1A,SEC24B,OSBP,AP3B2,AP2B1,BACE1,EIF2S1,APP,TMED10,COPE,PLCG2,RTN3,PREB,SEC24C,ITPR1,SAR1B,SYK,AP2A1,SEC23B,SREBF2,ADAM17,AP4M1,SIGMAR1,AP4B1,ARF6,NCSTN,COPB1
24,AP1G1,RAB1B,HSPA9,ECE1,SORL1,HSPA5,CLU,SEC31A,VPS29,APOE,IDE,VPS35,SEC13,SEC24A,APBA2,SEC23A,SEC24D,LRP1,PSEN1,APBA1,SNX4,MIA3,COPG1,MAP2K3,PLG,SNX6,SEC23B,RAB1A,MFN2,GGA3,COPZ1,SAR1B,TMED9,ITPR2,VDAC1,BACE1,ADAM10,OSBP,BIN1,COPE,MAPKAPK2,GORASP1,PREB,VPS26A,MAPK14,SREBF2,EIF2S1,COPB1,COPA,SAR1A,TMED2,RTN4,VLDLR,SEC16A,AP4E1,AP2A1,TMED10,AP4M1,ADAM17,GGA2,RTN3,SEC24C,PICALM,COPG2,SEC24B,AP4B1,APP,AP3B2,SORT1,ABCA7,SIGMAR1,GGA1,AP2B1,ARF6,SYK,NCSTN,COPB2,ITPR1,PLCG2,AP4S1
25,SORL1,SEC24A,LRP1,VPS35,CLU,PSEN1,MIA3,HSPA9,HSPA5,VPS29,SEC31A,RAB1B,AP1G1,SNX4,APOE,SEC13,SNX6,IDE,ECE1,APBA2,APBA1,AP4E1,ADAM10,MAP2K3,SEC23A,TMED9,PICALM,MAPK14,PLG,COPZ1,VDAC1,MFN2,SEC24D,COPG1,SEC23B,ITPR2,VPS26A,GGA2,BACE1,BIN1,SEC24B,GGA3,TMED2,SORT1,OSBP,VLDLR,EIF2S1,PREB,MAPKAPK2,GORASP1,RTN4,COPA,TMED10,SAR1A,ABCA7,SREBF2,COPB1,COPE,ADAM17,AP3B2,SYK,RAB1A,GGA1,COPG2,AP2A1,RTN3,COPB2,AP4S1,ITPR1,NCSTN,AP2B1,SEC16A,PLCG2,AP4B1,ARF6,SAR1B,APP,SIGMAR1,AP4M1,SEC24C
26,IDE,HSPA9,SEC31A,CLU,SEC13,ECE1,VPS29,HSPA5,SEC24A,MIA3,APOE,PSEN1,COPZ1,AP1G1,TMED9,ITPR2,ADAM10,BIN1,SNX4,MAP2K3,MAPK14,SORL1,AP4E1,RAB1B,SNX6,LRP1,VPS35,MAPKAPK2,RAB1A,APBA1,SEC23B,RTN4,SEC23A,MFN2,GGA2,COPE,COPA,SORT1,PICALM,GGA3,COPB2,VPS26A,EIF2S1,PLG,SEC16A,COPG1,COPB1,VDAC1,ABCA7,SEC24D,TMED2,VLDLR,AP3B2,APP,RTN3,SEC24C,OSBP,GORASP1,TMED10,AP4M1,AP2A1,PREB,SEC24B,BACE1,PLCG2,SAR1A,SREBF2,ITPR1,AP2B1,GGA1,ARF6,SAR1B,ADAM17,AP4B1,SYK,SIGMAR1,APBA2,NCSTN,COPG2,AP4S1
27,VPS35,HSPA9,COPB2,CLU,IDE,VPS29,SEC31A,ECE1,APOE,PSEN1,MIA3,SEC24D,HSPA5,SEC24A,AP1G1,RAB1B,SORL1,ADAM10,SNX4,VDAC1,TMED9,ITPR2,MAPK14,BIN1,SEC13,APBA1,SEC23A,MAP2K3,AP4E1,GGA2,SORT1,MFN2,COPA,PREB,VPS26A,PLG,SEC23B,TMED2,OSBP,VLDLR,SAR1A,COPZ1,SNX6,EIF2S1,SEC24B,RTN4,ABCA7,GGA1,COPG1,TMED10,PLCG2,COPG2,AP2A1,APBA2,SAR1B,NCSTN,PICALM,SEC16A,RAB1A,COPE,GGA3,ADAM17,APP,SREBF2,BACE1,SEC24C,AP4B1,AP4S1,ITPR1,MAPKAPK2,AP4M1,AP3B2,RTN3,SIGMAR1,ARF6,LRP1,COPB1,AP2B1,SYK,GORASP1
28,HSPA9,HSPA5,IDE,ECE1,VPS35,SEC31A,CLU,APOE,RAB1B,AP1G1,SEC13,SNX4,VPS29,SORL1,LRP1,BIN1,MAP2K3,SEC24A,APBA2,ADAM10,BACE1,PSEN1,AP4E1,COPB1,APBA1,VDAC1,MAPK14,SEC24D,GORASP1,PREB,OSBP,GGA1,TMED9,PLG,COPE,SEC23A,MFN2,SEC23B,MAPKAPK2,AP2A1,SREBF2,GGA3,VPS26A,TMED10,SAR1A,COPA,VLDLR,EIF2S1,COPB2,COPZ1,TMED2,SEC24B,ITPR2,SEC24C,ABCA7,PICALM,COPG2,ITPR1,AP3B2,APP,SEC16A,COPG1,RAB1A,GGA2,AP4M1,SAR1B,AP2B1,SIGMAR1,MIA3,RTN4,SORT1,AP4S1,PLCG2,ARF6,SYK,SNX6,ADAM17,RTN3,AP4B1,NCSTN
29,SEC13,HSPA9,CLU,HSPA5,ECE1,IDE,SEC31A,VPS29,SORL1,PSEN1,MIA3,APOE,RAB1B,SNX4,AP1G1,VPS35,SEC24A,MAP2K3,SEC24D,GGA2,SEC23A,COPA,COPB1,VDAC1,COPG1,GORASP1,BIN1,APBA1,COPZ1,GGA1,MAPK14,PLG,MAPKAPK2,TMED9,BACE1,VPS26A,LRP1,RAB1A,EIF2S1,SREBF2,SEC23B,TMED10,GGA3,SAR1A,MFN2,OSBP,SAR1B,SEC24B,ITPR2,ADAM17,SORT1,SNX6,RTN3,COPE,PLCG2,PICALM,VLDLR,SEC24C,COPG2,APBA2,PREB,COPB2,AP4B1,AP2A1,ADAM10,ITPR1,TMED2,RTN4,AP3B2,APP,ABCA7,NCSTN,SIGMAR1,AP4S1,AP4M1,AP2B1,AP4E1,SYK,ARF6,SEC16A
