ordering,pos1,pos2,pos3,pos4,pos5,pos6,pos7,pos8,pos9,pos10,pos11,pos12,pos13,pos14,pos15,pos16,pos17,pos18,pos19,pos20,pos21,pos22,pos23,pos24,pos25,pos26,pos27,pos28,pos29,pos30,pos31,pos32,pos33,pos34,pos35,pos36,pos37,pos38,pos39,pos40,pos41,pos42,pos43,pos44,pos45,pos46,pos47,pos48,pos49,pos50,pos51,pos52,pos53,pos54,pos55,pos56,pos57,pos58,pos59,pos60,pos61,pos62,pos63,pos64,pos65,pos66,pos67,pos68,pos69,pos70,pos71,pos72,pos73,pos74,pos75,pos76,pos77,pos78,pos79,pos80
0,LRP1,MFN2,APOE,CLU,COPG1,COPB1,SNX6,ADAM10,GGA1,TMED9,HSPA9,APBA2,BIN1,APBA1,COPA,PICALM,HSPA5,VPS35,VDAC1,BACE1,TMED10,MAP2K3,COPZ1,NCSTN,MIA3,GGA3,OSBP,AP2A1,SNX4,AP2B1,RAB1A,RTN3,COPB2,RTN4,PLCG2,SEC13,SYK,SEC31A,SEC24D,SEC23A,SEC24C,EIF2S1,SORL1,GGA2,SAR1A,ARF6,VPS29,COPG2,ITPR2,TMED2,GORASP1,PREB,MAPK14,ABCA7,SEC24B,AP1G1,ADAM17,AP4B1,COPE,APP,VLDLR,AP4M1,AP4S1,PLG,SORT1,ECE1,IDE,ITPR1,SEC23B,SEC24A,SEC16A,SAR1B,VPS26A,AP3B2,SIGMAR1,SREBF2,MAPKAPK2,AP4E1,RAB1B,PSEN1
1,LRP1,RAB1A,SORL1,HSPA9,ARF6,TMED2,GGA3,ADAM17,AP1G1,ITPR2,SORT1,RAB1B,SEC13,COPG2,SNX6,TMED10,SEC31A,SEC24C,HSPA5,IDE,SNX4,SAR1A,VPS26A,BIN1,CLU,VDAC1,GGA2,PREB,COPB1,MAP2K3,APBA2,SYK,PLCG2,SEC16A,APOE,SAR1B,NCSTN,SEC23A,ADAM10,BACE1,VPS35,ABCA7,EIF2S1,MFN2,SEC24D,AP4S1,AP4B1,COPZ1,ITPR1,APP,PLG,OSBP,COPB2,GORASP1,RTN3,MIA3,RTN4,COPA,APBA1,GGA1,AP2A1,PICALM,COPG1,AP3B2,VPS29,MAPK14,SEC23B,ECE1,AP4M1,TMED9,AP4E1,COPE,PSEN1,SIGMAR1,VLDLR,SREBF2,SEC24A,MAPKAPK2,AP2B1,SEC24B
2,MFN2,TMED2,TMED10,AP1G1,AP2A1,APBA1,COPE,OSBP,COPZ1,SNX4,EIF2S1,SEC13,ITPR1,HSPA9,SEC31A,HSPA5,SNX6,RAB1B,VPS29,SAR1B,APOE,GORASP1,ARF6,APP,COPG2,ABCA7,GGA2,IDE,COPB1,ITPR2,NCSTN,CLU,PLG,VDAC1,ADAM10,COPG1,GGA1,TMED9,MIA3,SEC24C,AP2B1,GGA3,APBA2,SEC24D,BACE1,SEC23A,COPA,MAP2K3,VPS35,SORL1,SORT1,RAB1A,RTN3,RTN4,PICALM,MAPKAPK2,SAR1A,PLCG2,SYK,ADAM17,COPB2,SEC16A,PREB,SEC23B,VPS26A,BIN1,AP4M1,SEC24B,AP4S1,AP3B2,ECE1,LRP1,AP4B1,MAPK14,VLDLR,SREBF2,SEC24A,PSEN1,SIGMAR1,AP4E1
3,BIN1,SEC23A,COPB1,SEC31A,LRP1,TMED2,VPS35,AP2A1,SNX6,NCSTN,VDAC1,AP1G1,COPA,SEC24C,VPS26A,COPG1,SYK,PLCG2,RTN4,SAR1A,SNX4,SEC16A,AP2B1,HSPA9,SORL1,CLU,SORT1,TMED10,SAR1B,APBA2,APBA1,APOE,SEC13,TMED9,BACE1,MAP2K3,GGA1,ADAM17,PREB,SEC24D,MFN2,COPB2,HSPA5,IDE,ARF6,ABCA7,EIF2S1,ITPR2,RAB1B,COPE,ADAM10,RAB1A,RTN3,COPG2,GGA3,OSBP,MIA3,APP,GORASP1,AP3B2,VLDLR,ITPR1,AP4S1,PLG,GGA2,AP4B1,VPS29,COPZ1,SEC23B,SEC24A,SEC24B,MAPKAPK2,AP4M1,MAPK14,AP4E1,ECE1,SIGMAR1,SREBF2,PSEN1,PICALM
4,VPS29,AP2B1,OSBP,RAB1B,VPS35,SEC24C,SEC23A,AP1G1,PICALM,COPG1,BIN1,MFN2,IDE,ADAM10,COPB1,TMED9,COPB2,EIF2S1,BACE1,SEC16A,SEC31A,VDAC1,NCSTN,ARF6,SORL1,APOE,MAP2K3,MIA3,LRP1,GORASP1,HSPA9,HSPA5,SAR1A,APP,APBA1,SEC13,SNX4,COPZ1,ITPR2,ADAM17,TMED2,RAB1A,AP2A1,PLG,VPS26A,SNX6,COPA,SORT1,AP4S1,PLCG2,SYK,ABCA7,SEC24D,PREB,RTN3,RTN4,SAR1B,COPG2,GGA2,COPE,CLU,TMED10,VLDLR,APBA2,GGA1,AP4B1,GGA3,AP4M1,SEC24B,SEC23B,MAPK14,ITPR1,SEC24A,ECE1,SIGMAR1,AP3B2,SREBF2,MAPKAPK2,AP4E1,PSEN1
5,ADAM10,EIF2S1,COPB2,SORL1,SEC24C,SEC16A,SNX4,VPS29,MFN2,HSPA9,APOE,SEC23A,CLU,AP1G1,APBA1,SORT1,SNX6,GORASP1,COPB1,LRP1,VPS35,AP2A1,ITPR2,BIN1,SEC13,SEC31A,COPG1,HSPA5,APBA2,PICALM,RAB1B,COPG2,COPE,RAB1A,RTN4,TMED2,ABCA7,ITPR1,GGA1,NCSTN,VDAC1,AP2B1,PREB,AP3B2,PLCG2,COPA,SYK,ARF6,ECE1,RTN3,APP,PLG,MIA3,VLDLR,TMED9,VPS26A,BACE1,MAP2K3,AP4B1,SAR1A,MAPKAPK2,AP4S1,ADAM17,MAPK14,SEC24B,IDE,SEC24D,GGA2,SAR1B,OSBP,GGA3,SREBF2,AP4E1,TMED10,COPZ1,AP4M1,PSEN1,SEC24A,SEC23B,SIGMAR1
6,TMED9,COPB2,HSPA9,APOE,CLU,RAB1A,RAB1B,MFN2,HSPA5,ADAM10,VPS26A,GGA3,IDE,COPG2,ITPR2,SAR1A,AP1G1,AP2A1,VPS35,ITPR1,SNX6,VDAC1,SNX4,VPS29,SORT1,COPG1,RTN4,EIF2S1,LRP1,COPA,SAR1B,TMED10,GGA2,PLCG2,SEC31A,APBA1,SYK,ABCA7,SORL1,TMED2,NCSTN,RTN3,SEC23A,SEC24C,SEC13,PREB,COPB1,COPE,MAP2K3,BACE1,ARF6,BIN1,ADAM17,COPZ1,AP4S1,APP,PLG,AP3B2,OSBP,GORASP1,APBA2,PICALM,SEC23B,MAPKAPK2,MIA3,SEC24B,SIGMAR1,MAPK14,SEC16A,AP4M1,AP4B1,GGA1,AP2B1,SEC24A,VLDLR,ECE1,SREBF2,SEC24D,AP4E1,PSEN1
7,VPS29,SNX6,ADAM10,APBA1,RTN4,IDE,RAB1B,HSPA5,SORL1,APOE,EIF2S1,APBA2,ARF6,COPG1,ADAM17,ITPR2,AP2B1,RTN3,PREB,SEC23A,VPS35,SYK,PLCG2,TMED9,ABCA7,RAB1A,COPB2,MAP2K3,HSPA9,TMED2,AP2A1,BACE1,GGA3,TMED10,VPS26A,CLU,COPZ1,MIA3,COPG2,SAR1A,GGA2,NCSTN,MAPKAPK2,LRP1,SEC16A,VDAC1,SNX4,SEC24C,SORT1,COPE,COPA,GORASP1,AP1G1,SEC24D,OSBP,SEC31A,SAR1B,BIN1,ITPR1,MFN2,PICALM,APP,AP4S1,SIGMAR1,ECE1,PLG,SEC24B,MAPK14,AP3B2,GGA1,AP4M1,AP4B1,AP4E1,COPB1,PSEN1,SEC13,VLDLR,SREBF2,SEC23B,SEC24A
8,SORL1,SEC24C,VPS35,CLU,COPZ1,COPG1,COPB1,BIN1,RTN3,AP1G1,APOE,SEC13,SNX6,APBA1,GGA3,ARF6,TMED9,HSPA9,RAB1A,GORASP1,TMED10,SAR1B,EIF2S1,RTN4,COPB2,VPS29,PREB,SEC31A,IDE,MFN2,APP,PLG,ITPR1,APBA2,AP2A1,COPE,ADAM10,AP2B1,PICALM,SYK,GGA2,RAB1B,PLCG2,SEC16A,VPS26A,VDAC1,SNX4,SEC24D,MAP2K3,BACE1,LRP1,SORT1,MIA3,AP4S1,MAPKAPK2,GGA1,COPG2,ADAM17,NCSTN,COPA,HSPA5,SEC23A,OSBP,SAR1A,AP3B2,TMED2,ITPR2,AP4M1,MAPK14,ABCA7,SEC23B,ECE1,SIGMAR1,AP4E1,SEC24B,PSEN1,AP4B1,VLDLR,SEC24A,SREBF2
9,COPB1,SNX6,COPG1,SORT1,COPB2,GGA3,PICALM,BIN1,EIF2S1,VPS35,SAR1B,APBA1,AP1G1,RAB1B,COPE,SNX4,VDAC1,GORASP1,NCSTN,LRP1,PLCG2,SYK,ADAM10,COPG2,ITPR2,SEC31A,APOE,SEC13,AP2A1,HSPA9,TMED2,SAR1A,TMED9,ADAM17,APP,SEC24C,APBA2,VPS26A,BACE1,MAP2K3,VPS29,GGA1,SEC23A,TMED10,PLG,ARF6,COPA,ABCA7,IDE,MAPKAPK2,AP2B1,RTN3,RAB1A,RTN4,GGA2,HSPA5,AP4S1,OSBP,COPZ1,AP4B1,AP4M1,CLU,MFN2,ECE1,SEC16A,MIA3,SEC24D,MAPK14,PREB,ITPR1,SEC24A,SIGMAR1,SEC24B,SORL1,AP3B2,AP4E1,VLDLR,SEC23B,SREBF2,PSEN1
