version,variable,protein,beta,se,z,p,n,strata,strata_same_sign,q
cell,apoe_genotype,ABCA7,0.06614981673235254,0.054748588905286964,1.2082469713838522,0.22695227915534444,1072.0,6.0,4.0,0.5187480666407873
cell,apoe_genotype,ADAM10,-0.007758329246787438,0.020720577672657,-0.37442630072159505,0.7080871785283542,1292.0,6.0,3.0,0.7860898785167293
cell,apoe_genotype,ADAM17,-0.0291490131200293,0.042696251817246844,-0.6827066048981556,0.49479225530227444,1260.0,6.0,5.0,0.7368722493086517
cell,apoe_genotype,AP1G1,-0.09484815124884187,0.03287067659995813,-2.885494339017125,0.0039079948993756075,1292.0,6.0,4.0,0.05457313903537884
cell,apoe_genotype,AP2A1,-0.07078492588526206,0.020813280731479186,-3.4009499414574713,0.0006715212360909734,1292.0,6.0,4.0,0.017907232962425957
cell,apoe_genotype,AP2B1,-0.052443674890813974,0.026204408959777423,-2.0013301949039426,0.04535681781750812,1292.0,6.0,4.0,0.2419030283600433
cell,apoe_genotype,AP3B2,-0.02905725037692302,0.018789948019185935,-1.5464252667039529,0.12200189592655204,1137.0,6.0,5.0,0.37539044900477553
cell,apoe_genotype,AP4B1,-0.041526329157837175,0.052753488810254226,-0.7871769260076934,0.4311783025374393,1063.0,6.0,4.0,0.7039147505081601
cell,apoe_genotype,AP4E1,-0.1383205563516492,0.05803959819485888,-2.3832100954120934,0.01716239635701614,1159.0,6.0,5.0,0.1525546342845879
cell,apoe_genotype,AP4M1,-0.04284925833996931,0.06530413496667488,-0.6561492371323128,0.5117281069346737,893.0,5.0,3.0,0.7368722493086517
cell,apoe_genotype,AP4S1,-0.031717506545683886,0.05467843216625177,-0.5800734455817177,0.5618650900978469,1221.0,6.0,5.0,0.7368722493086517
cell,apoe_genotype,APBA1,-0.010218150301667613,0.035634163053726756,-0.28675151669091775,0.7743025885891258,1292.0,6.0,4.0,0.8259227611617342
cell,apoe_genotype,APBA2,-0.04540327157225505,0.04248067036152549,-1.068798377847082,0.2851605304491188,1292.0,6.0,5.0,0.5564107911202318
cell,apoe_genotype,APOE,0.136083694758326,0.04740097492517424,2.870904975544145,0.004092985427653413,1292.0,6.0,5.0,0.05457313903537884
cell,apoe_genotype,APP,0.23530087662473564,0.036764324002586043,6.4002503244227835,1.5512241842629856e-10,1204.0,6.0,5.0,1.2409793474103885e-08
cell,apoe_genotype,ARF6,-0.03421632127051105,0.03842879182574135,-0.8903824357962618,0.37326057028491144,1292.0,6.0,3.0,0.6635743471731759
cell,apoe_genotype,BACE1,0.06710419670225123,0.04684702871283632,1.4324109457098686,0.152026247836087,1284.0,6.0,5.0,0.43436070810310573
cell,apoe_genotype,BIN1,-0.04873425429913133,0.025797078079517033,-1.889138535337709,0.05887326807452398,1292.0,6.0,5.0,0.24431090810032646
cell,apoe_genotype,CLU,0.19838207654783682,0.040750871707372925,4.868167679268176,1.1263774039340618e-06,1292.0,6.0,5.0,4.505509615736247e-05
cell,apoe_genotype,COPA,0.05001686147597428,0.049775606080339894,1.004846860031096,0.31497059576282693,1292.0,6.0,4.0,0.5877591721944035
cell,apoe_genotype,COPB1,0.07009274837587902,0.04961377286826956,1.4127679538095916,0.15772396366590102,1292.0,6.0,3.0,0.43510058942317525
cell,apoe_genotype,COPB2,0.0878625299488435,0.043448503631559256,2.0222222310326856,0.04315339861126185,1292.0,6.0,4.0,0.2419030283600433
cell,apoe_genotype,COPE,0.06730037266984605,0.05129749807426489,1.3119620877496467,0.18953292675501987,1292.0,6.0,3.0,0.48911723033553517
cell,apoe_genotype,COPG1,0.09746990329345112,0.05184523957928379,1.8800164505826287,0.06010583595433911,1292.0,6.0,5.0,0.24431090810032646
cell,apoe_genotype,COPG2,-0.06048534381652979,0.0493598875398599,-1.2253946844527488,0.22042654873739165,1292.0,6.0,5.0,0.5187480666407873
cell,apoe_genotype,COPZ1,0.05923891594647841,0.05196138427122698,1.1400565396268953,0.2542627465952656,1292.0,6.0,4.0,0.5221203399384222
cell,apoe_genotype,ECE1,0.05308428109920445,0.045840595026805715,1.1580190237095072,0.24685627315920033,1276.0,6.0,4.0,0.5221203399384222
cell,apoe_genotype,EIF2S1,0.10629231137899693,0.050550288279334624,2.1027043563359875,0.03549162102391016,1292.0,6.0,3.0,0.2184099755317548
cell,apoe_genotype,GGA1,-0.07212025766338152,0.037910269946965135,-1.9023936723287573,0.05711970764686145,1292.0,6.0,5.0,0.24431090810032646
cell,apoe_genotype,GGA2,-0.02246446340358121,0.043416135478633225,-0.5174219942868211,0.6048616094005625,1292.0,6.0,4.0,0.7560770117507032
cell,apoe_genotype,GGA3,-0.06281062997554418,0.03353598431103118,-1.8729323520968946,0.061077727025081616,1292.0,6.0,4.0,0.24431090810032646
cell,apoe_genotype,GORASP1,0.022263833908299707,0.06179303738378245,0.36029680447692053,0.7186251887415608,916.0,6.0,4.0,0.7860898785167293
cell,apoe_genotype,HSPA5,0.08281923024944914,0.044905959713340736,1.844281489096982,0.06514212776440921,1292.0,6.0,3.0,0.24816048672155888
cell,apoe_genotype,HSPA9,-0.0003486036926137917,0.04099490646886591,-0.008503585509544779,0.9932152021797804,1292.0,6.0,3.0,0.9932152021797804
cell,apoe_genotype,IDE,0.037821681905796926,0.05074760808119976,0.7452899424398399,0.45609645988992553,1292.0,6.0,5.0,0.7154454272783146
cell,apoe_genotype,ITPR1,0.04478532911738467,0.03797427332593906,1.1793597400267612,0.23825495930243334,1292.0,6.0,4.0,0.5221203399384222
cell,apoe_genotype,ITPR2,0.044323875404227935,0.030697765526584077,1.4438795346796083,0.14877286430859823,1292.0,6.0,3.0,0.43436070810310573
cell,apoe_genotype,LRP1,0.07471632777885907,0.03315689243164229,2.2534176848116134,0.024232825502659386,1292.0,6.0,4.0,0.1762387309284319
cell,apoe_genotype,MAP2K3,0.04074521678147416,0.05275942463292353,0.7722831904434353,0.4399467190676001,1220.0,6.0,3.0,0.7039147505081601
cell,apoe_genotype,MAPK14,0.03958569986918615,0.039472166578360016,1.00287628728463,0.3159205550544919,1251.0,6.0,4.0,0.5877591721944035
cell,apoe_genotype,MAPKAPK2,0.08333631203886056,0.039411913433430014,2.114495460354202,0.034472972090382255,1215.0,6.0,5.0,0.2184099755317548
cell,apoe_genotype,MFN2,-0.010724889821229083,0.030735484606178264,-0.3489416210172014,0.7271331376279746,1292.0,6.0,4.0,0.7860898785167293
cell,apoe_genotype,MIA3,0.035229711333814764,0.04290298546273908,0.8211482476997202,0.41156183069912433,1292.0,6.0,3.0,0.6859363844985406
cell,apoe_genotype,NCSTN,-0.0008874904035535481,0.050761332260139465,-0.01748359162453373,0.9860508228337468,1276.0,6.0,3.0,0.9932152021797804
cell,apoe_genotype,OSBP,-0.13576556980627227,0.04545248390419299,-2.9869780074603995,0.0028174999019301853,1292.0,6.0,5.0,0.05457313903537884
cell,apoe_genotype,PICALM,-0.0227381019744735,0.04200219102730765,-0.5413551392995275,0.5882628217253216,1292.0,6.0,3.0,0.7560770117507032
cell,apoe_genotype,PLCG2,-0.07306834242448586,0.045822664534500346,-1.5945895588300407,0.11080404898425383,1225.0,6.0,4.0,0.3545729567496123
cell,apoe_genotype,PLG,0.005364895107508116,0.05186016203118252,0.10344925463754447,0.917606422258248,1292.0,6.0,4.0,0.9411347920597414
cell,apoe_genotype,PREB,-0.0213404331082744,0.04774445472845388,-0.44697197254943855,0.6548952965339787,1292.0,6.0,3.0,0.7769188767148618
cell,apoe_genotype,PSEN1,0.03518532033538447,0.053782830820852404,0.6542110148977617,0.5129758660543782,1292.0,6.0,3.0,0.7368722493086517
cell,apoe_genotype,RAB1A,-0.030436769260786575,0.027115154903751184,-1.1225002906612889,0.2616497840367674,1292.0,6.0,3.0,0.5232995680735348
cell,apoe_genotype,RAB1B,0.05684900168521931,0.04250658216543705,1.3374164373875341,0.18108674192684593,1292.0,6.0,4.0,0.48289797847158916
cell,apoe_genotype,RTN3,-0.0061998810083203825,0.03187840303827129,-0.19448530721181922,0.8457958992316079,1183.0,6.0,4.0,0.8903114728753768
cell,apoe_genotype,RTN4,-0.08414471675948433,0.037036251735991864,-2.2719555250703842,0.02308919670603335,1223.0,6.0,4.0,0.1762387309284319
cell,apoe_genotype,SAR1A,-0.09756786432329109,0.05063096430985167,-1.9270394244556495,0.05397471689740719,1292.0,6.0,5.0,0.24431090810032646
cell,apoe_genotype,SAR1B,0.03703192483587628,0.03977973668733896,0.9309243328315632,0.351892706624387,1292.0,6.0,5.0,0.639804921135249
cell,apoe_genotype,SEC13,-0.05922046929518281,0.04865304917596173,-1.217199544493137,0.2235283034656339,1292.0,6.0,4.0,0.5187480666407873
cell,apoe_genotype,SEC16A,-0.05527869915794381,0.04323737155433384,-1.2784935154644714,0.20107546973417634,1292.0,6.0,5.0,0.5026886743354408
cell,apoe_genotype,SEC23A,0.020626007060603233,0.03483455734316793,0.5921133676942961,0.5537746760311667,1292.0,6.0,4.0,0.7368722493086517
cell,apoe_genotype,SEC23B,0.0762114572182145,0.042460127889025624,1.7948946695921835,0.07267048337886259,1292.0,6.0,4.0,0.26425630319586396
cell,apoe_genotype,SEC24A,-0.11941343763884978,0.048814894365550476,-2.446250047057808,0.014435084949902973,1292.0,6.0,5.0,0.14435084949902974
cell,apoe_genotype,SEC24B,0.018732599504179014,0.042633472675983664,0.4393871371104959,0.6603810452076326,1292.0,6.0,1.0,0.7769188767148618
cell,apoe_genotype,SEC24C,-0.04694138799094555,0.041198106143359586,-1.1394064529956962,0.2545336657199808,1292.0,6.0,4.0,0.5221203399384222
cell,apoe_genotype,SEC24D,-0.041825952699253995,0.04801216770683758,-0.8711531825566253,0.3836705189492359,1284.0,6.0,5.0,0.6672530764334538
cell,apoe_genotype,SEC31A,-0.10585477656757457,0.04129294312279938,-2.5635076737634663,0.010362041026260108,1292.0,6.0,6.0,0.11842332601440123
cell,apoe_genotype,SIGMAR1,0.02887629518146258,0.060088032906969964,0.48056649193641765,0.6308246351935807,1056.0,6.0,3.0,0.7763995510074839
cell,apoe_genotype,SNX4,-0.011738832076027291,0.03342721647727249,-0.35117587741739265,0.7254564061211597,1292.0,6.0,2.0,0.7860898785167293
cell,apoe_genotype,SNX6,0.06342705676510561,0.03667334983045372,1.7295135857056474,0.08371721712932777,1292.0,6.0,4.0,0.2911903204498357
cell,apoe_genotype,SORL1,-0.019373899617860544,0.0519048157408247,-0.37325822934426467,0.7089562617181187,1292.0,6.0,3.0,0.7860898785167293
cell,apoe_genotype,SORT1,0.03018962403728529,0.03645209101891234,0.8282000618735997,0.4075572088071965,1292.0,6.0,5.0,0.6859363844985406
cell,apoe_genotype,SREBF2,-0.04029559400167632,0.06653021352724998,-0.605673600989898,0.5447315174134364,803.0,5.0,3.0,0.7368722493086517
cell,apoe_genotype,SYK,0.025408131915477878,0.04150553963463123,0.6121624279347506,0.5404302972749437,1209.0,6.0,3.0,0.7368722493086517
cell,apoe_genotype,TMED10,-0.03445118974875921,0.0533948813245174,-0.6452152134092338,0.5187877286313227,1292.0,6.0,5.0,0.7368722493086517
cell,apoe_genotype,TMED2,-0.031195714855523846,0.05290737660719407,-0.5896288354482881,0.5554395152632459,1292.0,6.0,3.0,0.7368722493086517
cell,apoe_genotype,TMED9,-0.018122793185134062,0.050513892747151436,-0.3587684931717332,0.7197682844361206,1292.0,6.0,4.0,0.7860898785167293
cell,apoe_genotype,VDAC1,-0.05099582891993277,0.03083790648768381,-1.653673505375591,0.09819386870264786,1292.0,6.0,5.0,0.3273128956754929
cell,apoe_genotype,VLDLR,0.009008341229788379,0.050006380063739565,0.1801438380123914,0.8570396477637306,1260.0,6.0,4.0,0.8904308028714084
cell,apoe_genotype,VPS26A,0.020740503433448108,0.044507771206955295,0.4659973499236232,0.6412173974516804,1292.0,6.0,4.0,0.7769188767148618
cell,apoe_genotype,VPS29,0.01680641445785583,0.03212360480651106,0.5231795920503098,0.6008492818274078,1292.0,6.0,3.0,0.7560770117507032
cell,apoe_genotype,VPS35,-0.027583831640585817,0.04194710389826928,-0.6575860804951522,0.5108041412666854,1292.0,6.0,3.0,0.7368722493086517
cell,cts_mmse30_lv,ABCA7,0.023540710168921224,0.046783306486097756,0.503186113532113,0.6148334270547632,391.0,2.0,2.0,0.7555868867892175
cell,cts_mmse30_lv,ADAM10,-0.024137003858869126,0.017690706753201293,-1.364388896136177,0.17244520075143577,587.0,2.0,2.0,0.445019872906931
cell,cts_mmse30_lv,ADAM17,-0.027613399851568715,0.034177632568910085,-0.8079377585879787,0.4191264134616901,555.0,2.0,2.0,0.6174995774852835
cell,cts_mmse30_lv,AP1G1,0.004762271031182285,0.036036063834902994,0.13215291917009406,0.8948633394754694,587.0,2.0,1.0,0.9606238206598151
cell,cts_mmse30_lv,AP2A1,0.0874813523615735,0.02826649832001712,3.094877595772907,0.0019689413521940583,587.0,2.0,2.0,0.03937882704388117
cell,cts_mmse30_lv,AP2B1,0.07443338960897114,0.026749057912677583,2.782654621032235,0.005391616757002069,587.0,2.0,1.0,0.05162009276703554
cell,cts_mmse30_lv,AP3B2,0.036506971045856505,0.03727275855771907,0.9794544986339904,0.3273554604580081,429.0,2.0,2.0,0.5960387734488868
cell,cts_mmse30_lv,AP4B1,0.07351456793738585,0.049320189008032894,1.490557303529643,0.1360777611244838,353.0,2.0,2.0,0.38879360321281087
cell,cts_mmse30_lv,AP4E1,0.0004997480236149495,0.042047132616445944,0.011885424582305107,0.990517026493767,456.0,2.0,1.0,0.990517026493767
cell,cts_mmse30_lv,AP4M1,-0.048957133740400595,0.05383507968062035,-0.9093909404581836,0.36314380222896747,310.0,2.0,2.0,0.6174995774852835
cell,cts_mmse30_lv,AP4S1,-0.10626288054218813,0.04055580738328309,-2.62016434632711,0.008788740061298976,514.0,2.0,2.0,0.06391810953671982
cell,cts_mmse30_lv,APBA1,-0.08457009521468019,0.029897237866593335,-2.828692589999338,0.004673856990212626,587.0,2.0,2.0,0.05162009276703554
cell,cts_mmse30_lv,APBA2,-0.025253799604992837,0.03562739699587775,-0.7088308923583392,0.47842942468870975,587.0,2.0,1.0,0.6379058995849464
cell,cts_mmse30_lv,APOE,-0.004703717965265871,0.036119773256148464,-0.1302255673619209,0.8963879669893728,587.0,2.0,2.0,0.9606238206598151
cell,cts_mmse30_lv,APP,-0.028294626723160667,0.03487856589260856,-0.8112325148424995,0.4172321565405669,499.0,2.0,2.0,0.6174995774852835
cell,cts_mmse30_lv,ARF6,0.014385970000285787,0.03605692637296188,0.3989793764305279,0.6899084004866853,587.0,2.0,1.0,0.8045849482299122
cell,cts_mmse30_lv,BACE1,-0.06999525109871031,0.03749458348578033,-1.8668096719958425,0.06192817135201536,579.0,2.0,2.0,0.2359168432457728
cell,cts_mmse30_lv,BIN1,0.051487032582028726,0.025146875429919745,2.0474524847237867,0.040613677635148254,587.0,2.0,1.0,0.2008902301738303
cell,cts_mmse30_lv,CLU,-0.06797238564905524,0.0335378191381038,-2.0267383925339617,0.04268917391193894,587.0,2.0,2.0,0.2008902301738303
cell,cts_mmse30_lv,COPA,-0.06512329732237529,0.03710944854852722,-1.754898007638539,0.07927675503473593,587.0,2.0,2.0,0.253685616111155
cell,cts_mmse30_lv,COPB1,0.05786233278451111,0.036101324018631524,1.6027759190950712,0.10898413519993938,587.0,2.0,1.0,0.32603280427902703
cell,cts_mmse30_lv,COPB2,-0.0312708764668713,0.03577107668055775,-0.8741944433522632,0.38201237159342816,587.0,2.0,1.0,0.6174995774852835
cell,cts_mmse30_lv,COPE,0.01600436072488014,0.03695072198031031,0.4331271452127046,0.6649224031315801,587.0,2.0,2.0,0.7939371977690509
cell,cts_mmse30_lv,COPG1,0.02942177953302005,0.037061791060551234,0.7938574658993409,0.427278413746053,587.0,2.0,2.0,0.6174995774852835
cell,cts_mmse30_lv,COPG2,-0.07261815738298905,0.03737675898368164,-1.9428692951867093,0.05203195267088498,587.0,2.0,2.0,0.21908190598267363
cell,cts_mmse30_lv,COPZ1,0.03639666642212769,0.036004280350451286,1.0108983173071944,0.3120650994918456,587.0,2.0,1.0,0.594409713317801
cell,cts_mmse30_lv,ECE1,-0.057584975275488524,0.036034954384928874,-1.598031030103722,0.11003607144417163,571.0,2.0,1.0,0.32603280427902703
cell,cts_mmse30_lv,EIF2S1,-0.026735413964355276,0.03557246392206722,-0.7515761073769782,0.45230601611367527,587.0,2.0,2.0,0.6174995774852835
cell,cts_mmse30_lv,GGA1,0.08084625454716679,0.03464152631164506,2.3337959713394496,0.019606407864009707,587.0,2.0,2.0,0.11203661636576975
cell,cts_mmse30_lv,GGA2,0.042474513891182106,0.03595172130473662,1.1814319968481208,0.237431153307742,587.0,2.0,2.0,0.5547801432886443
cell,cts_mmse30_lv,GGA3,0.0033435927795897407,0.030460283015207104,0.10976893346396266,0.9125926296268244,587.0,2.0,1.0,0.9606238206598151
cell,cts_mmse30_lv,GORASP1,-0.041766720391701005,0.04967024293776173,-0.8408801310683326,0.4004150903610135,316.0,2.0,2.0,0.6174995774852835
cell,cts_mmse30_lv,HSPA5,0.002833217500564163,0.037276661813086046,0.07600512928895249,0.9394150174221407,587.0,2.0,1.0,0.9746600224182125
cell,cts_mmse30_lv,HSPA9,0.09723575984860315,0.03527399042085617,2.7565851974352,0.005840839435570354,587.0,2.0,2.0,0.05162009276703554
cell,cts_mmse30_lv,IDE,0.023082308730500295,0.03429970627585823,0.6729593701141028,0.5009731396584161,587.0,2.0,2.0,0.6570139536503817
cell,cts_mmse30_lv,ITPR1,-0.03430309930078936,0.03584992055502505,-0.9568528680039469,0.33864152333995134,587.0,2.0,1.0,0.6020293748265801
cell,cts_mmse30_lv,ITPR2,-0.008013561383720776,0.030172053641619876,-0.26559549041324537,0.7905507590281837,587.0,2.0,1.0,0.9034865817464958
cell,cts_mmse30_lv,LRP1,0.041219983898940236,0.030977930204790626,1.3306242097661423,0.1833126923830124,587.0,2.0,2.0,0.458281730957531
cell,cts_mmse30_lv,MAP2K3,-0.0695415704317318,0.039211659001006774,-1.773492175629353,0.07614718727386954,521.0,2.0,2.0,0.253685616111155
cell,cts_mmse30_lv,MAPK14,-0.005395969785084868,0.033842510338123605,-0.15944354396802254,0.8733194345596831,547.0,2.0,1.0,0.9606238206598151
cell,cts_mmse30_lv,MAPKAPK2,-0.051319924178919,0.036484294083890374,-1.4066305918079773,0.159536956873626,513.0,2.0,1.0,0.44010194999620966
cell,cts_mmse30_lv,MFN2,0.19967372963760444,0.03173257868204525,6.292389018815628,3.1261682700430254e-10,587.0,2.0,2.0,2.5009346160344204e-08
cell,cts_mmse30_lv,MIA3,-0.05116812275520354,0.03726179241357035,-1.3732061567861844,0.16968826623256206,587.0,2.0,2.0,0.445019872906931
cell,cts_mmse30_lv,NCSTN,0.0019669429186121683,0.03723796448760523,0.05282090322812546,0.9578746063805956,571.0,2.0,1.0,0.9746600224182125
cell,cts_mmse30_lv,OSBP,0.02690497715411283,0.035076291099724224,0.7670416771722014,0.4430567363978237,587.0,2.0,2.0,0.6174995774852835
