version,variable,from_bucket,to_bucket,protein,beta,se,z,p,n,strata,strata_same_sign,q
cell,reag,1,2,LRP1,0.3945509236286144,0.058386729889712885,6.757544468989519,1.4034997371091379e-11,609.0,2.0,2.0,5.613998948436551e-10
cell,reag,2,3,LRP1,0.15404762037605116,0.05579331910233489,2.7610406201771287,0.005761750972670343,609.0,2.0,2.0,0.06584858254480393
cell,reag,0,1,MAP2K3,0.09351241028435983,0.22131073294438497,0.42253897513348054,0.672631658593793,598.0,2.0,1.0,0.9440444331140955
cell,reag,1,2,MAP2K3,0.21157101559374858,0.11210826858355177,1.8872025968010508,0.05913308117401013,598.0,2.0,2.0,0.17372683759779392
cell,reag,2,3,MAP2K3,0.004519106194365896,0.10713696541386263,0.042180643972030606,0.9663546926985496,598.0,2.0,1.0,0.9921579768264298
cell,reag,0,1,MAPK14,0.3629028538180921,0.147346666295657,2.4629186593873325,0.013781117634298495,605.0,2.0,2.0,0.2599944065678235
cell,reag,1,2,MAPK14,0.10897952426494913,0.07576155014379048,1.4384542562568097,0.1503052076787051,605.0,2.0,2.0,0.344161178838435
cell,reag,2,3,MAPK14,-0.0007054706183700289,0.07177676467735997,-0.009828676752722884,0.9921579768264297,605.0,2.0,1.0,0.9921579768264298
cell,reag,0,1,MAPKAPK2,0.2006500061082281,0.13019421359986272,1.5411591695227205,0.12327805208001177,604.0,2.0,2.0,0.5378955131160572
cell,reag,1,2,MAPKAPK2,-0.13161321273306842,0.06854459928284272,-1.9201106157172079,0.05484392867464292,604.0,2.0,2.0,0.17372683759779392
cell,reag,2,3,MAPKAPK2,0.01510487593798713,0.0660029651935922,0.22885147498575661,0.8189843570058071,604.0,2.0,1.0,0.9833637935182579
cell,reag,0,1,MFN2,0.07680062687783738,0.10283751472741709,0.7468152753536145,0.4551750736430277,609.0,2.0,2.0,0.7586251227383795
cell,reag,1,2,MFN2,-0.13637090093317136,0.054550690479650915,-2.499893213708118,0.012423074715716732,609.0,2.0,2.0,0.09034963429612168
cell,reag,2,3,MFN2,-0.10702917966065892,0.05190116673057216,-2.0621729028995768,0.03919127753226557,609.0,2.0,1.0,0.23221506617944915
cell,reag,0,1,MIA3,-0.2058226699860633,0.15507398544837345,-1.3272546609991196,0.1844244562647177,609.0,2.0,2.0,0.6632975966794722
cell,reag,1,2,MIA3,-0.008357622393955284,0.08244571949118962,-0.10137121060418913,0.9192557893344658,609.0,2.0,1.0,0.9514198978810625
cell,reag,2,3,MIA3,0.0015555599434958578,0.07879027603745599,0.01974304472237618,0.9842483527394505,609.0,2.0,1.0,0.9921579768264298
cell,reag,0,1,NCSTN,0.2521251127578003,0.21832725633741437,1.1548036511215667,0.2481708416178824,609.0,2.0,1.0,0.6793596027248721
cell,reag,1,2,NCSTN,0.044628808375355024,0.11300290880944194,0.3949350405715049,0.6928908290102644,609.0,2.0,1.0,0.8527887126280177
cell,reag,2,3,NCSTN,-0.011093612374915025,0.10280975884266616,-0.10790427387240563,0.9140716268597989,609.0,2.0,1.0,0.988185542551134
cell,reag,0,1,OSBP,0.08828031385500862,0.15966352964783542,0.5529147078842964,0.5803218156497159,609.0,2.0,1.0,0.8759574575844767
cell,reag,1,2,OSBP,-0.2457242333366441,0.08576764678373035,-2.864999129056863,0.004170103891393137,609.0,2.0,2.0,0.05011001664403141
cell,reag,2,3,OSBP,-0.01786047431618255,0.08371344553276312,-0.21335251706002778,0.8310520136890341,609.0,2.0,1.0,0.9833637935182579
cell,reag,0,1,PICALM,-0.10781680358986764,0.1426665686738887,-0.7557257778892711,0.44981362533429026,609.0,2.0,2.0,0.7586251227383795
cell,reag,1,2,PICALM,-0.17165195930937785,0.07638720041079207,-2.2471298645096915,0.0246317288167968,609.0,2.0,2.0,0.1191306806613085
cell,reag,2,3,PICALM,-0.30284803399506594,0.07405096579039902,-4.089724296807636,4.318862463841356e-05,609.0,2.0,2.0,0.0017275449855365423
cell,reag,0,1,PLCG2,-0.2943338709363078,0.17685632205912238,-1.6642541669384776,0.09606164746777196,602.0,2.0,2.0,0.5378955131160572
cell,reag,1,2,PLCG2,0.006724441819681111,0.08863789442669412,0.07586418724377982,0.9395271491575493,602.0,2.0,1.0,0.9514198978810625
cell,reag,2,3,PLCG2,-0.004417089030993353,0.08528612263939539,-0.05179141569924073,0.9586948956526047,602.0,2.0,2.0,0.9921579768264298
cell,reag,0,1,PLG,0.06800858804577012,0.1908365261051944,0.3563709182605949,0.721562805490115,609.0,2.0,2.0,0.9733473553883261
cell,reag,1,2,PLG,-0.06857507330913473,0.10179769911786196,-0.673640700166888,0.500539770893829,609.0,2.0,1.0,0.7144493390226501
cell,reag,2,3,PLG,-0.022528929350129918,0.09793450882185892,-0.23004076521289987,0.8180600929635018,609.0,2.0,1.0,0.9833637935182579
cell,reag,0,1,PREB,-0.001403278038770625,0.16209055332057518,-0.008657370895608498,0.9930925037115803,609.0,2.0,1.0,0.9930925037115802
cell,reag,1,2,PREB,0.1252679597101553,0.08714176340420478,1.437519219448236,0.1505705157418153,609.0,2.0,1.0,0.344161178838435
cell,reag,2,3,PREB,0.04335891190912992,0.08519997256253815,0.508907580660355,0.6108170061237125,609.0,2.0,1.0,0.9322516546408319
cell,reag,0,1,PSEN1,-0.239201627802889,0.22343029577697132,-1.0705872584157552,0.28435505507773984,609.0,2.0,2.0,0.6858058970459536
cell,reag,1,2,PSEN1,-0.07511454938920227,0.11653642235290887,-0.6445585669494112,0.5192132924181413,609.0,2.0,2.0,0.7144493390226501
cell,reag,2,3,PSEN1,0.05683628551912658,0.10744886308605107,0.5289612554914508,0.5968323273272889,609.0,2.0,1.0,0.9322516546408319
cell,reag,0,1,RAB1A,-0.23438176838326277,0.08875693445817147,-2.6407150023159036,0.008273128082032587,609.0,2.0,2.0,0.23988916642448269
cell,reag,1,2,RAB1A,0.06208782307502395,0.047196194587733366,1.3155260422449617,0.18833317095147084,609.0,2.0,1.0,0.39649088621362283
cell,reag,2,3,RAB1A,0.016495149132920613,0.04511916477011019,0.3655907465700263,0.7146704809828955,609.0,2.0,1.0,0.9833637935182579
cell,reag,0,1,RAB1B,0.012458680363583902,0.16972206949466523,0.0734063660705923,0.9414827518730834,609.0,2.0,1.0,0.9910344756558772
cell,reag,1,2,RAB1B,0.20049882518612935,0.08954062211497278,2.239194015523848,0.02514329506892018,609.0,2.0,1.0,0.1191306806613085
cell,reag,2,3,RAB1B,0.1385247292911942,0.08430392194262906,1.6431587771855236,0.10035008641960519,609.0,2.0,2.0,0.45074356932102133
cell,reag,0,1,RTN3,-0.1513602680775048,0.11485367409122216,-1.317853079365031,0.18755283523860256,609.0,2.0,2.0,0.6632975966794722
cell,reag,1,2,RTN3,-0.08128381826441086,0.060495867268449154,-1.34362596875776,0.17906936763726222,609.0,2.0,2.0,0.387177011107594
cell,reag,2,3,RTN3,-0.1244807941528822,0.05678498580338078,-2.192142736178531,0.0283692017459951,609.0,2.0,2.0,0.2063214672436007
cell,reag,0,1,RTN4,-0.2057746958154689,0.1276409827379176,-1.6121365677509825,0.10693222486133677,609.0,2.0,2.0,0.5378955131160572
cell,reag,1,2,RTN4,-0.27179621113351843,0.06823785787955736,-3.9830706821607733,6.803051130748542e-05,609.0,2.0,2.0,0.001814146968199611
cell,reag,2,3,RTN4,-0.15054020611841556,0.0659435219000114,-2.282865727837165,0.02243827882289703,609.0,2.0,2.0,0.17950623058317625
cell,reag,0,1,SAR1A,0.3470740140579031,0.1966347289434735,1.7650697611899286,0.0775520420132793,609.0,2.0,1.0,0.5378955131160572
cell,reag,1,2,SAR1A,-0.07306281392853067,0.10424068399958746,-0.7009049741924164,0.48336231999353774,609.0,2.0,2.0,0.7144493390226501
cell,reag,2,3,SAR1A,0.06041194198189812,0.09905686835066226,0.6098713091558606,0.5419470595055016,609.0,2.0,1.0,0.9322516546408319
cell,reag,0,1,SAR1B,0.17956010745498366,0.13933035474913066,1.2887364550121767,0.19748972421664912,609.0,2.0,1.0,0.6632975966794722
cell,reag,1,2,SAR1B,-0.10791617401241002,0.07387500363411398,-1.4607941618100513,0.14407193850544925,609.0,2.0,2.0,0.344161178838435
cell,reag,2,3,SAR1B,0.11704881088635068,0.07022477549324609,1.6667737285626198,0.0955594060237771,609.0,2.0,2.0,0.45074356932102133
cell,reag,0,1,SEC13,-0.010085796979646065,0.1822246735386593,-0.05534814130154743,0.9558611097053309,609.0,2.0,1.0,0.9930925037115802
cell,reag,1,2,SEC13,-0.1055372498626447,0.09684038133647553,-1.089806219328604,0.2757985137620397,609.0,2.0,2.0,0.5144778817565059
cell,reag,2,3,SEC13,0.059194970353567675,0.09247098174826744,0.6401464463166767,0.5220773955051241,609.0,2.0,1.0,0.9322516546408319
cell,reag,0,1,SEC16A,-0.039784053576406825,0.1612362782691804,-0.24674380978943353,0.8051064992718278,609.0,2.0,1.0,0.984386101163738
cell,reag,1,2,SEC16A,-0.05703364502825107,0.08511449619609654,-0.6700814500135255,0.5028058693189108,609.0,2.0,2.0,0.7144493390226501
cell,reag,2,3,SEC16A,0.03242776615788674,0.08022725902223544,0.4041988540191707,0.686066496380653,609.0,2.0,1.0,0.9800949948295042
cell,reag,0,1,SEC23A,0.09581873147568891,0.11620551407297426,0.8245626917111443,0.4096199098716826,609.0,2.0,1.0,0.7231169384904802
cell,reag,1,2,SEC23A,-0.01950462300095692,0.061404377067919035,-0.3176422257224915,0.7507563401778355,609.0,2.0,1.0,0.8964254808093559
cell,reag,2,3,SEC23A,0.0924380271400543,0.05798822565918804,1.59408269677601,0.11091751390302662,609.0,2.0,2.0,0.4670211111706384
cell,reag,0,1,SEC23B,0.001487918626249337,0.151943879231035,0.0097925538941053,0.9921867973106183,609.0,2.0,1.0,0.9930925037115802
cell,reag,1,2,SEC23B,-0.16225868219295353,0.08091160850239304,-2.0053819865434335,0.04492222595743413,609.0,2.0,2.0,0.15625122072151001
cell,reag,2,3,SEC23B,-0.042680961072011865,0.07757189725839549,-0.5502116433976039,0.5821742184209238,609.0,2.0,1.0,0.9322516546408319
cell,reag,0,1,SEC24A,-0.022810370975076905,0.18205586399360993,-0.12529325051500423,0.9002913953869909,609.0,2.0,1.0,0.9894500595190581
cell,reag,1,2,SEC24A,-0.21311365786278935,0.0971705357415182,-2.193192167116271,0.028293536657060768,609.0,2.0,2.0,0.1191306806613085
cell,reag,2,3,SEC24A,-0.04359360023033118,0.09359336923127914,-0.4657765885380915,0.6413754244235443,609.0,2.0,1.0,0.9486567648659568
cell,reag,0,1,SEC24B,0.13296414501934178,0.15980216387780333,0.8320547218685731,0.4053780574481003,609.0,2.0,2.0,0.7231169384904802
cell,reag,1,2,SEC24B,0.008730558584743954,0.08318377887583621,0.10495506098341087,0.9164114678390026,609.0,2.0,1.0,0.9514198978810625
cell,reag,2,3,SEC24B,0.055259362701230615,0.07642858714338806,0.7230195502313584,0.4696678731868277,609.0,2.0,1.0,0.9322516546408319
cell,reag,0,1,SEC24C,0.0156224055792191,0.14495910353993807,0.10777112439105924,0.914177248848818,609.0,2.0,2.0,0.9894500595190581
cell,reag,1,2,SEC24C,-0.13227142927082933,0.07709010976283572,-1.7158028400498648,0.08619813420145991,609.0,2.0,2.0,0.22986169120389313
cell,reag,2,3,SEC24C,0.013245178258733939,0.07371380295342558,0.17968382756079765,0.8574007905302552,609.0,2.0,1.0,0.9833637935182579
cell,reag,0,1,SEC24D,0.278751428595253,0.18269286898507395,1.5257926056108246,0.1270615228077417,609.0,2.0,1.0,0.5378955131160572
cell,reag,1,2,SEC24D,-0.09302631812557928,0.09685378855388405,-0.9604819750940834,0.3368126984431562,609.0,2.0,2.0,0.58576121468375
cell,reag,2,3,SEC24D,0.10639776021200102,0.09204473671609445,1.1559352985079143,0.24770762302402327,609.0,2.0,2.0,0.7541708709915993
cell,reag,0,1,SEC31A,-0.029238262682161155,0.1445194233836,-0.20231372363390637,0.8396714719004271,609.0,2.0,1.0,0.984386101163738
cell,reag,1,2,SEC31A,-0.15183462861035227,0.07694934211504464,-1.9731764357822434,0.04847546420222188,609.0,2.0,2.0,0.16158488067407292
cell,reag,2,3,SEC31A,0.07217346876451843,0.07375657413392402,0.9785360777938106,0.3278092567838391,609.0,2.0,2.0,0.8953045144697652
cell,reag,0,1,SIGMAR1,-0.07892226860156018,0.24500920795882458,-0.32211960219398605,0.7473620886832393,589.0,2.0,1.0,0.9733473553883261
cell,reag,1,2,SIGMAR1,0.02503200950839652,0.12120851369288384,0.2065202249061664,0.8363845680537005,589.0,2.0,1.0,0.9514198978810625
cell,reag,2,3,SIGMAR1,0.03561539064445104,0.11228661150854967,0.3171828784034438,0.7511048407547574,589.0,2.0,1.0,0.9833637935182579
cell,reag,0,1,SNX4,-0.2440683446933156,0.12108052307536504,-2.0157523150226098,0.043825882137284194,609.0,2.0,2.0,0.43825882137284194
cell,reag,1,2,SNX4,-0.16669677190294746,0.06387462684644325,-2.609749444074125,0.009060855999533551,609.0,2.0,2.0,0.09034963429612168
cell,reag,2,3,SNX4,-0.007996898977629745,0.06013172402274352,-0.13298968402444425,0.8942015389853586,609.0,2.0,1.0,0.9833637935182579
cell,reag,0,1,SNX6,-0.01692516629363605,0.12401933894805907,-0.1364719924908206,0.891448164133438,609.0,2.0,1.0,0.9894500595190581
cell,reag,1,2,SNX6,0.03185917074795848,0.065742511234882,0.48460532081187785,0.6279563386489748,609.0,2.0,2.0,0.7944687446206711
cell,reag,2,3,SNX6,0.09521295927076755,0.062467543409669056,1.5241988731067977,0.1274590394561868,609.0,2.0,2.0,0.5098361578247472
cell,reag,0,1,SORL1,-0.302585820783778,0.19196574406619654,-1.5762490451391982,0.11496841961178676,609.0,2.0,1.0,0.5378955131160572
cell,reag,1,2,SORL1,-0.17859480067421737,0.10169626763331284,-1.75615885253703,0.07906128839783019,609.0,2.0,2.0,0.21810010592504883
cell,reag,2,3,SORL1,-0.016971767105561232,0.09651127747968889,-0.17585268321759595,0.8604096792710582,609.0,2.0,1.0,0.9833637935182579
cell,reag,0,1,SORT1,0.0776096388469389,0.12453958278284837,0.6231724654342372,0.5331711937283026,609.0,2.0,2.0,0.8363469705542002
cell,reag,1,2,SORT1,0.14158406676820928,0.06644141112446408,2.1309611637082955,0.03309234177954371,609.0,2.0,2.0,0.1260660639220713
cell,reag,2,3,SORT1,0.09096717056087936,0.06393632878162533,1.422777508411187,0.1548006634105781,609.0,2.0,1.0,0.5629115033111931
cell,reag,0,1,SREBF2,-0.6348026411843672,0.264142358953287,-2.403259529065653,0.01624965041048897,449.0,2.0,2.0,0.2599944065678235
cell,reag,1,2,SREBF2,0.014464384837763493,0.1243075025404703,0.11635970912579778,0.9073674658895624,449.0,2.0,1.0,0.9514198978810625
cell,reag,2,3,SREBF2,-0.08054462317363215,0.11971492167540206,-0.6728035406649039,0.5010722849191748,449.0,2.0,1.0,0.9322516546408319
cell,reag,0,1,SYK,0.15668972626610164,0.15959590364254225,0.981790401193819,0.32620311799422397,603.0,2.0,1.0,0.7053040389064302
cell,reag,1,2,SYK,0.04707784636184125,0.08092455669111581,0.5817498209046059,0.5607352079609903,603.0,2.0,2.0,0.7353904366701512
cell,reag,2,3,SYK,-0.05242048959509616,0.07676122643869482,-0.6829032315808772,0.49466799180517107,603.0,2.0,1.0,0.9322516546408319
cell,reag,0,1,TMED10,0.16070653373853697,0.1957477827605629,0.8209877602297642,0.4116532400869065,609.0,2.0,2.0,0.7231169384904802
cell,reag,1,2,TMED10,-0.1069212401535098,0.10341734949966352,-1.0338810718974931,0.30119176479357224,609.0,2.0,2.0,0.5476213905337677
cell,reag,2,3,TMED10,0.0019995171312255883,0.09763123586383242,0.020480301345507306,0.9836602260304168,609.0,2.0,1.0,0.9921579768264298
cell,reag,0,1,TMED2,0.01886263759593892,0.20395116027318316,0.09248605190906141,0.9263118726862558,609.0,2.0,1.0,0.9894500595190581
cell,reag,1,2,TMED2,-0.025479755717001725,0.10708272917170003,-0.2379445865275495,0.8119240733900333,609.0,2.0,1.0,0.9514198978810625
cell,reag,2,3,TMED2,0.012894441570039104,0.0999195301454323,0.1290482606480567,0.8973194615854103,609.0,2.0,1.0,0.9833637935182579
cell,reag,0,1,TMED9,-0.0581025400077522,0.18568073013774308,-0.3129163697528017,0.7543442004259526,609.0,2.0,2.0,0.9733473553883261
cell,reag,1,2,TMED9,0.013224782850707556,0.0985094446595447,0.13424888239308727,0.8932057731666523,609.0,2.0,2.0,0.9514198978810625
cell,reag,2,3,TMED9,-0.09024654935118308,0.09375114181430445,-0.9626181356802777,0.33573919292616194,609.0,2.0,1.0,0.8953045144697652
cell,reag,0,1,VDAC1,-0.041391603072855734,0.12892650020465396,-0.32104806232350974,0.7481739686849216,609.0,2.0,1.0,0.9733473553883261
cell,reag,1,2,VDAC1,-0.07881234360871148,0.06647995074817888,-1.185505445201769,0.23581766300959828,609.0,2.0,1.0,0.47413741859881464
cell,reag,2,3,VDAC1,-0.056056775164303366,0.060101692718525696,-0.9326987748387405,0.3509755176458609,609.0,2.0,1.0,0.9048637335069856
cell,reag,0,1,VLDLR,-0.21611408908220947,0.18771602302378926,-1.1512820568056745,0.24961621650273913,609.0,2.0,2.0,0.6793596027248721
cell,reag,1,2,VLDLR,-0.017491000122339558,0.09783031322951537,-0.17878916610748957,0.8581032524102843,609.0,2.0,1.0,0.9514198978810625
cell,reag,2,3,VLDLR,0.027038394124210118,0.09007385333069363,0.30018027567825273,0.764039649447007,609.0,2.0,1.0,0.9833637935182579
cell,reag,0,1,VPS26A,0.013792123521377523,0.15180709634595155,0.09085295650439688,0.927609430799117,609.0,2.0,1.0,0.9894500595190581
cell,reag,1,2,VPS26A,0.07799133245238746,0.08098151457554122,0.9630757446458419,0.33550951303450927,609.0,2.0,1.0,0.58576121468375
cell,reag,2,3,VPS26A,0.3227060714917709,0.07791458171266925,4.141793030242213,3.446012424540015e-05,609.0,2.0,2.0,0.0017275449855365423
cell,reag,0,1,VPS29,-0.026499271344761707,0.10887450480704922,-0.24339280708302224,0.807701115420447,609.0,2.0,1.0,0.984386101163738
cell,reag,1,2,VPS29,0.06808107429978424,0.05778568957894007,1.178164953916139,0.23873085123528004,609.0,2.0,1.0,0.47413741859881464
cell,reag,2,3,VPS29,0.12654607113692845,0.05503985293626244,2.299171679900236,0.021495192477674858,609.0,2.0,2.0,0.17950623058317625
cell,reag,0,1,VPS35,-0.00353707009731845,0.15789751706365387,-0.022401049510439967,0.9821280431745689,609.0,2.0,1.0,0.9930925037115802
cell,reag,1,2,VPS35,0.05362593469146204,0.08288616955903626,0.6469829041052089,0.5176430080449699,609.0,2.0,1.0,0.7144493390226501
cell,reag,2,3,VPS35,0.010868011282262575,0.07731325604063786,0.14057112374817152,0.8882087615905879,609.0,2.0,2.0,0.9833637935182579
cell,PlaqueTotal,0-3,3-6,ABCA7,-0.44758787542011613,0.48977238554602254,-0.9138691535683927,0.3607856038177796,113.0,1.0,1.0,0.7703260189622861
cell,PlaqueTotal,3-6,6-9,ABCA7,0.8279521943255005,0.5548037538150583,1.4923334397652528,0.1356117545278732,113.0,1.0,1.0,0.5275940361362079
cell,PlaqueTotal,6-9,9-12,ABCA7,-0.280638094953653,0.5295278148790181,-0.5299780050605476,0.5961271807497199,113.0,1.0,1.0,0.8441691899967365
cell,PlaqueTotal,9-12,12-15,ABCA7,-0.1871868762226413,0.3393667122181301,-0.5515770094219664,0.5812381915959688,113.0,1.0,1.0,0.9053508705040165
cell,PlaqueTotal,0-3,3-6,ADAM10,0.19949444902910105,0.18307928328165188,1.0896615141440982,0.27586227510899775,189.0,1.0,1.0,0.7703260189622861
cell,PlaqueTotal,3-6,6-9,ADAM10,0.03576013639698658,0.1881726471375518,0.19003897187483565,0.8492785918169438,189.0,1.0,1.0,0.9718730146472346
cell,PlaqueTotal,6-9,9-12,ADAM10,-0.13932393924834108,0.17195011059738335,-0.8102579216977907,0.41779195388077783,189.0,1.0,1.0,0.7557699021935623
cell,PlaqueTotal,9-12,12-15,ADAM10,-0.07691334544335868,0.12453269060146646,-0.6176157045341552,0.536828689918265,189.0,1.0,1.0,0.8978246641293617
cell,PlaqueTotal,0-3,3-6,ADAM17,0.10922051489158915,0.3387167872980462,0.32245379912476263,0.747108932982646,189.0,1.0,1.0,0.9519613823488554
cell,PlaqueTotal,3-6,6-9,ADAM17,-0.5704708353411704,0.34814006999222374,-1.6386244632912055,0.10129149430246574,189.0,1.0,1.0,0.4476751608640558
cell,PlaqueTotal,6-9,9-12,ADAM17,0.5140460096394865,0.31812659517291464,1.6158536175200373,0.10612596584461638,189.0,1.0,1.0,0.4869309021105928
cell,PlaqueTotal,9-12,12-15,ADAM17,-0.1805432962922586,0.23039915886724313,-0.7836109175914497,0.4332684476966099,189.0,1.0,1.0,0.8812569490568191
cell,PlaqueTotal,0-3,3-6,AP1G1,0.4635192046684763,0.3591069024755996,1.2907554866617224,0.19678847753874018,189.0,1.0,1.0,0.7703260189622861
cell,PlaqueTotal,3-6,6-9,AP1G1,0.7874119323816368,0.36909744911030296,2.133344281516079,0.03289649418403246,189.0,1.0,1.0,0.3403264742348041
cell,PlaqueTotal,6-9,9-12,AP1G1,0.02647597310459493,0.33727721941082955,0.07849914426727161,0.9374310108996686,189.0,1.0,1.0,0.9374310108996686
cell,PlaqueTotal,9-12,12-15,AP1G1,-0.5206660663004529,0.24426875601236706,-2.131529528377719,0.033045542464412735,189.0,1.0,1.0,0.4921390474300207
cell,PlaqueTotal,0-3,3-6,AP2A1,0.06729308045528686,0.2607998542302489,0.2580257594618006,0.7963870270033054,189.0,1.0,1.0,0.9653060334230631
cell,PlaqueTotal,3-6,6-9,AP2A1,0.693946214802019,0.26805544605554993,2.5888159521228697,0.009630655254165139,189.0,1.0,1.0,0.3403264742348041
cell,PlaqueTotal,6-9,9-12,AP2A1,-0.09572563496539321,0.2449461401358187,-0.3908027900023854,0.6959430125341,189.0,1.0,1.0,0.8710699159765177
cell,PlaqueTotal,9-12,12-15,AP2A1,-0.25030484284079985,0.17739914081812488,-1.4109698710289704,0.1582534980620499,189.0,1.0,1.0,0.6089617655810312
cell,PlaqueTotal,0-3,3-6,AP2B1,0.1915989530363667,0.2801175824506689,0.6839947402091724,0.4939784871534745,189.0,1.0,1.0,0.907541871747081
cell,PlaqueTotal,3-6,6-9,AP2B1,0.7742900509221708,0.2879106038361711,2.6893419019841405,0.0071593050484723515,189.0,1.0,1.0,0.3403264742348041
cell,PlaqueTotal,6-9,9-12,AP2B1,-0.08865664511878946,0.2630895665489607,-0.33698274804938166,0.7361299053420114,189.0,1.0,1.0,0.8710699159765177
cell,PlaqueTotal,9-12,12-15,AP2B1,-0.3049134926188327,0.19053928769042747,-1.600265731622924,0.10953964558317979,189.0,1.0,1.0,0.5090371765336003
cell,PlaqueTotal,0-3,3-6,AP3B2,0.06927792644341926,0.25631437132339957,0.2702849866970948,0.786941014559147,189.0,1.0,1.0,0.9653060334230631
cell,PlaqueTotal,3-6,6-9,AP3B2,0.36810032952136906,0.2634451746084328,1.3972559188775753,0.1623366265034486,189.0,1.0,1.0,0.5275940361362079
cell,PlaqueTotal,6-9,9-12,AP3B2,-0.11308293181201512,0.24073332441964154,-0.4697435724141424,0.6385382334590699,189.0,1.0,1.0,0.8441691899967365
cell,PlaqueTotal,9-12,12-15,AP3B2,0.07102523153821783,0.17434806237263265,0.4073760876471125,0.6837317869323103,189.0,1.0,1.0,0.9440902940523245
cell,PlaqueTotal,0-3,3-6,AP4B1,0.5094360484344971,0.46561472755763333,1.0941149802256622,0.27390455316900275,122.0,1.0,1.0,0.7703260189622861
cell,PlaqueTotal,3-6,6-9,AP4B1,0.4873673708044566,0.5106937746709888,0.9543240880867208,0.33991961860413666,122.0,1.0,1.0,0.6628432562780665
cell,PlaqueTotal,6-9,9-12,AP4B1,0.05073317487034368,0.48549414350730513,0.1044980161940518,0.9167741425096292,122.0,1.0,1.0,0.9374310108996686
cell,PlaqueTotal,9-12,12-15,AP4B1,-0.3543281494905379,0.3504862492216553,-1.0109616291007553,0.31203479516307664,122.0,1.0,1.0,0.7464101809745044
cell,PlaqueTotal,0-3,3-6,AP4E1,0.2363314511369884,0.46163578128867844,0.511943529327943,0.608690532161388,122.0,1.0,1.0,0.9176666873382407
cell,PlaqueTotal,3-6,6-9,AP4E1,-0.7046272448971481,0.5341017690537473,-1.3192752500062224,0.18707710898781638,122.0,1.0,1.0,0.5404449815203584
cell,PlaqueTotal,6-9,9-12,AP4E1,0.5331702258898078,0.4928233071758047,1.0818689338075689,0.2793107707202718,122.0,1.0,1.0,0.6562159568374466
cell,PlaqueTotal,9-12,12-15,AP4E1,0.022923001477768254,0.3161544344034502,0.07250570918298685,0.9421994621586874,122.0,1.0,1.0,0.9593958218634315
cell,PlaqueTotal,0-3,3-6,AP4M1,-0.5469591175619989,0.5139520285104819,-1.0642221203935647,0.2872280885008306,80.0,1.0,1.0,0.7703260189622861
cell,PlaqueTotal,3-6,6-9,AP4M1,-0.37359005510686694,0.5326850169054409,-0.7013338901048618,0.4830946686154095,80.0,1.0,1.0,0.7850288365000404
cell,PlaqueTotal,6-9,9-12,AP4M1,-0.8849802945454499,0.41883562769315613,-2.1129537127003837,0.03460472984826828,80.0,1.0,1.0,0.385595561166418
cell,PlaqueTotal,9-12,12-15,AP4M1,0.026378057037869107,0.33921817331015486,0.07776133212577338,0.9380179057652368,80.0,1.0,1.0,0.9593958218634315
cell,PlaqueTotal,0-3,3-6,AP4S1,0.24864324035974256,0.3834664871457992,0.6484093100558355,0.5167202503206069,172.0,1.0,1.0,0.9176666873382407
cell,PlaqueTotal,3-6,6-9,AP4S1,-0.032136012180643575,0.4128532408029564,-0.07783882746843017,0.937956260275935,172.0,1.0,1.0,0.9718730146472346
cell,PlaqueTotal,6-9,9-12,AP4S1,0.4028274346413643,0.37845873334283414,1.0643893221416436,0.28715236894435026,172.0,1.0,1.0,0.6562159568374466
cell,PlaqueTotal,9-12,12-15,AP4S1,-0.4403731496138661,0.25748632725537934,-1.7102778011862994,0.08721451473443405,172.0,1.0,1.0,0.4921390474300207
cell,PlaqueTotal,0-3,3-6,APBA1,-0.04197352193357917,0.32656421511384515,-0.1285306839849142,0.8977290172912322,189.0,1.0,1.0,0.9653060334230631
cell,PlaqueTotal,3-6,6-9,APBA1,-0.24945673439286717,0.33564940673179755,-0.7432062425547408,0.45735682450924253,189.0,1.0,1.0,0.7590177087600195
cell,PlaqueTotal,6-9,9-12,APBA1,0.331484870497305,0.30671276345116094,1.0807664694726298,0.27980100722017187,189.0,1.0,1.0,0.6562159568374466
cell,PlaqueTotal,9-12,12-15,APBA1,0.3960276510011399,0.2221328357491934,1.7828415581399606,0.07461209864606717,189.0,1.0,1.0,0.4921390474300207
cell,PlaqueTotal,0-3,3-6,APBA2,-0.5490741784533502,0.3698568621130851,-1.484558581166648,0.13766079417161634,189.0,1.0,1.0,0.7703260189622861
cell,PlaqueTotal,3-6,6-9,APBA2,-0.10606307755859867,0.3801464783906695,-0.27900581377897077,0.7802403631169769,189.0,1.0,1.0,0.9718730146472346
cell,PlaqueTotal,6-9,9-12,APBA2,-0.1314082587102563,0.3473737017405061,-0.37829075157917524,0.7052146150353108,189.0,1.0,1.0,0.8710699159765177
cell,PlaqueTotal,9-12,12-15,APBA2,-0.07525813453293928,0.2515810055116931,-0.2991407653366796,0.7648326432828958,189.0,1.0,1.0,0.9440902940523245
cell,PlaqueTotal,0-3,3-6,APOE,0.46962485931899317,0.3207009689172843,1.4643699422065657,0.1430928962055456,189.0,1.0,1.0,0.7703260189622861
cell,PlaqueTotal,3-6,6-9,APOE,0.6341909340935938,0.3296230418812825,1.92398847627286,0.05435602793429162,189.0,1.0,1.0,0.3854336526249769
