version,variable,from_bucket,to_bucket,protein,beta,se,z,p,n,strata,strata_same_sign,q
cell,amyThal,2,3,TMED9,-0.07691661759188219,0.2674707632421663,-0.2875701877077398,0.7736757680623277,272.0,2.0,1.0,0.8970153832606699
cell,amyThal,3,4,TMED9,-0.2766481230777241,0.20329202544185754,-1.3608409994264468,0.17356394214816395,272.0,2.0,2.0,0.8688630475955369
cell,amyThal,4,5,TMED9,0.14355767745716147,0.17722746910154988,0.8100193394676539,0.4179290607072862,272.0,2.0,1.0,0.9556695655127954
cell,amyThal,1,2,VDAC1,0.13478441957065113,0.13604594210700782,0.9907272314277156,0.3218187902917947,272.0,2.0,1.0,0.8005052789644409
cell,amyThal,2,3,VDAC1,0.14792658200976622,0.11920038593167294,1.2409907975848289,0.21460914841527778,272.0,2.0,1.0,0.7967601205953313
cell,amyThal,3,4,VDAC1,0.052603069560855024,0.0958030055052561,0.5490753581626312,0.5829537352483476,272.0,2.0,2.0,0.8688630475955369
cell,amyThal,4,5,VDAC1,-0.14887163354920083,0.08211902151456162,-1.8128763690006027,0.06985089172300167,272.0,2.0,2.0,0.6985089172300167
cell,amyThal,1,2,VLDLR,-0.12320816624235398,0.2721653890832642,-0.4526959385150204,0.6507677045573421,272.0,2.0,2.0,0.8262504595193492
cell,amyThal,2,3,VLDLR,0.1118416448060381,0.2467752946496454,0.453212486139762,0.65039574230748,272.0,2.0,2.0,0.86719432307664
cell,amyThal,3,4,VLDLR,0.09886903701517936,0.1790138443819502,0.5522982725527581,0.5807440139420909,272.0,2.0,1.0,0.8688630475955369
cell,amyThal,4,5,VLDLR,-0.09628471714976641,0.15812587871516817,-0.6089118234922437,0.5425828867870142,272.0,2.0,2.0,0.9556695655127954
cell,amyThal,1,2,VPS26A,0.5008893334709691,0.2754877893726717,1.8181906886384023,0.06903499267888433,272.0,2.0,2.0,0.6280790436853566
cell,amyThal,2,3,VPS26A,-0.4203315735871439,0.24593387410975198,-1.7091243534819613,0.08742791735249532,272.0,2.0,2.0,0.530997363738565
cell,amyThal,3,4,VPS26A,0.37893745439303117,0.18657861096684686,2.030980145201984,0.04225700874543109,272.0,2.0,2.0,0.6230851552387884
cell,amyThal,4,5,VPS26A,-0.13412455787247662,0.1627441187287357,-0.8241438088219791,0.4098578504292736,272.0,2.0,1.0,0.9556695655127954
cell,amyThal,1,2,VPS29,0.2810789935810816,0.17176816533962277,1.6363858403291887,0.10175886075461345,272.0,2.0,2.0,0.6783924050307563
cell,amyThal,2,3,VPS29,-0.24634430145121283,0.1529575345995372,-1.610540481684504,0.10727991532061246,272.0,2.0,2.0,0.530997363738565
cell,amyThal,3,4,VPS29,0.30307803022910973,0.1169119744417213,2.592360890972628,0.009531972160472368,272.0,2.0,2.0,0.23332632570560338
cell,amyThal,4,5,VPS29,-0.10141302867390746,0.10175488919949599,-0.9966403528294518,0.3189391115567508,272.0,2.0,1.0,0.9556695655127954
cell,amyThal,1,2,VPS35,0.3204116897847533,0.21627780090612927,1.481482095907851,0.1384781524538665,272.0,2.0,2.0,0.7384855327283925
cell,amyThal,2,3,VPS35,-0.3137277106259241,0.19175751179359712,-1.6360647762451808,0.1018260311608185,272.0,2.0,2.0,0.530997363738565
cell,amyThal,3,4,VPS35,0.22664750338533587,0.14850775139404343,1.5261661513139482,0.12696849090404058,272.0,2.0,2.0,0.8464566060269373
cell,amyThal,4,5,VPS35,-0.1922338089064443,0.1287521632592657,-1.4930530411310206,0.13542330324657292,272.0,2.0,2.0,0.7986047093623512
cell,amyThal,1,2,AP4M1,0.17523738955833718,0.4162431992184985,0.4209976040145459,0.6737568314549431,170.0,1.0,1.0,0.8262504595193492
cell,amyThal,2,3,AP4M1,-0.025440326547626624,0.3810351558085233,-0.06676634992811746,0.9467677124776506,170.0,1.0,1.0,0.9958144318601083
cell,amyThal,1,2,SREBF2,-0.16900077335870226,0.4014776387894268,-0.42094691467322887,0.6737938461679989,135.0,1.0,1.0,0.8262504595193492
cell,amyThal,2,3,SREBF2,0.9455221906989968,0.36580998447272906,2.584735876091116,0.009745361982489957,135.0,1.0,1.0,0.29720602259782464
cell,amyA,1,2,ABCA7,-0.17914527289512486,0.23962144107229785,-0.7476178763196474,0.4546906789812408,273.0,2.0,1.0,0.8548255039008478
cell,amyA,2,3,ABCA7,0.06134849964862707,0.16443964553423762,0.3730760878820663,0.7090918150874017,273.0,2.0,1.0,0.9435682036541063
cell,amyA,1,2,ADAM10,0.03326405778104938,0.09929486676262089,0.3350027938561219,0.7376229786837813,277.0,2.0,2.0,0.9535857006649853
cell,amyA,2,3,ADAM10,0.07420392878086232,0.06861844808054968,1.0813991114132453,0.2795196167557954,277.0,2.0,2.0,0.6172419413322306
cell,amyA,1,2,ADAM17,0.17616728626292233,0.19265217166452794,0.9144318734682559,0.36048996010529777,277.0,2.0,1.0,0.8548255039008478
cell,amyA,2,3,ADAM17,0.04742972971901188,0.13615879893285102,0.34834127570707085,0.7275838990541252,277.0,2.0,1.0,0.9435682036541063
cell,amyA,1,2,AP1G1,-0.01558680370145025,0.1355654400636139,-0.11497623357498905,0.908463959955432,277.0,2.0,2.0,0.9627900947274914
cell,amyA,2,3,AP1G1,-0.004480981400325722,0.0967832243601406,-0.04629915390761851,0.963071813671719,277.0,2.0,1.0,0.9877659627402247
cell,amyA,1,2,AP2A1,0.07655651815956499,0.08723497863223646,0.8775896934910763,0.3801664244278248,277.0,2.0,1.0,0.8548255039008478
cell,amyA,2,3,AP2A1,0.0542381012995681,0.06199914925788195,0.874820089449418,0.3816718045390868,277.0,2.0,2.0,0.7447254722713889
cell,amyA,1,2,AP2B1,0.04541296080971429,0.10358473451599422,0.438413642916681,0.6610864583860758,277.0,2.0,2.0,0.9535857006649853
cell,amyA,2,3,AP2B1,0.025436891080087072,0.07396238487800037,0.34391658843944484,0.7309090162238845,277.0,2.0,2.0,0.9435682036541063
cell,amyA,1,2,AP3B2,0.1173952955574444,0.0815548413430922,1.4394644588121432,0.1500189727747726,277.0,2.0,2.0,0.750094863873863
cell,amyA,2,3,AP3B2,0.004742266765441287,0.057085667249077654,0.08307280958545525,0.9337936459053534,277.0,2.0,1.0,0.9877659627402247
cell,amyA,1,2,AP4B1,0.049957696145881386,0.24408442552567944,0.2046738379078819,0.8378269620019698,277.0,2.0,2.0,0.9627900947274914
cell,amyA,2,3,AP4B1,-0.08189181307155671,0.1643435332130446,-0.4982965345244058,0.6182750500857903,277.0,2.0,1.0,0.9093189740124835
cell,amyA,1,2,AP4E1,-0.21391934463707857,0.27507321838959475,-0.7776814692810187,0.43675681920402887,275.0,2.0,2.0,0.8548255039008478
cell,amyA,2,3,AP4E1,-0.02634298967528703,0.18793135097936575,-0.1401734704614527,0.8885229324376062,275.0,2.0,1.0,0.9877659627402247
cell,amyA,1,2,AP4M1,-0.3733021919252684,0.2565481660710091,-1.4550959285436613,0.1456427061828387,231.0,2.0,1.0,0.750094863873863
cell,amyA,2,3,AP4M1,0.051111870762546856,0.17878806620325174,0.28587965543763594,0.7749702963598929,231.0,2.0,2.0,0.9687128704498661
cell,amyA,1,2,AP4S1,-0.43948819904146535,0.23766562477059047,-1.8491870646656894,0.06443080589429492,277.0,2.0,1.0,0.5154464471543594
cell,amyA,2,3,AP4S1,0.030857893757694998,0.16985412997432803,0.18167290817337736,0.8558394282764497,277.0,2.0,2.0,0.9877659627402247
cell,amyA,1,2,APBA1,-0.15454920625303362,0.1589473736603047,-0.9723294112636888,0.3308866965639434,277.0,2.0,2.0,0.8548255039008478
cell,amyA,2,3,APBA1,-0.053503778402470906,0.11365686571419854,-0.47074831833750774,0.6378204750994012,277.0,2.0,2.0,0.9093189740124835
cell,amyA,1,2,APBA2,0.06969109431669365,0.18630774552230026,0.3740643960953943,0.7083564067872413,277.0,2.0,1.0,0.9535857006649853
cell,amyA,2,3,APBA2,0.006291879993729286,0.1353569577036021,0.046483609712231644,0.9629247975195885,277.0,2.0,1.0,0.9877659627402247
cell,amyA,1,2,APOE,0.42376956903132507,0.23650493450846394,1.7918001157652776,0.07316499028239348,277.0,2.0,2.0,0.5161462977540734
cell,amyA,2,3,APOE,0.25085343285511025,0.16683173974029455,1.50363134284646,0.1326763162174018,277.0,2.0,2.0,0.5054335855901021
cell,amyA,1,2,APP,0.44658919184090407,0.151257502514687,2.9525093593128746,0.0031520251473070447,277.0,2.0,2.0,0.18157030746816558
cell,amyA,2,3,APP,0.25825895432938234,0.1055836639992871,2.4460124279370157,0.01444460213100773,277.0,2.0,1.0,0.2222308275599425
cell,amyA,1,2,ARF6,-0.02237062006339256,0.158145456122809,-0.14145597737579316,0.8875097352369268,277.0,2.0,1.0,0.9627900947274914
cell,amyA,2,3,ARF6,0.24201485744082035,0.10716856992352701,2.2582633846240228,0.023929243627897376,277.0,2.0,1.0,0.22491292928156073
cell,amyA,1,2,BACE1,-0.157985381030902,0.20088098638160762,-0.7864625909929668,0.4315965268969082,277.0,2.0,2.0,0.8548255039008478
cell,amyA,2,3,BACE1,0.2434441822717686,0.14139857217634316,1.7216876982899143,0.08512610696552675,277.0,2.0,2.0,0.49966227978438
cell,amyA,1,2,BIN1,0.07576006364070062,0.11198593197597649,0.6765141147992845,0.4987142875516253,277.0,2.0,2.0,0.8548255039008478
cell,amyA,2,3,BIN1,-0.13027444598045027,0.07622604440800987,-1.709054260813263,0.0874408989622665,277.0,2.0,2.0,0.49966227978438
cell,amyA,1,2,CLU,0.4074660581805571,0.1975583228345764,2.0625102113351357,0.03915918638954043,277.0,2.0,2.0,0.5154464471543594
cell,amyA,2,3,CLU,0.3002111200734656,0.13672744134506024,2.195690324635127,0.028114116160195088,277.0,2.0,2.0,0.22491292928156073
cell,amyA,1,2,COPA,-0.1589765516208175,0.23535480440986542,-0.6754761264357416,0.49937331407040364,277.0,2.0,1.0,0.8548255039008478
cell,amyA,2,3,COPA,0.10141783194612876,0.16561131509130114,0.6123846784878034,0.5402832764038537,277.0,2.0,1.0,0.8644532422461658
cell,amyA,1,2,COPB1,-0.23747658663208768,0.27593829184249213,-0.8606148318394363,0.389450214363703,277.0,2.0,2.0,0.8548255039008478
cell,amyA,2,3,COPB1,0.15163690829016185,0.18763339377656293,0.8081552288647174,0.41900122738284185,277.0,2.0,1.0,0.7795371672238919
cell,amyA,1,2,COPB2,-0.14524693238631656,0.21645804622225884,-0.6710165545760179,0.5022099835417481,277.0,2.0,1.0,0.8548255039008478
cell,amyA,2,3,COPB2,0.20735089683746197,0.15208384611613826,1.3633985602857468,0.17275693459555985,277.0,2.0,2.0,0.5237019741279471
cell,amyA,1,2,COPE,-0.23172951898242888,0.2636960524235546,-0.8787750777938066,0.37952324174770447,277.0,2.0,2.0,0.8548255039008478
cell,amyA,2,3,COPE,0.021354570353235597,0.18593003480463652,0.11485272067890281,0.9085618604450344,277.0,2.0,1.0,0.9877659627402247
cell,amyA,1,2,COPG1,-0.17914290009138076,0.2461733827857487,-0.7277102750271487,0.46679095917524227,277.0,2.0,2.0,0.8548255039008478
cell,amyA,2,3,COPG1,0.12257144565398131,0.17112602866373627,0.716264186173776,0.4738282364190237,277.0,2.0,2.0,0.8313697779759527
cell,amyA,1,2,COPG2,-0.14415302873420777,0.19265114729894117,-0.74825938363358,0.4543037182849178,277.0,2.0,1.0,0.8548255039008478
cell,amyA,2,3,COPG2,-0.09897404312293713,0.1395057065812042,-0.7094623262979268,0.47803762233617275,277.0,2.0,1.0,0.8313697779759527
cell,amyA,1,2,COPZ1,-0.2684830785596103,0.2583179113572747,-1.0393513835294073,0.29864134562761935,277.0,2.0,2.0,0.8548255039008478
cell,amyA,2,3,COPZ1,0.24646114114855505,0.18324706802085108,1.3449663550442785,0.17863609995221952,277.0,2.0,2.0,0.5237019741279471
cell,amyA,1,2,ECE1,0.23412139955557426,0.2112156754627318,1.1084470839707354,0.2676687801562049,277.0,2.0,2.0,0.8548255039008478
cell,amyA,2,3,ECE1,0.20876034581371491,0.1461172500330289,1.4287180039764364,0.15308530097300269,277.0,2.0,1.0,0.5237019741279471
cell,amyA,1,2,EIF2S1,-0.0715046324508866,0.2524073828871739,-0.28329057428105886,0.7769541021059925,277.0,2.0,1.0,0.9562512025919907
cell,amyA,2,3,EIF2S1,0.24012945559546114,0.17876315509860688,1.3432827109311436,0.17918044819856593,277.0,2.0,2.0,0.5237019741279471
cell,amyA,1,2,GGA1,-0.05897530093193447,0.14807076624003362,-0.3982913199512398,0.6904154580259892,277.0,2.0,2.0,0.9535857006649853
cell,amyA,2,3,GGA1,0.04173580499374548,0.10452561740207464,0.3992878112664188,0.6896811471483013,277.0,2.0,2.0,0.9435682036541063
cell,amyA,1,2,GGA2,0.021690066212514608,0.21736716829981906,0.09978538333165866,0.9205147125394813,277.0,2.0,1.0,0.9627900947274914
cell,amyA,2,3,GGA2,0.03467316532154541,0.14859223666865212,0.23334439334716778,0.8154939889759334,277.0,2.0,1.0,0.9877659627402247
cell,amyA,1,2,GGA3,0.018453151313100102,0.13099253454561952,0.1408717785109624,0.8879712372703426,277.0,2.0,1.0,0.9627900947274914
cell,amyA,2,3,GGA3,-0.05921028535670425,0.0926097662488059,-0.6393524976364758,0.5225936437595662,277.0,2.0,2.0,0.8644532422461658
cell,amyA,1,2,GORASP1,-0.10773104480209826,0.28769927749968366,-0.37445712668575165,0.7080642481481962,261.0,2.0,1.0,0.9535857006649853
cell,amyA,2,3,GORASP1,-0.4044322767285501,0.1938895946155305,-2.0858895369321444,0.03698863028459721,261.0,2.0,2.0,0.269008220251616
cell,amyA,1,2,HSPA5,0.06998894433270775,0.2319696052218556,0.30171601260333375,0.7628685605319883,277.0,2.0,1.0,0.9535857006649853
cell,amyA,2,3,HSPA5,-0.09085947019566094,0.16505582374510028,-0.550477215126789,0.5819921005498858,277.0,2.0,1.0,0.8953724623844397
cell,amyA,1,2,HSPA9,0.07383158171624767,0.19360020295171182,0.38136107602460984,0.702935339402901,277.0,2.0,2.0,0.9535857006649853
cell,amyA,2,3,HSPA9,-0.08239543715898152,0.138505592204865,-0.5948888838878766,0.5519177482493924,277.0,2.0,1.0,0.8657533305872823
cell,amyA,1,2,IDE,0.275624668995067,0.21376392609075742,1.2893881303342336,0.1972631858482553,277.0,2.0,1.0,0.8548255039008478
cell,amyA,2,3,IDE,-0.1863831214281504,0.1513540905573557,-1.2314376224772094,0.2181592330383224,277.0,2.0,2.0,0.5499039051500876
cell,amyA,1,2,ITPR1,-0.2143103822483729,0.1239763858806486,-1.7286387300779065,0.08387377338503692,277.0,2.0,2.0,0.5161462977540734
cell,amyA,2,3,ITPR1,0.24612854378397295,0.08805783231784212,2.7950783854817063,0.0051887132654334514,277.0,2.0,2.0,0.19679084928478707
cell,amyA,1,2,ITPR2,0.03163593427673227,0.138154957518945,0.22898877351103433,0.8188776417627834,277.0,2.0,1.0,0.9627900947274914
cell,amyA,2,3,ITPR2,0.11087964981446703,0.09771215897558996,1.134757956194239,0.2564767466856097,277.0,2.0,1.0,0.6034746980837875
cell,amyA,1,2,LRP1,0.04884451686254054,0.15043033984922774,0.32469857418055476,0.745409213880456,277.0,2.0,1.0,0.9535857006649853
cell,amyA,2,3,LRP1,0.23695712000657218,0.10414143088658118,2.2753395837689085,0.022885566608104597,277.0,2.0,2.0,0.22491292928156073
cell,amyA,1,2,MAP2K3,0.2901522559389894,0.2591698328182551,1.119544866714719,0.2629077612415568,274.0,2.0,1.0,0.8548255039008478
cell,amyA,2,3,MAP2K3,0.027309699468345626,0.19293933916306832,0.14154552195943843,0.8874390006925593,274.0,2.0,1.0,0.9877659627402247
cell,amyA,1,2,MAPK14,0.010284775480322833,0.17236599793130528,0.05966823853752018,0.9524198686209324,276.0,2.0,1.0,0.9627900947274914
cell,amyA,2,3,MAPK14,-0.13041057776855558,0.12209559488648009,-1.0681022348906728,0.2854743978661567,276.0,2.0,2.0,0.6172419413322306
cell,amyA,1,2,MAPKAPK2,0.195114469435575,0.17747983060591088,1.099361368384565,0.271610474208413,275.0,2.0,2.0,0.8548255039008478
cell,amyA,2,3,MAPKAPK2,0.15264526508634965,0.12450522634585164,1.2260149197458619,0.22019306056190113,275.0,2.0,1.0,0.5499039051500876
cell,amyA,1,2,MFN2,0.04153969110601049,0.13340418554582334,0.3113822174023312,0.7555100708835645,277.0,2.0,1.0,0.9535857006649853
cell,amyA,2,3,MFN2,-0.08352139655307969,0.09146101484376033,-0.9131912290253545,0.3611419761022271,277.0,2.0,1.0,0.7222839522044542
cell,amyA,1,2,MIA3,-0.44641552705671705,0.18519043014518397,-2.4105755718950497,0.015927371241797144,277.0,2.0,2.0,0.32749859238181467
cell,amyA,2,3,MIA3,0.16180693503529375,0.13388506111618406,1.2085510787113087,0.22683536087441114,277.0,2.0,2.0,0.5499039051500876
cell,amyA,1,2,NCSTN,0.5632882917520308,0.19847845810395878,2.8380323846378954,0.004539257686704139,277.0,2.0,2.0,0.18157030746816558
cell,amyA,2,3,NCSTN,-0.18927028147454916,0.14223620329345854,-1.3306758553168843,0.1832956909447815,277.0,2.0,2.0,0.5237019741279471
cell,amyA,1,2,OSBP,0.01698362085876239,0.22162824144009202,0.07663112222705248,0.9389169997846681,277.0,2.0,1.0,0.9627900947274914
cell,amyA,2,3,OSBP,-0.10861248656691375,0.1608011484650545,-0.6754459629404795,0.499392472010631,277.0,2.0,2.0,0.8500297395925633
cell,amyA,1,2,PICALM,-0.2043541823730283,0.20524111641594964,-0.9956785752367286,0.3194063431442742,277.0,2.0,2.0,0.8548255039008478
cell,amyA,2,3,PICALM,-0.1764998556716441,0.14222308182358395,-1.241007109454833,0.21460312254140523,277.0,2.0,2.0,0.5499039051500876
cell,amyA,1,2,PLCG2,0.4148247295147869,0.2125006268515564,1.9521106156762784,0.05092507315737338,275.0,2.0,2.0,0.5154464471543594
cell,amyA,2,3,PLCG2,0.23648232157726837,0.15374576897309464,1.5381387283486971,0.12401469841740274,275.0,2.0,1.0,0.5054335855901021
cell,amyA,1,2,PLG,-0.09175124261706066,0.25331453532811277,-0.36220283410984405,0.7172004618332595,277.0,2.0,2.0,0.9535857006649853
cell,amyA,2,3,PLG,-0.1323985397734575,0.17857062749831495,-0.741435148816436,0.4584296393301416,277.0,2.0,1.0,0.8313697779759527
cell,amyA,1,2,PREB,-0.15340107543517223,0.24541838867330554,-0.625059418996413,0.5319320608307203,277.0,2.0,2.0,0.8865534347178672
cell,amyA,2,3,PREB,0.21400027896431517,0.1738826591345753,1.2307166225166313,0.21842886887629342,277.0,2.0,1.0,0.5499039051500876
cell,amyA,1,2,PSEN1,-0.10123423656451234,0.22406025790960316,-0.45181701346320496,0.6514008120931318,277.0,2.0,2.0,0.9535857006649853
cell,amyA,2,3,PSEN1,-0.21048198645822208,0.15769640690641742,-1.3347291202590905,0.1819650191373664,277.0,2.0,2.0,0.5237019741279471
cell,amyA,1,2,RAB1A,0.1384443475025439,0.11813198831660207,1.1719463074768814,0.24121861361073116,277.0,2.0,2.0,0.8548255039008478
cell,amyA,2,3,RAB1A,0.21004978990601728,0.08136993208051123,2.581417785849743,0.009839542464239353,277.0,2.0,1.0,0.19679084928478707
cell,amyA,1,2,RAB1B,-0.02656599367394462,0.17935783333843627,-0.14811727583604536,0.8822502156821955,277.0,2.0,1.0,0.9627900947274914
cell,amyA,2,3,RAB1B,0.18942060244167164,0.13066008343959912,1.4497205072522095,0.14713647467778793,277.0,2.0,1.0,0.5237019741279471
cell,amyA,1,2,RTN3,-0.10221111351329266,0.11998474376945317,-0.8518675816792844,0.3942875915882461,277.0,2.0,1.0,0.8548255039008478
cell,amyA,2,3,RTN3,0.039332935681179015,0.0850967539765617,0.4622142895369726,0.6439276569379235,277.0,2.0,2.0,0.9093189740124835
cell,amyA,1,2,RTN4,-0.07784456337078118,0.16527444137445352,-0.471001824138149,0.6376394322602059,277.0,2.0,1.0,0.9535857006649853
cell,amyA,2,3,RTN4,-0.09733947769822042,0.11562945647453184,-0.8418224963260992,0.39988731773070985,277.0,2.0,1.0,0.7616901290108758
cell,amyA,1,2,SAR1A,0.12369184151872432,0.23322334276456524,0.5303578966518331,0.5958638118945089,277.0,2.0,1.0,0.9533820990312143
cell,amyA,2,3,SAR1A,0.0003231343695895727,0.16530520600377424,0.001954774307484272,0.9984403167534996,277.0,2.0,1.0,0.9984403167534996
cell,amyA,1,2,SAR1B,-0.15978707425046107,0.17867949029468608,-0.8942664543475762,0.3711793437744795,277.0,2.0,2.0,0.8548255039008478
cell,amyA,2,3,SAR1B,-0.0422559795619848,0.12303643660631185,-0.34344281033751134,0.7312653578319324,277.0,2.0,2.0,0.9435682036541063
cell,amyA,1,2,SEC13,-0.49906130470000226,0.20790323224344087,-2.400449956043178,0.016374929619090733,277.0,2.0,2.0,0.32749859238181467
cell,amyA,2,3,SEC13,0.06895292791050289,0.15098220802190804,0.45669571808419696,0.6478897689838945,277.0,2.0,1.0,0.9093189740124835
cell,amyA,1,2,SEC16A,-0.3608885754579348,0.18664616083057373,-1.933544059261567,0.053169210940699256,277.0,2.0,2.0,0.5154464471543594
cell,amyA,2,3,SEC16A,0.3560863770021356,0.12921220015510496,2.7558262809138245,0.005854408133995949,277.0,2.0,2.0,0.19679084928478707
cell,amyA,1,2,SEC23A,-0.20204563971083545,0.1449708927866467,-1.3936979750009921,0.16340882799934686,277.0,2.0,2.0,0.7689827199969264
cell,amyA,2,3,SEC23A,0.15152207764627645,0.09935959994583196,1.5249867927093306,0.1272623918971746,277.0,2.0,2.0,0.5054335855901021
cell,amyA,1,2,SEC23B,-0.18316472560540142,0.20442994318149138,-0.8959779705206352,0.37026452897205686,277.0,2.0,2.0,0.8548255039008478
cell,amyA,2,3,SEC23B,0.24246565464414568,0.1448140874322467,1.674323672119169,0.09406700461307198,277.0,2.0,2.0,0.5016906912697172
cell,amyA,1,2,SEC24A,0.10829899526387894,0.22234839655843686,0.48706892849310995,0.6262094847272258,277.0,2.0,1.0,0.9535857006649853
cell,amyA,2,3,SEC24A,0.24787497031010014,0.1626790450967073,1.5237055895106015,0.12758227255985274,277.0,2.0,2.0,0.5054335855901021
cell,amyA,1,2,SEC24B,-0.2745695410579041,0.17030822322906716,-1.6121919179944932,0.10692018343459289,277.0,2.0,2.0,0.6109724767691022
cell,amyA,2,3,SEC24B,0.17648492641138408,0.11697311728279866,1.5087648385458294,0.13135888927772194,277.0,2.0,2.0,0.5054335855901021
cell,amyA,1,2,SEC24C,-0.1455114890247929,0.17911184439265407,-0.8124057318386968,0.4165588583505435,277.0,2.0,1.0,0.8548255039008478
cell,amyA,2,3,SEC24C,0.33540890607491214,0.12676252171457103,2.6459627146748197,0.008145879453661397,277.0,2.0,2.0,0.19679084928478707
cell,amyA,1,2,SEC24D,-0.1426246849341333,0.21160817114715555,-0.6740036746262975,0.5003089774919266,277.0,2.0,1.0,0.8548255039008478
cell,amyA,2,3,SEC24D,-0.07944692894138788,0.15227145895740013,-0.5217453716235435,0.6018476297012378,277.0,2.0,1.0,0.908449252379227
cell,amyA,1,2,SEC31A,-0.3060372103940266,0.17529859191717356,-1.745805297390098,0.08084479016126452,277.0,2.0,2.0,0.5161462977540734
cell,amyA,2,3,SEC31A,0.1292932239076856,0.12609264492452454,1.0253827571392196,0.30518262089137227,277.0,2.0,2.0,0.6424897281923627
cell,amyA,1,2,SIGMAR1,0.011798568286343018,0.2529025989848234,0.04665261778132634,0.9627900947274914,265.0,2.0,1.0,0.9627900947274914
cell,amyA,2,3,SIGMAR1,-0.013486405790840109,0.1755184626524805,-0.07683753371030061,0.938752791404018,265.0,2.0,1.0,0.9877659627402247
cell,amyA,1,2,SNX4,0.009351955295934177,0.14139024395825364,0.06614286130445747,0.947264087156741,277.0,2.0,1.0,0.9627900947274914
cell,amyA,2,3,SNX4,0.16545617626134151,0.10080565519949741,1.6413382357755504,0.1007272232311749,277.0,2.0,2.0,0.5036361161558746
cell,amyA,1,2,SNX6,0.09588247734625949,0.16532566458307052,0.5799612394606877,0.5619407566438719,277.0,2.0,1.0,0.9174542965614235
cell,amyA,2,3,SNX6,0.006742924776047694,0.1113764142628887,0.06054176569315607,0.9517241526234715,277.0,2.0,1.0,0.9877659627402247
cell,amyA,1,2,SORL1,-0.1076698547296026,0.24612422310175774,-0.43746143054390674,0.6617767416662673,277.0,2.0,1.0,0.9535857006649853
cell,amyA,2,3,SORL1,-0.0041839139332697966,0.1685969229462532,-0.02481607528865507,0.9802016687810876,277.0,2.0,1.0,0.9926092848416078
cell,amyA,1,2,SORT1,0.12636398202733434,0.17365213287768136,0.727684595249652,0.46680668242798573,277.0,2.0,2.0,0.8548255039008478
cell,amyA,2,3,SORT1,0.11033696380457274,0.12068987647208398,0.9142188809025261,0.3606018449826397,277.0,2.0,1.0,0.7222839522044542
cell,amyA,1,2,SREBF2,0.5226743786852106,0.2758330966065575,1.8948936335611033,0.05810649479480731,192.0,2.0,1.0,0.5154464471543594
cell,amyA,2,3,SREBF2,-0.02137454540830593,0.18682629528697955,-0.11440865631614107,0.9089138523066693,192.0,2.0,1.0,0.9877659627402247
cell,amyA,1,2,SYK,0.04314786862291481,0.18508526699250946,0.23312427468719613,0.8156649056723969,276.0,2.0,2.0,0.9627900947274914
cell,amyA,2,3,SYK,0.28761398001573574,0.12941042094245384,2.2224947413132345,0.0262498890256868,276.0,2.0,2.0,0.22491292928156073
cell,amyA,1,2,TMED10,0.019655952443803373,0.25306942097192314,0.07767019961682414,0.9380903997338275,277.0,2.0,1.0,0.9627900947274914
cell,amyA,2,3,TMED10,-0.18811650758556686,0.17195712094098153,-1.09397334961273,0.27396666675126735,277.0,2.0,1.0,0.6172419413322306
cell,amyA,1,2,TMED2,-0.19406482896403834,0.2576278551581201,-0.7532758010384021,0.451284197266814,277.0,2.0,1.0,0.8548255039008478
cell,amyA,2,3,TMED2,-0.05114216039370428,0.175344955916689,-0.29166599133882853,0.7705420141057123,277.0,2.0,1.0,0.9687128704498661
cell,amyA,1,2,TMED9,0.019189353282469405,0.23548192837143167,0.08148970672688541,0.9350525104966443,277.0,2.0,1.0,0.9627900947274914
cell,amyA,2,3,TMED9,-0.10151650868670406,0.16442844965045506,-0.6173901712417144,0.5369774033970128,277.0,2.0,1.0,0.8644532422461658
cell,amyA,1,2,VDAC1,0.2221433266278147,0.10703280142436357,2.075469609984896,0.037943032573690104,277.0,2.0,2.0,0.5154464471543594
cell,amyA,2,3,VDAC1,-0.005310577684859396,0.07830734462773523,-0.0678171084730981,0.9459312245241311,277.0,2.0,1.0,0.9877659627402247
cell,amyA,1,2,VLDLR,0.05283374427995886,0.21152381059642525,0.24977681770664803,0.8027599484019747,277.0,2.0,1.0,0.9627900947274914
cell,amyA,2,3,VLDLR,0.03515679092932015,0.14147485698872087,0.24850204253695085,0.8037459899193402,277.0,2.0,1.0,0.9877659627402247
cell,amyA,1,2,VPS26A,-0.18252414447334617,0.2148301463329746,-0.8496207240414204,0.3955359862022636,277.0,2.0,2.0,0.8548255039008478
cell,amyA,2,3,VPS26A,0.3001007609851102,0.14980706505321778,2.0032483840365054,0.04515063468447568,277.0,2.0,1.0,0.3010042312298378
cell,amyA,1,2,VPS29,-0.10102069833603168,0.13634152075870204,-0.740938620706884,0.4587306572330103,277.0,2.0,2.0,0.8548255039008478
cell,amyA,2,3,VPS29,0.2278752040356029,0.09518733449927123,2.393965596729127,0.016667312066995687,277.0,2.0,2.0,0.2222308275599425
cell,amyA,1,2,VPS35,-0.14452251938330707,0.17223631657196145,-0.8390943458368991,0.40141636872934905,277.0,2.0,2.0,0.8548255039008478
cell,amyA,2,3,VPS35,0.021382203319422748,0.1232912038159382,0.17342845764848158,0.8623146580445191,277.0,2.0,1.0,0.9877659627402247
cell,amyCerad,0,1,ABCA7,-0.3297554820241376,0.16057655685837446,-2.053571757146193,0.04001715800408675,549.0,2.0,1.0,0.4001715800408675
