version,variable,cohort,protein,from_bucket,to_bucket,beta,se,n,p
nocell,apoe_genotype,ROSMAP,COPZ1,33,23,0.1573523428180049,0.14561764057412674,394,0.27988143796537956
nocell,apoe_genotype,ROSMAP,COPZ1,33,24,-0.21196323722464036,0.3352451516356144,394,0.5272147794989259
nocell,apoe_genotype,ROSMAP,COPZ1,33,34,0.035823849299158717,0.1337660850710256,394,0.7888458373195204
nocell,apoe_genotype,ROSMAP,ECE1,33,23,-0.0409665984086547,0.15416337261771892,378,0.7904433331392462
nocell,apoe_genotype,ROSMAP,ECE1,33,24,0.18269073287063584,0.34037280976358314,378,0.5914491886975932
nocell,apoe_genotype,ROSMAP,ECE1,33,34,0.19169638524847368,0.1386136950660778,378,0.16667892410207186
nocell,apoe_genotype,ROSMAP,EIF2S1,33,23,0.02303552532776197,0.14898491668393915,394,0.8771236668302849
nocell,apoe_genotype,ROSMAP,EIF2S1,33,24,-0.0700307232532327,0.34299739226787757,394,0.8382184996212002
nocell,apoe_genotype,ROSMAP,EIF2S1,33,34,0.14709701655431245,0.13685930468910823,394,0.28246219986870447
nocell,apoe_genotype,ROSMAP,GGA1,33,23,0.2642473781422867,0.14303107375182994,394,0.06467727003044042
nocell,apoe_genotype,ROSMAP,GGA1,33,24,-0.4481826001250585,0.3292902825473797,394,0.17349591116808283
nocell,apoe_genotype,ROSMAP,GGA1,33,34,0.09138065069944985,0.13139003422835918,394,0.48674734237221773
nocell,apoe_genotype,ROSMAP,GGA2,33,23,-0.19036329830553553,0.14844595776092503,394,0.1997113346995668
nocell,apoe_genotype,ROSMAP,GGA2,33,24,-0.2244203780433843,0.341756585418111,394,0.5113948575817653
nocell,apoe_genotype,ROSMAP,GGA2,33,34,-0.23935875030025153,0.13636421065474919,394,0.07920969732142916
nocell,apoe_genotype,ROSMAP,GGA3,33,23,0.12361583414038024,0.146382313156723,394,0.39840543864560796
nocell,apoe_genotype,ROSMAP,GGA3,33,24,-0.47632394064516415,0.33700560301288823,394,0.15753795260363745
nocell,apoe_genotype,ROSMAP,GGA3,33,34,-0.1401750819096857,0.1344685223398329,394,0.2972087100377466
nocell,apoe_genotype,ROSMAP,GORASP1,33,23,0.0978498137363096,0.17682630333440175,263,0.5800122365569911
nocell,apoe_genotype,ROSMAP,GORASP1,33,24,0.0035562894714079234,0.36633197496042175,263,0.992254391948267
nocell,apoe_genotype,ROSMAP,GORASP1,33,34,-0.1757673080808052,0.16943485818991152,263,0.2995616139788059
nocell,apoe_genotype,ROSMAP,HSPA5,33,23,0.15256496473603415,0.14843317389967403,394,0.3040269630362372
nocell,apoe_genotype,ROSMAP,HSPA5,33,24,-0.6539341651058698,0.3417271540423059,394,0.05566938301581796
nocell,apoe_genotype,ROSMAP,HSPA5,33,34,0.11151612679846708,0.13635246724876557,394,0.41344174856554095
nocell,apoe_genotype,ROSMAP,HSPA9,33,23,0.3316139144072717,0.14605397410220378,394,0.023177941245932844
nocell,apoe_genotype,ROSMAP,HSPA9,33,24,-0.627451568836461,0.33624969132742066,394,0.062037352548052684
nocell,apoe_genotype,ROSMAP,HSPA9,33,34,0.07445382291030787,0.13416690620509952,394,0.5789395756462041
nocell,apoe_genotype,ROSMAP,IDE,33,23,0.11951874788673496,0.14807856566894012,394,0.4195912194492648
nocell,apoe_genotype,ROSMAP,IDE,33,24,0.08365051171602102,0.3409107646981652,394,0.8061671454845779
nocell,apoe_genotype,ROSMAP,IDE,33,34,0.23412471161783224,0.136026719938397,394,0.0852205106522858
nocell,apoe_genotype,ROSMAP,ITPR1,33,23,-0.1624448354235632,0.14972821214909007,394,0.2779520496303862
nocell,apoe_genotype,ROSMAP,ITPR1,33,24,0.043356714661332424,0.34470862862593227,394,0.8999077653695199
nocell,apoe_genotype,ROSMAP,ITPR1,33,34,0.20373178420058818,0.13754210468526443,394,0.1385447280383642
nocell,apoe_genotype,ROSMAP,ITPR2,33,23,-0.3071029757953392,0.1323250571785171,394,0.02029642328444178
nocell,apoe_genotype,ROSMAP,ITPR2,33,24,0.31370438882415186,0.30464258096821145,394,0.3031293950354027
nocell,apoe_genotype,ROSMAP,ITPR2,33,34,-0.09316891731952016,0.12155536091493903,394,0.4433948370291314
nocell,apoe_genotype,ROSMAP,LRP1,33,23,0.051032391196392975,0.13758093853120104,394,0.7106924110345809
nocell,apoe_genotype,ROSMAP,LRP1,33,24,-0.30344958734966526,0.3167428233159946,394,0.33804689830746903
nocell,apoe_genotype,ROSMAP,LRP1,33,34,-0.07212533738875096,0.12638347562256913,394,0.5682122035719972
nocell,apoe_genotype,ROSMAP,MAP2K3,33,23,-0.2952100449052556,0.15559275315431625,347,0.05778503663425442
nocell,apoe_genotype,ROSMAP,MAP2K3,33,24,-0.03294392098929276,0.33464555853825734,347,0.9215795626956608
nocell,apoe_genotype,ROSMAP,MAP2K3,33,34,-0.18967370561561014,0.14309583589448663,347,0.1850049637577572
nocell,apoe_genotype,ROSMAP,MAPK14,33,23,-0.06748759623319674,0.15602865991320952,364,0.6653538315678847
nocell,apoe_genotype,ROSMAP,MAPK14,33,24,0.32004734656274175,0.3644107453152454,364,0.37980268926836436
nocell,apoe_genotype,ROSMAP,MAPK14,33,34,-0.10917027302207531,0.143736790051749,364,0.4475444408384124
nocell,apoe_genotype,ROSMAP,MAPKAPK2,33,23,-0.30735201744448026,0.15226334911556236,363,0.04353344246468866
nocell,apoe_genotype,ROSMAP,MAPKAPK2,33,24,0.08715368236956546,0.3341903384473122,363,0.7942540318868154
nocell,apoe_genotype,ROSMAP,MAPKAPK2,33,34,0.10935853557225537,0.14052032777883336,363,0.4364275578585207
nocell,apoe_genotype,ROSMAP,MFN2,33,23,0.15104908550494145,0.14156175118246275,394,0.2859632329429763
nocell,apoe_genotype,ROSMAP,MFN2,33,24,-0.2644860040744637,0.32590756555219264,394,0.41705743117017036
nocell,apoe_genotype,ROSMAP,MFN2,33,34,-0.06669077211690408,0.1300402971564232,394,0.608058372224437
nocell,apoe_genotype,ROSMAP,MIA3,33,23,0.09693581709162452,0.1485226219680485,394,0.5139709685094382
nocell,apoe_genotype,ROSMAP,MIA3,33,24,-0.11971204576564323,0.34193308397721955,394,0.7262608568467217
nocell,apoe_genotype,ROSMAP,MIA3,33,34,-0.0806721631209037,0.13643463530118313,394,0.5543274661882257
nocell,apoe_genotype,ROSMAP,NCSTN,33,23,0.11274150705466528,0.14878080288235657,378,0.44858917565743894
nocell,apoe_genotype,ROSMAP,NCSTN,33,24,0.6596656010890521,0.339336241659779,378,0.05189689132369486
nocell,apoe_genotype,ROSMAP,NCSTN,33,34,0.17352035918095496,0.13834143296018842,378,0.2097363987283235
nocell,apoe_genotype,ROSMAP,OSBP,33,23,0.2163135332602441,0.14672133318716352,394,0.14039666823654487
nocell,apoe_genotype,ROSMAP,OSBP,33,24,-0.38846111199904765,0.3377861047506202,394,0.25013522446035974
nocell,apoe_genotype,ROSMAP,OSBP,33,34,0.03375112579402874,0.13477995014524086,394,0.8022652570527531
nocell,apoe_genotype,ROSMAP,PICALM,33,23,0.018626395004987858,0.14539589072256753,394,0.8980634058764169
nocell,apoe_genotype,ROSMAP,PICALM,33,24,0.8084133829603947,0.33473463270179543,394,0.015731435762809193
nocell,apoe_genotype,ROSMAP,PICALM,33,34,0.16356403395673855,0.13356238303745874,394,0.22071597781171204
nocell,apoe_genotype,ROSMAP,PLCG2,33,23,0.05103694648639913,0.15721609480348794,338,0.7454616698429665
nocell,apoe_genotype,ROSMAP,PLCG2,33,24,0.1726567856944669,0.3436249194535399,338,0.6153460114989607
nocell,apoe_genotype,ROSMAP,PLCG2,33,34,-0.07627102260347991,0.14762034108213226,338,0.6053864423701576
nocell,apoe_genotype,ROSMAP,PLG,33,23,0.003093049704946436,0.14860092603102382,394,0.9833936538394173
nocell,apoe_genotype,ROSMAP,PLG,33,24,0.6495545924175417,0.3421133578599878,394,0.05761009991271333
nocell,apoe_genotype,ROSMAP,PLG,33,34,0.043498870094396826,0.13650656633857713,394,0.749986085109662
nocell,apoe_genotype,ROSMAP,PREB,33,23,0.18470744450070434,0.14298471421626316,394,0.19642692248797866
nocell,apoe_genotype,ROSMAP,PREB,33,24,-0.7016260113589939,0.32918355228125556,394,0.03305515567012974
nocell,apoe_genotype,ROSMAP,PREB,33,34,0.05341284879520024,0.13134744781126007,394,0.6842627803489923
nocell,apoe_genotype,ROSMAP,PSEN1,33,23,-0.17628279342612205,0.1470935863161779,394,0.23074588493900006
nocell,apoe_genotype,ROSMAP,PSEN1,33,24,-0.30964440152086453,0.33864311669087155,394,0.3605235536393582
nocell,apoe_genotype,ROSMAP,PSEN1,33,34,0.1492606861825116,0.13512190626764037,394,0.2693168188313291
nocell,apoe_genotype,ROSMAP,RAB1A,33,23,0.20011528622024366,0.14712003869516807,394,0.17376103105739105
nocell,apoe_genotype,ROSMAP,RAB1A,33,24,-1.048764420509483,0.338704016124283,394,0.001958833754295054
nocell,apoe_genotype,ROSMAP,RAB1A,33,34,-0.1078143055792777,0.13514620573550964,394,0.42500948362077984
nocell,apoe_genotype,ROSMAP,RAB1B,33,23,0.37001208465073515,0.14747775842154848,394,0.012109582364076749
nocell,apoe_genotype,ROSMAP,RAB1B,33,24,-0.5767529152720611,0.3395275688438617,394,0.08937714812486142
nocell,apoe_genotype,ROSMAP,RAB1B,33,34,-0.1494117292383765,0.1354748113025407,394,0.27008162306652805
nocell,apoe_genotype,ROSMAP,RTN3,33,23,0.24080255912776063,0.1737492151018957,285,0.16577125053000197
nocell,apoe_genotype,ROSMAP,RTN3,33,24,0.43663253951959163,0.3637156119221336,285,0.2299538060792744
nocell,apoe_genotype,ROSMAP,RTN3,33,34,0.08650074588021414,0.16212391992742683,285,0.5936549222046631
nocell,apoe_genotype,ROSMAP,RTN4,33,23,0.3048290211021851,0.16321720128341852,325,0.06181393574647306
nocell,apoe_genotype,ROSMAP,RTN4,33,24,0.005069900289235429,0.3621008972297611,325,0.9888289064402942
nocell,apoe_genotype,ROSMAP,RTN4,33,34,0.05377097665297104,0.14866191588073083,325,0.7175764197052726
nocell,apoe_genotype,ROSMAP,SAR1A,33,23,0.30069685027468,0.14822584438249775,394,0.042494989600538685
nocell,apoe_genotype,ROSMAP,SAR1A,33,24,-0.3771192498802131,0.34124983402015574,394,0.269111108094516
nocell,apoe_genotype,ROSMAP,SAR1A,33,34,0.008884001919815107,0.13616201190473587,394,0.9479782809071229
nocell,apoe_genotype,ROSMAP,SAR1B,33,23,0.017786074016392834,0.14823728837988767,394,0.9044959764018036
nocell,apoe_genotype,ROSMAP,SAR1B,33,24,0.17515797930528143,0.3412761807225551,394,0.6077805952913835
nocell,apoe_genotype,ROSMAP,SAR1B,33,34,0.2543756748223834,0.13617252449594652,394,0.061756544632362236
nocell,apoe_genotype,ROSMAP,SEC13,33,23,-0.10498225361488628,0.14760748819899186,394,0.47694432437753576
nocell,apoe_genotype,ROSMAP,SEC13,33,24,-0.14192696782045824,0.3398262364966213,394,0.6762061755053832
nocell,apoe_genotype,ROSMAP,SEC13,33,34,0.18781350927216384,0.1355939826088283,394,0.16601674217893114
nocell,apoe_genotype,ROSMAP,SEC16A,33,23,0.10703717707995991,0.14698182541984126,394,0.46647029609521584
nocell,apoe_genotype,ROSMAP,SEC16A,33,24,-0.42299714904227137,0.33838581751687324,394,0.2112834874261349
nocell,apoe_genotype,ROSMAP,SEC16A,33,34,-0.06606394964079766,0.1350192413878357,394,0.624634381194027
nocell,apoe_genotype,ROSMAP,SEC23A,33,23,-0.10904218621950845,0.1476218558550496,394,0.46011419582354973
nocell,apoe_genotype,ROSMAP,SEC23A,33,24,-0.16036363496247605,0.33985931413072346,394,0.6370317217641256
nocell,apoe_genotype,ROSMAP,SEC23A,33,34,0.13181385306900276,0.13560718090743357,394,0.3310370731429798
nocell,apoe_genotype,ROSMAP,SEC23B,33,23,0.07460709653850144,0.1475074090599343,394,0.613007296345611
nocell,apoe_genotype,ROSMAP,SEC23B,33,24,0.4855265017982264,0.33959583140272864,394,0.15279777841360673
nocell,apoe_genotype,ROSMAP,SEC23B,33,34,0.39302978319644793,0.13550204872927754,394,0.003725144056195489
nocell,apoe_genotype,ROSMAP,SEC24A,33,23,0.13642093201317812,0.15024933325935128,394,0.36389743057309176
nocell,apoe_genotype,ROSMAP,SEC24A,33,24,0.09847820654763464,0.3459083687462998,394,0.7758782125601121
nocell,apoe_genotype,ROSMAP,SEC24A,33,34,0.021641953901582862,0.13802081269407893,394,0.8754008141830651
nocell,apoe_genotype,ROSMAP,SEC24B,33,23,-0.03003965805829995,0.14789858294032354,394,0.8390491779642189
nocell,apoe_genotype,ROSMAP,SEC24B,33,24,0.3784387550490621,0.3404964032450544,394,0.266382246817783
nocell,apoe_genotype,ROSMAP,SEC24B,33,34,-0.0474057567891228,0.1358613856774344,394,0.7271438323028876
nocell,apoe_genotype,ROSMAP,SEC24C,33,23,-0.0013205055849527282,0.14684053009339604,394,0.9928248909396362
nocell,apoe_genotype,ROSMAP,SEC24C,33,24,0.17659039038069085,0.3380605233220712,394,0.60141744518379
nocell,apoe_genotype,ROSMAP,SEC24C,33,34,0.010558118215936739,0.13488944583159065,394,0.9376113861114289
nocell,apoe_genotype,ROSMAP,SEC24D,33,23,0.006788908961466115,0.15085844965704587,386,0.9641058362717398
nocell,apoe_genotype,ROSMAP,SEC24D,33,24,0.14720643251914714,0.34489199747056865,386,0.6695112191675705
nocell,apoe_genotype,ROSMAP,SEC24D,33,34,0.02814455399425165,0.13806182985285473,386,0.838467039658605
nocell,apoe_genotype,ROSMAP,SEC31A,33,23,-0.07191506772691486,0.148270830845513,394,0.6276585735753013
nocell,apoe_genotype,ROSMAP,SEC31A,33,24,0.05932452039670113,0.34135340315886475,394,0.8620288632867451
nocell,apoe_genotype,ROSMAP,SEC31A,33,34,-0.024312770483802242,0.13620333700116663,394,0.8583275835909695
nocell,apoe_genotype,ROSMAP,SIGMAR1,33,23,-0.0829223230792571,0.1868651756315186,212,0.65721985362311
nocell,apoe_genotype,ROSMAP,SIGMAR1,33,24,-0.4609419869906024,0.40531955042526885,212,0.2554417006276609
nocell,apoe_genotype,ROSMAP,SIGMAR1,33,34,-0.032615860454625153,0.1820171461516803,212,0.8577876180759962
nocell,apoe_genotype,ROSMAP,SNX4,33,23,0.056647603060730786,0.14432744608992654,394,0.6946935179197449
nocell,apoe_genotype,ROSMAP,SNX4,33,24,-0.6580890107664423,0.3322748285086238,394,0.04764105176599697
nocell,apoe_genotype,ROSMAP,SNX4,33,34,0.07579720551066045,0.13258089717448196,394,0.5675216231961797
nocell,apoe_genotype,ROSMAP,SNX6,33,23,-0.4108488889676789,0.1469845817370912,394,0.0051870251474815795
nocell,apoe_genotype,ROSMAP,SNX6,33,24,0.11771413930354908,0.3383921631903148,394,0.7279430153549351
nocell,apoe_genotype,ROSMAP,SNX6,33,34,-0.12204561251008547,0.13502177337342675,394,0.3660506617516789
nocell,apoe_genotype,ROSMAP,SORL1,33,23,-0.0032432684907513776,0.1474613053994384,394,0.9824527171299522
nocell,apoe_genotype,ROSMAP,SORL1,33,24,0.11010563243525483,0.3394896902196071,394,0.7456905703740412
nocell,apoe_genotype,ROSMAP,SORL1,33,34,-0.17022694095503466,0.13545969736204164,394,0.2088763565796935
nocell,apoe_genotype,ROSMAP,SORT1,33,23,-0.13947050691706472,0.14808828498716442,394,0.34629172520763285
nocell,apoe_genotype,ROSMAP,SORT1,33,24,0.45104235056829434,0.3409331407942141,394,0.18584727307138404
nocell,apoe_genotype,ROSMAP,SORT1,33,34,0.005584293619363565,0.13603564821894937,394,0.9672558578601876
nocell,apoe_genotype,ROSMAP,SREBF2,33,23,-0.3948770425934752,0.179559812778131,251,0.027868018197174164
nocell,apoe_genotype,ROSMAP,SREBF2,33,24,-0.946420854501968,0.4102232121924121,251,0.02104994137743658
nocell,apoe_genotype,ROSMAP,SREBF2,33,34,-0.07815303876111532,0.16513621574813375,251,0.6360247874927976
nocell,apoe_genotype,ROSMAP,SYK,33,23,-0.17148751563215878,0.16408655605883074,339,0.2959749068294296
nocell,apoe_genotype,ROSMAP,SYK,33,24,0.07469653971767654,0.3932944871401735,339,0.8493677339849395
nocell,apoe_genotype,ROSMAP,SYK,33,34,0.0876277553355508,0.14810501280930727,339,0.5540785427114858
nocell,apoe_genotype,ROSMAP,TMED10,33,23,0.07827414848851409,0.14816008563656777,394,0.5972856269584403
nocell,apoe_genotype,ROSMAP,TMED10,33,24,-0.34226149440469583,0.34109844232981007,394,0.31566321353944216
nocell,apoe_genotype,ROSMAP,TMED10,33,34,-0.14097106746755242,0.13610160514379982,394,0.30030565795541764
nocell,apoe_genotype,ROSMAP,TMED2,33,23,0.1491059767244535,0.14901296157737887,394,0.31700852181043193
nocell,apoe_genotype,ROSMAP,TMED2,33,24,-0.42678439562692916,0.34306195803420053,394,0.21348312805881353
nocell,apoe_genotype,ROSMAP,TMED2,33,34,-0.06546583334623032,0.13688506705956607,394,0.6324694194645417
nocell,apoe_genotype,ROSMAP,TMED9,33,23,-0.2617875010100719,0.14719872117671814,394,0.07532781933454648
nocell,apoe_genotype,ROSMAP,TMED9,33,24,-0.236941575269097,0.33888516121325934,394,0.48443982764557614
nocell,apoe_genotype,ROSMAP,TMED9,33,34,-0.20517006500539792,0.13521848439267733,394,0.12918524990288888
nocell,apoe_genotype,ROSMAP,VDAC1,33,23,0.08360923189922406,0.14753452654968555,394,0.5709115003580851
nocell,apoe_genotype,ROSMAP,VDAC1,33,24,-0.4794357365661029,0.3396582620734069,394,0.15809020930295514
nocell,apoe_genotype,ROSMAP,VDAC1,33,34,-0.2006181594683756,0.13552695917575006,394,0.13879792359554188
nocell,apoe_genotype,ROSMAP,VLDLR,33,23,-0.26666387515276063,0.15417434447658007,362,0.08369720993901407
nocell,apoe_genotype,ROSMAP,VLDLR,33,24,-0.30134515642582554,0.3436272034372769,362,0.38051177262966773
nocell,apoe_genotype,ROSMAP,VLDLR,33,34,-0.156764491640567,0.14238550835239427,362,0.2709026270464925
nocell,apoe_genotype,ROSMAP,VPS26A,33,23,0.1670962145704635,0.1467920967774267,394,0.2549873549202071
nocell,apoe_genotype,ROSMAP,VPS26A,33,24,-0.6304371855824765,0.3379490187386132,394,0.06211413225962099
nocell,apoe_genotype,ROSMAP,VPS26A,33,34,-0.10109836964484102,0.13484495441531252,394,0.4534125912705522
nocell,apoe_genotype,ROSMAP,VPS29,33,23,0.08867752160830325,0.14563193322022244,394,0.5425805399815842
nocell,apoe_genotype,ROSMAP,VPS29,33,24,-0.8108701380467164,0.33527805657960835,394,0.015584625349199311
nocell,apoe_genotype,ROSMAP,VPS29,33,34,-0.07383631728171834,0.13377921446459348,394,0.5809985902890391
nocell,apoe_genotype,ROSMAP,VPS35,33,23,0.17260497684160356,0.14832463712487487,394,0.24454671193953414
nocell,apoe_genotype,ROSMAP,VPS35,33,24,0.020292000328742312,0.34147727753433527,394,0.9526142702733966
nocell,apoe_genotype,ROSMAP,VPS35,33,34,0.021037916511844747,0.13625276408509748,394,0.8772915197821687
nocell,apoe_genotype,Diverse,ABCA7,33,34,0.4002899763854856,0.41404788133818704,47,0.33365793046810277
nocell,apoe_genotype,Diverse,ADAM10,33,34,-0.11004966649810702,0.4212163772306986,47,0.7938871124418597
nocell,apoe_genotype,Diverse,ADAM17,33,34,-0.2623652372420883,0.2882226953071411,47,0.3626714202982676
nocell,apoe_genotype,Diverse,AP1G1,33,34,-0.24967180799226057,0.45688678663525173,47,0.5847475883594023
nocell,apoe_genotype,Diverse,AP2A1,33,34,-0.2583041575973487,0.4626357529767459,47,0.5766179743490162
nocell,apoe_genotype,Diverse,AP2B1,33,34,-0.2559596408139103,0.4761829188378186,47,0.5909058658358597
nocell,apoe_genotype,Diverse,AP3B2,33,34,-0.40676457089288737,0.464045729722036,47,0.3807249170253274
nocell,apoe_genotype,Diverse,AP4B1,33,34,-0.31765595909121136,0.5645891388081753,47,0.5736854455606994
nocell,apoe_genotype,Diverse,AP4E1,33,34,-0.35634477737253456,0.3798294328593066,45,0.3481567845970426
nocell,apoe_genotype,Diverse,AP4S1,33,34,0.32307158229020105,0.3066660950508605,47,0.2921136103472468
nocell,apoe_genotype,Diverse,APBA1,33,34,-0.43746036059639504,0.4563279650324003,47,0.33773337555223626
nocell,apoe_genotype,Diverse,APBA2,33,34,-0.3216028219089485,0.33702780430734797,47,0.3399660606290511
nocell,apoe_genotype,Diverse,APOE,33,34,-0.2765318445025279,0.3176288619748651,47,0.38396544756178463
nocell,apoe_genotype,Diverse,APP,33,34,-0.37789632039013055,0.3354428764615664,47,0.25992881957055913
nocell,apoe_genotype,Diverse,ARF6,33,34,-0.3643062222930469,0.4870584678850318,47,0.4544768907128385
nocell,apoe_genotype,Diverse,BACE1,33,34,0.02111398431127465,0.35201798420684804,47,0.9521716867341199
nocell,apoe_genotype,Diverse,BIN1,33,34,0.0708801988216069,0.4010920416239733,47,0.85972987126518
nocell,apoe_genotype,Diverse,CLU,33,34,-0.272207526054498,0.2838700570312555,47,0.33760108778016007
nocell,apoe_genotype,Diverse,COPA,33,34,-0.718592412261105,0.40910945124739456,47,0.07900654880321802
nocell,apoe_genotype,Diverse,COPB1,33,34,-0.5201339446758866,0.39763376730208305,47,0.1908485931370223
nocell,apoe_genotype,Diverse,COPB2,33,34,-0.6118469346271538,0.40443104844537014,47,0.13031561454701138
nocell,apoe_genotype,Diverse,COPE,33,34,-0.4465708902031361,0.3948154587427803,47,0.2580182009702543
nocell,apoe_genotype,Diverse,COPG1,33,34,-0.5616165097524335,0.40901259858835953,47,0.1697202650385572
nocell,apoe_genotype,Diverse,COPG2,33,34,-0.15874705377634396,0.263088437690584,47,0.5462439103166237
nocell,apoe_genotype,Diverse,COPZ1,33,34,-0.3600619934581736,0.42128415449761963,47,0.3927298341861364
nocell,apoe_genotype,Diverse,ECE1,33,34,-0.2333323005538417,0.37209102019011264,47,0.530604218147209
nocell,apoe_genotype,Diverse,EIF2S1,33,34,-0.25432449570465315,0.4169167809536999,47,0.5418534511825392
nocell,apoe_genotype,Diverse,GGA1,33,34,-0.21729482882016143,0.3928213358374249,47,0.5801507541242747
nocell,apoe_genotype,Diverse,GGA2,33,34,-0.5268312064185301,0.4577294993423686,47,0.24974611958544335
nocell,apoe_genotype,Diverse,GGA3,33,34,0.06347599379139057,0.4449069748555987,47,0.8865488302419561
nocell,apoe_genotype,Diverse,GORASP1,33,34,0.16625182860945958,0.38727435770907337,45,0.6677144111822788
nocell,apoe_genotype,Diverse,HSPA5,33,34,-0.3792281044190063,0.47581940908437564,47,0.42545098813786597
nocell,apoe_genotype,Diverse,HSPA9,33,34,-0.7532426537544584,0.4437357638371645,47,0.08960166254270702
nocell,apoe_genotype,Diverse,IDE,33,34,-0.05843527387710074,0.37967230669520835,47,0.87768088786414
nocell,apoe_genotype,Diverse,ITPR1,33,34,0.06833775788290286,0.3002147029094986,47,0.8199341931778651
nocell,apoe_genotype,Diverse,ITPR2,33,34,-0.09117955586253829,0.3830622148658606,47,0.8118593308327835
nocell,apoe_genotype,Diverse,LRP1,33,34,-0.452496036952293,0.418686673706481,47,0.2798078948551327
nocell,apoe_genotype,Diverse,MAP2K3,33,34,-0.1867532714124797,0.2823964125603964,47,0.5084096703442468
nocell,apoe_genotype,Diverse,MAPK14,33,34,-0.22492909172776854,0.4172502390444696,47,0.5898352387430494
nocell,apoe_genotype,Diverse,MAPKAPK2,33,34,-0.4353524344298768,0.39663071060192645,47,0.2723675549653136
nocell,apoe_genotype,Diverse,MFN2,33,34,-0.38260403643001695,0.44121205944000524,47,0.3858511372975608
nocell,apoe_genotype,Diverse,MIA3,33,34,-0.5382536220148392,0.42277814603548,47,0.2029701686608767
nocell,apoe_genotype,Diverse,NCSTN,33,34,0.29494999135573724,0.3268636431303316,47,0.3668635269805428
nocell,apoe_genotype,Diverse,OSBP,33,34,-0.15590462853546905,0.36155768078478995,47,0.6663210303574081
nocell,apoe_genotype,Diverse,PICALM,33,34,0.06085001088280695,0.40119070849322813,47,0.8794444357479271
nocell,apoe_genotype,Diverse,PLCG2,33,34,-0.17766842310126452,0.4009751281004603,47,0.6577000001937698
nocell,apoe_genotype,Diverse,PLG,33,34,0.8949039534991673,0.3308385843653325,47,0.006831335051182992
nocell,apoe_genotype,Diverse,PREB,33,34,-0.19495784061193724,0.3974855502806555,47,0.6237958310886691
nocell,apoe_genotype,Diverse,PSEN1,33,34,-0.24196885126837644,0.45715636602660187,47,0.5966034445026664
nocell,apoe_genotype,Diverse,RAB1A,33,34,-0.38242658205870916,0.47939378241717945,47,0.4250274569654372
nocell,apoe_genotype,Diverse,RAB1B,33,34,-0.36546103504623717,0.33992443355939916,47,0.2823190598282693
nocell,apoe_genotype,Diverse,RTN3,33,34,-0.23989470101544894,0.4391773131964876,47,0.5849033439726696
nocell,apoe_genotype,Diverse,RTN4,33,34,0.436028975071333,0.27039979783929674,47,0.10684570104143813
nocell,apoe_genotype,Diverse,SAR1A,33,34,0.04823493243941841,0.3252267905591947,47,0.882096796172517
nocell,apoe_genotype,Diverse,SAR1B,33,34,0.5076783960571131,0.43825278365361686,47,0.24669490904341063
nocell,apoe_genotype,Diverse,SEC13,33,34,-0.746412812754436,0.46270513473290553,47,0.10671191165587061
nocell,apoe_genotype,Diverse,SEC16A,33,34,-0.3618951096686611,0.41075983528715504,47,0.37829713959627875
nocell,apoe_genotype,Diverse,SEC23A,33,34,0.010809760833712365,0.4745727435592568,47,0.9818274529360591
nocell,apoe_genotype,Diverse,SEC23B,33,34,0.12908487862378787,0.4290140213401376,47,0.7635004206024283
nocell,apoe_genotype,Diverse,SEC24A,33,34,-0.5033650232096685,0.2655633874438901,47,0.058031364183554396
nocell,apoe_genotype,Diverse,SEC24B,33,34,-0.7249653882618184,0.43644248128179364,47,0.09669760544703566
nocell,apoe_genotype,Diverse,SEC24C,33,34,0.20266101107593304,0.4841368857856659,47,0.6755065107040892
nocell,apoe_genotype,Diverse,SEC24D,33,34,0.12357561193764958,0.3677053079667046,47,0.7368162572634864
nocell,apoe_genotype,Diverse,SEC31A,33,34,-0.5256172988396977,0.47456695840654045,47,0.2680464978746404
nocell,apoe_genotype,Diverse,SIGMAR1,33,34,0.06915585259612679,0.37210221530833415,45,0.8525610108844144
nocell,apoe_genotype,Diverse,SNX4,33,34,0.09855259508261595,0.4110571732516127,47,0.8105209817402355
nocell,apoe_genotype,Diverse,SNX6,33,34,0.030852715479862874,0.4426150057111362,47,0.9444280367332019
nocell,apoe_genotype,Diverse,SORL1,33,34,-0.22172852350629227,0.4170821657621208,47,0.594990368335226
nocell,apoe_genotype,Diverse,SORT1,33,34,-0.03219886968391261,0.33479487616793707,47,0.9233816511782336
nocell,apoe_genotype,Diverse,SYK,33,34,0.13521773064271853,0.4584743906146208,47,0.7680475562863336
nocell,apoe_genotype,Diverse,TMED10,33,34,-0.43794099219530475,0.44699371890712347,47,0.32721075786839826
nocell,apoe_genotype,Diverse,TMED2,33,34,-0.29646218131019214,0.4124345746051348,47,0.47225786874795084
nocell,apoe_genotype,Diverse,TMED9,33,34,-0.33381860193631424,0.3372354834466862,47,0.3222386590934547
nocell,apoe_genotype,Diverse,VDAC1,33,34,-0.26505543178433016,0.38442912778178095,47,0.49052250391221863
nocell,apoe_genotype,Diverse,VLDLR,33,34,-0.07155459963260741,0.3618496572691943,47,0.843243197866702
nocell,apoe_genotype,Diverse,VPS26A,33,34,-0.43314807783716935,0.4070158714450873,47,0.2872361180193692
nocell,apoe_genotype,Diverse,VPS29,33,34,-0.25089459386553903,0.4561315108275749,47,0.5822858971531346
nocell,apoe_genotype,Diverse,VPS35,33,34,-0.3720959164260926,0.4441347089709684,47,0.4021432193044977
