ordering,pos1,pos2,pos3,pos4,pos5,pos6,pos7,pos8,pos9,pos10,pos11,pos12,pos13,pos14,pos15,pos16,pos17,pos18,pos19,pos20,pos21,pos22,pos23,pos24,pos25,pos26,pos27,pos28,pos29,pos30,pos31,pos32,pos33,pos34,pos35,pos36,pos37,pos38,pos39,pos40,pos41,pos42,pos43,pos44,pos45,pos46,pos47,pos48,pos49,pos50,pos51,pos52,pos53,pos54,pos55,pos56,pos57,pos58,pos59,pos60,pos61,pos62,pos63,pos64,pos65,pos66,pos67,pos68,pos69,pos70,pos71,pos72,pos73,pos74,pos75,pos76,pos77,pos78,pos79,pos80
0,SNX6,ITPR1,BIN1,AP2B1,SEC13,TMED9,EIF2S1,AP2A1,GGA3,SORT1,PREB,RAB1B,PLG,ARF6,VPS29,SEC23B,COPZ1,MAPK14,COPB1,SEC16A,MIA3,APP,MAPKAPK2,AP4E1,MAP2K3,ECE1,ADAM10,VPS35,APBA1,PICALM,MFN2,SIGMAR1,COPB2,TMED2,RTN4,COPG2,HSPA9,RAB1A,SAR1B,GGA2,TMED10,HSPA5,CLU,SEC31A,GORASP1,APBA2,BACE1,SNX4,SEC24D,RTN3,COPA,LRP1,IDE,VPS26A,COPE,VDAC1,AP4S1,GGA1,NCSTN,SEC24A,ADAM17,AP4B1,AP3B2,SEC24C,SYK,SEC24B,AP4M1,SEC23A,SORL1,APOE,OSBP,ITPR2,PSEN1,PLCG2,ABCA7,AP1G1,VLDLR,COPG1,SREBF2,SAR1A
1,AP2A1,AP2B1,GGA3,SORT1,BIN1,PREB,RAB1B,ITPR1,VPS35,MFN2,SEC13,EIF2S1,TMED9,VPS29,RTN3,APBA1,MAPKAPK2,SNX6,COPB1,COPZ1,MAP2K3,COPG2,PLG,PICALM,SIGMAR1,BACE1,HSPA9,ARF6,COPB2,SEC23B,TMED2,SYK,OSBP,AP4E1,ECE1,VPS26A,SORL1,APP,SAR1B,SEC24D,SEC24A,GGA2,MIA3,TMED10,CLU,GGA1,AP4B1,RAB1A,APBA2,SEC24B,SNX4,COPE,COPA,VDAC1,AP4S1,ADAM10,IDE,SEC16A,MAPK14,GORASP1,SAR1A,NCSTN,RTN4,AP4M1,HSPA5,PLCG2,COPG1,ITPR2,PSEN1,SEC24C,ADAM17,AP3B2,SEC31A,APOE,SEC23A,VLDLR,LRP1,AP1G1,SREBF2,ABCA7
2,ITPR1,AP2A1,GGA3,BIN1,AP2B1,SORT1,PREB,RAB1B,SEC24A,VPS29,SEC13,SNX6,VPS35,MAPKAPK2,SEC23B,ARF6,PLG,RTN3,TMED9,ECE1,RTN4,MAP2K3,COPB1,MFN2,COPG2,EIF2S1,APBA1,GGA2,GGA1,OSBP,SAR1B,BACE1,ADAM10,SIGMAR1,HSPA9,MAPK14,COPA,AP1G1,SAR1A,SEC23A,PICALM,SORL1,TMED2,APBA2,PLCG2,RAB1A,CLU,COPE,COPZ1,SEC24D,SYK,TMED10,NCSTN,VDAC1,GORASP1,ADAM17,AP4B1,APP,VPS26A,AP4S1,LRP1,SEC16A,VLDLR,AP3B2,SEC24B,SEC31A,PSEN1,MIA3,SEC24C,IDE,ITPR2,SREBF2,SNX4,COPG1,AP4M1,ABCA7,HSPA5,COPB2,APOE,AP4E1
3,ITPR1,SORT1,BIN1,GGA3,AP2A1,AP2B1,TMED9,RTN3,SEC13,PREB,VPS35,MFN2,RAB1B,SEC24A,VPS29,APBA1,GGA2,SAR1B,RAB1A,VDAC1,APP,MAP2K3,PICALM,OSBP,GGA1,ARF6,PLG,MAPK14,MAPKAPK2,SNX6,ADAM10,TMED2,COPB1,RTN4,COPG2,SEC23B,SIGMAR1,AP1G1,BACE1,SEC16A,SEC31A,AP4B1,HSPA9,SYK,ADAM17,COPB2,NCSTN,SORL1,CLU,AP3B2,APBA2,SEC23A,PSEN1,COPE,GORASP1,AP4S1,TMED10,VPS26A,COPZ1,MIA3,AP4E1,VLDLR,ITPR2,LRP1,ECE1,EIF2S1,SNX4,AP4M1,PLCG2,APOE,HSPA5,SEC24C,SAR1A,COPA,ABCA7,IDE,SEC24B,COPG1,SREBF2,SEC24D
4,GGA3,AP2B1,BIN1,TMED9,SEC13,SORT1,SNX6,AP2A1,ITPR1,SEC23B,PREB,SEC24A,APBA1,MFN2,RTN3,PLG,ADAM10,GGA1,OSBP,RAB1B,COPB1,COPZ1,COPB2,TMED2,ECE1,VPS29,COPG2,VDAC1,SAR1B,GGA2,VPS35,GORASP1,ARF6,MAPK14,APBA2,PLCG2,MAP2K3,APP,AP4S1,SYK,AP4B1,TMED10,SORL1,MAPKAPK2,VPS26A,AP1G1,COPA,SEC24D,SAR1A,SIGMAR1,NCSTN,MIA3,HSPA9,SEC31A,BACE1,SEC16A,ADAM17,RAB1A,SEC24B,AP3B2,PSEN1,IDE,PICALM,HSPA5,COPE,AP4E1,RTN4,SREBF2,ITPR2,LRP1,AP4M1,SEC24C,SEC23A,VLDLR,APOE,COPG1,CLU,EIF2S1,ABCA7,SNX4
5,AP2B1,AP2A1,GGA3,ITPR1,TMED9,PREB,RAB1B,SEC13,SEC23B,RTN3,VPS29,ADAM10,PLG,AP4E1,EIF2S1,SEC24A,SNX6,COPZ1,RAB1A,COPB1,OSBP,MAPKAPK2,ECE1,SIGMAR1,HSPA9,APP,ARF6,PICALM,MAP2K3,COPG2,APBA1,COPA,SORT1,BIN1,BACE1,IDE,SEC16A,SEC23A,MIA3,GGA2,SAR1B,SNX4,VPS26A,TMED2,AP3B2,MFN2,GORASP1,SEC31A,COPG1,COPE,MAPK14,ITPR2,VPS35,APBA2,HSPA5,SYK,TMED10,SORL1,AP4S1,RTN4,SEC24B,AP1G1,AP4M1,SEC24D,GGA1,VDAC1,ADAM17,PLCG2,SAR1A,COPB2,APOE,LRP1,SREBF2,ABCA7,SEC24C,AP4B1,VLDLR,NCSTN,CLU,PSEN1
6,PREB,ITPR1,APBA1,MFN2,RAB1B,VPS29,AP2B1,SNX6,SEC13,EIF2S1,SEC24A,BIN1,SORT1,COPZ1,RAB1A,TMED9,AP2A1,MAP2K3,COPG2,COPB1,RTN3,GGA3,MAPK14,GGA1,APP,SIGMAR1,AP4E1,HSPA9,ECE1,TMED2,SEC23A,AP4S1,VDAC1,OSBP,MAPKAPK2,TMED10,ARF6,IDE,ADAM10,PLCG2,VPS26A,VLDLR,VPS35,CLU,SAR1B,GGA2,ADAM17,NCSTN,COPE,SEC16A,SEC31A,AP3B2,SEC24B,PICALM,SNX4,MIA3,LRP1,COPA,SAR1A,ITPR2,HSPA5,SEC24D,PLG,PSEN1,SYK,GORASP1,COPB2,RTN4,BACE1,ABCA7,AP1G1,SORL1,SREBF2,AP4B1,SEC24C,APBA2,COPG1,AP4M1,APOE,SEC23B
7,AP2B1,AP2A1,BIN1,ITPR1,SEC13,SNX6,SEC24A,MFN2,RTN3,EIF2S1,GGA3,SORT1,VPS35,SEC23B,PREB,APBA1,RAB1B,PLG,TMED9,MAPKAPK2,COPB1,COPZ1,RAB1A,APP,ARF6,MAP2K3,COPG2,HSPA9,SAR1B,MIA3,ADAM10,VPS29,GGA2,AP4S1,SYK,ADAM17,MAPK14,VDAC1,APBA2,AP3B2,RTN4,SEC31A,GORASP1,AP4E1,PLCG2,AP1G1,ECE1,PICALM,SIGMAR1,HSPA5,BACE1,OSBP,TMED2,SEC24D,COPE,ITPR2,IDE,VPS26A,CLU,GGA1,SEC23A,ABCA7,VLDLR,TMED10,SNX4,LRP1,APOE,SORL1,NCSTN,COPA,PSEN1,SEC16A,AP4M1,SREBF2,SAR1A,AP4B1,SEC24B,COPB2,COPG1,SEC24C
8,AP2A1,AP2B1,SNX6,TMED9,RTN3,SORT1,GGA3,ITPR1,RAB1B,PREB,BIN1,APBA1,MFN2,ARF6,ADAM10,MIA3,IDE,AP4E1,ECE1,SYK,MAPK14,PLG,VPS26A,APP,TMED2,COPB2,MAPKAPK2,VPS35,SEC13,COPA,SAR1B,VPS29,HSPA5,GGA2,SEC31A,RAB1A,SEC16A,VDAC1,SEC24A,SIGMAR1,EIF2S1,COPB1,BACE1,MAP2K3,HSPA9,TMED10,AP4B1,AP3B2,SEC24D,ADAM17,GORASP1,OSBP,SAR1A,PICALM,RTN4,VLDLR,APBA2,SEC23B,COPZ1,ABCA7,PLCG2,COPG2,COPE,COPG1,ITPR2,NCSTN,GGA1,APOE,SEC24C,AP4M1,CLU,AP4S1,LRP1,PSEN1,SEC24B,SREBF2,SNX4,AP1G1,SEC23A,SORL1
9,GGA3,AP2A1,SORT1,SNX6,EIF2S1,VPS35,SEC24A,ITPR1,BIN1,AP2B1,MFN2,SEC13,PREB,RAB1B,RTN3,VDAC1,MAPKAPK2,COPZ1,COPB1,ARF6,IDE,MIA3,APBA1,OSBP,MAPK14,VPS26A,SAR1B,SEC16A,GGA2,GGA1,APP,ADAM10,AP1G1,RAB1A,CLU,TMED10,SIGMAR1,HSPA5,COPE,SEC31A,PICALM,HSPA9,NCSTN,AP3B2,TMED9,AP4S1,COPA,PLG,SYK,SNX4,BACE1,LRP1,SEC24D,SEC23A,GORASP1,APBA2,AP4E1,AP4B1,ADAM17,SEC24B,SORL1,SEC23B,PSEN1,ECE1,COPG2,COPB2,RTN4,SAR1A,PLCG2,TMED2,SREBF2,COPG1,VPS29,VLDLR,AP4M1,ITPR2,ABCA7,SEC24C,APOE,MAP2K3
