source,target,A,B_coef
GGA3,ITPR1,0.9970948889947163,-0.24595935846439543
SORT1,ITPR1,0.9807431605716915,-0.198261107969633
AP2A1,ITPR1,0.9773926592772076,-0.19416534525167506
AP2A1,AP2B1,0.9529093073816585,0.1751861090297799
BIN1,ITPR1,0.9441710837218117,-0.17070038586122205
RAB1B,PREB,0.9016255356246788,0.1553854505722594
SORT1,BIN1,0.8618187965367595,0.14576197858301806
AP2B1,ITPR1,0.797492699162491,-0.1342674185136667
APBA1,ITPR1,0.7708849099288979,-0.13033286586558893
MFN2,ITPR1,0.7510055872669938,-0.12759956585291019
MAP2K3,COPG2,0.6994362438564494,-0.12111536865761433
COPB1,COPZ1,0.6892986680282902,0.11992106385357948
RTN3,SEC13,0.6451743875141825,-0.11494735530362477
ARF6,RAB1B,0.6370165738827368,0.11406096246861445
SNX6,MAPKAPK2,0.6369513456172257,0.11405391031882266
OSBP,GGA1,0.5937823666083234,0.10949059518067052
PLG,ITPR1,0.5882010329544949,-0.10891333740111468
PICALM,APP,0.5616772279562157,0.10619929489919126
GGA3,VDAC1,0.5559783174238939,0.10562139750451001
GGA2,SAR1B,0.5521208461983368,-0.10523108741351146
GORASP1,APBA2,0.5500044734567632,0.10501721925128167
GGA1,VDAC1,0.5480162066996221,-0.1048164634280205
VPS35,VDAC1,0.5399881469969325,-0.10400737331906489
SEC24A,SNX6,0.5281365078713716,-0.10281662639406028
IDE,VPS26A,0.5154161521293785,0.10154210399415509
TMED9,PREB,0.5136923678187837,-0.10136957921036091
COPZ1,COPE,0.507805168406345,0.10078058024936742
AP2A1,APBA1,0.5071268018759653,0.10071272845742307
ECE1,SEC23B,0.49338346211349393,-0.09933830758561218
TMED10,APP,0.47562674035854535,-0.09756074073527925
RAB1A,VDAC1,0.47245417052458993,0.09724262516331077
RTN3,AP3B2,0.46580345383356336,0.09657499842604349
HSPA9,SIGMAR1,0.45379318014215525,-0.09536609622322326
SNX6,ITPR1,0.4516422778659966,0.09514906485612373
SEC31A,AP1G1,0.4445061344528282,0.09442765724382969
COPG2,AP4B1,0.44239083400333196,0.09421338583955621
APBA1,SEC23B,0.42320061103702783,-0.09225879494447559
COPA,APBA2,0.41899940874217095,-0.0918279433574435
RAB1A,RAB1B,0.41441554398449093,0.09135646953128602
ADAM10,ITPR1,0.4143164077187453,-0.09134625632325356
SEC23A,SEC16A,0.40319028522384487,-0.09019525738531883
AP4B1,SORL1,0.3970503159629998,0.08955573156490788
APP,MAPK14,0.3956491322380628,0.0894093213157986
SEC16A,MIA3,0.38729664976981376,0.08853275121421444
APBA1,SNX4,0.3730635383488492,0.08702258877043077
SEC24A,GGA2,0.37295895619271857,0.08701140943660793
MIA3,HSPA5,0.3483417714606523,0.08434159661479498
VLDLR,SEC16A,0.328827523794547,0.08216268055122655
ADAM10,PICALM,0.3269613834219387,0.08195098406637062
SNX6,AP1G1,0.31623459792988046,0.08072173643239323
ARF6,ITPR1,0.2936376757510295,0.07805545747278247
VPS29,SNX6,0.2912222860203206,0.07776362220407539
MFN2,VDAC1,0.28308654925888255,0.07676993889018113
ECE1,SYK,0.27927296386800127,0.07629822984284977
GGA3,ITPR2,0.27613569544952654,-0.07590721112276913
AP1G1,VPS26A,0.2737769995067628,-0.07561141934322009
HSPA9,ITPR2,0.2735231654980138,-0.0755794930596972
GGA3,GGA2,0.26676481231121446,0.07472252276756836
SEC13,PLCG2,0.26515958500899955,-0.07451696247840034
SORT1,PLG,0.26212947567149514,0.07412675489315303
PSEN1,VPS26A,0.2589909989559065,-0.07371951339123266
ADAM10,VDAC1,0.2576652583220874,-0.07354652545922645
VPS29,APBA1,0.2520121775588111,0.07280226780767085
COPB1,COPG1,0.2512728762260513,0.0727041227119296
SYK,VLDLR,0.24942772170176986,-0.07245833068371134
AP2A1,SEC23B,0.247662734268511,-0.07222207907666457
BIN1,ARF6,0.246746213476066,-0.07209895319236016
COPB2,SEC24B,0.24554509377261693,-0.07193712754329558
GGA3,SEC24D,0.2449605592135045,0.07185818068616696
HSPA5,VDAC1,0.24075004876819847,0.07128570533880575
HSPA9,VDAC1,0.23546624199853977,0.07055753439353951
GGA2,ITPR1,0.2327501939998122,-0.0701788327254852
COPG2,ITPR1,0.22800453324170952,0.06950967083657697
COPG2,SEC24D,0.2273066411781754,0.0694104416994034
HSPA9,HSPA5,0.22684813043907082,0.06934513169128667
BIN1,SEC23B,0.22463859167485667,0.06902908993969022
ECE1,MAPK14,0.2202904708258609,-0.06840063863995348
AP2A1,SEC31A,0.21421523738446605,0.06750745939288272
SNX6,BIN1,0.21377427385807393,0.06744191821729241
MAP2K3,SEC31A,0.2091105441491487,-0.06674262064774372
TMED2,SORL1,0.2084957103200467,-0.06664957920080428
COPB2,SEC23A,0.2063628841262835,0.06632524671490692
APBA1,OSBP,0.20533535061769798,0.06616810745672663
AP2B1,MAPK14,0.20193825103370325,-0.0656443997150996
GGA1,PSEN1,0.19804776310166433,-0.06503647945716338
GGA2,SAR1A,0.19436322478547355,-0.06445239278455883
TMED9,SEC16A,0.1935036815831556,-0.06431493014731882
RAB1A,COPA,0.19219501933664593,-0.06410474783538424
IDE,SEC24B,0.18642172929347472,0.06316423330325835
COPG2,VLDLR,0.182993427349972,-0.06259507740972829
ECE1,MAP2K3,0.17935710514178826,0.0619822692016286
TMED9,VPS26A,0.17766730657314936,-0.06169419218787081
SNX4,VPS26A,0.1746241790057742,-0.06116993232223238
ITPR1,AP3B2,0.17410336456585165,0.061079488626881666
ARF6,VDAC1,0.17314200519686795,0.06091197820109389
AP2A1,SNX6,0.17267467389708335,-0.06083028319371396
SEC13,SEC24B,0.17045070669334633,-0.06043909028577039
