ordering,pos1,pos2,pos3,pos4,pos5,pos6,pos7,pos8,pos9,pos10,pos11,pos12,pos13,pos14,pos15,pos16,pos17,pos18,pos19,pos20,pos21,pos22,pos23,pos24,pos25,pos26,pos27,pos28,pos29,pos30,pos31,pos32,pos33,pos34,pos35,pos36,pos37,pos38,pos39,pos40,pos41,pos42,pos43,pos44,pos45,pos46,pos47,pos48,pos49,pos50,pos51,pos52,pos53,pos54,pos55,pos56,pos57,pos58,pos59,pos60,pos61,pos62,pos63,pos64,pos65,pos66,pos67,pos68,pos69,pos70,pos71,pos72,pos73,pos74,pos75,pos76,pos77,pos78,pos79,pos80
0,COPE,PLG,SAR1B,NCSTN,TMED9,ECE1,MAPK14,SORL1,SEC31A,PREB,APOE,SEC16A,TMED10,ARF6,ADAM17,COPA,COPB1,HSPA5,SEC23B,SREBF2,TMED2,AP4S1,RTN4,BACE1,APBA2,CLU,VLDLR,MFN2,COPG2,ITPR2,MAPKAPK2,HSPA9,APBA1,GGA3,SEC24D,RAB1B,PICALM,SAR1A,EIF2S1,SEC23A,AP2B1,ITPR1,RAB1A,VPS35,AP4E1,APP,IDE,SNX6,COPZ1,SYK,LRP1,VPS29,AP4M1,COPB2,AP2A1,SEC13,VPS26A,VDAC1,SNX4,BIN1,SEC24C,GGA2,OSBP,SEC24B,RTN3,SIGMAR1,SEC24A,COPG1,MIA3,AP1G1,PLCG2,ADAM10,PSEN1,AP4B1,ABCA7,MAP2K3,GGA1,AP3B2,SORT1,GORASP1
1,TMED9,NCSTN,TMED10,PREB,HSPA5,COPA,MAPK14,GGA3,AP4S1,PLG,ADAM17,SAR1A,TMED2,SEC23B,SAR1B,COPB1,RTN4,SREBF2,ECE1,CLU,APOE,RAB1A,BACE1,ARF6,APP,APBA2,SEC16A,EIF2S1,PICALM,APBA1,SEC24B,COPG2,SEC23A,SEC31A,SEC13,RAB1B,VLDLR,GGA2,ITPR2,BIN1,SNX6,SEC24D,COPG1,VDAC1,ITPR1,RTN3,MIA3,MAPKAPK2,SORL1,SEC24A,SYK,GGA1,HSPA9,LRP1,AP4M1,COPB2,COPZ1,OSBP,ABCA7,MFN2,SIGMAR1,VPS35,GORASP1,AP2A1,PSEN1,ADAM10,AP4E1,VPS26A,SORT1,AP1G1,AP4B1,AP3B2,PLCG2,AP2B1,SEC24C,COPE,MAP2K3,IDE,SNX4,VPS29
2,TMED10,TMED2,SEC23B,RAB1A,NCSTN,GGA3,PREB,COPA,COPB1,HSPA5,APOE,AP4S1,MAPK14,PLG,ECE1,SREBF2,TMED9,ADAM17,SEC13,MAPKAPK2,VLDLR,HSPA9,SEC16A,SAR1B,APBA2,PICALM,SEC24B,SORL1,APBA1,RAB1B,SEC31A,EIF2S1,BACE1,GGA2,ARF6,COPZ1,COPG2,ITPR2,MFN2,RTN4,SAR1A,SEC23A,CLU,SNX6,PLCG2,VPS29,MIA3,SORT1,RTN3,AP1G1,BIN1,AP4B1,GGA1,COPG1,COPE,ITPR1,SIGMAR1,SNX4,AP2B1,MAP2K3,IDE,AP4M1,SYK,AP2A1,VDAC1,VPS26A,GORASP1,SEC24C,SEC24A,PSEN1,ABCA7,SEC24D,ADAM10,OSBP,AP3B2,APP,COPB2,VPS35,LRP1,AP4E1
3,MAPK14,PLG,NCSTN,ECE1,RTN4,ADAM17,PREB,HSPA5,SEC31A,COPA,TMED2,VLDLR,SORL1,SEC23B,APOE,TMED9,GGA2,SEC16A,SREBF2,GGA3,ITPR2,APBA2,COPB1,HSPA9,CLU,SEC24B,AP4S1,TMED10,APP,MAPKAPK2,SAR1B,BACE1,PICALM,COPG2,ARF6,EIF2S1,MFN2,COPE,LRP1,AP2B1,COPZ1,ITPR1,IDE,RAB1B,SIGMAR1,SYK,AP4M1,GGA1,AP2A1,SAR1A,SEC13,RTN3,MAP2K3,VPS26A,SEC24A,AP1G1,VPS35,PSEN1,MIA3,OSBP,BIN1,SEC23A,SEC24D,VDAC1,SNX6,ABCA7,SNX4,SORT1,AP4E1,COPB2,AP4B1,GORASP1,PLCG2,ADAM10,SEC24C,COPG1,VPS29,APBA1,AP3B2,RAB1A
4,SEC23B,COPE,SEC31A,TMED2,HSPA5,PREB,COPA,TMED9,PLG,APOE,SAR1B,RAB1A,ADAM17,SEC24B,ECE1,RTN4,AP4S1,TMED10,SREBF2,SORL1,NCSTN,SNX6,SEC16A,VLDLR,APBA2,ITPR2,MAPKAPK2,HSPA9,BACE1,MAPK14,SEC13,RAB1B,BIN1,COPG2,EIF2S1,MFN2,GGA3,PICALM,COPZ1,VPS29,MAP2K3,APBA1,ABCA7,GGA2,ITPR1,CLU,RTN3,VPS26A,SEC24C,SYK,LRP1,PLCG2,GGA1,VDAC1,COPG1,ARF6,SAR1A,VPS35,AP2A1,SIGMAR1,GORASP1,MIA3,AP1G1,AP4E1,COPB2,SNX4,IDE,COPB1,OSBP,ADAM10,AP4B1,AP2B1,SORT1,SEC24A,SEC24D,PSEN1,APP,SEC23A,AP3B2,AP4M1
5,HSPA5,COPE,HSPA9,COPA,TMED10,SEC23B,APOE,SAR1B,TMED9,PLG,SEC31A,NCSTN,SORL1,RTN4,SREBF2,SEC24B,TMED2,BACE1,MAPK14,MAPKAPK2,ADAM17,SEC13,GGA3,AP4S1,APP,SEC16A,ECE1,PREB,PICALM,VLDLR,APBA2,GGA2,COPG2,ITPR2,MFN2,APBA1,VDAC1,RTN3,ARF6,COPB1,RAB1B,EIF2S1,CLU,SNX6,VPS29,COPG1,AP2B1,IDE,SEC23A,COPZ1,SEC24C,SEC24D,GGA1,AP4M1,PLCG2,ITPR1,GORASP1,ABCA7,AP2A1,VPS35,BIN1,AP1G1,SYK,VPS26A,ADAM10,SIGMAR1,MIA3,AP4B1,RAB1A,MAP2K3,SORT1,AP3B2,PSEN1,SEC24A,OSBP,LRP1,SAR1A,AP4E1,COPB2,SNX4
6,ECE1,SEC31A,MAPK14,PREB,NCSTN,HSPA5,MFN2,GGA3,SREBF2,TMED9,COPB1,SEC16A,TMED10,SEC23B,APOE,ADAM17,RAB1A,BACE1,CLU,PICALM,SAR1B,COPA,COPE,TMED2,AP4S1,SORL1,VLDLR,SEC13,ITPR2,MAPKAPK2,HSPA9,GGA2,COPZ1,SEC24B,APBA2,RTN4,AP2B1,ARF6,APP,BIN1,PLG,RTN3,SYK,COPG2,SEC23A,AP2A1,EIF2S1,SNX6,SAR1A,SEC24D,VPS35,APBA1,VPS26A,VDAC1,AP3B2,MIA3,PSEN1,GORASP1,ABCA7,IDE,SIGMAR1,ITPR1,PLCG2,COPG1,SNX4,LRP1,VPS29,SEC24C,AP4B1,AP4E1,AP1G1,AP4M1,MAP2K3,COPB2,ADAM10,RAB1B,SEC24A,GGA1,SORT1,OSBP
7,COPA,SAR1B,SEC23B,RTN4,AP4S1,TMED2,SREBF2,HSPA5,TMED10,ADAM17,ECE1,PREB,RAB1A,MAPK14,BACE1,APOE,PLG,GGA3,VLDLR,TMED9,EIF2S1,PICALM,NCSTN,SEC31A,COPB1,APP,COPE,MFN2,SEC13,SORL1,ITPR2,APBA2,MAPKAPK2,HSPA9,APBA1,RAB1B,AP2B1,ITPR1,SAR1A,SEC24B,PSEN1,COPZ1,MIA3,ARF6,SYK,BIN1,COPB2,SEC24D,VPS26A,SNX6,LRP1,GGA1,GGA2,AP4E1,ABCA7,PLCG2,GORASP1,ADAM10,CLU,AP2A1,AP4B1,VDAC1,SORT1,SEC23A,SIGMAR1,SEC24A,COPG2,IDE,OSBP,RTN3,AP4M1,AP1G1,VPS29,AP3B2,SEC24C,SNX4,MAP2K3,SEC16A,COPG1,VPS35
8,COPA,ADAM17,HSPA9,TMED10,PREB,HSPA5,PLG,ECE1,ITPR2,VLDLR,SREBF2,SAR1B,MAPK14,APBA2,RTN4,TMED2,CLU,APOE,SEC31A,BACE1,RAB1A,SAR1A,PICALM,NCSTN,SORL1,AP4S1,SEC23B,APBA1,COPB1,MAPKAPK2,SEC13,TMED9,MFN2,SEC23A,RAB1B,GGA2,SEC24B,IDE,MIA3,SEC16A,COPE,BIN1,LRP1,AP4M1,SIGMAR1,PLCG2,VDAC1,OSBP,APP,SEC24D,COPG1,GGA3,GORASP1,VPS29,MAP2K3,ARF6,SORT1,AP2B1,AP3B2,ADAM10,ITPR1,SEC24A,GGA1,COPB2,SEC24C,COPZ1,SYK,VPS35,COPG2,VPS26A,AP4E1,RTN3,ABCA7,PSEN1,SNX6,EIF2S1,AP2A1,AP1G1,AP4B1,SNX4
9,TMED10,TMED9,TMED2,APOE,COPA,PREB,ADAM17,NCSTN,APBA2,BACE1,SEC23B,VLDLR,HSPA9,SEC13,SAR1B,RTN4,RAB1A,SREBF2,MFN2,PICALM,SEC16A,PLG,COPB1,HSPA5,GGA3,SEC31A,MAPKAPK2,MAPK14,COPE,SAR1A,CLU,APBA1,SORL1,ECE1,COPG2,SEC24B,EIF2S1,GGA2,ITPR2,RAB1B,APP,AP1G1,MIA3,BIN1,GORASP1,AP4S1,ARF6,LRP1,SIGMAR1,GGA1,ITPR1,AP2B1,IDE,SEC24C,VDAC1,COPG1,VPS35,SNX4,SYK,ABCA7,PLCG2,AP3B2,COPZ1,VPS26A,SEC24D,COPB2,SEC23A,PSEN1,RTN3,OSBP,SNX6,SORT1,AP2A1,MAP2K3,AP4B1,VPS29,AP4E1,AP4M1,SEC24A,ADAM10
