ordering,pos1,pos2,pos3,pos4,pos5,pos6,pos7,pos8,pos9,pos10,pos11,pos12,pos13,pos14,pos15,pos16,pos17,pos18,pos19,pos20,pos21,pos22,pos23,pos24,pos25,pos26,pos27,pos28,pos29,pos30,pos31,pos32,pos33,pos34,pos35,pos36,pos37,pos38,pos39,pos40,pos41,pos42,pos43,pos44,pos45,pos46,pos47,pos48,pos49,pos50,pos51,pos52,pos53,pos54,pos55,pos56,pos57,pos58,pos59,pos60,pos61,pos62,pos63,pos64,pos65,pos66,pos67,pos68,pos69,pos70,pos71,pos72,pos73,pos74,pos75,pos76,pos77,pos78,pos79,pos80
10,RAB1A,TMED2,VDAC1,COPB1,SEC13,COPB2,RTN4,RTN3,VPS35,AP1G1,HSPA9,NCSTN,COPG1,MIA3,APBA1,AP3B2,IDE,APOE,CLU,OSBP,LRP1,MFN2,RAB1B,SORL1,ADAM17,VPS29,BIN1,ITPR1,SAR1A,TMED9,GGA1,VPS26A,SNX6,PLG,SEC23A,COPE,MAPKAPK2,APP,COPA,APBA2,COPG2,SEC24A,SEC31A,SYK,ITPR2,TMED10,ABCA7,COPZ1,GGA2,GGA3,SAR1B,AP2B1,AP2A1,SEC23B,SEC24C,SEC24B,BACE1,HSPA5,AP4M1,EIF2S1,MAPK14,PSEN1,ADAM10,ARF6,SORT1,PICALM,SIGMAR1,AP4S1,AP4B1,SREBF2,SEC16A,AP4E1,MAP2K3,ECE1,SEC24D,GORASP1,PREB,SNX4,PLCG2,VLDLR
11,AP1G1,VPS35,VPS29,BIN1,ITPR1,COPE,COPG1,HSPA5,MIA3,AP2B1,TMED10,GGA3,SNX6,ADAM17,COPB1,TMED9,ITPR2,COPB2,CLU,IDE,TMED2,APOE,MAP2K3,APBA2,SEC13,COPG2,VDAC1,PREB,AP3B2,SEC24C,SORL1,PLG,HSPA9,SEC23A,APP,AP2A1,NCSTN,SYK,RTN3,RAB1B,EIF2S1,ADAM10,SAR1A,GGA1,SORT1,SEC24A,APBA1,RAB1A,PICALM,COPZ1,COPA,SEC31A,LRP1,RTN4,AP4B1,SEC24D,AP4M1,GGA2,MAPK14,AP4S1,MFN2,ARF6,SEC23B,BACE1,VPS26A,ABCA7,GORASP1,ECE1,SEC24B,OSBP,SIGMAR1,SREBF2,SAR1B,PSEN1,SNX4,AP4E1,MAPKAPK2,PLCG2,VLDLR,SEC16A
12,VPS35,AP1G1,AP2B1,GGA3,ITPR1,ARF6,HSPA5,MIA3,SAR1B,AP3B2,RTN3,APOE,CLU,AP2A1,ADAM10,SEC23A,VPS26A,PLG,COPB2,EIF2S1,RTN4,VDAC1,ADAM17,APP,NCSTN,MFN2,COPA,VPS29,SEC13,BIN1,LRP1,SEC31A,SYK,SEC24C,COPG1,HSPA9,MAP2K3,APBA1,SORT1,ITPR2,SNX6,COPE,MAPKAPK2,APBA2,COPB1,SAR1A,SEC24A,COPG2,GGA1,AP4M1,RAB1B,IDE,OSBP,TMED10,RAB1A,AP4B1,SORL1,SEC24D,SEC23B,COPZ1,TMED2,PREB,BACE1,ABCA7,PSEN1,ECE1,PICALM,SIGMAR1,TMED9,AP4S1,SEC24B,GORASP1,GGA2,MAPK14,SNX4,VLDLR,PLCG2,SREBF2,SEC16A,AP4E1
13,SNX6,BIN1,AP3B2,ADAM10,VPS35,AP2B1,COPB2,MIA3,TMED10,COPA,SORT1,AP2A1,PREB,ITPR1,COPE,MFN2,IDE,NCSTN,VDAC1,SEC31A,AP1G1,COPG2,ITPR2,VPS29,COPG1,SEC24C,APBA2,TMED2,GGA3,RTN3,LRP1,HSPA5,ADAM17,RAB1B,ARF6,VPS26A,RTN4,SYK,TMED9,COPZ1,CLU,APP,SEC13,APBA1,COPB1,APOE,EIF2S1,SAR1A,GGA1,SEC24A,AP4B1,SEC23A,HSPA9,SEC24D,PICALM,PLG,OSBP,RAB1A,SORL1,SEC23B,BACE1,MAPKAPK2,AP4M1,SEC16A,SREBF2,PSEN1,AP4E1,ECE1,SAR1B,MAPK14,GORASP1,SIGMAR1,ABCA7,AP4S1,GGA2,MAP2K3,VLDLR,PLCG2,SNX4,SEC24B
14,AP2B1,AP2A1,ADAM10,SORT1,COPG1,COPB2,VDAC1,SEC23A,SEC24C,VPS29,NCSTN,ITPR1,TMED10,AP3B2,APBA2,CLU,APP,RAB1B,RAB1A,LRP1,SEC31A,SNX6,VPS35,PREB,COPE,MIA3,EIF2S1,MFN2,TMED9,VPS26A,HSPA5,GGA3,BACE1,OSBP,APOE,BIN1,TMED2,AP4M1,RTN4,SORL1,COPB1,ARF6,ITPR2,SEC24D,RTN3,COPG2,PLG,AP1G1,MAP2K3,SEC24A,APBA1,SEC23B,ABCA7,COPA,HSPA9,ADAM17,AP4B1,PSEN1,IDE,SEC13,SEC16A,GORASP1,SAR1A,GGA2,GGA1,MAPKAPK2,SYK,SREBF2,SEC24B,PICALM,COPZ1,SNX4,MAPK14,VLDLR,PLCG2,SAR1B,AP4E1,SIGMAR1,ECE1,AP4S1
15,CLU,VPS35,PLG,SEC23A,MIA3,VPS29,TMED2,AP2B1,COPG2,ITPR2,AP2A1,SORL1,HSPA9,SEC24C,COPE,COPA,COPB1,AP1G1,APOE,ARF6,TMED10,BIN1,SAR1B,COPG1,MAPK14,VPS26A,TMED9,ITPR1,GGA3,LRP1,SEC24A,APBA1,MAP2K3,SEC31A,RTN4,VDAC1,SEC13,NCSTN,AP3B2,PREB,ADAM10,COPZ1,APP,IDE,MFN2,APBA2,MAPKAPK2,PSEN1,ABCA7,SAR1A,AP4M1,RTN3,SNX4,ADAM17,RAB1B,RAB1A,SYK,SREBF2,AP4B1,SNX6,SORT1,COPB2,PICALM,EIF2S1,SIGMAR1,SEC16A,BACE1,GGA1,VLDLR,GORASP1,SEC24B,HSPA5,ECE1,SEC24D,PLCG2,AP4S1,OSBP,AP4E1,SEC23B,GGA2
16,SORL1,VPS35,HSPA9,AP1G1,COPG2,ITPR2,VPS26A,IDE,SEC31A,SEC23A,ADAM10,MFN2,AP2B1,ITPR1,SEC13,RTN3,SORT1,AP3B2,VPS29,SEC24C,NCSTN,SYK,VDAC1,APP,CLU,TMED9,TMED2,COPB2,COPG1,RTN4,TMED10,APOE,GGA2,PREB,HSPA5,PLG,COPE,SNX6,APBA1,COPZ1,SEC24A,AP2A1,ADAM17,ARF6,MIA3,RAB1B,BIN1,SEC24D,LRP1,APBA2,COPB1,MAP2K3,ABCA7,SAR1A,AP4B1,COPA,AP4M1,MAPKAPK2,RAB1A,GGA3,OSBP,SEC24B,BACE1,MAPK14,ECE1,EIF2S1,PSEN1,SEC23B,GGA1,SEC16A,SAR1B,PICALM,AP4E1,SREBF2,AP4S1,SNX4,GORASP1,SIGMAR1,VLDLR,PLCG2
17,SEC23A,SEC31A,AP2B1,PREB,COPB1,AP2A1,SEC24C,GGA3,SEC13,AP1G1,VPS35,SORT1,ADAM10,HSPA5,ITPR1,COPG1,COPE,NCSTN,SYK,RAB1A,RAB1B,SNX6,RTN3,RTN4,COPG2,ITPR2,AP3B2,HSPA9,APBA1,BIN1,APBA2,TMED9,TMED10,EIF2S1,MIA3,APP,VPS26A,APOE,CLU,TMED2,SEC24D,BACE1,SORL1,MFN2,COPZ1,VPS29,COPB2,SEC23B,ARF6,LRP1,ABCA7,MAP2K3,SEC24A,AP4B1,SAR1A,MAPKAPK2,OSBP,COPA,SIGMAR1,SEC24B,SREBF2,AP4E1,MAPK14,AP4S1,PSEN1,PICALM,PLG,VDAC1,GGA1,GGA2,SAR1B,SNX4,SEC16A,ADAM17,ECE1,AP4M1,VLDLR,GORASP1,IDE,PLCG2
18,ADAM10,SORT1,AP2A1,VPS29,COPB2,VPS35,COPB1,AP2B1,ADAM17,ITPR1,TMED10,TMED9,MFN2,SEC23A,MIA3,RAB1B,SORL1,GGA3,SNX6,HSPA9,SEC24C,APBA2,HSPA5,APOE,CLU,APBA1,VPS26A,SEC13,BIN1,APP,OSBP,COPG1,AP3B2,ITPR2,NCSTN,COPE,RTN3,EIF2S1,RAB1A,IDE,RTN4,PLG,GGA1,PICALM,SAR1A,COPZ1,COPG2,AP1G1,VDAC1,SEC31A,LRP1,TMED2,ABCA7,SYK,SEC24A,AP4B1,AP4M1,AP4S1,SEC24D,PREB,GGA2,PSEN1,SREBF2,MAPKAPK2,MAPK14,AP4E1,SEC23B,ARF6,COPA,SNX4,BACE1,SAR1B,MAP2K3,GORASP1,VLDLR,SIGMAR1,SEC24B,PLCG2,ECE1,SEC16A
19,RAB1A,APBA1,TMED10,COPB2,GGA3,VPS26A,MAP2K3,APBA2,SEC23A,VPS29,SYK,APP,SEC24C,RTN4,CLU,VDAC1,BIN1,NCSTN,EIF2S1,AP3B2,APOE,VPS35,RTN3,SNX6,AP2A1,MFN2,SORT1,RAB1B,HSPA5,SORL1,LRP1,COPB1,COPG1,IDE,BACE1,SEC23B,PREB,SEC13,SEC31A,COPG2,ITPR2,AP2B1,HSPA9,ADAM17,TMED2,AP1G1,AP4B1,SEC24D,COPZ1,COPE,ITPR1,GGA2,OSBP,GGA1,SAR1A,PSEN1,MAPKAPK2,COPA,ARF6,SEC24A,ADAM10,TMED9,MIA3,PICALM,SEC24B,AP4E1,SAR1B,AP4S1,PLG,ABCA7,SIGMAR1,SREBF2,SEC16A,AP4M1,GORASP1,ECE1,SNX4,MAPK14,VLDLR,PLCG2
20,RTN3,AP3B2,MFN2,SEC23A,CLU,APOE,COPB2,SEC31A,AP1G1,EIF2S1,SEC24C,SYK,COPG1,APP,COPE,APBA1,PREB,VPS26A,TMED9,HSPA5,TMED2,AP2B1,HSPA9,BIN1,SORT1,VPS35,AP4M1,RTN4,RAB1B,VPS29,VDAC1,SAR1B,LRP1,SEC13,COPA,MAP2K3,TMED10,SEC24A,COPG2,ITPR2,NCSTN,SNX6,ADAM17,AP2A1,ADAM10,RAB1A,GGA3,ITPR1,APBA2,COPZ1,ARF6,BACE1,SEC23B,SORL1,ABCA7,COPB1,MIA3,GGA1,PLG,SEC24D,SREBF2,AP4B1,IDE,OSBP,MAPK14,PSEN1,SIGMAR1,GORASP1,MAPKAPK2,PICALM,AP4E1,GGA2,SEC16A,ECE1,PLCG2,SAR1A,AP4S1,SEC24B,SNX4,VLDLR
21,VPS35,SEC31A,SEC13,TMED10,TMED2,AP1G1,ITPR1,RAB1A,RAB1B,SAR1B,SORT1,AP3B2,COPE,GGA3,MIA3,APBA2,APP,APOE,CLU,ADAM17,AP2A1,SEC24C,MAP2K3,OSBP,SYK,AP2B1,VPS26A,VDAC1,MFN2,COPB2,SEC24D,ADAM10,ARF6,PREB,IDE,ITPR2,COPG2,APBA1,SEC23A,COPA,HSPA9,LRP1,VPS29,RTN3,ABCA7,BACE1,SORL1,COPG1,HSPA5,SNX6,NCSTN,SEC23B,COPZ1,EIF2S1,BIN1,MAPKAPK2,COPB1,TMED9,SAR1A,SEC24A,RTN4,PICALM,AP4M1,AP4B1,PSEN1,AP4S1,GGA2,GGA1,PLG,SEC24B,SIGMAR1,GORASP1,SREBF2,ECE1,AP4E1,SEC16A,MAPK14,PLCG2,SNX4,VLDLR
22,MFN2,COPG1,ITPR2,COPG2,VDAC1,NCSTN,HSPA5,SYK,COPB1,SORT1,VPS29,SAR1B,AP1G1,HSPA9,PREB,SEC23A,MIA3,SEC24C,VPS26A,AP2B1,VPS35,ITPR1,CLU,APOE,SEC13,ADAM17,RAB1A,GGA3,ADAM10,ARF6,AP3B2,COPE,SEC24A,BACE1,SORL1,SAR1A,LRP1,SEC31A,COPB2,APBA2,SEC24D,RTN3,PLG,AP4M1,TMED2,TMED9,GGA1,RAB1B,AP4B1,SNX6,TMED10,PSEN1,IDE,APP,COPA,APBA1,PICALM,COPZ1,BIN1,AP4S1,EIF2S1,MAP2K3,RTN4,AP2A1,ECE1,SEC23B,MAPK14,ABCA7,GGA2,GORASP1,OSBP,SEC24B,SEC16A,AP4E1,SREBF2,MAPKAPK2,PLCG2,SIGMAR1,VLDLR,SNX4
23,COPG1,COPA,MIA3,PREB,VDAC1,NCSTN,SEC31A,ITPR2,COPG2,RTN3,RTN4,SNX6,COPB1,SORT1,BIN1,CLU,SEC13,APP,ADAM10,SEC24C,HSPA5,ITPR1,AP2B1,AP2A1,GGA3,HSPA9,APBA1,PLG,SEC23A,TMED9,TMED10,VPS26A,GGA1,OSBP,VPS35,SYK,EIF2S1,COPZ1,APOE,TMED2,VPS29,AP3B2,AP1G1,SORL1,SAR1A,COPE,ARF6,AP4M1,BACE1,IDE,LRP1,SEC24A,ADAM17,COPB2,AP4B1,APBA2,PSEN1,MAP2K3,SEC24D,MAPKAPK2,PICALM,RAB1A,SIGMAR1,RAB1B,SEC23B,SEC24B,MAPK14,SNX4,MFN2,SAR1B,SREBF2,AP4E1,ABCA7,ECE1,GGA2,SEC16A,AP4S1,GORASP1,VLDLR,PLCG2
24,VPS35,ADAM10,VPS29,AP1G1,AP2B1,SEC31A,MIA3,GGA3,COPB1,MFN2,HSPA9,APP,APOE,COPB2,SEC13,HSPA5,RTN3,CLU,RTN4,ITPR1,ARF6,VDAC1,TMED2,SORL1,SAR1A,COPG2,ITPR2,COPE,SYK,SNX6,SEC24C,VPS26A,BIN1,GGA1,RAB1B,OSBP,RAB1A,LRP1,ADAM17,NCSTN,APBA1,TMED9,SORT1,AP2A1,COPA,AP3B2,COPG1,BACE1,APBA2,PLG,IDE,SEC24A,TMED10,SEC23A,PICALM,PREB,AP4M1,SEC24D,SAR1B,AP4S1,MAPKAPK2,MAP2K3,AP4B1,GGA2,PSEN1,COPZ1,SEC24B,ABCA7,SEC23B,GORASP1,MAPK14,EIF2S1,AP4E1,SREBF2,SNX4,ECE1,VLDLR,SEC16A,PLCG2,SIGMAR1
25,SNX6,BIN1,ITPR1,SEC31A,GGA3,SORT1,SEC13,AP1G1,VPS29,RTN4,APBA2,RTN3,VPS26A,NCSTN,ADAM17,APP,CLU,VPS35,LRP1,COPG1,IDE,HSPA5,TMED9,COPA,TMED2,ADAM10,COPB2,COPB1,SYK,SEC24C,ITPR2,COPG2,HSPA9,MFN2,ARF6,AP2A1,PREB,SAR1A,AP3B2,SEC23A,COPE,PICALM,VDAC1,MAP2K3,SEC23B,RAB1B,TMED10,BACE1,OSBP,SORL1,APBA1,APOE,RAB1A,EIF2S1,MIA3,GGA2,COPZ1,AP4B1,GGA1,SEC24D,PLG,AP4M1,SIGMAR1,MAPKAPK2,AP2B1,GORASP1,SREBF2,PSEN1,PLCG2,AP4E1,ABCA7,MAPK14,ECE1,SEC24A,SAR1B,SEC24B,VLDLR,AP4S1,SNX4,SEC16A
26,VPS29,ADAM10,VPS26A,RAB1A,APBA1,NCSTN,VDAC1,ARF6,TMED10,MIA3,EIF2S1,SEC31A,AP2B1,CLU,APOE,HSPA9,RTN3,COPB1,HSPA5,ABCA7,SEC13,SNX6,COPZ1,PREB,COPG1,TMED2,RAB1B,RTN4,MFN2,OSBP,SEC23A,LRP1,SEC23B,SYK,SEC24C,COPB2,BIN1,COPE,BACE1,COPA,APP,AP1G1,AP3B2,SORT1,COPG2,TMED9,IDE,SAR1A,ITPR2,APBA2,VPS35,ADAM17,GGA3,ITPR1,AP2A1,GGA1,AP4B1,SEC24D,MAP2K3,SORL1,AP4M1,SEC24A,MAPK14,PLG,SREBF2,GORASP1,SEC24B,PICALM,PSEN1,SAR1B,MAPKAPK2,AP4S1,SIGMAR1,SNX4,AP4E1,SEC16A,GGA2,VLDLR,PLCG2,ECE1
27,SORT1,ITPR1,GGA3,VPS35,VPS26A,AP2B1,TMED2,COPB2,COPG1,TMED10,SNX6,AP1G1,COPB1,HSPA9,HSPA5,IDE,SEC31A,OSBP,GGA1,TMED9,MIA3,ADAM10,BIN1,ARF6,COPG2,ITPR2,EIF2S1,SYK,SEC24C,SAR1A,ADAM17,APBA1,PREB,RAB1B,RAB1A,LRP1,VDAC1,PICALM,VPS29,COPZ1,PLG,SEC13,COPE,RTN3,NCSTN,AP3B2,AP2A1,RTN4,SEC24D,AP4B1,MFN2,APOE,APP,AP4M1,SORL1,SEC23B,CLU,SEC23A,GGA2,ABCA7,BACE1,SEC24A,MAPKAPK2,COPA,MAP2K3,APBA2,AP4S1,SEC16A,AP4E1,SAR1B,MAPK14,ECE1,SREBF2,SEC24B,SNX4,GORASP1,VLDLR,PLCG2,SIGMAR1,PSEN1
28,AP2A1,PLG,SEC23A,IDE,NCSTN,SEC31A,SEC13,AP1G1,MIA3,ADAM10,AP2B1,PREB,HSPA5,COPG1,ITPR1,COPB1,COPG2,ITPR2,SORT1,ADAM17,CLU,MFN2,TMED2,APOE,RAB1B,VPS26A,TMED10,VPS35,RAB1A,SORL1,APP,SYK,COPA,VPS29,BACE1,SEC24C,ARF6,VDAC1,SNX6,RTN3,AP3B2,APBA1,HSPA9,PICALM,RTN4,APBA2,GGA3,AP4B1,AP4M1,OSBP,SEC24D,BIN1,COPB2,SEC23B,ABCA7,GGA1,SREBF2,MAPK14,SAR1B,TMED9,SEC24B,LRP1,SEC24A,COPE,EIF2S1,SAR1A,ECE1,MAPKAPK2,COPZ1,SIGMAR1,SEC16A,MAP2K3,GORASP1,PSEN1,GGA2,AP4E1,AP4S1,SNX4,VLDLR,PLCG2
29,RTN4,APBA1,AP2A1,AP1G1,GGA3,ADAM10,RTN3,SYK,SEC13,VDAC1,VPS35,APP,SEC24C,TMED10,BIN1,PICALM,AP3B2,COPG1,COPB1,IDE,APBA2,MFN2,PREB,COPZ1,AP2B1,COPB2,ABCA7,NCSTN,APOE,VPS29,HSPA5,CLU,SNX6,MIA3,SEC31A,COPE,SORT1,RAB1B,ITPR2,OSBP,COPG2,VPS26A,AP4M1,ADAM17,RAB1A,TMED2,COPA,SAR1A,EIF2S1,SEC23B,BACE1,ITPR1,ARF6,SORL1,HSPA9,PSEN1,GGA1,AP4B1,TMED9,SEC24A,PLG,SEC24D,SEC23A,SAR1B,MAPK14,GGA2,SNX4,AP4S1,LRP1,MAPKAPK2,SEC24B,MAP2K3,AP4E1,SEC16A,GORASP1,SREBF2,SIGMAR1,PLCG2,ECE1,VLDLR
