ordering,pos1,pos2,pos3,pos4,pos5,pos6,pos7,pos8,pos9,pos10,pos11,pos12,pos13,pos14,pos15,pos16,pos17,pos18,pos19,pos20,pos21,pos22,pos23,pos24,pos25,pos26,pos27,pos28,pos29,pos30,pos31,pos32,pos33,pos34,pos35,pos36,pos37,pos38,pos39,pos40,pos41,pos42,pos43,pos44,pos45,pos46,pos47,pos48,pos49,pos50,pos51,pos52,pos53,pos54,pos55,pos56,pos57,pos58,pos59,pos60,pos61,pos62,pos63,pos64,pos65,pos66,pos67,pos68,pos69,pos70,pos71,pos72,pos73,pos74,pos75,pos76,pos77,pos78,pos79,pos80
12,APBA1,ADAM10,VPS35,LRP1,PICALM,RTN4,RTN3,APBA2,AP1G1,BACE1,PREB,CLU,SEC24A,GGA1,SREBF2,PSEN1,AP4S1,AP4E1,SEC31A,PLG,SEC24C,COPA,COPE,VPS29,SNX4,AP2A1,BIN1,SORT1,OSBP,SEC13,APOE,SAR1A,SEC23B,ARF6,AP3B2,SNX6,VLDLR,NCSTN,ECE1,RAB1A,SEC16A,MAPK14,HSPA9,TMED9,ITPR2,IDE,VDAC1,MAPKAPK2,GGA3,HSPA5,SIGMAR1,SAR1B,TMED10,EIF2S1,SEC24D,GGA2,COPG1,AP2B1,MFN2,AP4M1,MIA3,COPB2,COPZ1,ADAM17,SYK,COPB1,RAB1B,GORASP1,SEC24B,PLCG2,COPG2,ITPR1,VPS26A,SEC23A,SORL1,APP,TMED2,MAP2K3,ABCA7,AP4B1
13,HSPA5,RAB1A,AP2A1,PSEN1,CLU,HSPA9,COPB2,AP2B1,SEC31A,PLG,BACE1,COPG2,AP3B2,SEC24D,COPE,APBA2,ADAM10,SEC13,RTN4,SREBF2,APOE,SIGMAR1,BIN1,COPZ1,RTN3,SEC23B,SEC24A,ECE1,SEC24C,PREB,AP4E1,VDAC1,GGA3,SYK,AP1G1,IDE,TMED9,COPA,SNX6,EIF2S1,MIA3,SORT1,GGA2,SAR1B,OSBP,VPS35,TMED2,ITPR2,SAR1A,PICALM,SNX4,ADAM17,PLCG2,VLDLR,NCSTN,VPS29,SEC16A,COPB1,LRP1,MAPKAPK2,SEC24B,AP4S1,GGA1,GORASP1,COPG1,ITPR1,SEC23A,RAB1B,AP4M1,VPS26A,AP4B1,APBA1,SORL1,MAP2K3,ARF6,ABCA7,MAPK14,MFN2,TMED10,APP
14,IDE,COPA,MAPKAPK2,SNX4,GGA2,AP2A1,HSPA5,SEC16A,VLDLR,HSPA9,CLU,PLCG2,APBA2,AP3B2,TMED9,VPS35,COPE,SORT1,OSBP,PSEN1,COPZ1,ARF6,EIF2S1,SEC23B,ECE1,AP4S1,PREB,SREBF2,SAR1A,BACE1,AP2B1,LRP1,APOE,SORL1,APBA1,ITPR2,PLG,SEC24A,ADAM17,NCSTN,PICALM,GGA1,GORASP1,SNX6,AP4E1,BIN1,AP1G1,SEC13,SYK,COPB2,RTN3,SEC24B,SEC24D,VDAC1,RAB1A,SIGMAR1,ADAM10,COPG2,VPS29,AP4M1,GGA3,SEC31A,RTN4,MAPK14,ITPR1,MFN2,COPG1,MAP2K3,MIA3,RAB1B,TMED10,SEC23A,APP,SAR1B,COPB1,SEC24C,VPS26A,ABCA7,AP4B1,TMED2
15,AP1G1,VPS29,VPS35,APOE,BIN1,GGA2,HSPA9,PLG,HSPA5,GGA1,RTN4,AP4S1,SEC13,BACE1,MAPKAPK2,SEC24D,SAR1A,GGA3,SEC23B,SREBF2,RAB1A,AP4E1,PICALM,SNX6,AP3B2,COPE,ITPR2,AP2B1,SNX4,COPA,SEC16A,SEC31A,ADAM10,TMED9,GORASP1,VDAC1,IDE,PLCG2,ARF6,SORT1,PREB,VPS26A,AP2A1,COPG2,VLDLR,SEC24C,ECE1,SEC24A,NCSTN,LRP1,APBA1,MFN2,EIF2S1,APBA2,COPB2,PSEN1,SEC24B,ITPR1,COPZ1,SAR1B,OSBP,CLU,ADAM17,MAPK14,MIA3,SYK,AP4B1,COPG1,TMED2,TMED10,AP4M1,COPB1,APP,SEC23A,SIGMAR1,ABCA7,RAB1B,SORL1,MAP2K3,RTN3
16,COPE,SNX4,OSBP,EIF2S1,HSPA5,PICALM,AP2B1,ADAM17,CLU,RTN3,MIA3,VPS35,SEC13,SREBF2,SEC16A,HSPA9,SEC31A,AP2A1,PSEN1,IDE,ECE1,BACE1,GGA3,SEC24C,COPZ1,SAR1A,APBA2,SEC24A,TMED9,GGA2,RAB1A,VLDLR,GGA1,RTN4,PREB,COPB2,ADAM10,AP3B2,AP4S1,AP4E1,COPA,APBA1,SAR1B,NCSTN,APOE,COPG1,PLG,BIN1,AP4B1,MAPKAPK2,VPS29,PLCG2,VDAC1,SNX6,COPB1,TMED2,SEC24D,SEC23B,SIGMAR1,MFN2,ARF6,SYK,COPG2,ITPR1,SORT1,ITPR2,APP,SEC24B,TMED10,VPS26A,AP4M1,ABCA7,MAP2K3,GORASP1,RAB1B,AP1G1,SEC23A,SORL1,LRP1,MAPK14
17,ADAM10,COPZ1,RTN3,HSPA9,SAR1B,APOE,AP1G1,VPS35,IDE,BIN1,AP4M1,SEC24A,AP3B2,MAPKAPK2,APBA2,COPE,COPA,PREB,GGA1,SREBF2,COPB2,ECE1,BACE1,HSPA5,CLU,SNX4,OSBP,PLCG2,SORT1,SAR1A,EIF2S1,VPS29,RAB1A,PSEN1,TMED9,SORL1,GORASP1,ITPR2,PLG,VLDLR,MAPK14,NCSTN,SEC24D,VDAC1,AP2B1,PICALM,ITPR1,COPG2,SEC16A,GGA3,AP4S1,AP4E1,ARF6,SNX6,APBA1,GGA2,RTN4,SIGMAR1,SEC23A,AP2A1,MIA3,VPS26A,SEC31A,ADAM17,COPG1,SYK,SEC13,LRP1,MFN2,TMED2,MAP2K3,AP4B1,COPB1,TMED10,RAB1B,SEC24B,APP,SEC23B,SEC24C,ABCA7
18,SEC24C,COPZ1,GGA1,AP1G1,RTN4,GORASP1,COPG1,NCSTN,PLCG2,PICALM,SNX4,AP2A1,MAPKAPK2,PSEN1,PREB,BIN1,SREBF2,SIGMAR1,MFN2,AP3B2,ITPR2,OSBP,SEC16A,CLU,HSPA5,SEC24A,GGA2,AP4E1,COPA,COPE,ADAM10,MAPK14,APBA2,SEC24D,RAB1B,COPB1,SEC31A,PLG,VPS29,VLDLR,SORT1,SEC13,COPB2,AP2B1,ECE1,ADAM17,SAR1B,APOE,VDAC1,BACE1,VPS26A,SAR1A,APBA1,RAB1A,MIA3,TMED2,SYK,EIF2S1,SEC23A,AP4S1,SEC23B,RTN3,AP4M1,SNX6,AP4B1,LRP1,VPS35,TMED9,SORL1,HSPA9,IDE,COPG2,SEC24B,MAP2K3,APP,TMED10,ITPR1,ARF6,GGA3,ABCA7
19,PICALM,GGA1,ADAM10,SEC24A,SEC24D,AP2B1,GGA3,SAR1A,HSPA9,COPZ1,SNX4,RAB1A,RTN4,EIF2S1,PREB,NCSTN,HSPA5,AP4M1,RAB1B,BIN1,SIGMAR1,COPA,BACE1,APBA1,AP3B2,VLDLR,SREBF2,VPS29,PLG,SEC13,TMED9,AP2A1,COPE,GGA2,RTN3,ECE1,APBA2,COPB2,SEC24C,OSBP,PLCG2,VPS35,GORASP1,MAPKAPK2,SNX6,IDE,CLU,AP4S1,TMED10,COPG1,SORL1,TMED2,PSEN1,ITPR1,SEC23B,AP1G1,SEC16A,AP4E1,SORT1,SEC24B,SAR1B,AP4B1,APOE,MFN2,ITPR2,LRP1,ABCA7,COPB1,VPS26A,ADAM17,SEC23A,SYK,MAPK14,MIA3,ARF6,APP,COPG2,VDAC1,SEC31A,MAP2K3
20,APBA2,COPA,SEC23B,AP4S1,HSPA9,VPS29,MAPKAPK2,IDE,BACE1,AP1G1,APOE,EIF2S1,SORT1,PSEN1,SEC24C,AP2A1,CLU,COPB2,SEC24A,AP3B2,SREBF2,OSBP,COPE,PREB,VPS35,APBA1,SAR1B,RAB1A,ITPR2,GGA2,SNX6,AP4E1,SAR1A,RTN4,SEC24D,TMED9,PLG,MIA3,HSPA5,RTN3,COPZ1,ECE1,NCSTN,SIGMAR1,VLDLR,LRP1,AP2B1,BIN1,GGA3,MAPK14,SEC16A,SNX4,ADAM17,ADAM10,SEC31A,TMED2,COPG1,GGA1,SEC13,RAB1B,SEC24B,SYK,SORL1,ITPR1,GORASP1,TMED10,VDAC1,ARF6,PICALM,MFN2,ABCA7,VPS26A,SEC23A,AP4M1,AP4B1,COPG2,APP,PLCG2,COPB1,MAP2K3
21,PREB,SREBF2,HSPA5,CLU,AP2B1,SEC23B,OSBP,GGA2,GGA1,COPE,PLCG2,SEC16A,RTN4,AP3B2,SNX4,PSEN1,RAB1A,VDAC1,TMED9,COPA,ECE1,HSPA9,COPB2,SEC24D,AP4E1,SEC24A,BACE1,IDE,SIGMAR1,AP4S1,APBA2,SORT1,EIF2S1,APBA1,SEC31A,ADAM17,SYK,VPS35,BIN1,TMED10,AP2A1,MAPKAPK2,PLG,RTN3,GORASP1,ITPR1,APOE,SEC13,GGA3,AP4M1,NCSTN,SEC24C,SNX6,VPS29,AP1G1,ADAM10,COPG2,SAR1A,AP4B1,SEC24B,ARF6,SORL1,PICALM,ITPR2,LRP1,COPG1,COPB1,COPZ1,VPS26A,SEC23A,RAB1B,MIA3,APP,VLDLR,SAR1B,MAP2K3,MFN2,MAPK14,TMED2,ABCA7
22,SEC13,APBA1,SAR1A,ADAM10,ITPR2,RAB1A,AP2A1,TMED9,ECE1,VLDLR,SEC16A,RTN3,AP1G1,APOE,AP3B2,BACE1,SNX4,VPS35,BIN1,MAPKAPK2,HSPA9,VDAC1,SEC31A,CLU,PREB,COPB2,PLG,HSPA5,COPZ1,GGA2,COPE,SREBF2,OSBP,PLCG2,COPG1,PSEN1,AP4E1,IDE,SYK,RTN4,GGA1,SEC23B,VPS29,COPA,SEC24A,SORT1,SEC24D,SNX6,GGA3,SEC24C,AP2B1,SORL1,AP4B1,EIF2S1,ARF6,PICALM,MAP2K3,MIA3,COPG2,COPB1,AP4S1,TMED2,SAR1B,ADAM17,SIGMAR1,RAB1B,SEC24B,GORASP1,VPS26A,MAPK14,MFN2,APP,ITPR1,APBA2,TMED10,NCSTN,LRP1,SEC23A,AP4M1,ABCA7
23,HSPA9,IDE,COPA,APBA1,SNX4,SEC13,APBA2,BIN1,AP4E1,PREB,SREBF2,PSEN1,ITPR2,AP1G1,CLU,COPE,RTN3,OSBP,GGA1,RTN4,SEC24D,LRP1,SEC23B,SYK,RAB1A,COPB2,SEC16A,ADAM10,TMED9,PLG,AP3B2,COPG2,TMED10,VPS29,SEC31A,COPZ1,PLCG2,MFN2,VPS35,SAR1A,HSPA5,SEC24A,MAPKAPK2,SORT1,SEC23A,SIGMAR1,MAPK14,AP2A1,VLDLR,ECE1,ARF6,SORL1,PICALM,ITPR1,BACE1,NCSTN,SNX6,EIF2S1,RAB1B,GGA3,GGA2,GORASP1,TMED2,AP4M1,COPG1,AP4S1,MIA3,VDAC1,SAR1B,VPS26A,AP4B1,MAP2K3,ADAM17,SEC24C,APOE,SEC24B,AP2B1,COPB1,APP,ABCA7
24,VPS29,SEC24D,GGA1,APOE,AP2B1,SEC16A,SIGMAR1,BIN1,OSBP,COPE,HSPA5,PSEN1,PLG,PLCG2,RAB1A,APBA2,SEC24A,MAPKAPK2,AP3B2,IDE,VPS35,AP4E1,CLU,HSPA9,COPB2,BACE1,ADAM17,EIF2S1,GGA2,RTN3,SYK,SEC23B,GGA3,SEC13,SORT1,COPA,APBA1,ECE1,PREB,SREBF2,SAR1B,COPZ1,AP2A1,SEC31A,TMED9,TMED10,RTN4,AP4M1,ITPR1,SAR1A,ARF6,ITPR2,SEC24C,AP1G1,SNX6,NCSTN,COPG1,VDAC1,MAPK14,VLDLR,MIA3,COPB1,SNX4,ADAM10,APP,AP4S1,COPG2,LRP1,TMED2,MFN2,VPS26A,RAB1B,PICALM,GORASP1,SEC24B,SEC23A,AP4B1,SORL1,MAP2K3,ABCA7
25,CLU,SEC23B,VPS29,COPE,HSPA9,SORT1,HSPA5,ADAM10,COPB2,PSEN1,SEC24A,RTN4,RTN3,GGA2,AP2B1,SEC13,APBA2,OSBP,IDE,AP4E1,COPA,BACE1,NCSTN,RAB1A,ITPR2,MAPK14,PLG,AP1G1,BIN1,GGA1,SEC16A,VLDLR,TMED10,ITPR1,SEC24D,AP2A1,ECE1,TMED9,SNX4,MIA3,COPZ1,MAPKAPK2,VDAC1,VPS26A,SEC24C,PREB,PLCG2,SAR1A,AP4B1,APBA1,AP3B2,SIGMAR1,EIF2S1,SNX6,LRP1,ADAM17,SAR1B,APOE,MAP2K3,SREBF2,SEC24B,SORL1,VPS35,GGA3,PICALM,ARF6,RAB1B,COPG1,SYK,SEC31A,GORASP1,APP,MFN2,AP4S1,TMED2,COPG2,COPB1,ABCA7,SEC23A,AP4M1
26,PSEN1,RAB1A,SEC13,APOE,SEC16A,SREBF2,COPB2,HSPA9,VDAC1,ITPR2,CLU,APBA2,AP1G1,SAR1A,HSPA5,COPE,VPS35,PREB,AP2B1,AP3B2,SEC31A,COPZ1,SEC24D,SNX6,SORT1,VPS26A,OSBP,MAPKAPK2,SNX4,COPA,AP2A1,GGA1,IDE,PLCG2,APBA1,ADAM17,RTN4,BACE1,PLG,RTN3,SIGMAR1,TMED9,TMED2,GGA2,COPG2,AP4S1,SAR1B,VPS29,SEC23B,AP4E1,ARF6,AP4M1,NCSTN,VLDLR,MAPK14,SEC24A,COPG1,GORASP1,EIF2S1,ECE1,SORL1,ITPR1,RAB1B,MFN2,BIN1,ADAM10,SYK,TMED10,COPB1,SEC24B,GGA3,MAP2K3,ABCA7,AP4B1,PICALM,SEC23A,APP,MIA3,LRP1,SEC24C
27,VPS35,CLU,HSPA9,AP2A1,IDE,COPA,BACE1,BIN1,PICALM,MAPKAPK2,SAR1B,GGA2,VPS29,SAR1A,RTN3,PREB,SREBF2,SEC16A,SEC31A,SEC13,COPG2,APBA2,COPB2,AP3B2,RAB1A,RTN4,SEC24A,SEC23A,AP4S1,APOE,GGA3,VDAC1,SNX6,ADAM10,AP4E1,PSEN1,COPE,SEC24D,COPZ1,SORT1,PLG,TMED9,ARF6,SORL1,AP1G1,SNX4,SYK,TMED10,SEC24C,SEC23B,HSPA5,GGA1,VLDLR,AP4M1,OSBP,EIF2S1,NCSTN,VPS26A,AP2B1,ECE1,LRP1,RAB1B,APBA1,GORASP1,PLCG2,SEC24B,MIA3,COPB1,MAP2K3,AP4B1,COPG1,ADAM17,TMED2,MFN2,APP,ITPR2,ITPR1,SIGMAR1,ABCA7,MAPK14
28,PLG,RTN3,PSEN1,SAR1A,VPS29,BIN1,AP1G1,COPZ1,COPB2,LRP1,APOE,PLCG2,COPA,VPS35,AP3B2,BACE1,APBA2,MAPKAPK2,AP2A1,SNX4,SREBF2,PICALM,GGA1,SEC23B,AP2B1,SEC24C,GGA2,HSPA9,PREB,AP4E1,NCSTN,SEC24A,SORL1,SEC24D,ECE1,SYK,AP4S1,TMED9,RAB1A,SEC16A,SEC31A,COPE,IDE,CLU,OSBP,MAPK14,TMED10,VLDLR,APBA1,SIGMAR1,VDAC1,SEC13,RTN4,MFN2,EIF2S1,GORASP1,ITPR2,VPS26A,SEC24B,SORT1,GGA3,COPB1,RAB1B,ADAM10,MAP2K3,HSPA5,ITPR1,SAR1B,SNX6,TMED2,AP4M1,COPG2,COPG1,MIA3,ARF6,APP,ADAM17,ABCA7,SEC23A,AP4B1
29,GGA1,AP1G1,ADAM10,RAB1A,APBA1,PREB,AP2A1,SREBF2,COPA,ECE1,SEC13,BACE1,HSPA9,MAPKAPK2,SEC23B,VPS29,SEC24B,SEC24A,ITPR2,TMED9,PLCG2,SNX4,AP2B1,EIF2S1,IDE,MAPK14,RTN3,COPZ1,SEC24C,AP3B2,VDAC1,COPB2,RTN4,BIN1,ADAM17,AP4S1,CLU,GGA2,COPE,HSPA5,APBA2,PSEN1,SEC16A,VPS35,SAR1A,SYK,OSBP,SORL1,TMED2,ARF6,MIA3,SIGMAR1,COPG2,PLG,LRP1,SEC24D,MFN2,ITPR1,PICALM,VPS26A,SAR1B,SNX6,SEC31A,SORT1,APOE,RAB1B,AP4M1,APP,SEC23A,COPG1,NCSTN,VLDLR,COPB1,AP4B1,ABCA7,GGA3,AP4E1,MAP2K3,TMED10,GORASP1
