source,target,A,B_coef
SYK,PLCG2,0.9913257992119888,0.21846725112323725
SIGMAR1,IDE,0.9738248476226217,0.19041052203359318
PLG,SAR1A,0.9724290075212478,-0.1890758212489539
SEC16A,EIF2S1,0.9693746616763652,-0.1863705867203096
MAP2K3,GORASP1,0.9665517492334974,0.18409338372263814
SIGMAR1,AP4S1,0.9664434717344982,0.18400978454186379
BACE1,EIF2S1,0.9562328886455774,0.1771029709435961
AP4E1,PLCG2,0.9536776478222432,-0.17561752764922942
MAP2K3,PLG,0.9503550767529425,-0.1737984886329072
TMED10,GORASP1,0.9367147605035041,0.16736816748564598
SAR1B,PLG,0.9366894810953129,0.1673575084907574
COPB1,COPG1,0.9343745984067628,0.16639786465927794
SYK,GORASP1,0.9302938873712356,-0.16478031327776999
ABCA7,SORL1,0.9232183498316111,-0.16217250225960478
AP4B1,MAP2K3,0.9179305903812118,0.16036391075424106
RAB1B,BACE1,0.9159391271717401,0.15971021736235597
OSBP,GORASP1,0.9132420540000579,0.1588469738417589
APBA2,SORL1,0.9108344648934944,-0.15809666466309372
NCSTN,ABCA7,0.9073979307605416,-0.15705673998553424
TMED2,EIF2S1,0.9063546606052323,-0.15674790064049543
SEC24D,AP4S1,0.893414517677419,-0.1531525836147749
AP4B1,SEC24D,0.8931242978451128,-0.15307648163501425
GGA2,MAP2K3,0.8772976101357541,0.14917711140485815
GGA1,SAR1A,0.8737732131726423,0.14836851689881603
BACE1,GORASP1,0.8697736675011382,0.1474739767411294
OSBP,COPG2,0.8688173354436276,0.14726355411063335
SEC24D,MAP2K3,0.8635891039337463,-0.14613563640323746
SEC24D,GORASP1,0.8591625427029173,-0.14520879217426125
SEC24C,OSBP,0.8575444146201537,0.14487606758982938
SORL1,SAR1A,0.8522945016914617,-0.14381779278322185
APBA1,SEC23B,0.8519059004765593,-0.14374070489912005
APBA2,PLG,0.851054829502032,0.14357245752517708
AP4B1,AP4S1,0.8411717214294944,0.1416743054180765
MIA3,SEC16A,0.8354218036482662,0.14061377340883133
ECE1,EIF2S1,0.8314511217335067,-0.139898668180041
ECE1,PLG,0.8290130881171084,-0.1394662231992767
SNX4,VLDLR,0.8226876347811429,0.1383665907895119
SEC16A,AP4E1,0.8029980297331236,-0.13512846325671501
SEC23B,IDE,0.7956158420792899,0.13397787772129366
COPE,EIF2S1,0.7914225746693834,0.1333380434176466
AP4S1,VLDLR,0.7911353101642644,0.13329455975116916
COPB2,COPG2,0.7905841872875676,0.1332112584947512
RTN4,GORASP1,0.7900747214704628,-0.13313439685635903
COPG1,PLG,0.7757716793380957,0.13102983569575974
AP4E1,PLG,0.7705047514780354,-0.13027908739522978
HSPA9,SAR1A,0.7643138128566699,-0.12941193124922995
APBA1,IDE,0.7616266640652464,-0.12904046026073662
COPB1,EIF2S1,0.7487695289996844,0.12730151255588926
SEC13,SEC16A,0.7469077088083933,0.12705468547134935
SEC13,VLDLR,0.7468435675176431,-0.12704620352606927
IDE,SORL1,0.7403904240819387,0.1261999693955924
COPB1,MAP2K3,0.7264368617280292,0.12441547809092385
COPZ1,EIF2S1,0.7195446480525587,0.1235551009869756
SEC24C,IDE,0.7121967267079398,0.1226519251729886
SEC13,COPG1,0.70353688641808,0.12160493758330951
MFN2,COPE,0.6966886458743804,0.12078946889010209
SEC24C,COPG2,0.6937160779576133,0.12043875614124866
AP4S1,SEC16A,0.6890074428618944,-0.1198870773376577
PSEN1,TMED2,0.6859017749114682,0.11952571691174231
CLU,IDE,0.647933213734394,-0.1152491683626487
PICALM,SORL1,0.6357122192147282,0.1139200453400319
SEC24B,ECE1,0.6301786177945684,0.11332457903074176
IDE,GORASP1,0.6292885587485092,0.11322914839648476
BIN1,PLG,0.6226639836816036,-0.1125217735198673
RTN4,GGA2,0.6159319617497306,-0.11180791964730515
