gene,beta_alone,p_alone,beta_joint,p_joint,beta_neuron,p_neuron
TMED2,-0.0666844460351204,0.4359407500791897,0.17810969027787676,0.12211179856335237,-0.1509592679098113,0.00444536086353125
TMED10,0.048049648319590424,0.62028836322359,0.17170313831935485,0.09719601452172405,-0.1509592679098113,0.00444536086353125
TMED9,-0.3132282305205267,0.011670395014584774,-0.14409355374169652,0.37802542514343773,-0.1509592679098113,0.00444536086353125
