gene,path_A,path_B,total,direct,indirect,pct_mediated
TMED2,-0.07024547871468546,0.4075950838484018,-0.014497736663848544,0.014133975122834874,-0.028631711786683348,197.4909080675964
TMED10,-0.07024547871468546,0.189342138946144,0.008139469262962025,0.021439898454096436,-0.013300429191134375,-163.40659030014237
TMED9,-0.07024547871468546,0.26054476444489755,-0.03219594696975015,-0.013893855264713352,-0.01830209170503679,56.84594934335245
