ordering,pos1,pos2,pos3,pos4,pos5,pos6,pos7,pos8,pos9,pos10,pos11,pos12,pos13,pos14,pos15,pos16,pos17,pos18,pos19,pos20,pos21,pos22,pos23,pos24,pos25,pos26,pos27,pos28,pos29,pos30,pos31,pos32,pos33,pos34,pos35,pos36,pos37,pos38,pos39,pos40,pos41,pos42,pos43,pos44,pos45,pos46,pos47,pos48,pos49,pos50,pos51,pos52,pos53,pos54,pos55,pos56,pos57,pos58,pos59,pos60,pos61,pos62,pos63,pos64,pos65,pos66,pos67,pos68,pos69,pos70,pos71,pos72,pos73,pos74,pos75,pos76,pos77,pos78,pos79,pos80
10,SYK,AP4E1,EIF2S1,PICALM,COPE,SEC23B,COPG1,VPS29,SEC24A,SORT1,PREB,VPS35,ARF6,AP4S1,MAP2K3,ITPR1,COPB1,ABCA7,PLCG2,TMED2,RAB1B,IDE,SNX6,MAPKAPK2,RTN4,LRP1,COPZ1,TMED10,HSPA9,AP4B1,APBA1,BACE1,APBA2,PLG,SREBF2,RTN3,SAR1A,SEC24C,AP2B1,ADAM17,MFN2,AP2A1,HSPA5,COPG2,GGA1,CLU,COPA,AP1G1,VLDLR,SORL1,MIA3,VDAC1,GGA3,SNX4,NCSTN,OSBP,ECE1,VPS26A,SAR1B,SEC24B,SEC16A,TMED9,MAPK14,PSEN1,SIGMAR1,GGA2,SEC24D,SEC31A,APP,SEC13,COPB2,SEC23A,BIN1,ADAM10,RAB1A,GORASP1,ITPR2,AP3B2,AP4M1,APOE
11,SNX4,APBA1,BACE1,AP2A1,SEC24C,EIF2S1,PREB,AP2B1,MAPK14,ABCA7,TMED2,AP4B1,VPS26A,SEC13,SEC31A,AP1G1,SORT1,HSPA5,ITPR1,SIGMAR1,PICALM,SAR1A,RAB1B,SEC24A,GGA2,ARF6,COPB2,ITPR2,VPS29,SEC23B,COPZ1,COPB1,SORL1,APBA2,ADAM17,ECE1,RTN3,RTN4,NCSTN,SAR1B,IDE,SREBF2,SEC24B,OSBP,TMED9,VLDLR,SNX6,SEC16A,COPG2,AP4E1,TMED10,LRP1,MFN2,SYK,PLCG2,GGA1,COPE,PLG,HSPA9,MAPKAPK2,COPG1,CLU,ADAM10,AP4S1,MAP2K3,COPA,GGA3,APP,PSEN1,APOE,VPS35,SEC23A,SEC24D,VDAC1,AP4M1,AP3B2,RAB1A,MIA3,BIN1,GORASP1
12,VPS35,HSPA5,TMED2,COPB1,SEC24A,SIGMAR1,SAR1B,SEC24B,AP4E1,SYK,SEC23B,VPS29,TMED10,SNX4,COPE,COPG1,RAB1B,PICALM,RTN3,COPZ1,RTN4,IDE,AP2A1,SNX6,ABCA7,ADAM17,PLCG2,AP2B1,VPS26A,EIF2S1,COPG2,AP1G1,ADAM10,SORT1,PREB,NCSTN,AP4S1,APBA1,MAPK14,COPA,SEC31A,MAP2K3,TMED9,GGA3,SEC24D,MFN2,MAPKAPK2,PLG,SEC24C,ARF6,HSPA9,LRP1,MIA3,AP4B1,ITPR2,SREBF2,PSEN1,COPB2,APBA2,SEC16A,APP,SORL1,BACE1,VLDLR,GGA1,GGA2,SAR1A,CLU,ITPR1,SEC13,VDAC1,BIN1,SEC23A,OSBP,AP4M1,AP3B2,ECE1,RAB1A,APOE,GORASP1
13,SYK,AP4E1,APBA1,MIA3,LRP1,SAR1A,OSBP,AP2A1,APBA2,VPS29,SORL1,TMED2,MFN2,HSPA5,SNX6,EIF2S1,VPS35,MAP2K3,SREBF2,COPG2,PICALM,ADAM10,RAB1B,ARF6,AP4S1,MAPKAPK2,SEC24A,BACE1,COPG1,ADAM17,PREB,RTN3,TMED10,COPB1,SIGMAR1,SAR1B,PLCG2,MAPK14,COPE,SEC24B,ECE1,SEC23B,ABCA7,VDAC1,SNX4,PLG,TMED9,NCSTN,SEC24C,SEC16A,VPS26A,CLU,COPZ1,AP2B1,AP1G1,ITPR2,ITPR1,GGA1,RTN4,VLDLR,HSPA9,COPB2,IDE,SEC24D,SORT1,GGA2,COPA,PSEN1,GGA3,SEC13,AP4M1,APP,RAB1A,SEC23A,SEC31A,BIN1,APOE,GORASP1,AP3B2,AP4B1
14,AP1G1,VPS29,IDE,SEC24A,VPS35,PREB,SEC23B,SAR1B,AP4S1,TMED9,COPG1,EIF2S1,RTN4,SEC24C,ITPR1,MFN2,HSPA9,AP2B1,TMED10,SORT1,AP2A1,COPE,HSPA5,SYK,AP4E1,RAB1B,SEC24D,PICALM,ARF6,SEC24B,TMED2,PLG,PLCG2,SEC31A,COPG2,MIA3,VDAC1,PSEN1,SEC13,APBA1,MAP2K3,VLDLR,ABCA7,LRP1,COPZ1,GGA1,SIGMAR1,SAR1A,COPA,CLU,ECE1,RTN3,COPB2,COPB1,GGA3,APBA2,SREBF2,SNX4,MAPKAPK2,SORL1,ADAM10,OSBP,SNX6,MAPK14,AP4B1,ITPR2,BACE1,GGA2,BIN1,ADAM17,SEC16A,VPS26A,AP4M1,RAB1A,AP3B2,NCSTN,SEC23A,GORASP1,APP,APOE
15,PREB,SEC13,SNX6,EIF2S1,SEC24C,AP2A1,COPB1,MFN2,VPS35,GGA2,SEC23B,ADAM17,ABCA7,MAPK14,RTN3,HSPA5,COPG2,AP1G1,SREBF2,SYK,PLG,AP4B1,VPS29,ITPR1,SEC16A,COPE,VPS26A,AP2B1,SORT1,BACE1,AP4E1,SAR1A,SORL1,MAP2K3,TMED9,LRP1,SNX4,IDE,ARF6,SEC24D,ECE1,OSBP,RAB1B,GGA1,COPZ1,APBA1,SIGMAR1,APBA2,SEC24A,RTN4,COPG1,PICALM,GGA3,MIA3,TMED10,AP4S1,CLU,SAR1B,ADAM10,COPB2,SEC24B,PLCG2,TMED2,BIN1,ITPR2,PSEN1,COPA,SEC31A,VLDLR,HSPA9,VDAC1,NCSTN,APOE,MAPKAPK2,AP3B2,APP,GORASP1,SEC23A,RAB1A,AP4M1
16,ADAM10,IDE,SEC24B,PREB,OSBP,SIGMAR1,MAP2K3,COPE,COPB1,SYK,ARF6,ITPR2,HSPA5,AP4E1,MIA3,VPS26A,VPS29,RTN3,VPS35,RTN4,SORL1,ITPR1,ADAM17,SEC24A,SORT1,SEC24C,EIF2S1,MAPK14,SEC23B,COPG2,COPB2,TMED10,VDAC1,AP4S1,AP2B1,PLG,SNX6,NCSTN,COPG1,AP4B1,TMED2,COPZ1,MFN2,ABCA7,APBA1,AP2A1,SEC31A,TMED9,SEC13,SAR1B,GGA1,PSEN1,SEC24D,LRP1,CLU,RAB1B,COPA,PICALM,SREBF2,AP1G1,APP,VLDLR,SAR1A,APBA2,PLCG2,SEC16A,GGA2,RAB1A,ECE1,SNX4,GGA3,BACE1,HSPA9,BIN1,AP3B2,MAPKAPK2,AP4M1,GORASP1,APOE,SEC23A
17,TMED9,COPB2,SYK,ARF6,AP2B1,AP4E1,APBA1,SAR1A,COPE,ADAM17,NCSTN,SEC23B,PLCG2,COPG2,SNX6,RTN3,HSPA5,SEC24A,MAP2K3,VPS29,GGA1,RTN4,VPS26A,TMED10,PICALM,IDE,AP1G1,RAB1B,PREB,MAPK14,MIA3,VLDLR,SNX4,TMED2,HSPA9,COPZ1,ABCA7,ECE1,SEC16A,EIF2S1,PLG,VPS35,ADAM10,AP2A1,SREBF2,ITPR2,SEC31A,COPB1,MFN2,SAR1B,COPG1,AP4S1,SORT1,CLU,BACE1,APBA2,SEC13,ITPR1,MAPKAPK2,SEC24C,LRP1,AP4B1,SIGMAR1,SEC24D,SEC24B,GGA3,SORL1,OSBP,COPA,SEC23A,APP,RAB1A,AP4M1,GGA2,AP3B2,PSEN1,BIN1,VDAC1,GORASP1,APOE
18,AP2A1,VPS35,SNX4,VPS26A,RTN4,IDE,SEC24A,SEC24B,MIA3,LRP1,TMED2,HSPA9,MAP2K3,COPE,COPG1,ADAM17,AP2B1,SREBF2,SAR1A,PREB,RTN3,EIF2S1,ABCA7,SORL1,NCSTN,MAPKAPK2,PLCG2,ECE1,TMED10,ARF6,APBA1,COPG2,SEC23B,COPA,GGA1,COPZ1,SEC24C,AP4E1,SAR1B,SNX6,AP1G1,SYK,COPB2,GGA2,BACE1,SIGMAR1,ADAM10,AP4S1,HSPA5,VLDLR,PLG,OSBP,CLU,PICALM,RAB1B,MAPK14,SEC16A,SORT1,COPB1,MFN2,GGA3,ITPR1,PSEN1,VPS29,SEC24D,SEC31A,APBA2,TMED9,SEC13,AP4B1,VDAC1,RAB1A,BIN1,GORASP1,AP4M1,APP,ITPR2,SEC23A,APOE,AP3B2
19,MFN2,VPS26A,COPZ1,COPB2,SEC24B,RTN4,COPB1,PICALM,CLU,ARF6,SORL1,OSBP,RAB1B,IDE,GGA2,AP4E1,MIA3,ECE1,VPS29,SYK,COPE,ADAM17,SAR1B,COPG2,MAPKAPK2,RTN3,SEC24C,TMED10,SNX4,MAP2K3,PREB,COPG1,LRP1,PLCG2,COPA,SORT1,NCSTN,HSPA9,SEC13,TMED2,SEC23B,VPS35,SEC24D,AP1G1,APBA1,AP4S1,SEC31A,HSPA5,ITPR1,GGA3,EIF2S1,SREBF2,SNX6,ITPR2,GGA1,ADAM10,BACE1,SEC24A,APBA2,AP4B1,SAR1A,AP2B1,VLDLR,SIGMAR1,AP2A1,BIN1,TMED9,AP3B2,APP,RAB1A,SEC16A,MAPK14,ABCA7,SEC23A,APOE,PSEN1,VDAC1,GORASP1,AP4M1,PLG
20,TMED9,RTN4,LRP1,VPS26A,SEC24A,SEC16A,ARF6,SEC23B,AP1G1,ADAM17,SEC24C,EIF2S1,COPZ1,TMED2,SORT1,COPG2,PLCG2,SORL1,HSPA5,APBA2,AP4E1,MFN2,SIGMAR1,SYK,PLG,MAPK14,ADAM10,ABCA7,VPS29,MAP2K3,COPB2,VDAC1,COPB1,SEC24B,ITPR1,TMED10,NCSTN,GGA2,MIA3,APBA1,SAR1B,AP4S1,HSPA9,VPS35,PREB,SEC31A,PICALM,COPE,SEC13,OSBP,MAPKAPK2,SEC24D,RAB1B,SAR1A,VLDLR,ITPR2,COPG1,ECE1,IDE,BACE1,GGA3,SREBF2,PSEN1,APP,AP2A1,AP4B1,SNX6,GGA1,AP2B1,COPA,SNX4,BIN1,AP4M1,RAB1A,APOE,SEC23A,RTN3,CLU,AP3B2,GORASP1
21,COPG2,TMED2,ADAM17,VPS35,COPB1,OSBP,MAPKAPK2,AP1G1,COPG1,SORT1,BACE1,TMED10,ECE1,SREBF2,AP2B1,SNX4,PLCG2,COPZ1,RTN4,ARF6,COPB2,MFN2,PLG,APBA2,SNX6,EIF2S1,APBA1,SEC24D,HSPA5,HSPA9,AP4E1,SORL1,SEC23B,SYK,RTN3,AP4S1,AP2A1,SEC24C,SAR1A,TMED9,PICALM,ADAM10,VPS29,SEC24A,SEC31A,RAB1B,GGA1,AP4B1,SEC24B,MAP2K3,PREB,ITPR2,MAPK14,MIA3,LRP1,COPE,SEC16A,SEC13,NCSTN,SIGMAR1,VLDLR,CLU,ITPR1,COPA,GGA2,AP3B2,APP,IDE,PSEN1,VDAC1,RAB1A,SAR1B,GORASP1,ABCA7,SEC23A,APOE,GGA3,VPS26A,AP4M1,BIN1
22,RTN3,MAPKAPK2,VPS26A,HSPA5,SEC24A,SORL1,GGA2,MFN2,SEC16A,PICALM,ADAM17,VPS35,RAB1B,SAR1B,TMED2,COPG2,SEC13,SEC31A,VPS29,ADAM10,SYK,AP4S1,ARF6,OSBP,PLG,SORT1,COPZ1,TMED10,GGA3,MAP2K3,ITPR1,SNX4,SREBF2,GGA1,EIF2S1,AP1G1,SEC24C,TMED9,AP4E1,SEC23B,RTN4,SIGMAR1,MAPK14,ABCA7,APBA1,PSEN1,SAR1A,COPB1,SNX6,ECE1,SEC24B,COPB2,HSPA9,PREB,AP4B1,ITPR2,COPG1,IDE,AP2B1,APBA2,COPA,COPE,VLDLR,PLCG2,AP2A1,VDAC1,NCSTN,MIA3,SEC24D,LRP1,BIN1,APP,APOE,GORASP1,SEC23A,BACE1,RAB1A,CLU,AP3B2,AP4M1
23,SEC24A,SEC23B,TMED9,COPG2,TMED10,AP1G1,PICALM,RAB1B,MFN2,SORL1,AP4E1,ARF6,MIA3,SYK,AP2B1,AP4S1,SEC24C,COPZ1,COPB2,PLG,VPS26A,RTN3,ADAM17,EIF2S1,TMED2,PREB,APBA1,MAP2K3,VPS35,RTN4,BACE1,SAR1B,NCSTN,ADAM10,SEC24B,AP4B1,ITPR1,COPG1,ABCA7,COPE,OSBP,IDE,ECE1,ITPR2,COPB1,MAPK14,PLCG2,LRP1,APP,GGA3,MAPKAPK2,SNX4,SEC24D,COPA,SREBF2,HSPA9,SEC31A,SNX6,SEC16A,SEC13,SAR1A,SORT1,VPS29,HSPA5,AP2A1,GGA1,PSEN1,BIN1,APBA2,RAB1A,VLDLR,CLU,SIGMAR1,VDAC1,GGA2,GORASP1,AP3B2,APOE,AP4M1,SEC23A
24,HSPA5,AP2B1,PICALM,EIF2S1,COPZ1,COPB1,VPS29,SEC24C,SORT1,COPA,ECE1,RAB1B,RTN4,MFN2,AP1G1,APBA1,VPS35,SEC23B,COPB2,SYK,AP4E1,TMED9,NCSTN,COPG2,RTN3,SEC24A,GGA1,SAR1A,LRP1,PLG,AP2A1,ABCA7,SORL1,COPE,MAP2K3,PREB,BACE1,SEC24B,PLCG2,MIA3,VLDLR,COPG1,ARF6,ITPR1,MAPK14,SEC13,CLU,SREBF2,SNX4,TMED10,AP4S1,VDAC1,SEC16A,SIGMAR1,SAR1B,ADAM10,HSPA9,MAPKAPK2,GGA2,PSEN1,APBA2,SNX6,ITPR2,ADAM17,SEC24D,OSBP,AP4B1,IDE,TMED2,GGA3,APP,SEC31A,AP3B2,AP4M1,GORASP1,BIN1,VPS26A,RAB1A,SEC23A,APOE
25,SEC31A,SEC16A,IDE,VDAC1,MAP2K3,HSPA9,COPB2,PREB,RTN3,COPZ1,SAR1B,SYK,ARF6,VPS35,AP4E1,TMED9,APBA1,SEC24B,ADAM10,MAPK14,ABCA7,SREBF2,SAR1A,MAPKAPK2,AP4S1,RTN4,PLG,MFN2,COPG1,ITPR1,GGA2,EIF2S1,HSPA5,PICALM,PLCG2,AP4B1,SEC13,BACE1,SEC24A,COPB1,COPE,SEC23B,VPS29,GGA1,SNX6,RAB1B,ITPR2,SEC24C,SNX4,ECE1,VPS26A,LRP1,OSBP,SORT1,AP2B1,SEC24D,ADAM17,CLU,SORL1,VLDLR,TMED10,TMED2,RAB1A,PSEN1,AP2A1,APBA2,BIN1,SIGMAR1,NCSTN,APP,COPG2,AP3B2,MIA3,COPA,AP1G1,APOE,SEC23A,AP4M1,GORASP1,GGA3
26,OSBP,AP2A1,COPG1,VPS35,COPB1,APBA2,AP1G1,SEC24A,SEC23B,LRP1,SYK,AP4E1,BACE1,PICALM,RAB1B,SEC31A,COPE,COPZ1,SEC13,RTN4,ADAM17,ARF6,VPS26A,ITPR2,SAR1A,SIGMAR1,COPG2,VLDLR,APBA1,SREBF2,MIA3,SEC24C,PLG,EIF2S1,SORL1,GGA3,ITPR1,ABCA7,SEC16A,HSPA9,MAPKAPK2,AP4S1,AP2B1,GGA1,TMED10,CLU,SAR1B,SORT1,ADAM10,COPA,HSPA5,SEC24B,VPS29,VDAC1,TMED9,AP4B1,PREB,ECE1,APP,IDE,GGA2,MAPK14,COPB2,TMED2,SNX6,MFN2,MAP2K3,SNX4,PLCG2,BIN1,PSEN1,RTN3,SEC24D,SEC23A,APOE,GORASP1,RAB1A,AP3B2,AP4M1,NCSTN
27,SNX6,RAB1B,COPG2,AP1G1,ITPR1,SEC24C,SEC31A,AP2B1,APBA1,SAR1B,VDAC1,SEC13,SIGMAR1,AP2A1,PICALM,ADAM17,EIF2S1,COPG1,TMED10,COPB2,PREB,HSPA5,MAPK14,VLDLR,MAP2K3,SORL1,TMED2,ADAM10,SEC23B,SEC24B,RTN4,PLG,SORT1,SYK,SAR1A,MFN2,TMED9,SEC24A,VPS29,AP4E1,SNX4,SREBF2,LRP1,ITPR2,VPS35,AP4S1,RTN3,COPZ1,GGA1,PLCG2,APBA2,ABCA7,IDE,OSBP,ARF6,COPE,ECE1,GGA2,SEC24D,BACE1,COPA,MIA3,HSPA9,AP4B1,SEC16A,NCSTN,MAPKAPK2,RAB1A,AP3B2,BIN1,COPB1,APP,GGA3,VPS26A,PSEN1,CLU,SEC23A,AP4M1,APOE,GORASP1
28,PICALM,SEC31A,EIF2S1,MAP2K3,PREB,COPB1,COPG1,TMED10,RAB1B,AP4B1,SNX4,VPS26A,AP2B1,AP1G1,APBA1,SEC13,LRP1,SEC24A,BACE1,ADAM10,AP2A1,SORL1,MFN2,VPS29,RTN4,SEC24B,AP4E1,IDE,HSPA9,ARF6,SEC24C,GGA1,NCSTN,SREBF2,SIGMAR1,SYK,SORT1,VPS35,RTN3,COPB2,SEC24D,MIA3,MAPK14,MAPKAPK2,SEC23B,SEC16A,ADAM17,COPG2,AP4S1,ITPR2,PSEN1,PLG,PLCG2,ABCA7,SNX6,ECE1,SAR1B,APBA2,HSPA5,SAR1A,COPZ1,VLDLR,GGA3,TMED9,TMED2,CLU,GGA2,AP4M1,BIN1,COPA,AP3B2,RAB1A,ITPR1,COPE,APP,APOE,OSBP,VDAC1,GORASP1,SEC23A
29,SEC24C,AP4S1,ADAM17,MAPK14,SEC24A,PLG,MFN2,SORL1,GGA3,SNX4,COPG2,BACE1,SNX6,EIF2S1,RTN3,APBA1,SREBF2,SEC23B,AP2A1,SAR1A,AP2B1,AP4E1,VPS26A,HSPA5,ARF6,APBA2,TMED9,PLCG2,SYK,AP1G1,PICALM,NCSTN,SAR1B,ITPR1,COPB2,MAPKAPK2,OSBP,VPS35,SEC16A,COPG1,SEC24D,RTN4,TMED10,MAP2K3,SORT1,ITPR2,HSPA9,PREB,TMED2,COPA,ABCA7,AP4B1,COPE,GGA2,ADAM10,RAB1B,VPS29,SEC31A,SIGMAR1,SEC24B,SEC13,MIA3,LRP1,ECE1,GGA1,APP,VLDLR,VDAC1,IDE,COPZ1,COPB1,RAB1A,CLU,GORASP1,SEC23A,APOE,PSEN1,AP3B2,BIN1,AP4M1
