ordering,pos1,pos2,pos3,pos4,pos5,pos6,pos7,pos8,pos9,pos10,pos11,pos12,pos13,pos14,pos15,pos16,pos17,pos18,pos19,pos20,pos21,pos22,pos23,pos24,pos25,pos26,pos27,pos28,pos29,pos30,pos31,pos32,pos33,pos34,pos35,pos36,pos37,pos38,pos39,pos40,pos41,pos42,pos43,pos44,pos45,pos46,pos47,pos48,pos49,pos50,pos51,pos52,pos53,pos54,pos55,pos56,pos57,pos58,pos59,pos60,pos61,pos62,pos63,pos64,pos65,pos66,pos67,pos68,pos69,pos70,pos71,pos72,pos73,pos74,pos75,pos76,pos77,pos78,pos79,pos80
0,COPG1,SEC13,EIF2S1,MAPKAPK2,MFN2,RTN3,SAR1B,SNX6,SEC24A,SEC24B,VDAC1,RTN4,AP1G1,VPS35,ABCA7,HSPA5,SEC16A,SEC31A,MIA3,APBA2,COPZ1,GGA1,PICALM,ITPR1,RAB1B,SEC23B,GGA2,OSBP,COPA,VPS29,BACE1,ADAM10,ECE1,MAP2K3,PLG,LRP1,AP4S1,COPB1,TMED2,SEC24C,AP2B1,ITPR2,MAPK14,TMED10,ADAM17,CLU,COPG2,NCSTN,VLDLR,ARF6,AP2A1,APBA1,AP4B1,IDE,AP4E1,PSEN1,COPB2,SEC24D,SYK,RAB1A,PLCG2,SORL1,BIN1,GGA3,AP4M1,SIGMAR1,SAR1A,HSPA9,VPS26A,TMED9,SREBF2,PREB,SORT1,APP,SEC23A,AP3B2,APOE,SNX4,GORASP1,COPE
1,TMED9,SAR1A,VPS35,RTN3,NCSTN,TMED2,PLCG2,VDAC1,COPG2,ARF6,COPB1,AP2B1,COPZ1,ECE1,COPB2,COPG1,RTN4,SREBF2,SEC31A,SEC23B,VPS26A,ADAM17,IDE,MFN2,PLG,RAB1B,ITPR2,HSPA9,TMED10,SEC13,AP2A1,MAPK14,LRP1,VPS29,PICALM,MAPKAPK2,AP4E1,SAR1B,AP4B1,HSPA5,SORT1,COPE,APBA2,SYK,ITPR1,SNX4,BACE1,MIA3,APBA1,ABCA7,SEC16A,GGA2,SEC24B,SNX6,OSBP,PREB,GGA1,SIGMAR1,SEC24C,AP1G1,MAP2K3,COPA,EIF2S1,GGA3,VLDLR,AP4S1,SEC24A,APP,PSEN1,SEC24D,SORL1,BIN1,ADAM10,AP3B2,CLU,APOE,AP4M1,RAB1A,GORASP1,SEC23A
2,TMED9,RAB1B,PICALM,RTN3,RTN4,AP1G1,COPZ1,MAPKAPK2,IDE,AP4B1,EIF2S1,LRP1,SEC24A,HSPA5,PLG,SEC23B,VPS26A,APBA1,SORL1,MFN2,SIGMAR1,GGA1,MAP2K3,VPS29,ITPR2,MAPK14,MIA3,ABCA7,ARF6,AP4S1,COPB2,COPB1,PREB,ADAM17,COPG2,AP4E1,SEC24C,AP2A1,TMED2,SNX4,AP2B1,NCSTN,SREBF2,VDAC1,SNX6,SAR1A,COPE,COPG1,BACE1,ECE1,APBA2,HSPA9,SAR1B,SYK,GGA2,SEC24B,SEC31A,ITPR1,ADAM10,VPS35,OSBP,CLU,PLCG2,COPA,SEC13,TMED10,VLDLR,GGA3,APP,SORT1,SEC16A,SEC23A,SEC24D,GORASP1,PSEN1,RAB1A,APOE,AP3B2,BIN1,AP4M1
3,APBA1,ADAM17,RAB1B,COPG2,PICALM,SREBF2,SAR1A,COPB1,MFN2,SORT1,AP1G1,RTN4,SEC13,COPZ1,SEC31A,RTN3,ADAM10,SEC24B,ECE1,PREB,COPB2,SAR1B,SIGMAR1,MAPK14,TMED9,LRP1,IDE,ABCA7,NCSTN,COPA,MAP2K3,COPE,SORL1,AP4S1,GGA1,OSBP,ITPR1,AP4E1,ITPR2,PLG,SYK,HSPA5,COPG1,SEC24D,AP2B1,TMED10,VLDLR,TMED2,SEC24A,SEC23B,SEC16A,ARF6,VPS26A,MAPKAPK2,APBA2,AP4B1,SEC24C,VPS35,EIF2S1,SNX4,VPS29,CLU,MIA3,SNX6,BACE1,AP4M1,RAB1A,APP,HSPA9,GGA3,AP2A1,PSEN1,APOE,BIN1,GGA2,GORASP1,AP3B2,SEC23A,PLCG2,VDAC1
4,AP1G1,COPB1,COPG2,COPB2,ITPR2,APBA2,COPE,EIF2S1,RAB1B,SORT1,VPS26A,MAP2K3,TMED10,MIA3,PICALM,LRP1,APBA1,ABCA7,SEC24D,SEC24A,VPS35,SORL1,MAPK14,SAR1B,MFN2,SEC24C,RTN4,COPZ1,PLCG2,HSPA5,PREB,TMED9,SYK,ARF6,SEC31A,SEC13,RTN3,BACE1,SEC16A,AP4S1,SNX6,COPA,NCSTN,SIGMAR1,VPS29,PLG,GGA2,AP2A1,AP4E1,IDE,TMED2,SNX4,OSBP,VLDLR,SEC23B,GGA3,COPG1,ADAM10,SEC24B,ECE1,MAPKAPK2,AP2B1,SREBF2,BIN1,PSEN1,AP4M1,CLU,SAR1A,GGA1,ITPR1,HSPA9,APOE,RAB1A,ADAM17,AP3B2,VDAC1,GORASP1,SEC23A,AP4B1,APP
5,COPG1,TMED9,VPS35,APBA1,HSPA5,SYK,ARF6,AP1G1,SEC23B,MAP2K3,TMED2,PREB,ABCA7,ITPR1,AP4S1,COPZ1,EIF2S1,RTN3,MFN2,SEC31A,VPS29,SEC13,BACE1,PLCG2,SAR1A,COPB2,IDE,AP4E1,SAR1B,COPB1,AP2B1,RTN4,ADAM10,SIGMAR1,ECE1,MIA3,SEC24C,COPE,APBA2,SEC24A,SREBF2,VDAC1,VPS26A,TMED10,NCSTN,MAPKAPK2,SEC24B,SORT1,CLU,COPA,SORL1,ADAM17,VLDLR,SEC16A,LRP1,RAB1B,MAPK14,COPG2,SNX4,PICALM,PSEN1,SNX6,SEC24D,AP2A1,GGA3,GGA1,GGA2,HSPA9,AP4B1,PLG,APP,OSBP,AP4M1,ITPR2,APOE,AP3B2,GORASP1,BIN1,RAB1A,SEC23A
6,MIA3,COPB2,COPG2,ADAM17,TMED9,TMED2,NCSTN,LRP1,SORL1,COPG1,MAPKAPK2,SIGMAR1,PLG,COPZ1,GGA2,AP2B1,PLCG2,ABCA7,VDAC1,ADAM10,SAR1A,SEC23B,RAB1B,SAR1B,PICALM,SEC24B,AP4S1,ITPR1,APBA1,MFN2,COPB1,ARF6,SORT1,SNX6,SEC24A,AP2A1,CLU,VPS26A,VPS29,RTN4,MAP2K3,AP4E1,SYK,PREB,AP4B1,OSBP,SEC31A,EIF2S1,SNX4,PSEN1,VPS35,COPA,SEC16A,COPE,SREBF2,HSPA5,BACE1,SEC13,TMED10,GGA1,RTN3,ECE1,VLDLR,HSPA9,IDE,BIN1,SEC24C,GGA3,AP1G1,MAPK14,SEC24D,APOE,SEC23A,AP4M1,APP,AP3B2,RAB1A,GORASP1,ITPR2,APBA2
7,AP2A1,AP1G1,COPB1,TMED10,MIA3,PICALM,AP2B1,SEC24B,ADAM17,ARF6,SYK,PREB,HSPA5,SEC24A,COPZ1,SORT1,COPG2,MFN2,SAR1B,HSPA9,EIF2S1,TMED9,SNX4,RTN4,SEC24C,RAB1B,VLDLR,AP4E1,VPS26A,LRP1,ABCA7,PLCG2,SORL1,COPB2,GGA1,VPS35,PLG,NCSTN,IDE,ECE1,SEC23B,MAP2K3,ITPR1,APBA1,SAR1A,GGA3,BACE1,RTN3,APBA2,GGA2,AP4S1,MAPK14,SEC24D,OSBP,VPS29,TMED2,ITPR2,MAPKAPK2,SREBF2,SIGMAR1,COPE,SEC16A,COPA,COPG1,SEC31A,SEC13,ADAM10,PSEN1,SNX6,APP,AP4M1,AP4B1,VDAC1,CLU,AP3B2,GORASP1,RAB1A,APOE,BIN1,SEC23A
8,MFN2,TMED9,PREB,SEC13,MIA3,SEC24A,SORL1,IDE,COPG2,AP4B1,SEC31A,ADAM17,COPB1,SIGMAR1,RAB1B,PICALM,MAP2K3,PLCG2,EIF2S1,ADAM10,AP2A1,AP2B1,SYK,VPS35,ARF6,VPS26A,TMED10,VPS29,LRP1,SEC24C,COPZ1,MAPK14,SEC24B,RTN3,ITPR1,PLG,RTN4,SNX6,SEC23B,GGA1,AP4S1,TMED2,NCSTN,COPG1,AP1G1,SEC16A,AP4E1,COPA,ABCA7,APP,COPB2,APBA1,VLDLR,SREBF2,ITPR2,BACE1,COPE,SORT1,ECE1,SNX4,OSBP,SAR1A,GGA3,APBA2,CLU,HSPA5,GGA2,VDAC1,SEC24D,PSEN1,HSPA9,SAR1B,MAPKAPK2,SEC23A,BIN1,APOE,RAB1A,AP4M1,AP3B2,GORASP1
9,AP2A1,OSBP,SYK,AP4E1,AP1G1,MFN2,RTN4,RTN3,VPS26A,APBA2,PICALM,RAB1B,SEC23B,SEC24B,PREB,ADAM17,APBA1,COPG2,SNX4,BACE1,VPS29,IDE,ARF6,ITPR1,COPZ1,MAP2K3,SORT1,COPE,COPB1,NCSTN,SEC31A,SEC13,MIA3,ECE1,SIGMAR1,SREBF2,TMED9,SAR1A,SEC24A,LRP1,GGA2,TMED10,COPG1,SAR1B,PLG,MAPK14,SEC24C,ITPR2,AP2B1,SNX6,HSPA9,PSEN1,HSPA5,AP4B1,SORL1,GGA1,SEC16A,PLCG2,VPS35,COPA,EIF2S1,MAPKAPK2,SEC23A,GGA3,AP4S1,ABCA7,RAB1A,BIN1,COPB2,AP4M1,CLU,SEC24D,VLDLR,TMED2,GORASP1,VDAC1,APP,ADAM10,APOE,AP3B2
