gene,beta_linear,p_linear,beta_quad,p_quad,F_quad,p_F
TMED2,-0.014497736663848348,0.43594075007919925,-0.014673305026861962,0.19245395409368718,1.7023933177330142,0.19245395409367555
TMED10,0.008139469262962223,0.6202883632235849,-0.012751853863220463,0.1995627851052659,1.6490484680006863,0.19956278510524436
TMED9,-0.03219594696974997,0.01167039501458388,-0.019948163605371015,0.009487169502669859,6.770393814442417,0.009487169502668731
