ordering,pos1,pos2,pos3,pos4,pos5,pos6,pos7,pos8,pos9,pos10,pos11,pos12,pos13,pos14,pos15,pos16,pos17,pos18,pos19,pos20,pos21,pos22,pos23,pos24,pos25,pos26,pos27,pos28,pos29,pos30,pos31,pos32,pos33,pos34,pos35,pos36,pos37,pos38,pos39,pos40,pos41,pos42,pos43,pos44,pos45,pos46,pos47,pos48,pos49,pos50,pos51,pos52,pos53,pos54,pos55,pos56,pos57,pos58,pos59,pos60,pos61,pos62,pos63,pos64,pos65,pos66,pos67,pos68,pos69,pos70,pos71,pos72,pos73,pos74,pos75,pos76,pos77,pos78,pos79,pos80
0,GGA3,VDAC1,EIF2S1,ARF6,ABCA7,RAB1A,SEC24B,COPB1,MAPK14,SAR1B,SEC23A,AP4E1,GGA2,COPG1,SORT1,RTN4,HSPA5,TMED2,ECE1,COPE,BACE1,SEC24A,MAP2K3,LRP1,SEC24C,ITPR2,COPG2,AP1G1,AP3B2,APBA2,MIA3,PICALM,AP2B1,VPS35,VPS29,GGA1,AP2A1,SEC13,VPS26A,VLDLR,RTN3,IDE,SEC24D,SNX6,AP4S1,MAPKAPK2,SIGMAR1,MFN2,GORASP1,COPZ1,AP4B1,SEC23B,HSPA9,PLCG2,COPA,APBA1,PREB,PSEN1,SNX4,RAB1B,OSBP,APOE,SAR1A,NCSTN,SORL1,TMED9,SREBF2,BIN1,ADAM17,TMED10,SEC31A,APP,SEC16A,ADAM10,AP4M1,PLG,CLU,COPB2,SYK,ITPR1
1,VLDLR,SNX4,SYK,GGA1,LRP1,HSPA5,SEC23B,SEC24B,SAR1B,MIA3,SREBF2,SORT1,GGA2,ABCA7,SEC16A,GORASP1,COPG2,APOE,ARF6,PICALM,SEC23A,SEC13,TMED2,SEC31A,MAPKAPK2,ECE1,MAPK14,COPZ1,AP2A1,SEC24C,COPB2,SNX6,COPE,PREB,VPS29,BIN1,IDE,APBA2,AP2B1,SEC24A,MAP2K3,SIGMAR1,COPB1,COPA,BACE1,OSBP,EIF2S1,VPS35,AP1G1,SORL1,AP4S1,COPG1,NCSTN,AP3B2,VPS26A,ITPR2,AP4E1,SAR1A,APBA1,GGA3,RAB1A,MFN2,SEC24D,ADAM10,TMED9,AP4M1,RTN3,VDAC1,RTN4,ADAM17,HSPA9,PSEN1,AP4B1,PLCG2,RAB1B,APP,PLG,TMED10,CLU,ITPR1
2,TMED2,ARF6,VPS35,GGA1,SAR1B,SEC16A,RAB1B,SEC24D,SNX4,BIN1,RTN4,AP1G1,EIF2S1,SEC24C,SEC23B,SREBF2,COPG1,PICALM,COPE,AP4E1,RAB1A,RTN3,VLDLR,PSEN1,PLCG2,NCSTN,SEC13,MAPKAPK2,BACE1,ABCA7,LRP1,SORT1,COPG2,ITPR2,ECE1,MAP2K3,SAR1A,VPS29,APBA2,COPZ1,GORASP1,AP4B1,SEC24B,MAPK14,SEC31A,COPB1,ADAM17,GGA3,AP2B1,OSBP,APBA1,AP2A1,AP3B2,SEC24A,HSPA5,VPS26A,MIA3,COPA,IDE,PREB,COPB2,SYK,MFN2,APP,AP4S1,SIGMAR1,ADAM10,SNX6,VDAC1,HSPA9,APOE,TMED10,SORL1,GGA2,TMED9,AP4M1,PLG,SEC23A,ITPR1,CLU
3,SEC31A,ARF6,HSPA5,MAPKAPK2,SEC16A,TMED2,SEC24C,GORASP1,ITPR2,GGA2,COPE,COPG1,RTN4,SEC13,SYK,PICALM,APBA1,SREBF2,AP2A1,SEC23B,VPS26A,AP4B1,SNX4,RAB1B,SAR1B,SEC24D,APBA2,LRP1,OSBP,COPG2,BACE1,PSEN1,IDE,VDAC1,SEC24B,TMED9,SEC23A,COPZ1,COPB1,VLDLR,AP2B1,MFN2,VPS29,AP1G1,RAB1A,ECE1,SIGMAR1,HSPA9,AP4S1,SORL1,MAPK14,GGA1,AP4E1,EIF2S1,VPS35,NCSTN,RTN3,MAP2K3,SEC24A,AP4M1,BIN1,ABCA7,ADAM17,SAR1A,AP3B2,SORT1,ADAM10,PLCG2,COPB2,MIA3,GGA3,APOE,PLG,SNX6,PREB,APP,COPA,CLU,ITPR1,TMED10
4,RTN3,RTN4,SEC23A,VPS35,VPS26A,MIA3,SEC13,COPB1,MAPKAPK2,COPG2,GORASP1,AP4E1,APBA2,LRP1,HSPA5,SNX4,VLDLR,SEC24D,AP4S1,ADAM10,ARF6,PICALM,RAB1A,ECE1,SAR1B,SEC24A,COPE,AP1G1,MAP2K3,GGA1,VDAC1,ABCA7,SEC24B,COPZ1,BIN1,COPA,SEC23B,BACE1,SEC16A,SREBF2,IDE,MAPK14,SEC24C,AP2B1,NCSTN,AP4B1,SORT1,SEC31A,TMED9,SNX6,ITPR2,APOE,AP2A1,COPG1,SIGMAR1,GGA3,PLCG2,PSEN1,TMED2,PREB,EIF2S1,SYK,TMED10,RAB1B,AP3B2,MFN2,OSBP,GGA2,APP,VPS29,PLG,HSPA9,AP4M1,SORL1,APBA1,ADAM17,COPB2,ITPR1,SAR1A,CLU
5,AP2A1,ADAM10,COPB1,SEC24A,SNX6,COPE,GORASP1,TMED2,RAB1B,SEC16A,LRP1,TMED9,SEC23B,MIA3,SAR1B,RTN3,RTN4,SNX4,APBA2,MAPK14,HSPA5,IDE,AP1G1,VPS35,SORT1,GGA2,PREB,ABCA7,BACE1,MAPKAPK2,VDAC1,COPG2,AP4S1,OSBP,ARF6,ECE1,SEC24C,VPS26A,MAP2K3,COPG1,GGA1,COPA,AP4M1,ITPR2,ADAM17,AP4B1,PLCG2,PICALM,AP4E1,SEC24D,APOE,SORL1,VPS29,AP2B1,COPZ1,SEC13,EIF2S1,VLDLR,SYK,SEC23A,SEC24B,APBA1,PSEN1,AP3B2,HSPA9,COPB2,SAR1A,RAB1A,SIGMAR1,BIN1,TMED10,PLG,NCSTN,CLU,MFN2,APP,SEC31A,SREBF2,GGA3,ITPR1
6,VPS35,SEC23A,MAP2K3,ARF6,SORT1,SNX4,COPB1,MAPKAPK2,GGA1,COPA,SAR1B,AP2B1,APBA1,GGA3,AP2A1,ADAM17,ITPR2,SEC16A,VPS29,HSPA5,COPE,SAR1A,RTN4,BIN1,SEC13,COPZ1,SEC24C,AP1G1,AP4S1,COPG1,TMED2,GGA2,RTN3,VLDLR,COPG2,MIA3,SEC24D,LRP1,AP4B1,MAPK14,PICALM,COPB2,SEC31A,PREB,EIF2S1,VDAC1,SEC24B,AP4E1,GORASP1,SEC24A,SREBF2,NCSTN,TMED9,RAB1A,AP3B2,ADAM10,HSPA9,MFN2,APOE,PSEN1,SIGMAR1,ABCA7,SORL1,ECE1,BACE1,RAB1B,SEC23B,PLCG2,SNX6,TMED10,APBA2,AP4M1,IDE,SYK,APP,VPS26A,CLU,PLG,OSBP,ITPR1
7,RAB1B,GORASP1,COPG1,SEC24C,GGA2,SEC23A,SEC13,MAPKAPK2,TMED9,AP2A1,SORT1,SNX6,AP2B1,COPB1,AP4S1,COPE,SEC24D,IDE,RTN3,APBA2,VPS35,ECE1,COPG2,LRP1,VPS26A,RTN4,SAR1B,ITPR2,TMED2,MIA3,APOE,COPA,EIF2S1,ARF6,GGA1,COPZ1,SORL1,SEC16A,ADAM17,RAB1A,APBA1,AP1G1,SEC23B,PICALM,BACE1,MAPK14,HSPA5,VLDLR,SREBF2,SNX4,ABCA7,OSBP,GGA3,PREB,ADAM10,SEC31A,AP4B1,SAR1A,VDAC1,VPS29,AP3B2,COPB2,HSPA9,MAP2K3,AP4M1,SEC24A,PSEN1,SYK,NCSTN,SEC24B,MFN2,AP4E1,SIGMAR1,PLCG2,TMED10,CLU,BIN1,APP,PLG,ITPR1
8,SEC24C,MAP2K3,EIF2S1,TMED2,COPB1,ECE1,GGA1,PICALM,ARF6,APBA2,HSPA5,AP2B1,COPG1,ABCA7,AP4E1,BACE1,SEC23A,GORASP1,AP2A1,COPG2,VDAC1,COPZ1,RAB1B,PLCG2,RTN3,BIN1,SREBF2,MAPK14,SNX6,RTN4,SEC31A,LRP1,IDE,TMED9,ITPR2,ADAM17,RAB1A,SNX4,MIA3,AP3B2,GGA3,SEC24A,NCSTN,AP1G1,COPE,SEC24B,AP4B1,SEC23B,AP4S1,MAPKAPK2,GGA2,SEC16A,VLDLR,SAR1B,VPS35,SEC24D,SIGMAR1,MFN2,SEC13,ADAM10,APBA1,HSPA9,VPS26A,VPS29,AP4M1,PREB,COPB2,OSBP,PSEN1,APOE,SORL1,SYK,TMED10,COPA,SORT1,PLG,SAR1A,ITPR1,CLU,APP
9,RTN4,RTN3,RAB1A,SEC24D,GORASP1,PLCG2,SEC24C,MAP2K3,VPS35,BACE1,MIA3,TMED9,COPG1,BIN1,ABCA7,GGA2,MAPKAPK2,AP4S1,ITPR2,HSPA9,SEC23A,COPG2,AP2B1,ARF6,SORT1,COPA,SEC16A,SNX4,SEC31A,EIF2S1,AP4M1,SEC24A,COPZ1,AP2A1,LRP1,SREBF2,SAR1A,SEC23B,SAR1B,SNX6,APBA2,RAB1B,ADAM17,VPS29,COPB1,VDAC1,MFN2,VLDLR,VPS26A,AP4E1,NCSTN,PICALM,SEC24B,IDE,SIGMAR1,APBA1,SEC13,MAPK14,APOE,PREB,HSPA5,AP3B2,SORL1,COPE,ECE1,GGA1,APP,PSEN1,COPB2,TMED2,AP4B1,SYK,AP1G1,PLG,OSBP,ADAM10,GGA3,CLU,ITPR1,TMED10
