ordering,pos1,pos2,pos3,pos4,pos5,pos6,pos7,pos8,pos9,pos10,pos11,pos12,pos13,pos14,pos15,pos16,pos17,pos18,pos19,pos20,pos21,pos22,pos23,pos24,pos25,pos26,pos27,pos28,pos29,pos30,pos31,pos32,pos33,pos34,pos35,pos36,pos37,pos38,pos39,pos40,pos41,pos42,pos43,pos44,pos45,pos46,pos47,pos48,pos49,pos50,pos51,pos52,pos53,pos54,pos55,pos56,pos57,pos58,pos59,pos60,pos61,pos62,pos63,pos64,pos65,pos66,pos67,pos68,pos69,pos70,pos71,pos72,pos73,pos74,pos75,pos76,pos77,pos78,pos79,pos80
0,AP4E1,SYK,SEC23B,CLU,SORT1,AP1G1,PICALM,TMED2,NCSTN,MAPKAPK2,COPB1,HSPA9,RAB1A,ADAM17,VPS35,SIGMAR1,APOE,SEC24B,SEC13,COPA,HSPA5,SAR1B,AP2B1,IDE,COPG1,EIF2S1,SEC24A,TMED10,COPE,ARF6,GORASP1,ITPR1,SEC24D,MAP2K3,AP2A1,MAPK14,LRP1,GGA1,APBA2,COPG2,SORL1,PREB,GGA2,AP4M1,SEC23A,APBA1,ECE1,VDAC1,RTN4,TMED9,SREBF2,PLG,OSBP,VLDLR,AP4S1,GGA3,SNX4,SEC24C,RTN3,APP,AP4B1,COPZ1,MIA3,PLCG2,SEC16A,RAB1B,COPB2,BACE1,ADAM10,SEC31A,AP3B2,ITPR2,SNX6,VPS26A,ABCA7,VPS29,PSEN1,BIN1,SAR1A,MFN2
1,PICALM,AP4E1,TMED2,MAPKAPK2,SORT1,SEC24D,APOE,IDE,SAR1B,NCSTN,AP1G1,COPG2,SEC23B,ADAM17,MAPK14,ITPR1,SYK,HSPA9,VPS35,COPE,ECE1,VLDLR,COPA,GORASP1,RAB1A,COPG1,COPB1,GGA2,SORL1,TMED9,PREB,TMED10,SEC24B,SEC13,OSBP,PLCG2,AP2B1,APBA1,LRP1,SEC23A,SIGMAR1,PLG,SNX6,SEC24C,ARF6,APP,AP4M1,MAP2K3,AP4S1,SNX4,GGA3,BACE1,SEC24A,EIF2S1,CLU,MFN2,RTN4,AP2A1,SREBF2,HSPA5,BIN1,AP3B2,VDAC1,RAB1B,APBA2,PSEN1,ADAM10,SEC31A,SEC16A,COPB2,COPZ1,GGA1,AP4B1,MIA3,RTN3,VPS29,SAR1A,VPS26A,ITPR2,ABCA7
2,SAR1B,IDE,SEC24D,GGA1,PREB,SNX4,PICALM,COPB1,AP1G1,VPS35,CLU,AP4E1,NCSTN,COPG1,ITPR1,SORT1,ECE1,VLDLR,SYK,SEC23B,APOE,MAPKAPK2,ARF6,APBA2,COPE,GGA2,SORL1,GORASP1,SEC24B,LRP1,COPA,TMED2,AP2B1,MFN2,HSPA9,SEC24A,TMED10,SEC13,BACE1,HSPA5,AP2A1,MAPK14,RTN3,APP,SNX6,OSBP,ADAM17,AP4S1,SEC31A,RTN4,COPG2,SEC23A,SIGMAR1,PLCG2,VDAC1,ADAM10,MAP2K3,EIF2S1,RAB1B,SEC24C,SEC16A,RAB1A,GGA3,SAR1A,PLG,APBA1,COPZ1,MIA3,TMED9,PSEN1,BIN1,VPS29,AP3B2,AP4M1,AP4B1,COPB2,ITPR2,ABCA7,VPS26A,SREBF2
3,NCSTN,APOE,SEC24D,AP1G1,ADAM17,ITPR1,COPG2,SORT1,SIGMAR1,TMED10,MAPKAPK2,VPS35,COPG1,TMED2,COPB1,AP2A1,GORASP1,MAPK14,MAP2K3,TMED9,RAB1A,SEC13,COPA,SEC23B,SREBF2,AP4M1,CLU,COPE,APBA1,SYK,AP4E1,EIF2S1,VLDLR,SEC24A,SEC24B,PICALM,SEC23A,SAR1B,IDE,RTN3,SEC24C,APBA2,LRP1,SNX6,MFN2,APP,RTN4,ADAM10,GGA2,VDAC1,RAB1B,ARF6,AP2B1,HSPA5,OSBP,SAR1A,HSPA9,ECE1,COPZ1,PLG,MIA3,VPS29,GGA1,SORL1,AP3B2,SNX4,GGA3,AP4B1,SEC31A,PSEN1,BIN1,COPB2,ABCA7,BACE1,VPS26A,ITPR2,AP4S1,SEC16A,PLCG2,PREB
4,EIF2S1,SEC24D,SAR1B,IDE,AP4E1,CLU,RTN3,AP4M1,HSPA5,COPG2,APBA1,GGA2,MAPK14,APOE,HSPA9,MAPKAPK2,COPE,SORT1,TMED10,AP2B1,ARF6,NCSTN,AP1G1,GORASP1,ITPR1,PREB,PICALM,SEC23B,SEC24B,VPS35,COPA,SREBF2,ECE1,OSBP,VLDLR,ADAM17,APBA2,COPG1,SYK,AP2A1,COPB1,TMED2,SEC24A,SEC24C,SORL1,RAB1B,SNX6,SIGMAR1,RAB1A,GGA3,AP3B2,COPB2,BACE1,SEC31A,VDAC1,APP,TMED9,AP4B1,SEC23A,RTN4,MIA3,AP4S1,MFN2,LRP1,COPZ1,SEC13,SEC16A,MAP2K3,ITPR2,VPS29,ADAM10,ABCA7,SNX4,PLG,VPS26A,PSEN1,GGA1,BIN1,PLCG2,SAR1A
5,SEC24D,RAB1A,ADAM17,SAR1B,HSPA5,IDE,ECE1,AP2B1,VPS35,TMED2,EIF2S1,APOE,COPG2,GGA1,SORT1,MAPKAPK2,SORL1,AP4E1,MAPK14,ARF6,OSBP,VLDLR,PREB,COPG1,PICALM,GGA2,HSPA9,SYK,SEC23B,NCSTN,TMED10,ITPR1,SEC23A,COPB1,AP1G1,SEC24B,GORASP1,APBA2,MFN2,SEC13,LRP1,SNX4,COPA,COPE,AP4M1,APP,SIGMAR1,SNX6,COPB2,RTN4,APBA1,AP2A1,VPS29,RAB1B,SREBF2,SEC24A,CLU,PLCG2,ADAM10,MAP2K3,AP4S1,PLG,SEC31A,SAR1A,ABCA7,COPZ1,SEC24C,PSEN1,RTN3,ITPR2,TMED9,AP3B2,BIN1,BACE1,VPS26A,GGA3,VDAC1,SEC16A,MIA3,AP4B1
6,SEC23B,SYK,RAB1B,NCSTN,AP4E1,APOE,CLU,SAR1B,TMED2,RAB1A,PICALM,GORASP1,ADAM17,ITPR1,COPG2,AP1G1,IDE,COPB1,COPA,VPS35,SEC24D,SEC24B,ECE1,COPE,HSPA5,SEC24A,MAPKAPK2,SORT1,PLG,COPG1,AP2A1,ARF6,AP2B1,TMED10,AP4M1,SORL1,SNX6,VLDLR,PREB,SEC24C,SEC23A,BACE1,MFN2,APBA1,HSPA9,MAPK14,LRP1,GGA1,MAP2K3,SEC13,TMED9,APBA2,AP4B1,COPB2,VDAC1,MIA3,SREBF2,OSBP,SEC16A,SEC31A,GGA3,SIGMAR1,SNX4,VPS29,RTN4,PLCG2,ADAM10,AP4S1,ITPR2,COPZ1,APP,ABCA7,PSEN1,RTN3,GGA2,EIF2S1,VPS26A,AP3B2,SAR1A,BIN1
7,TMED2,IDE,SEC24D,CLU,SEC23B,ECE1,AP1G1,VPS35,SYK,APOE,GGA2,HSPA5,SEC24B,PICALM,VLDLR,SAR1B,COPA,MAPKAPK2,SORT1,NCSTN,AP2B1,COPG2,GORASP1,ITPR1,RAB1A,COPB1,AP4E1,BACE1,COPG1,SORL1,LRP1,GGA1,MAP2K3,PREB,COPE,APP,SEC13,OSBP,SEC24C,SNX6,APBA1,TMED10,AP4M1,SEC23A,ADAM17,MIA3,MFN2,TMED9,HSPA9,AP2A1,SEC24A,ARF6,GGA3,RTN4,RAB1B,PLCG2,AP4B1,PSEN1,PLG,RTN3,SREBF2,SAR1A,VDAC1,AP4S1,APBA2,COPB2,COPZ1,EIF2S1,SIGMAR1,ADAM10,ITPR2,BIN1,SEC16A,AP3B2,MAPK14,SNX4,SEC31A,VPS29,ABCA7,VPS26A
8,PICALM,SAR1B,COPB1,APOE,PREB,SEC24D,TMED2,GGA1,AP2B1,IDE,GGA2,AP1G1,HSPA9,ITPR1,EIF2S1,COPG2,APBA2,TMED10,COPE,ARF6,SYK,RAB1A,MAPK14,SIGMAR1,GORASP1,SEC23B,COPA,OSBP,VPS35,VLDLR,BACE1,ECE1,COPG1,MAPKAPK2,SEC24A,TMED9,SEC13,CLU,AP2A1,MFN2,AP4E1,ADAM17,MAP2K3,SEC24B,AP4M1,COPB2,SORL1,SEC31A,APP,APBA1,NCSTN,SEC24C,PLCG2,AP4S1,PLG,LRP1,VDAC1,HSPA5,SORT1,ITPR2,VPS26A,SREBF2,SEC23A,RTN4,AP4B1,SNX6,ADAM10,VPS29,RTN3,PSEN1,SEC16A,RAB1B,GGA3,MIA3,COPZ1,BIN1,AP3B2,SAR1A,SNX4,ABCA7
9,ADAM17,COPG2,APOE,AP4E1,COPE,SORL1,PREB,TMED2,PICALM,VPS35,CLU,SEC13,COPG1,COPA,COPB2,AP2B1,ECE1,GORASP1,ITPR1,HSPA5,AP1G1,SAR1B,RAB1A,SEC24B,IDE,ARF6,COPB1,SYK,SEC23B,VLDLR,PLG,GGA2,SEC24D,NCSTN,LRP1,RTN3,HSPA9,GGA1,AP2A1,MAPK14,APBA2,SIGMAR1,EIF2S1,SEC24A,OSBP,MAPKAPK2,RTN4,MAP2K3,APBA1,AP4S1,RAB1B,APP,SEC24C,TMED10,GGA3,SREBF2,AP4M1,SORT1,PLCG2,TMED9,MFN2,SEC31A,AP4B1,VDAC1,BACE1,SNX4,ADAM10,ABCA7,COPZ1,SEC23A,VPS26A,SNX6,ITPR2,SAR1A,MIA3,SEC16A,VPS29,BIN1,PSEN1,AP3B2
