ordering,pos1,pos2,pos3,pos4,pos5,pos6,pos7,pos8,pos9,pos10,pos11,pos12,pos13,pos14,pos15,pos16,pos17,pos18,pos19,pos20,pos21,pos22,pos23,pos24,pos25,pos26,pos27,pos28,pos29,pos30,pos31,pos32,pos33,pos34,pos35,pos36,pos37,pos38,pos39,pos40,pos41,pos42,pos43,pos44,pos45,pos46,pos47,pos48,pos49,pos50,pos51,pos52,pos53,pos54,pos55,pos56,pos57,pos58,pos59,pos60,pos61,pos62,pos63,pos64,pos65,pos66,pos67,pos68,pos69,pos70,pos71,pos72,pos73,pos74,pos75,pos76,pos77,pos78,pos79,pos80
10,IDE,COPA,SAR1B,HSPA5,SEC24B,APOE,SIGMAR1,SEC24D,AP1G1,AP2B1,TMED2,ECE1,SYK,SEC23B,SEC13,VPS35,MAPKAPK2,COPE,NCSTN,COPG2,SORT1,RAB1A,SEC24A,ITPR1,APBA2,VLDLR,MAPK14,OSBP,SORL1,ARF6,PICALM,TMED10,GGA2,SEC24C,EIF2S1,SNX4,GGA1,BACE1,AP2A1,ADAM17,PREB,AP4E1,LRP1,MAP2K3,CLU,RTN4,AP4M1,SEC23A,MFN2,SNX6,TMED9,VDAC1,GGA3,RTN3,APBA1,COPG1,PLCG2,APP,ADAM10,COPB1,SREBF2,MIA3,PSEN1,ITPR2,RAB1B,SEC16A,COPB2,SAR1A,VPS26A,AP3B2,PLG,COPZ1,AP4B1,SEC31A,AP4S1,HSPA9,GORASP1,VPS29,BIN1,ABCA7
11,PICALM,SEC24D,ADAM17,HSPA5,MAPKAPK2,SORT1,AP2A1,AP2B1,IDE,SORL1,COPE,RAB1A,AP4E1,NCSTN,APOE,GGA1,COPG2,SEC24A,COPG1,SIGMAR1,SREBF2,TMED2,SEC24B,GORASP1,ITPR1,SAR1B,SYK,APBA1,SEC24C,SEC23B,COPA,HSPA9,MAPK14,AP4M1,AP1G1,ECE1,PREB,CLU,GGA2,EIF2S1,OSBP,APBA2,TMED10,VLDLR,BACE1,COPB2,APP,VPS35,GGA3,SNX4,ARF6,RTN4,SEC31A,LRP1,AP3B2,AP4S1,ITPR2,SNX6,MFN2,COPB1,SEC23A,RAB1B,MAP2K3,MIA3,AP4B1,TMED9,PLCG2,SEC13,VDAC1,VPS26A,ADAM10,PSEN1,VPS29,ABCA7,SAR1A,SEC16A,BIN1,RTN3,COPZ1,PLG
12,IDE,VPS35,COPA,COPB1,PICALM,AP1G1,SAR1B,AP4E1,CLU,HSPA5,ARF6,APOE,PREB,SYK,SEC23B,COPE,SORL1,ADAM17,AP2B1,TMED2,COPG1,ITPR1,BACE1,MAPKAPK2,RAB1A,SIGMAR1,SORT1,HSPA9,GORASP1,AP4M1,MAPK14,NCSTN,TMED10,COPG2,EIF2S1,SEC23A,SEC13,SEC24D,VLDLR,OSBP,SEC24B,ECE1,VPS29,AP2A1,COPB2,MFN2,AP4S1,VDAC1,SNX4,RTN4,AP4B1,APP,GGA2,APBA1,LRP1,PLCG2,GGA1,SREBF2,GGA3,ADAM10,COPZ1,SEC16A,PSEN1,SEC24C,MIA3,VPS26A,SNX6,MAP2K3,PLG,RTN3,SEC31A,RAB1B,BIN1,APBA2,AP3B2,SEC24A,ITPR2,SAR1A,TMED9,ABCA7
13,AP1G1,PICALM,APOE,CLU,ARF6,VPS35,EIF2S1,IDE,SEC24D,COPB1,ADAM17,COPG2,ITPR1,NCSTN,COPG1,RAB1A,PREB,COPA,SEC13,MAPKAPK2,GORASP1,SORL1,COPE,SYK,AP2B1,SEC23B,AP4S1,SORT1,AP4E1,SEC24B,TMED2,APBA1,APBA2,APP,SAR1B,GGA1,MAP2K3,SEC24C,HSPA5,LRP1,ECE1,GGA2,MAPK14,OSBP,BACE1,PLG,VDAC1,AP2A1,VLDLR,MFN2,RAB1B,SREBF2,SNX4,SIGMAR1,HSPA9,TMED10,RTN4,GGA3,SNX6,COPZ1,VPS29,PSEN1,SEC24A,AP3B2,ITPR2,AP4M1,SEC23A,RTN3,SAR1A,PLCG2,SEC16A,ABCA7,MIA3,COPB2,TMED9,ADAM10,BIN1,AP4B1,VPS26A,SEC31A
14,IDE,SAR1B,COPA,ITPR1,AP1G1,TMED2,PICALM,AP4E1,CLU,COPE,SEC24B,COPG1,COPG2,COPB1,ADAM17,GORASP1,TMED9,RAB1A,APBA2,VDAC1,NCSTN,TMED10,VPS35,GGA1,AP2A1,SNX6,SIGMAR1,ECE1,VLDLR,APBA1,SYK,SEC23B,SEC24D,LRP1,MAPK14,SORL1,BACE1,SEC13,HSPA9,APOE,GGA2,ARF6,OSBP,AP2B1,RAB1B,MFN2,SORT1,SEC24A,PREB,RTN4,AP4S1,SEC23A,MIA3,SEC31A,MAP2K3,AP4B1,PLCG2,COPB2,SREBF2,HSPA5,MAPKAPK2,EIF2S1,PLG,SEC24C,COPZ1,AP3B2,PSEN1,ADAM10,AP4M1,ABCA7,SNX4,SAR1A,RTN3,BIN1,GGA3,SEC16A,VPS26A,VPS29,ITPR2,APP
15,COPA,ARF6,IDE,SAR1B,NCSTN,ADAM17,PICALM,SORT1,TMED2,COPG2,AP1G1,COPB1,SREBF2,MAPKAPK2,COPE,COPG1,RAB1A,ITPR1,ECE1,OSBP,VLDLR,SEC24B,AP2B1,AP4E1,SEC24D,SNX6,GORASP1,SEC24C,MFN2,TMED10,SIGMAR1,SEC23B,APBA1,SORL1,APOE,MAPK14,AP4M1,VPS35,PREB,HSPA9,MAP2K3,VDAC1,GGA2,LRP1,CLU,AP2A1,AP4S1,RTN4,TMED9,APBA2,SEC13,PLG,SEC23A,RAB1B,ADAM10,HSPA5,GGA3,SNX4,RTN3,PLCG2,APP,BACE1,EIF2S1,VPS29,SYK,COPZ1,SEC31A,SEC16A,COPB2,MIA3,SAR1A,SEC24A,ABCA7,VPS26A,AP3B2,BIN1,GGA1,AP4B1,ITPR2,PSEN1
16,COPA,COPB1,PICALM,VPS35,TMED2,AP1G1,SAR1B,ADAM17,RAB1A,ITPR1,COPG2,COPG1,IDE,AP4S1,COPE,HSPA9,NCSTN,ECE1,TMED10,SREBF2,MAPKAPK2,SEC13,AP2B1,SORT1,SORL1,AP4E1,MAPK14,AP2A1,SEC24A,SEC24C,CLU,TMED9,BACE1,OSBP,SEC24D,VLDLR,SIGMAR1,SNX6,EIF2S1,MAP2K3,LRP1,AP4M1,VDAC1,GORASP1,GGA2,SEC24B,RAB1B,SNX4,SYK,APBA1,APOE,SEC23B,GGA1,APBA2,SEC23A,ARF6,PREB,HSPA5,RTN4,AP3B2,PLG,GGA3,APP,SEC31A,MIA3,COPB2,RTN3,COPZ1,BIN1,VPS26A,PSEN1,ADAM10,ITPR2,SAR1A,MFN2,VPS29,AP4B1,PLCG2,SEC16A,ABCA7
17,GGA2,HSPA5,ADAM17,SORL1,APOE,AP1G1,PREB,AP4E1,PICALM,SEC24B,COPA,GGA1,VPS35,SAR1B,IDE,ARF6,RAB1A,CLU,MAP2K3,BACE1,MAPKAPK2,SORT1,SEC13,AP4M1,SEC24D,COPG1,NCSTN,SEC23B,AP2B1,SEC24A,TMED9,SYK,SNX4,GORASP1,ITPR1,OSBP,ECE1,COPG2,AP2A1,APBA2,EIF2S1,LRP1,VLDLR,ADAM10,TMED2,MFN2,TMED10,COPE,HSPA9,APBA1,AP4S1,RTN4,PLG,SEC23A,APP,VDAC1,GGA3,RAB1B,SREBF2,AP4B1,SEC24C,COPB2,MAPK14,SNX6,PLCG2,COPB1,MIA3,RTN3,ITPR2,AP3B2,SAR1A,SEC16A,PSEN1,SEC31A,COPZ1,VPS29,ABCA7,VPS26A,BIN1,SIGMAR1
18,SAR1B,IDE,COPG2,AP4M1,ADAM17,ECE1,AP2B1,ITPR1,PICALM,COPE,SYK,SNX6,RAB1A,SEC23B,AP4E1,AP1G1,CLU,COPG1,VPS35,VLDLR,EIF2S1,APOE,HSPA5,COPB1,SEC24C,APBA1,RTN3,OSBP,PLG,AP4S1,SIGMAR1,MFN2,COPB2,TMED10,MAPK14,SEC24D,RTN4,NCSTN,APBA2,HSPA9,AP2A1,APP,SORL1,ARF6,GGA1,TMED2,SNX4,SEC24B,RAB1B,SEC23A,COPA,SORT1,MIA3,SEC13,GGA3,GORASP1,MAP2K3,SEC31A,AP3B2,VDAC1,ITPR2,COPZ1,GGA2,LRP1,PLCG2,SREBF2,SAR1A,PREB,MAPKAPK2,AP4B1,ADAM10,VPS26A,BACE1,TMED9,VPS29,BIN1,SEC16A,ABCA7,PSEN1,SEC24A
19,ADAM17,AP1G1,PICALM,RAB1A,COPA,IDE,ITPR1,AP4E1,APOE,COPG2,SAR1B,SORT1,PREB,ARF6,MAPKAPK2,APBA2,CLU,VPS35,COPG1,COPB1,SEC13,SEC24A,TMED2,SORL1,NCSTN,ECE1,TMED10,SEC23B,SEC24D,VLDLR,AP2B1,GGA2,AP4M1,SYK,SEC24B,COPE,COPB2,HSPA5,AP4S1,SNX6,RTN4,PLG,LRP1,SEC24C,OSBP,EIF2S1,RAB1B,TMED9,AP2A1,SEC23A,APP,MAP2K3,SREBF2,MAPK14,GGA1,APBA1,RTN3,MIA3,MFN2,VPS26A,HSPA9,VDAC1,COPZ1,SIGMAR1,PLCG2,VPS29,PSEN1,SEC31A,GORASP1,SNX4,ADAM10,ABCA7,SAR1A,BACE1,AP4B1,SEC16A,GGA3,AP3B2,BIN1,ITPR2
20,SAR1B,PICALM,IDE,RAB1A,COPA,COPB1,HSPA5,COPG2,AP2B1,TMED2,PREB,APBA2,AP1G1,ITPR1,SEC24B,SORT1,ARF6,MAPKAPK2,RTN3,GGA2,CLU,APOE,SEC13,GORASP1,NCSTN,SORL1,VPS35,ADAM17,SEC24A,COPG1,ECE1,AP4E1,TMED10,COPE,SEC24D,MAP2K3,BACE1,SIGMAR1,EIF2S1,SREBF2,APBA1,PLG,APP,SNX6,AP2A1,OSBP,VLDLR,AP4M1,SEC31A,SYK,MFN2,MAPK14,SEC23B,SEC23A,SEC24C,TMED9,AP3B2,ADAM10,RAB1B,HSPA9,ITPR2,AP4S1,VDAC1,MIA3,RTN4,COPZ1,COPB2,GGA3,SNX4,PSEN1,ABCA7,GGA1,VPS26A,SEC16A,AP4B1,PLCG2,VPS29,LRP1,BIN1,SAR1A
21,TMED9,IDE,HSPA5,AP4M1,VPS35,RAB1A,CLU,APOE,COPB2,AP2B1,GGA1,SYK,SEC23B,ECE1,OSBP,VLDLR,TMED2,APP,SAR1B,NCSTN,ADAM17,COPG1,GORASP1,ITPR1,PICALM,COPA,AP1G1,SEC24B,MAP2K3,MAPK14,SEC24C,SORL1,COPE,GGA2,SREBF2,MAPKAPK2,EIF2S1,PREB,SEC24D,HSPA9,APBA1,SEC13,SEC24A,AP4S1,COPG2,AP4E1,SORT1,MFN2,AP2A1,TMED10,VDAC1,BACE1,PLCG2,RTN4,LRP1,GGA3,RTN3,SIGMAR1,PLG,VPS29,SNX4,AP3B2,COPB1,SEC23A,APBA2,ARF6,PSEN1,COPZ1,ITPR2,RAB1B,SAR1A,ADAM10,SEC16A,SNX6,VPS26A,SEC31A,BIN1,AP4B1,MIA3,ABCA7
22,COPB1,SAR1B,COPA,IDE,HSPA5,COPE,AP4E1,GGA1,PREB,ARF6,VLDLR,OSBP,RAB1A,ECE1,TMED2,SEC13,VPS35,MAPKAPK2,SORT1,AP2B1,LRP1,MAPK14,MAP2K3,SEC24D,BACE1,PICALM,ADAM17,SIGMAR1,APBA2,NCSTN,SEC24C,COPG1,GORASP1,ITPR1,GGA2,SEC23A,AP1G1,CLU,SEC24B,HSPA9,TMED10,APBA1,SORL1,MIA3,AP4M1,AP2A1,EIF2S1,SYK,SEC23B,SNX6,TMED9,RTN4,RAB1B,APP,SREBF2,APOE,SEC24A,COPB2,VPS29,SNX4,COPG2,MFN2,RTN3,VDAC1,GGA3,AP4S1,AP3B2,PLCG2,ADAM10,COPZ1,SEC31A,BIN1,VPS26A,ABCA7,SAR1A,AP4B1,ITPR2,SEC16A,PLG,PSEN1
23,TMED2,HSPA5,SAR1B,AP1G1,RAB1A,BACE1,ADAM17,COPG2,ECE1,VPS35,MAP2K3,SEC24D,CLU,IDE,SORT1,SEC24C,SEC23B,NCSTN,PICALM,COPB2,COPE,COPG1,ITPR1,ARF6,AP4E1,GGA1,OSBP,VLDLR,GORASP1,SEC13,SYK,MAPKAPK2,MAPK14,SORL1,TMED10,AP2B1,APBA1,SIGMAR1,APBA2,PREB,SEC24A,GGA2,HSPA9,AP4S1,SREBF2,EIF2S1,SNX6,SEC24B,AP4M1,COPB1,LRP1,MFN2,TMED9,COPA,PLCG2,AP2A1,APP,RTN4,APOE,VDAC1,SEC23A,MIA3,PSEN1,SEC16A,COPZ1,SAR1A,SEC31A,AP3B2,VPS29,SNX4,RTN3,AP4B1,BIN1,RAB1B,ADAM10,ABCA7,VPS26A,PLG,GGA3,ITPR2
24,SORL1,ECE1,NCSTN,PICALM,RAB1A,SEC23B,COPA,ADAM17,EIF2S1,PREB,TMED2,VLDLR,GGA1,ITPR1,AP1G1,COPG2,SYK,COPG1,AP4E1,GORASP1,VPS35,AP2B1,COPB1,SAR1B,MAPKAPK2,SORT1,MAPK14,COPE,IDE,HSPA9,ARF6,SEC24B,SEC13,OSBP,SEC24D,SNX6,BACE1,HSPA5,TMED10,APP,PLG,GGA2,APBA1,PLCG2,SIGMAR1,AP4M1,VDAC1,TMED9,SEC24A,LRP1,SEC24C,RAB1B,CLU,RTN4,APOE,GGA3,AP4B1,APBA2,ADAM10,SREBF2,MFN2,AP4S1,SNX4,COPZ1,SEC23A,COPB2,AP2A1,SEC16A,VPS26A,ITPR2,BIN1,RTN3,SAR1A,ABCA7,VPS29,MAP2K3,SEC31A,MIA3,PSEN1,AP3B2
25,RAB1A,SEC24A,TMED2,ADAM17,EIF2S1,SEC24D,SAR1B,ITPR1,AP1G1,COPE,IDE,CLU,APOE,COPA,PICALM,ECE1,VLDLR,COPG2,HSPA5,AP2B1,SYK,SEC23B,SEC24B,APBA2,ARF6,MAPKAPK2,SORT1,PREB,AP4E1,COPG1,GGA1,NCSTN,BACE1,MAP2K3,GORASP1,MAPK14,HSPA9,SNX6,COPB1,OSBP,APP,SEC24C,SEC13,AP4S1,GGA2,VPS35,AP2A1,SEC31A,RAB1B,TMED9,SREBF2,APBA1,MIA3,TMED10,SNX4,VDAC1,SEC23A,PLCG2,SORL1,VPS29,RTN4,LRP1,PSEN1,SEC16A,MFN2,AP4B1,AP4M1,COPB2,VPS26A,GGA3,SIGMAR1,PLG,RTN3,SAR1A,ITPR2,BIN1,ABCA7,ADAM10,AP3B2,COPZ1
26,SEC23B,ITPR1,PICALM,AP1G1,HSPA5,VPS35,COPE,COPG2,RAB1A,SAR1B,MAPKAPK2,SORT1,ADAM17,ARF6,SYK,EIF2S1,IDE,GORASP1,APP,CLU,ECE1,COPG1,MAP2K3,OSBP,BACE1,PREB,VLDLR,TMED2,NCSTN,APOE,MAPK14,SIGMAR1,APBA1,SEC24B,TMED10,AP4M1,SORL1,VDAC1,SEC23A,AP2B1,COPB1,COPA,RTN4,RTN3,SNX6,SEC24A,HSPA9,SREBF2,AP4S1,AP2A1,MIA3,AP4E1,APBA2,RAB1B,SEC24C,AP3B2,SEC13,GGA1,GGA3,LRP1,SAR1A,SEC24D,PLG,ADAM10,AP4B1,SEC16A,PLCG2,SEC31A,PSEN1,TMED9,SNX4,ABCA7,MFN2,VPS26A,BIN1,COPB2,GGA2,COPZ1,ITPR2,VPS29
27,COPG2,TMED2,NCSTN,RAB1A,HSPA5,ADAM17,IDE,SAR1B,AP1G1,MAPKAPK2,SORT1,COPG1,ITPR1,COPA,COPB1,SEC24B,GGA2,SIGMAR1,APBA2,SEC24C,AP2B1,CLU,GORASP1,VPS35,TMED10,SEC24D,MAPK14,EIF2S1,COPE,ECE1,BACE1,APBA1,OSBP,VLDLR,LRP1,MAP2K3,AP4E1,SREBF2,HSPA9,ARF6,SORL1,PICALM,ADAM10,PLG,APOE,AP4M1,SNX4,PREB,SEC23A,APP,AP4B1,SYK,RTN4,AP4S1,SEC23B,SEC13,PLCG2,SNX6,RAB1B,TMED9,SEC24A,SEC31A,VPS29,SAR1A,SEC16A,BIN1,MIA3,GGA3,MFN2,AP2A1,COPZ1,ITPR2,ABCA7,GGA1,COPB2,PSEN1,AP3B2,VPS26A,VDAC1,RTN3
28,ADAM17,COPG2,CLU,COPA,SEC24D,APOE,AP2B1,AP4E1,AP1G1,VPS35,GGA1,PREB,COPE,PICALM,SAR1B,NCSTN,TMED2,COPB1,IDE,COPG1,ITPR1,ECE1,SORT1,MAPKAPK2,EIF2S1,VLDLR,MAPK14,SEC23B,AP2A1,HSPA9,SEC24A,BACE1,RAB1A,RTN3,SYK,SORL1,GGA2,PLG,SNX6,APBA2,TMED10,MAP2K3,SIGMAR1,AP4M1,APBA1,RAB1B,ARF6,SEC13,COPB2,GORASP1,RTN4,SREBF2,SEC24C,OSBP,APP,MFN2,HSPA5,TMED9,MIA3,SEC23A,SNX4,LRP1,PLCG2,AP3B2,ITPR2,AP4S1,PSEN1,SAR1A,BIN1,COPZ1,GGA3,AP4B1,ADAM10,VPS29,ABCA7,VPS26A,SEC16A,SEC24B,VDAC1,SEC31A
29,ADAM17,CLU,HSPA9,SORL1,APOE,HSPA5,COPG2,ARF6,MAPK14,TMED2,PREB,RAB1A,SYK,SEC23B,NCSTN,AP4E1,APBA2,PICALM,SAR1B,IDE,AP2B1,AP1G1,ECE1,MAPKAPK2,SORT1,SEC24D,AP4M1,GGA2,VLDLR,VPS35,OSBP,COPG1,GGA1,GORASP1,ITPR1,COPB1,AP2A1,APP,RAB1B,AP4S1,BACE1,COPA,COPE,SEC13,TMED10,APBA1,SNX4,GGA3,SNX6,RTN4,SEC23A,SEC24B,SIGMAR1,MFN2,MAP2K3,PLG,PLCG2,MIA3,ITPR2,VPS29,TMED9,ADAM10,SEC31A,COPZ1,SAR1A,LRP1,COPB2,ABCA7,BIN1,SEC16A,VDAC1,SEC24C,RTN3,VPS26A,SREBF2,SEC24A,PSEN1,AP3B2,AP4B1,EIF2S1
