source,target,A,B_coef
AP1G1,ITPR1,0.9788662173392533,0.19588805366834597
SEC24D,ITPR1,0.8325425462089563,-0.14009387538309584
COPE,ITPR1,0.8281640571707911,-0.13931677676404808
NCSTN,ITPR1,0.7888341055081759,-0.13294779962953618
COPG1,ITPR1,0.7703208507199825,0.13025309463583726
GORASP1,ITPR1,0.7499449399406897,-0.12745796641432197
ADAM17,RAB1A,0.7329042093411704,0.12523519124371063
SEC23B,VLDLR,0.7090342006295335,0.12226745077205228
TMED10,ITPR1,0.7026595703932548,0.12149987029659534
TMED2,RAB1A,0.6646815381911325,-0.11710568308719126
AP2B1,ITPR1,0.6564920252843073,0.11619250547246637
VLDLR,ECE1,0.6510516894190849,-0.1155916308767602
SAR1B,IDE,0.6463288634053944,0.1150735240511007
SORL1,PREB,0.6393815643196076,0.11431702422378479
CLU,APOE,0.6348538647826296,0.11382742985732489
MAPKAPK2,SORT1,0.6205733851203025,0.11229956651027503
COPA,SEC24B,0.6125342050264412,0.11144943029848582
VLDLR,AP4E1,0.601260585834618,0.11026800803609234
TMED2,ITPR1,0.5875758889953608,0.10884882987267029
PREB,ARF6,0.567209743317455,-0.10676189844999635
SEC23B,SYK,0.5494775327783041,-0.10496399846982489
APBA1,ITPR1,0.5233443225569615,0.10233613069913702
GGA1,PREB,0.5016411160036599,0.10016411218969713
GGA2,APBA2,0.4798751847823285,-0.09798643065866346
SIGMAR1,APBA2,0.4626632964272872,0.09625936653641497
GGA2,VLDLR,0.45867213675506546,-0.09585776321648824
EIF2S1,ITPR1,0.45376490505753114,-0.09536324434400449
HSPA5,HSPA9,0.43382645332958114,0.0933435981560848
PREB,APBA2,0.4327909414614547,0.0932381712879487
IDE,HSPA5,0.42603710341682816,0.09254904213919819
MAPKAPK2,SEC13,0.42250036424574655,-0.09218706243124458
AP4E1,ITPR1,0.42057287381656755,0.09198944663047046
IDE,SEC24D,0.41303368015628733,-0.09121404245565314
ARF6,NCSTN,0.37379994284176565,-0.08710127104849885
CLU,AP4E1,0.37300782394368626,-0.08701663332420467
SEC24D,SEC23A,0.3659482309871318,0.08625903180771433
COPA,EIF2S1,0.3628972176356746,0.08592971627039542
GGA1,PLG,0.350861839246185,0.08461867372576333
SEC23B,PICALM,0.3284127134087631,-0.08211567737542541
MAPK14,MAP2K3,0.314276829998754,0.0804950054424301
IDE,SORT1,0.3094877522700667,0.0799371202134135
HSPA9,COPG1,0.30086569060764196,0.07892052714329251
TMED2,APBA2,0.29690756901946125,-0.07844831277514279
RAB1A,ITPR1,0.29502862455818935,-0.0782228796063836
SORT1,PLG,0.2921336297496004,-0.07787390001045397
SAR1B,RTN3,0.2820630119705636,-0.07664371719723434
ADAM17,GGA2,0.2811611229509843,-0.0765322664200198
COPG1,SEC24A,0.27238577074011977,0.07543620833473587
TMED2,AP4M1,0.27175555711464244,0.0753566552531122
AP4M1,MIA3,0.26947699895725347,0.07506805805507098
AP4B1,SEC23A,0.2632492079273787,0.07427128613698432
ADAM17,HSPA9,0.2590091581777892,0.07372187887071949
PREB,AP4S1,0.24579692595914582,0.07197110075182321
SEC24B,AP4S1,0.24287264332883074,-0.07157514316174124
CLU,PLG,0.24282151780513056,-0.07156819193761604
COPB1,APBA2,0.2223184580428701,0.0686948434594606
ARF6,COPE,0.22012202041206858,-0.06837611399534113
VLDLR,SEC24A,0.21855881581750727,-0.06814788178474658
RAB1A,GGA2,0.21646137610252764,-0.0678397943239392
PREB,GGA3,0.2159201263599795,0.06775994147805793
SEC23B,VDAC1,0.21325330900645223,0.06736435933158515
AP4S1,AP4M1,0.20979844679594076,0.0668464812278858
AP2B1,AP2A1,0.20688863856797943,0.06640542570595125
VLDLR,AP1G1,0.20593421380843804,0.06625976138453572
RAB1A,APBA2,0.20484937348025856,0.06609358453820925
COPG2,SIGMAR1,0.20163619612962658,-0.06559751690597487
COPB1,ADAM10,0.19453165702255976,0.06447927525235823
SEC24C,APOE,0.1919100538717002,-0.0640588355263053
APBA1,VPS29,0.187260437934029,0.06330224119461257
PICALM,VPS29,0.18662952404855315,0.06319847003052773
SORT1,TMED10,0.18484297529948257,0.06290314798667326
PREB,RAB1B,0.18241533524368,0.062498292151174674
ARF6,AP1G1,0.18155298413236462,0.06235347182979673
MAPK14,PLCG2,0.1814644178851011,-0.06233856803908793
COPG2,COPZ1,0.1783047758332154,0.06180311892768
NCSTN,APBA2,0.17591326481647068,-0.061392881862697535
MAPK14,COPG1,0.17557112776235848,-0.06133383441673533
TMED2,PICALM,0.1726684458939856,-0.06082919328515667
SEC24A,SIGMAR1,0.15602054194089515,0.057796488054541816
ARF6,RAB1B,0.1543519962226348,-0.057478312052908646
APBA2,PSEN1,0.15413984477468415,-0.05743765571294657
COPB1,MIA3,0.14871867990243592,-0.05638284542812736
SAR1B,SEC24D,0.14794535970214373,-0.05622980894541446
SYK,BACE1,0.1479024506112528,0.056221298102402714
SORT1,EIF2S1,0.144968869338593,0.0556345286687411
MAPKAPK2,SEC24A,0.14478046203564018,0.055596508365712456
ARF6,SEC24C,0.14150403297075947,0.05492865589013272
BACE1,VPS29,0.1389752750473335,-0.054404320484557185
SORT1,PREB,0.13600118585679122,-0.053777305223739684
BACE1,SEC23A,0.13486455359682342,0.05353462219970783
TMED2,AP4E1,0.13086396914199142,0.05266646824849601
VLDLR,PLG,0.1293819539539606,-0.05233913889385645
SEC24B,MIA3,0.12640400167727722,-0.05167162789363087
RAB1A,COPE,0.12247060994665095,-0.05076901586698445
COPE,SIGMAR1,0.12044094802912786,0.05029347175945791
IDE,PSEN1,0.11824015042426161,-0.049769949746350156
LRP1,SIGMAR1,0.11428863692509941,0.04880840072904917
COPA,SEC31A,0.1121370884207673,0.04827261935869337
MAPKAPK2,ITPR2,0.11198838304209872,0.04823525795026766
SEC24D,SORL1,0.10567472191628191,-0.046607404005521894
SEC24B,VDAC1,0.10405282878702672,-0.04617543221844733
COPG2,SAR1A,0.0999055215541396,-0.04504313052684186
SEC23A,SEC31A,0.0959411170270891,0.04392100361697363
AP2B1,OSBP,0.0944516395005089,0.04348868171966238
