source,target,C_conf,C_sign,B_data,absB
AP4S1,APP,4,-1,0.0,0.0
AP4S1,COPB1,0,0,0.0164,0.0164
AP4S1,COPG1,0,0,-0.0059,0.0059
AP4S1,COPG2,0,0,0.0162,0.0162
AP4S1,GGA1,0,0,0.0058,0.0058
AP4S1,GGA2,0,0,-0.0218,0.0218
AP4S1,GGA3,0,0,0.0049,0.0049
AP4S1,IDE,0,0,0.0793,0.0793
AP4S1,ITPR1,0,0,0.0035,0.0035
AP4S1,ITPR2,0,0,-0.0197,0.0197
AP4S1,LRP1,0,0,-0.0767,0.0767
AP4S1,MAP2K3,0,0,0.0218,0.0218
AP4S1,MAPK14,0,0,-0.0037,0.0037
AP4S1,MFN2,0,0,-0.0102,0.0102
AP4S1,MIA3,0,0,0.0352,0.0352
AP4S1,PREB,0,0,-0.0189,0.0189
AP4S1,PSEN1,0,0,0.0228,0.0228
AP4S1,RAB1A,0,0,0.0057,0.0057
AP4S1,RAB1B,0,0,-0.0538,0.0538
AP4S1,RTN3,0,0,-0.0184,0.0184
AP4S1,RTN4,0,0,0.0069,0.0069
AP4S1,SEC16A,0,0,0.1358,0.1358
AP4S1,SEC23A,0,0,0.0038,0.0038
AP4S1,SEC24B,0,0,0.0126,0.0126
AP4S1,SEC24D,0,0,-0.0002,0.0002
AP4S1,SEC31A,0,0,-0.0087,0.0087
AP4S1,SNX4,0,0,0.016,0.016
AP4S1,SNX6,0,0,-0.0087,0.0087
AP4S1,SORL1,0,0,0.0828,0.0828
AP4S1,SORT1,0,0,0.0272,0.0272
AP4S1,SREBF2,0,0,0.0036,0.0036
AP4S1,TMED10,0,0,-0.0065,0.0065
AP4S1,TMED9,0,0,0.0191,0.0191
AP4S1,VPS26A,0,0,0.0678,0.0678
AP4S1,VPS29,0,0,-0.0122,0.0122
AP4S1,VPS35,0,0,0.0312,0.0312
APBA1,ABCA7,3,0,0.0282,0.0282
APBA1,ADAM10,-1,0,-0.0287,0.0287
APBA1,ADAM17,3,0,0.0,0.0
APBA1,AP1G1,-1,0,-0.0153,0.0153
APBA1,AP2A1,-1,0,0.0413,0.0413
APBA1,AP2B1,-1,0,0.0,0.0
APBA1,AP4S1,0,0,0.0868,0.0868
APBA1,APBA2,4,0,0.0633,0.0633
APBA1,APOE,-2,0,-0.0319,0.0319
APBA1,APP,5,-1,0.0,0.0
APBA1,ARF6,0,0,0.0128,0.0128
APBA1,BACE1,1,0,0.1481,0.1481
APBA1,CLU,-2,0,-0.0023,0.0023
APBA1,COPA,0,0,-0.0096,0.0096
APBA1,COPB1,0,0,-0.0118,0.0118
APBA1,COPG1,0,0,0.0588,0.0588
APBA1,COPZ1,0,0,0.0882,0.0882
APBA1,ECE1,-1,0,-0.044,0.044
APBA1,GGA1,-1,0,0.0515,0.0515
APBA1,GGA3,0,0,0.0903,0.0903
APBA1,GORASP1,-1,0,-0.0,0.0
APBA1,HSPA5,3,0,0.0,0.0
APBA1,HSPA9,-2,0,-0.0815,0.0815
APBA1,IDE,-1,0,-0.0066,0.0066
APBA1,ITPR1,-2,0,-0.0534,0.0534
APBA1,ITPR2,-2,0,0.0,0.0
APBA1,LRP1,-1,0,0.0834,0.0834
APBA1,MAP2K3,-1,0,-0.0787,0.0787
APBA1,MAPK14,-1,0,-0.0,0.0
APBA1,MAPKAPK2,-1,0,-0.0219,0.0219
APBA1,MFN2,-2,0,0.0254,0.0254
APBA1,NCSTN,-1,0,-0.0,0.0
APBA1,OSBP,0,0,0.0563,0.0563
APBA1,PICALM,-1,0,0.0,0.0
APBA1,PLG,-2,0,-0.0,0.0
APBA1,PREB,0,0,0.0743,0.0743
APBA1,PSEN1,3,0,0.1271,0.1271
APBA1,RAB1A,0,0,0.0455,0.0455
APBA1,RAB1B,-1,0,0.0,0.0
APBA1,RTN3,-1,0,0.0353,0.0353
APBA1,RTN4,-1,0,0.0,0.0
APBA1,SAR1B,-1,0,0.0327,0.0327
APBA1,SEC13,-1,0,-0.0626,0.0626
APBA1,SEC16A,0,0,0.0162,0.0162
APBA1,SEC23A,0,0,0.0041,0.0041
APBA1,SEC23B,-1,0,-0.1018,0.1018
APBA1,SEC24C,0,0,-0.0947,0.0947
APBA1,SEC24D,0,0,-0.0209,0.0209
APBA1,SIGMAR1,-2,0,0.0403,0.0403
APBA1,SNX4,0,0,0.0329,0.0329
APBA1,SORL1,-1,0,-0.0388,0.0388
APBA1,SORT1,-1,0,-0.0,0.0
APBA1,SREBF2,-2,0,0.0,0.0
APBA1,SYK,0,0,-0.0067,0.0067
APBA1,TMED9,0,0,-0.0084,0.0084
APBA1,VLDLR,0,0,0.1092,0.1092
APBA1,VPS26A,-1,0,0.0,0.0
APBA1,VPS29,0,0,0.1279,0.1279
APBA1,VPS35,-1,0,0.0088,0.0088
APBA2,ABCA7,3,0,0.052,0.052
APBA2,ADAM10,-1,0,-0.0024,0.0024
APBA2,ADAM17,3,0,-0.0074,0.0074
APBA2,AP1G1,-1,0,-0.0084,0.0084
APBA2,AP2A1,-1,0,0.0,0.0
APBA2,AP2B1,-1,0,0.0,0.0
APBA2,AP3B2,0,0,0.0057,0.0057
APBA2,AP4B1,0,0,-0.0654,0.0654
APBA2,AP4E1,0,0,0.025,0.025
APBA2,AP4M1,0,0,0.0195,0.0195
APBA2,AP4S1,0,0,0.0526,0.0526
APBA2,APBA1,4,0,0.0565,0.0565
APBA2,APOE,-2,0,-0.0754,0.0754
APBA2,APP,5,-1,0.0,0.0
APBA2,ARF6,0,0,0.0151,0.0151
APBA2,BACE1,1,0,-0.0,0.0
APBA2,CLU,-2,0,-0.0067,0.0067
APBA2,COPG1,0,0,0.0256,0.0256
APBA2,ECE1,-1,0,-0.0,0.0
APBA2,EIF2S1,0,0,0.0499,0.0499
APBA2,GGA1,-1,0,0.0438,0.0438
APBA2,GGA2,0,0,-0.0199,0.0199
APBA2,GGA3,0,0,0.1587,0.1587
APBA2,GORASP1,-1,0,-0.0,0.0
APBA2,HSPA5,3,0,-0.0001,0.0001
APBA2,HSPA9,-2,0,0.0309,0.0309
APBA2,IDE,-1,0,0.0406,0.0406
APBA2,ITPR1,-2,0,0.0,0.0
APBA2,ITPR2,-2,0,0.0,0.0
APBA2,LRP1,2,0,-0.0159,0.0159
APBA2,MAP2K3,-1,0,0.0495,0.0495
APBA2,MAPK14,-1,0,-0.046,0.046
APBA2,MAPKAPK2,-1,0,-0.0602,0.0602
APBA2,MFN2,-2,0,-0.0129,0.0129
APBA2,MIA3,0,0,-0.0167,0.0167
APBA2,NCSTN,-1,0,-0.0488,0.0488
APBA2,OSBP,0,0,-0.0103,0.0103
APBA2,PICALM,-1,0,-0.0,0.0
APBA2,PLG,-2,0,0.0,0.0
APBA2,PREB,0,0,0.0435,0.0435
APBA2,PSEN1,2,0,-0.0354,0.0354
APBA2,RAB1A,0,0,0.0607,0.0607
APBA2,RAB1B,-1,0,0.0,0.0
APBA2,RTN3,-1,0,0.0138,0.0138
APBA2,RTN4,-1,0,0.0,0.0
APBA2,SAR1B,-1,0,0.0035,0.0035
APBA2,SEC13,-1,0,-0.0044,0.0044
APBA2,SEC16A,0,0,0.0216,0.0216
APBA2,SEC23A,0,0,0.0419,0.0419
APBA2,SEC23B,-1,0,-0.0,0.0
APBA2,SEC24A,0,0,0.0552,0.0552
APBA2,SEC24B,0,0,0.0319,0.0319
APBA2,SEC24D,0,0,0.0652,0.0652
APBA2,SIGMAR1,-2,0,0.0289,0.0289
APBA2,SNX4,0,0,-0.0114,0.0114
APBA2,SORL1,-1,0,-0.0515,0.0515
APBA2,SORT1,-1,0,0.0277,0.0277
APBA2,SREBF2,-2,0,0.0,0.0
APBA2,TMED10,0,0,-0.046,0.046
APBA2,TMED2,0,0,-0.0115,0.0115
APBA2,TMED9,0,0,0.0691,0.0691
APBA2,VDAC1,0,0,0.0162,0.0162
APBA2,VPS26A,-1,0,0.0,0.0
APBA2,VPS35,-1,0,-0.0044,0.0044
APOE,ABCA7,3,0,-0.0,0.0
APOE,ADAM10,1,0,0.0043,0.0043
APOE,ADAM17,-1,0,0.0399,0.0399
APOE,AP1G1,-2,0,0.0297,0.0297
APOE,AP2A1,-2,0,0.0169,0.0169
APOE,AP2B1,-2,0,-0.0,0.0
APOE,AP3B2,0,0,-0.0139,0.0139
APOE,AP4B1,0,0,0.0071,0.0071
APOE,AP4S1,0,0,0.0374,0.0374
APOE,APBA1,-2,0,-0.0079,0.0079
APOE,APBA2,-2,0,-0.0867,0.0867
APOE,APP,3,1,0.2853,0.2853
APOE,BACE1,1,0,0.0,0.0
APOE,BIN1,4,0,-0.0,0.0
APOE,CLU,3,0,0.4319,0.4319
APOE,COPB1,0,0,-0.0058,0.0058
APOE,COPE,-1,0,0.0,0.0
APOE,COPG1,0,0,0.0386,0.0386
APOE,COPG2,-1,0,0.0542,0.0542
APOE,COPZ1,-1,0,0.0,0.0
APOE,ECE1,-1,0,0.0,0.0
APOE,EIF2S1,0,0,0.0026,0.0026
APOE,GGA1,-2,0,-0.0,0.0
APOE,GGA2,0,0,-0.0245,0.0245
APOE,GGA3,0,0,-0.018,0.018
APOE,GORASP1,-2,0,-0.0,0.0
APOE,HSPA5,2,0,-0.0286,0.0286
APOE,HSPA9,-2,0,0.0336,0.0336
APOE,IDE,1,0,0.0257,0.0257
APOE,ITPR1,-2,0,0.0011,0.0011
APOE,ITPR2,-2,0,0.0117,0.0117
APOE,LRP1,5,0,-0.0273,0.0273
APOE,MAP2K3,-2,0,-0.0,0.0
APOE,MAPK14,1,0,0.0,0.0
APOE,MAPKAPK2,-2,0,0.0443,0.0443
APOE,MFN2,-2,0,0.0568,0.0568
APOE,MIA3,-1,0,-0.0,0.0
APOE,NCSTN,1,0,0.0103,0.0103
APOE,OSBP,-1,0,0.0037,0.0037
APOE,PICALM,2,0,-0.0,0.0
APOE,PLG,1,0,-0.0012,0.0012
APOE,PREB,-1,0,0.0012,0.0012
APOE,PSEN1,3,0,0.0506,0.0506
APOE,RAB1B,-2,0,-0.0,0.0
APOE,RTN3,-2,0,-0.0211,0.0211
APOE,RTN4,-2,0,-0.0,0.0
APOE,SAR1B,-2,0,-0.0,0.0
APOE,SEC13,-2,0,0.0107,0.0107
APOE,SEC23A,0,0,-0.0349,0.0349
APOE,SEC23B,-2,0,-0.0,0.0
APOE,SEC24B,0,0,-0.0354,0.0354
APOE,SEC24D,0,0,-0.0022,0.0022
APOE,SIGMAR1,-2,0,-0.0,0.0
APOE,SNX4,-1,0,-0.0,0.0
APOE,SNX6,-1,0,-0.0,0.0
APOE,SORL1,4,0,0.0956,0.0956
APOE,SORT1,4,0,-0.0688,0.0688
APOE,SREBF2,1,0,-0.0311,0.0311
APOE,SYK,0,0,-0.0374,0.0374
APOE,TMED10,-1,0,-0.0,0.0
APOE,TMED2,-1,0,0.0,0.0
APOE,TMED9,-1,0,0.0,0.0
APOE,VDAC1,2,0,-0.0,0.0
APOE,VLDLR,4,0,-0.053,0.053
APOE,VPS26A,-2,0,0.0044,0.0044
APOE,VPS29,-1,0,0.0,0.0
APOE,VPS35,-2,0,-0.0,0.0
APP,ABCA7,1,0,-0.0028,0.0028
APP,ADAM10,3,0,0.015,0.015
APP,ADAM17,2,0,-0.0,0.0
APP,AP1G1,3,0,-0.0429,0.0429
APP,AP2A1,4,-1,0.0127,0.0127
APP,AP2B1,4,-1,-0.0,0.0
APP,AP3B2,2,0,-0.0185,0.0185
APP,AP4B1,2,0,-0.0,0.0
APP,AP4E1,2,0,-0.0,0.0
APP,AP4M1,3,0,0.0,0.0
APP,AP4S1,2,0,0.0,0.0
APP,APBA1,5,-1,0.0,0.0
APP,APBA2,5,-1,0.0104,0.0104
APP,APOE,1,0,0.2382,0.2382
APP,BACE1,3,0,0.0116,0.0116
APP,BIN1,2,0,0.0505,0.0505
APP,CLU,3,0,0.0472,0.0472
APP,COPG1,0,0,0.0183,0.0183
APP,ECE1,1,0,0.0131,0.0131
APP,EIF2S1,0,0,0.0583,0.0583
APP,GGA1,3,0,-0.0524,0.0524
APP,GGA2,3,0,-0.034,0.034
APP,GGA3,3,0,-0.0069,0.0069
APP,GORASP1,-1,0,-0.0,0.0
APP,HSPA5,3,-1,-0.0057,0.0057
APP,HSPA9,-2,0,-0.0,0.0
APP,IDE,2,0,-0.0,0.0
APP,ITPR1,-2,0,0.0,0.0
APP,ITPR2,-2,0,0.0205,0.0205
APP,LRP1,4,-1,0.1269,0.1269
APP,MAP2K3,-2,0,-0.0388,0.0388
APP,MAPK14,-2,0,-0.0149,0.0149
APP,MAPKAPK2,-2,0,-0.0378,0.0378
APP,MFN2,1,0,-0.0398,0.0398
APP,MIA3,-1,0,-0.0,0.0
APP,NCSTN,2,0,0.0,0.0
APP,OSBP,0,0,-0.0288,0.0288
APP,PICALM,2,0,-0.0,0.0
APP,PLG,1,0,0.0,0.0
APP,PREB,-1,0,-0.0,0.0
APP,PSEN1,3,0,-0.0,0.0
APP,RAB1A,0,0,-0.0011,0.0011
APP,RAB1B,-1,0,0.0,0.0
APP,RTN3,1,0,0.0408,0.0408
APP,RTN4,1,0,-0.0869,0.0869
APP,SAR1A,0,0,-0.0367,0.0367
APP,SAR1B,-2,0,0.0,0.0
APP,SEC13,-2,0,0.0,0.0
APP,SEC23B,-2,0,-0.0,0.0
APP,SEC24B,0,0,0.0179,0.0179
APP,SEC24D,0,0,-0.0266,0.0266
APP,SEC31A,0,0,0.0002,0.0002
APP,SIGMAR1,2,0,-0.0,0.0
APP,SNX4,0,0,0.0323,0.0323
APP,SNX6,2,0,-0.0,0.0
APP,SORL1,3,0,0.0,0.0
APP,SORT1,3,0,-0.036,0.036
APP,SREBF2,-2,0,0.0,0.0
APP,SYK,1,0,-0.0629,0.0629
APP,TMED10,4,-1,-0.0278,0.0278
APP,TMED2,2,0,-0.0,0.0
APP,TMED9,3,0,-0.0,0.0
APP,VDAC1,1,0,0.0,0.0
APP,VLDLR,2,0,-0.0449,0.0449
APP,VPS26A,1,0,-0.0149,0.0149
APP,VPS29,1,0,0.0,0.0
APP,VPS35,2,0,0.0044,0.0044
ARF6,ABCA7,0,0,-0.0061,0.0061
ARF6,ADAM10,0,0,-0.0128,0.0128
ARF6,AP1G1,2,0,-0.0,0.0
ARF6,AP2A1,3,0,0.0,0.0
ARF6,AP2B1,3,0,0.0,0.0
ARF6,AP3B2,0,0,0.0078,0.0078
ARF6,AP4E1,0,0,0.0441,0.0441
ARF6,APBA1,0,0,0.0152,0.0152
ARF6,APBA2,0,0,0.0256,0.0256
ARF6,APOE,0,0,0.0029,0.0029
ARF6,BACE1,4,1,-0.0,0.0
ARF6,BIN1,1,0,-0.0333,0.0333
ARF6,COPA,0,0,-0.0012,0.0012
ARF6,COPB1,2,0,0.0284,0.0284
ARF6,COPB2,2,0,0.0831,0.0831
ARF6,COPE,0,0,0.0272,0.0272
ARF6,COPZ1,0,0,-0.0043,0.0043
ARF6,EIF2S1,0,0,0.0259,0.0259
ARF6,GGA1,3,0,-0.0564,0.0564
ARF6,GGA2,2,0,-0.0163,0.0163
ARF6,GGA3,4,0,0.0383,0.0383
ARF6,ITPR1,0,0,0.2069,0.2069
ARF6,MAP2K3,0,0,0.0362,0.0362
ARF6,MFN2,0,0,0.0985,0.0985
ARF6,MIA3,0,0,-0.0427,0.0427
ARF6,NCSTN,0,0,-0.0966,0.0966
ARF6,OSBP,0,0,0.002,0.002
ARF6,PLG,0,0,-0.0235,0.0235
ARF6,PSEN1,0,0,0.0284,0.0284
ARF6,RAB1A,1,0,0.0896,0.0896
ARF6,RAB1B,2,0,0.0712,0.0712
ARF6,RTN3,0,0,-0.0008,0.0008
ARF6,SAR1B,0,0,0.0358,0.0358
ARF6,SEC13,1,0,-0.0,0.0
ARF6,SEC16A,0,0,-0.0142,0.0142
ARF6,SEC23A,0,0,0.0681,0.0681
ARF6,SEC24B,0,0,0.0065,0.0065
ARF6,SEC24D,0,0,-0.0277,0.0277
ARF6,SEC31A,0,0,-0.0148,0.0148
ARF6,SIGMAR1,1,0,-0.0,0.0
ARF6,SNX4,0,0,0.0391,0.0391
ARF6,SNX6,0,0,0.0499,0.0499
ARF6,SORT1,0,0,-0.097,0.097
ARF6,SREBF2,0,0,-0.0156,0.0156
ARF6,SYK,1,0,-0.0589,0.0589
ARF6,TMED10,0,0,-0.0438,0.0438
ARF6,TMED2,0,0,0.057,0.057
ARF6,TMED9,0,0,-0.0304,0.0304
ARF6,VLDLR,0,0,-0.006,0.006
ARF6,VPS26A,1,0,0.0629,0.0629
ARF6,VPS29,0,0,-0.0508,0.0508
ARF6,VPS35,1,0,-0.0007,0.0007
BACE1,ABCA7,1,0,0.0632,0.0632
BACE1,ADAM10,1,-1,0.0127,0.0127
BACE1,ADAM17,2,0,0.0066,0.0066
BACE1,AP1G1,0,0,0.0119,0.0119
BACE1,AP2A1,3,0,-0.0,0.0
BACE1,AP2B1,3,0,-0.0069,0.0069
BACE1,AP3B2,0,0,0.0623,0.0623
BACE1,APBA1,1,0,0.0855,0.0855
BACE1,APBA2,1,0,-0.002,0.002
BACE1,APOE,1,0,-0.0004,0.0004
BACE1,APP,5,-1,0.0,0.0
BACE1,ARF6,2,0,-0.0,0.0
BACE1,BIN1,2,0,-0.0095,0.0095
BACE1,CLU,1,0,0.036,0.036
BACE1,ECE1,1,0,0.0552,0.0552
BACE1,EIF2S1,2,0,-0.0,0.0
BACE1,GGA1,2,0,-0.0325,0.0325
BACE1,GGA2,1,0,0.0338,0.0338
BACE1,GGA3,3,0,-0.0,0.0
BACE1,HSPA5,2,0,-0.0,0.0
BACE1,HSPA9,0,0,-0.0034,0.0034
BACE1,IDE,1,0,-0.0,0.0
BACE1,ITPR1,0,0,-0.0239,0.0239
BACE1,ITPR2,0,0,0.0499,0.0499
BACE1,LRP1,3,-1,0.013,0.013
BACE1,MAP2K3,0,0,0.1294,0.1294
BACE1,MAPK14,2,0,0.0389,0.0389
BACE1,MAPKAPK2,0,0,0.019,0.019
BACE1,MFN2,0,0,-0.0372,0.0372
BACE1,MIA3,0,0,-0.0177,0.0177
BACE1,NCSTN,3,0,0.0567,0.0567
BACE1,OSBP,0,0,0.003,0.003
BACE1,PICALM,1,0,-0.0052,0.0052
BACE1,PREB,0,0,0.0547,0.0547
BACE1,PSEN1,2,0,0.0,0.0
BACE1,RAB1A,0,0,0.0126,0.0126
BACE1,RAB1B,0,0,0.0046,0.0046
BACE1,RTN3,3,0,0.0264,0.0264
BACE1,RTN4,2,0,-0.0866,0.0866
BACE1,SEC13,0,0,-0.0433,0.0433
BACE1,SEC23A,0,0,0.0271,0.0271
BACE1,SEC23B,0,0,-0.0054,0.0054
BACE1,SEC24A,0,0,-0.0004,0.0004
BACE1,SEC24C,0,0,0.008,0.008
BACE1,SEC24D,0,0,0.0256,0.0256
BACE1,SEC31A,0,0,-0.0091,0.0091
BACE1,SIGMAR1,0,0,0.0303,0.0303
BACE1,SNX4,1,0,0.0649,0.0649
BACE1,SNX6,2,0,0.0,0.0
BACE1,SORL1,2,0,-0.0248,0.0248
BACE1,SORT1,1,0,0.0515,0.0515
BACE1,SYK,0,0,0.0186,0.0186
BACE1,TMED10,1,0,-0.0153,0.0153
BACE1,VDAC1,0,0,0.0182,0.0182
BACE1,VPS26A,1,0,0.0549,0.0549
BACE1,VPS29,1,0,0.0,0.0
BACE1,VPS35,2,0,0.0431,0.0431
BIN1,ABCA7,2,0,-0.0,0.0
BIN1,ADAM10,0,0,0.4237,0.4237
BIN1,AP1G1,0,0,-0.0267,0.0267
BIN1,AP2A1,2,0,0.0171,0.0171
BIN1,AP2B1,1,0,0.0,0.0
BIN1,AP3B2,0,0,-0.0328,0.0328
BIN1,APOE,4,0,-0.0,0.0
BIN1,APP,2,0,0.0306,0.0306
BIN1,ARF6,1,0,-0.0346,0.0346
BIN1,BACE1,4,-1,-0.0,0.0
BIN1,CLU,4,0,-0.0,0.0
BIN1,COPG1,0,0,-0.0622,0.0622
BIN1,COPZ1,0,0,0.0,0.0
BIN1,GGA1,0,0,0.0676,0.0676
BIN1,GGA2,0,0,-0.0047,0.0047
BIN1,GGA3,0,0,0.1079,0.1079
BIN1,HSPA5,0,0,-0.067,0.067
BIN1,HSPA9,0,0,-0.0115,0.0115
BIN1,IDE,1,0,0.0339,0.0339
BIN1,ITPR1,0,0,-0.1105,0.1105
BIN1,ITPR2,0,0,-0.072,0.072
BIN1,LRP1,0,0,-0.2236,0.2236
BIN1,MAP2K3,0,0,-0.0691,0.0691
BIN1,MAPK14,0,0,-0.0456,0.0456
BIN1,MAPKAPK2,0,0,-0.0804,0.0804
BIN1,MFN2,0,0,-0.0259,0.0259
BIN1,MIA3,0,0,-0.0402,0.0402
BIN1,OSBP,0,0,0.1249,0.1249
BIN1,PICALM,2,0,0.3718,0.3718
BIN1,PLCG2,0,0,-0.0172,0.0172
BIN1,PLG,0,0,-0.0488,0.0488
BIN1,PSEN1,1,0,0.0,0.0
BIN1,RTN3,0,0,0.0012,0.0012
BIN1,SAR1A,2,0,0.0,0.0
BIN1,SAR1B,0,0,0.0366,0.0366
BIN1,SEC16A,0,0,-0.1077,0.1077
BIN1,SEC23A,0,0,-0.0656,0.0656
BIN1,SEC23B,0,0,0.1339,0.1339
BIN1,SEC24B,0,0,-0.0285,0.0285
BIN1,SEC24D,0,0,0.0655,0.0655
BIN1,SNX4,2,0,0.0543,0.0543
BIN1,SNX6,1,0,0.3768,0.3768
BIN1,SORL1,1,0,0.0,0.0
BIN1,SORT1,0,0,0.3259,0.3259
BIN1,SYK,1,0,0.0,0.0
BIN1,TMED10,0,0,0.0323,0.0323
BIN1,TMED9,0,0,-0.0742,0.0742
BIN1,VLDLR,3,0,-0.0,0.0
BIN1,VPS26A,1,0,-0.056,0.056
BIN1,VPS29,1,0,-0.0,0.0
BIN1,VPS35,1,0,0.0,0.0
CLU,ABCA7,2,0,-0.0009,0.0009
CLU,ADAM10,-1,0,0.0,0.0
CLU,ADAM17,-1,0,0.0552,0.0552
CLU,AP1G1,-2,0,-0.1147,0.1147
CLU,AP2A1,-2,0,0.0,0.0
CLU,AP2B1,-2,0,-0.0,0.0
CLU,AP3B2,0,0,-0.0023,0.0023
CLU,AP4E1,0,0,-0.0435,0.0435
CLU,APBA1,-2,0,-0.0,0.0
CLU,APBA2,-2,0,-0.0383,0.0383
CLU,APOE,3,0,0.5708,0.5708
CLU,APP,3,0,0.0599,0.0599
CLU,BACE1,1,0,0.0843,0.0843
CLU,BIN1,4,0,-0.0,0.0
CLU,COPA,0,0,0.0179,0.0179
CLU,COPB2,0,0,0.031,0.031
CLU,COPE,-1,0,0.0,0.0
CLU,COPG2,-1,0,-0.0557,0.0557
CLU,COPZ1,-1,0,0.0,0.0
CLU,ECE1,-1,0,0.1198,0.1198
CLU,EIF2S1,0,0,-0.0654,0.0654
CLU,GGA1,-2,0,-0.0164,0.0164
CLU,GGA2,0,0,0.0047,0.0047
CLU,GORASP1,-2,0,-0.0,0.0
CLU,HSPA5,3,0,0.1608,0.1608
CLU,HSPA9,-2,0,-0.0646,0.0646
CLU,IDE,1,0,0.0013,0.0013
CLU,ITPR1,-2,0,-0.0229,0.0229
CLU,ITPR2,-2,0,0.1249,0.1249
CLU,LRP1,2,0,0.0,0.0
CLU,MAP2K3,-2,0,0.0236,0.0236
CLU,MAPK14,-2,0,0.029,0.029
CLU,MAPKAPK2,-2,0,0.0083,0.0083
CLU,MFN2,-2,0,-0.0174,0.0174
CLU,MIA3,-1,0,0.0145,0.0145
CLU,NCSTN,-1,0,0.0,0.0
CLU,OSBP,-1,0,-0.0,0.0
CLU,PICALM,2,0,-0.0192,0.0192
CLU,PLG,1,0,0.1201,0.1201
CLU,PREB,-1,0,0.004,0.004
CLU,PSEN1,1,0,-0.0122,0.0122
CLU,RAB1A,0,0,0.0342,0.0342
CLU,RAB1B,-2,0,0.0208,0.0208
CLU,RTN3,-2,0,0.0447,0.0447
CLU,RTN4,-2,0,-0.0888,0.0888
CLU,SAR1B,-2,0,-0.0,0.0
CLU,SEC13,-2,0,0.0,0.0
CLU,SEC16A,0,0,-0.0172,0.0172
CLU,SEC23A,0,0,-0.0124,0.0124
CLU,SEC23B,-2,0,-0.0328,0.0328
CLU,SEC24C,0,0,-0.0286,0.0286
CLU,SEC24D,0,0,0.0345,0.0345
CLU,SEC31A,0,0,-0.0289,0.0289
CLU,SIGMAR1,-2,0,-0.0,0.0
CLU,SNX4,-1,0,-0.0332,0.0332
CLU,SNX6,-1,0,0.0278,0.0278
CLU,SORL1,2,0,-0.3314,0.3314
CLU,SORT1,-1,0,0.0557,0.0557
CLU,SREBF2,-2,0,-0.0093,0.0093
CLU,SYK,0,0,0.0664,0.0664
CLU,TMED10,-1,0,0.0,0.0
CLU,TMED2,-1,0,-0.0,0.0
CLU,TMED9,-1,0,0.0127,0.0127
CLU,VDAC1,1,0,-0.0,0.0
CLU,VLDLR,2,0,-0.0077,0.0077
CLU,VPS26A,-2,0,0.0523,0.0523
CLU,VPS29,-1,0,0.0257,0.0257
CLU,VPS35,-2,0,0.0801,0.0801
COPA,ADAM10,0,0,0.0155,0.0155
COPA,AP1G1,0,0,0.0482,0.0482
COPA,AP2A1,0,0,-0.006,0.006
COPA,AP2B1,1,0,0.0,0.0
COPA,AP3B2,0,0,0.0418,0.0418
COPA,AP4B1,0,0,0.0925,0.0925
COPA,APBA1,0,0,-0.0175,0.0175
COPA,BIN1,0,0,-0.0214,0.0214
COPA,CLU,0,0,0.0238,0.0238
COPA,COPB1,5,0,0.0832,0.0832
COPA,COPB2,5,0,0.1067,0.1067
COPA,COPE,5,0,0.0,0.0
COPA,COPG1,5,0,0.244,0.244
COPA,COPG2,5,0,0.1658,0.1658
COPA,COPZ1,5,0,0.0371,0.0371
COPA,EIF2S1,0,0,0.0572,0.0572
COPA,GGA1,0,0,-0.1617,0.1617
COPA,GGA2,0,0,0.0623,0.0623
COPA,GGA3,0,0,0.0247,0.0247
COPA,GORASP1,3,0,0.0,0.0
COPA,HSPA5,2,0,0.0,0.0
COPA,ITPR2,0,0,0.0587,0.0587
COPA,MAP2K3,0,0,0.0318,0.0318
COPA,OSBP,0,0,-0.0904,0.0904
COPA,PREB,1,0,0.0105,0.0105
COPA,RAB1A,3,0,-0.0,0.0
COPA,RAB1B,3,0,-0.0,0.0
COPA,RTN3,2,0,-0.0,0.0
COPA,RTN4,2,0,-0.0,0.0
COPA,SAR1A,1,0,-0.0,0.0
COPA,SEC13,1,0,0.1169,0.1169
COPA,SEC23A,2,0,0.0157,0.0157
COPA,SEC23B,1,0,0.0124,0.0124
COPA,SEC24A,1,0,0.0,0.0
COPA,SEC24B,1,0,0.0646,0.0646
COPA,SEC24C,2,0,0.0131,0.0131
COPA,SEC24D,0,0,0.057,0.057
COPA,SEC31A,1,0,0.0152,0.0152
COPA,SIGMAR1,0,0,0.0038,0.0038
COPA,SNX6,0,0,0.0632,0.0632
COPA,SORL1,0,0,0.0304,0.0304
COPA,SORT1,2,0,0.0414,0.0414
COPA,SREBF2,0,0,0.0027,0.0027
COPA,SYK,0,0,0.0089,0.0089
COPA,TMED10,5,0,-0.0,0.0
COPA,TMED2,5,0,0.0,0.0
COPA,TMED9,5,0,0.0206,0.0206
COPB1,ABCA7,0,0,-0.0404,0.0404
COPB1,ADAM10,0,0,0.0209,0.0209
COPB1,AP1G1,1,0,0.0377,0.0377
COPB1,AP2A1,1,0,0.0144,0.0144
COPB1,AP3B2,0,0,-0.0466,0.0466
COPB1,AP4S1,0,0,0.0017,0.0017
COPB1,APOE,0,0,-0.0017,0.0017
COPB1,ARF6,2,0,0.0293,0.0293
COPB1,COPA,5,0,0.0951,0.0951
COPB1,COPB2,5,0,0.0851,0.0851
COPB1,COPE,5,0,0.1891,0.1891
