source,target,C_conf,C_sign,B_data,absB
COPB1,COPG1,5,0,0.2575,0.2575
COPB1,COPG2,5,0,0.1462,0.1462
COPB1,COPZ1,5,0,0.1942,0.1942
COPB1,ECE1,0,0,0.0611,0.0611
COPB1,GGA1,0,0,-0.0305,0.0305
COPB1,GGA2,1,0,0.0,0.0
COPB1,GGA3,1,0,-0.0169,0.0169
COPB1,GORASP1,3,0,0.0,0.0
COPB1,HSPA5,1,0,0.0,0.0
COPB1,HSPA9,0,0,-0.0321,0.0321
COPB1,IDE,0,0,0.0023,0.0023
COPB1,ITPR1,0,0,-0.047,0.047
COPB1,MAP2K3,0,0,-0.016,0.016
COPB1,MAPKAPK2,0,0,-0.0097,0.0097
COPB1,MFN2,0,0,-0.0301,0.0301
COPB1,MIA3,1,0,0.0495,0.0495
COPB1,NCSTN,0,0,-0.0106,0.0106
COPB1,OSBP,0,0,0.005,0.005
COPB1,PICALM,0,0,0.0198,0.0198
COPB1,PLCG2,0,0,0.0063,0.0063
COPB1,PREB,0,0,0.1806,0.1806
COPB1,RAB1A,3,0,0.0,0.0
COPB1,RAB1B,3,0,0.0,0.0
COPB1,RTN3,0,0,-0.023,0.023
COPB1,SAR1A,1,0,-0.0305,0.0305
COPB1,SAR1B,0,0,0.0285,0.0285
COPB1,SEC13,1,0,0.0,0.0
COPB1,SEC16A,1,0,0.0,0.0
COPB1,SEC23A,1,0,-0.0,0.0
COPB1,SEC23B,1,0,0.0088,0.0088
COPB1,SEC24A,1,0,0.0063,0.0063
COPB1,SEC24B,1,0,0.012,0.012
COPB1,SEC24C,1,0,0.0605,0.0605
COPB1,SEC24D,1,0,-0.0506,0.0506
COPB1,SEC31A,1,0,0.0935,0.0935
COPB1,SNX4,0,0,-0.014,0.014
COPB1,SNX6,0,0,-0.0089,0.0089
COPB1,SORT1,0,0,-0.0268,0.0268
COPB1,SYK,0,0,-0.033,0.033
COPB1,TMED10,5,0,0.0251,0.0251
COPB1,TMED2,5,0,0.0067,0.0067
COPB1,TMED9,5,0,-0.055,0.055
COPB1,VLDLR,0,0,-0.0226,0.0226
COPB1,VPS29,0,0,-0.0428,0.0428
COPB2,ABCA7,0,0,-0.0872,0.0872
COPB2,ADAM10,0,0,0.0004,0.0004
COPB2,ADAM17,0,0,0.0093,0.0093
COPB2,AP1G1,0,0,-0.0527,0.0527
COPB2,AP2A1,0,0,-0.0059,0.0059
COPB2,AP3B2,0,0,-0.0319,0.0319
COPB2,ARF6,2,0,0.1287,0.1287
COPB2,CLU,0,0,0.0399,0.0399
COPB2,COPA,5,0,0.184,0.184
COPB2,COPB1,5,0,0.122,0.122
COPB2,COPE,5,0,0.1091,0.1091
COPB2,COPG1,5,0,0.2628,0.2628
COPB2,COPG2,5,0,0.1367,0.1367
COPB2,COPZ1,5,0,0.1351,0.1351
COPB2,EIF2S1,0,0,0.2198,0.2198
COPB2,GGA1,1,0,0.0997,0.0997
COPB2,GGA2,0,0,-0.0323,0.0323
COPB2,GORASP1,3,0,0.0,0.0
COPB2,HSPA5,0,0,0.1382,0.1382
COPB2,HSPA9,0,0,0.0115,0.0115
COPB2,IDE,0,0,0.0178,0.0178
COPB2,ITPR1,0,0,0.0164,0.0164
COPB2,ITPR2,0,0,0.0804,0.0804
COPB2,LRP1,0,0,0.0529,0.0529
COPB2,MAP2K3,0,0,0.0916,0.0916
COPB2,MAPK14,0,0,0.0619,0.0619
COPB2,MAPKAPK2,0,0,0.134,0.134
COPB2,MFN2,0,0,0.0069,0.0069
COPB2,MIA3,0,0,0.0533,0.0533
COPB2,PREB,1,0,-0.0019,0.0019
COPB2,RAB1A,3,0,0.0,0.0
COPB2,RAB1B,3,0,0.0,0.0
COPB2,RTN3,2,0,-0.0614,0.0614
COPB2,RTN4,2,0,-0.0397,0.0397
COPB2,SAR1B,1,0,0.0,0.0
COPB2,SEC13,1,0,0.0928,0.0928
COPB2,SEC16A,1,0,0.0,0.0
COPB2,SEC23A,1,0,0.0912,0.0912
COPB2,SEC23B,1,0,0.0,0.0
COPB2,SEC24A,1,0,0.0,0.0
COPB2,SEC24B,1,0,0.0025,0.0025
COPB2,SEC24C,1,0,-0.0135,0.0135
COPB2,SEC24D,1,0,-0.013,0.013
COPB2,SEC31A,1,0,-0.0,0.0
COPB2,SNX4,0,0,-0.0812,0.0812
COPB2,SNX6,0,0,0.0169,0.0169
COPB2,SORL1,0,0,-0.0135,0.0135
COPB2,TMED10,5,0,0.0,0.0
COPB2,TMED2,5,0,0.0203,0.0203
COPB2,TMED9,5,0,0.1284,0.1284
COPB2,VLDLR,0,0,-0.1322,0.1322
COPB2,VPS26A,0,0,0.081,0.081
COPE,ABCA7,0,0,0.0384,0.0384
COPE,ADAM10,0,0,0.0119,0.0119
COPE,AP1G1,0,0,-0.006,0.006
COPE,AP2A1,0,0,-0.0075,0.0075
COPE,AP3B2,0,0,-0.0492,0.0492
COPE,AP4E1,0,0,0.0218,0.0218
COPE,APOE,-1,0,-0.0039,0.0039
COPE,APP,0,0,0.0084,0.0084
COPE,ARF6,0,0,0.0519,0.0519
COPE,BIN1,0,0,0.0004,0.0004
COPE,CLU,-1,0,0.0215,0.0215
COPE,COPA,5,0,0.0,0.0
COPE,COPB1,5,0,0.1199,0.1199
COPE,COPB2,5,0,0.0449,0.0449
COPE,COPG1,5,0,0.1183,0.1183
COPE,COPG2,5,0,0.0371,0.0371
COPE,COPZ1,5,0,0.1492,0.1492
COPE,EIF2S1,0,0,0.0354,0.0354
COPE,GGA1,0,0,0.0195,0.0195
COPE,GGA2,0,0,0.0126,0.0126
COPE,HSPA5,1,0,-0.0,0.0
COPE,HSPA9,-1,0,0.0158,0.0158
COPE,IDE,0,0,0.0068,0.0068
COPE,ITPR2,0,0,-0.03,0.03
COPE,LRP1,0,0,0.0884,0.0884
COPE,MAPK14,0,0,0.0054,0.0054
COPE,MAPKAPK2,0,0,0.0067,0.0067
COPE,MFN2,-1,0,0.0397,0.0397
COPE,NCSTN,0,0,0.0224,0.0224
COPE,OSBP,0,0,-0.045,0.045
COPE,PLG,-1,0,-0.0277,0.0277
COPE,PREB,1,0,0.0516,0.0516
COPE,PSEN1,0,0,-0.001,0.001
COPE,RAB1A,3,0,-0.0237,0.0237
COPE,RAB1B,3,0,0.0184,0.0184
COPE,RTN3,2,0,-0.0,0.0
COPE,RTN4,0,0,0.0271,0.0271
COPE,SAR1B,0,0,0.0153,0.0153
COPE,SEC13,1,0,0.0,0.0
COPE,SEC16A,1,0,0.0189,0.0189
COPE,SEC23B,0,0,0.0137,0.0137
COPE,SEC24A,0,0,0.1022,0.1022
COPE,SEC24B,1,0,0.0,0.0
COPE,SEC24C,0,0,0.0087,0.0087
COPE,SEC31A,1,0,-0.0,0.0
COPE,SNX6,0,0,-0.0425,0.0425
COPE,TMED10,5,0,0.0314,0.0314
COPE,TMED2,5,0,0.0,0.0
COPE,TMED9,5,0,-0.0,0.0
COPE,VLDLR,0,0,-0.0312,0.0312
COPE,VPS26A,0,0,0.0036,0.0036
COPG1,ABCA7,0,0,0.0107,0.0107
COPG1,ADAM10,0,0,0.0236,0.0236
COPG1,AP1G1,0,0,0.0739,0.0739
COPG1,AP2A1,0,0,-0.0142,0.0142
COPG1,AP2B1,1,0,0.0,0.0
COPG1,AP3B2,0,0,-0.0495,0.0495
COPG1,AP4B1,0,0,0.0137,0.0137
COPG1,APBA2,0,0,0.0148,0.0148
COPG1,APOE,0,0,0.0176,0.0176
COPG1,APP,0,0,0.0044,0.0044
COPG1,BIN1,0,0,-0.0533,0.0533
COPG1,COPA,5,0,0.2671,0.2671
COPG1,COPB1,5,0,0.27,0.27
COPG1,COPB2,5,0,0.1682,0.1682
COPG1,COPE,5,0,0.1461,0.1461
COPG1,COPG2,1,0,-0.1994,0.1994
COPG1,COPZ1,5,0,-0.0144,0.0144
COPG1,EIF2S1,0,0,0.0303,0.0303
COPG1,GGA1,0,0,-0.0455,0.0455
COPG1,GGA2,0,0,0.0572,0.0572
COPG1,GGA3,0,0,-0.0376,0.0376
COPG1,HSPA5,1,0,-0.0,0.0
COPG1,IDE,0,0,0.0351,0.0351
COPG1,LRP1,0,0,0.0245,0.0245
COPG1,MAPK14,0,0,0.0023,0.0023
COPG1,MFN2,0,0,0.0392,0.0392
COPG1,MIA3,0,0,-0.0084,0.0084
COPG1,OSBP,0,0,-0.0092,0.0092
COPG1,PICALM,0,0,0.0276,0.0276
COPG1,PREB,0,0,0.0082,0.0082
COPG1,RAB1A,3,0,-0.0691,0.0691
COPG1,RAB1B,3,0,-0.0701,0.0701
COPG1,RTN3,0,0,0.0451,0.0451
COPG1,SAR1A,0,0,-0.0137,0.0137
COPG1,SEC13,1,0,0.0025,0.0025
COPG1,SEC16A,0,0,0.0197,0.0197
COPG1,SEC23A,1,0,-0.0,0.0
COPG1,SEC23B,1,0,0.0,0.0
COPG1,SEC24A,0,0,0.0293,0.0293
COPG1,SEC24C,1,0,0.0,0.0
COPG1,SEC24D,0,0,0.0588,0.0588
COPG1,SEC31A,1,0,0.0055,0.0055
COPG1,SNX6,0,0,0.0361,0.0361
COPG1,SORL1,0,0,-0.0316,0.0316
COPG1,SORT1,0,0,0.0351,0.0351
COPG1,TMED10,5,0,-0.0,0.0
COPG1,TMED2,5,0,0.0,0.0
COPG1,TMED9,5,0,0.0,0.0
COPG1,VPS26A,0,0,-0.0477,0.0477
COPG1,VPS29,0,0,-0.0078,0.0078
COPG1,VPS35,0,0,0.0689,0.0689
COPG2,ADAM10,0,0,0.0242,0.0242
COPG2,ADAM17,0,0,0.0154,0.0154
COPG2,AP1G1,0,0,0.0366,0.0366
COPG2,AP2A1,0,0,-0.0077,0.0077
COPG2,AP2B1,1,0,0.0,0.0
COPG2,AP3B2,0,0,-0.0419,0.0419
COPG2,AP4B1,0,0,0.0451,0.0451
COPG2,AP4M1,0,0,-0.039,0.039
COPG2,AP4S1,0,0,0.0092,0.0092
COPG2,APOE,-1,0,0.0472,0.0472
COPG2,BIN1,0,0,-0.0071,0.0071
COPG2,CLU,-1,0,-0.0259,0.0259
COPG2,COPA,5,0,0.0969,0.0969
COPG2,COPB1,5,0,0.0909,0.0909
COPG2,COPB2,5,0,0.0501,0.0501
COPG2,COPE,5,0,0.0079,0.0079
COPG2,COPG1,1,0,-0.1364,0.1364
COPG2,COPZ1,5,0,0.001,0.001
COPG2,GGA1,0,0,-0.0233,0.0233
COPG2,GGA2,0,0,-0.0025,0.0025
COPG2,HSPA5,0,0,-0.0092,0.0092
COPG2,HSPA9,-1,0,-0.0246,0.0246
COPG2,ITPR2,0,0,0.0648,0.0648
COPG2,MAPK14,0,0,-0.01,0.01
COPG2,MFN2,-1,0,-0.0,0.0
COPG2,OSBP,0,0,0.0173,0.0173
COPG2,PLG,-1,0,-0.0,0.0
COPG2,PREB,0,0,-0.0135,0.0135
COPG2,RAB1A,3,0,-0.0,0.0
COPG2,RAB1B,3,0,-0.0436,0.0436
COPG2,RTN3,2,0,0.0,0.0
COPG2,SAR1A,2,0,0.0,0.0
COPG2,SAR1B,0,0,0.0123,0.0123
COPG2,SEC13,1,0,0.0065,0.0065
COPG2,SEC23B,1,0,0.0216,0.0216
COPG2,SEC24C,0,0,0.0462,0.0462
COPG2,SEC24D,0,0,0.114,0.114
COPG2,SNX4,0,0,-0.0044,0.0044
COPG2,SNX6,0,0,0.0239,0.0239
COPG2,SORL1,0,0,0.0229,0.0229
COPG2,SORT1,0,0,-0.0512,0.0512
COPG2,SYK,0,0,-0.0462,0.0462
COPG2,TMED10,3,0,-0.0,0.0
COPG2,TMED2,3,0,0.0146,0.0146
COPG2,TMED9,3,0,-0.0026,0.0026
COPG2,VLDLR,0,0,-0.0145,0.0145
COPG2,VPS29,0,0,-0.022,0.022
COPG2,VPS35,0,0,0.0281,0.0281
COPZ1,ABCA7,0,0,-0.018,0.018
COPZ1,AP1G1,0,0,-0.0361,0.0361
COPZ1,AP2A1,0,0,-0.0061,0.0061
COPZ1,AP2B1,1,0,-0.0,0.0
COPZ1,AP3B2,0,0,-0.0063,0.0063
COPZ1,AP4B1,1,0,-0.0608,0.0608
COPZ1,AP4E1,1,0,0.0,0.0
COPZ1,APBA1,0,0,0.0375,0.0375
COPZ1,APOE,-1,0,-0.0,0.0
COPZ1,CLU,-1,0,-0.0,0.0
COPZ1,COPA,5,0,0.0108,0.0108
COPZ1,COPB1,5,0,0.1428,0.1428
COPZ1,COPB2,5,0,0.0696,0.0696
COPZ1,COPE,5,0,0.1494,0.1494
COPZ1,COPG1,5,0,-0.0106,0.0106
COPZ1,COPG2,5,0,0.0,0.0
COPZ1,GGA1,0,0,0.0016,0.0016
COPZ1,GGA2,0,0,-0.0484,0.0484
COPZ1,HSPA5,0,0,0.022,0.022
COPZ1,HSPA9,-1,0,0.0,0.0
COPZ1,IDE,0,0,-0.0106,0.0106
COPZ1,MAPK14,0,0,0.0193,0.0193
COPZ1,MAPKAPK2,0,0,0.0543,0.0543
COPZ1,MFN2,-1,0,-0.0,0.0
COPZ1,MIA3,0,0,0.0244,0.0244
COPZ1,OSBP,0,0,0.051,0.051
COPZ1,PICALM,0,0,0.043,0.043
COPZ1,PLCG2,0,0,0.0215,0.0215
COPZ1,PLG,-1,0,-0.036,0.036
COPZ1,PREB,0,0,-0.0016,0.0016
COPZ1,RAB1A,3,0,0.0388,0.0388
COPZ1,RAB1B,3,0,0.031,0.031
COPZ1,RTN3,2,0,-0.0,0.0
COPZ1,RTN4,0,0,0.047,0.047
COPZ1,SAR1B,0,0,0.016,0.016
COPZ1,SEC13,1,0,0.0,0.0
COPZ1,SEC16A,0,0,0.139,0.139
COPZ1,SEC24A,1,0,0.0,0.0
COPZ1,SEC24B,1,0,-0.0,0.0
COPZ1,SEC24C,0,0,-0.005,0.005
COPZ1,SEC24D,0,0,-0.0213,0.0213
COPZ1,SIGMAR1,0,0,0.0339,0.0339
COPZ1,SNX4,0,0,-0.0093,0.0093
COPZ1,SORL1,0,0,-0.0054,0.0054
COPZ1,SYK,0,0,-0.0458,0.0458
COPZ1,TMED10,5,0,0.0958,0.0958
COPZ1,TMED2,5,0,-0.0,0.0
COPZ1,TMED9,5,0,-0.0191,0.0191
COPZ1,VDAC1,0,0,-0.0194,0.0194
COPZ1,VPS26A,0,0,0.0512,0.0512
COPZ1,VPS35,0,0,-0.0375,0.0375
ECE1,ABCA7,0,0,0.0,0.0
ECE1,ADAM10,-1,0,-0.0009,0.0009
ECE1,ADAM17,-1,0,0.0422,0.0422
ECE1,AP1G1,-1,0,0.0,0.0
ECE1,AP2A1,-1,0,-0.0168,0.0168
ECE1,AP2B1,-1,0,-0.0,0.0
ECE1,AP3B2,0,0,0.0444,0.0444
ECE1,AP4M1,0,0,0.0067,0.0067
ECE1,APBA1,-1,0,-0.0337,0.0337
ECE1,APBA2,-1,0,-0.0,0.0
ECE1,APOE,-1,0,-0.0,0.0
ECE1,APP,3,-1,0.0,0.0
ECE1,BACE1,1,0,0.0444,0.0444
ECE1,CLU,-1,0,0.0638,0.0638
ECE1,COPB1,0,0,0.043,0.043
ECE1,COPG1,0,0,0.0064,0.0064
ECE1,COPZ1,0,0,-0.0062,0.0062
ECE1,EIF2S1,0,0,-0.0404,0.0404
ECE1,GGA1,-1,0,-0.0392,0.0392
ECE1,GGA2,0,0,0.0542,0.0542
ECE1,GGA3,0,0,-0.0347,0.0347
ECE1,GORASP1,-1,0,0.0,0.0
ECE1,HSPA5,-2,0,-0.0191,0.0191
ECE1,HSPA9,-2,0,-0.0084,0.0084
ECE1,IDE,2,0,0.0,0.0
ECE1,ITPR1,-2,0,-0.0748,0.0748
ECE1,ITPR2,-2,0,0.0247,0.0247
ECE1,LRP1,-1,0,0.0581,0.0581
ECE1,MAP2K3,-2,0,0.0,0.0
ECE1,MAPK14,-2,0,0.0435,0.0435
ECE1,MAPKAPK2,-2,0,0.0436,0.0436
ECE1,MFN2,-2,0,-0.0256,0.0256
ECE1,MIA3,-1,0,-0.0096,0.0096
ECE1,NCSTN,-1,0,0.0765,0.0765
ECE1,PICALM,-1,0,-0.0757,0.0757
ECE1,PLCG2,0,0,0.0074,0.0074
ECE1,PLG,-1,0,0.0,0.0
ECE1,PREB,-1,0,0.0293,0.0293
ECE1,PSEN1,1,0,0.0,0.0
ECE1,RAB1A,0,0,0.0116,0.0116
ECE1,RAB1B,-1,0,0.0142,0.0142
ECE1,RTN3,-2,0,-0.0524,0.0524
ECE1,RTN4,-2,0,-0.0,0.0
ECE1,SAR1B,-2,0,-0.0202,0.0202
ECE1,SEC13,-2,0,-0.0,0.0
ECE1,SEC16A,0,0,-0.0182,0.0182
ECE1,SEC23B,-2,0,0.0181,0.0181
ECE1,SEC24C,0,0,0.0074,0.0074
ECE1,SEC24D,0,0,0.0371,0.0371
ECE1,SEC31A,0,0,-0.0119,0.0119
ECE1,SIGMAR1,-2,0,0.0,0.0
ECE1,SNX4,0,0,0.0148,0.0148
ECE1,SNX6,0,0,0.0016,0.0016
ECE1,SORL1,-1,0,-0.0,0.0
ECE1,SORT1,-1,0,0.0,0.0
ECE1,SREBF2,-2,0,-0.0,0.0
ECE1,SYK,0,0,0.0112,0.0112
ECE1,TMED10,0,0,0.0308,0.0308
ECE1,VPS26A,-1,0,0.0174,0.0174
ECE1,VPS35,-1,0,-0.0,0.0
EIF2S1,ADAM10,0,0,0.0574,0.0574
EIF2S1,AP1G1,0,0,0.0868,0.0868
EIF2S1,AP2A1,0,0,0.0264,0.0264
EIF2S1,AP2B1,0,0,-0.0118,0.0118
EIF2S1,AP3B2,0,0,-0.0035,0.0035
EIF2S1,AP4E1,0,0,0.0114,0.0114
EIF2S1,AP4M1,0,0,0.0254,0.0254
EIF2S1,APBA2,0,0,0.0659,0.0659
EIF2S1,APOE,0,0,0.0196,0.0196
EIF2S1,ARF6,0,0,0.0067,0.0067
EIF2S1,BACE1,4,1,-0.0,0.0
EIF2S1,CLU,0,0,-0.0571,0.0571
EIF2S1,COPA,0,0,0.0561,0.0561
EIF2S1,COPB2,0,0,0.1204,0.1204
EIF2S1,COPE,0,0,0.0297,0.0297
EIF2S1,COPG1,0,0,0.0306,0.0306
EIF2S1,COPZ1,0,0,0.0042,0.0042
EIF2S1,ECE1,0,0,-0.0326,0.0326
EIF2S1,GGA1,0,0,0.0718,0.0718
EIF2S1,GGA2,0,0,-0.0817,0.0817
EIF2S1,HSPA5,3,0,0.1842,0.1842
EIF2S1,HSPA9,1,0,0.0114,0.0114
EIF2S1,IDE,0,0,0.1094,0.1094
EIF2S1,ITPR1,0,0,0.0368,0.0368
EIF2S1,ITPR2,0,0,-0.0488,0.0488
EIF2S1,LRP1,0,0,0.0291,0.0291
EIF2S1,MFN2,0,0,-0.0402,0.0402
EIF2S1,MIA3,0,0,-0.0237,0.0237
EIF2S1,PLG,0,0,-0.0096,0.0096
EIF2S1,PSEN1,0,0,-0.0138,0.0138
EIF2S1,RTN3,0,0,-0.0219,0.0219
EIF2S1,SAR1A,0,0,0.1001,0.1001
EIF2S1,SAR1B,0,0,0.0823,0.0823
EIF2S1,SEC13,0,0,0.0011,0.0011
EIF2S1,SEC16A,0,0,-0.0053,0.0053
EIF2S1,SEC23A,0,0,0.0226,0.0226
EIF2S1,SEC23B,0,0,0.0316,0.0316
EIF2S1,SEC24B,0,0,0.0087,0.0087
EIF2S1,SEC24C,0,0,-0.0305,0.0305
EIF2S1,SEC24D,0,0,0.1102,0.1102
EIF2S1,SEC31A,0,0,0.0008,0.0008
EIF2S1,SIGMAR1,0,0,0.0372,0.0372
EIF2S1,SNX4,0,0,0.013,0.013
EIF2S1,SNX6,0,0,0.0908,0.0908
EIF2S1,SYK,0,0,0.0755,0.0755
EIF2S1,TMED10,0,0,-0.0098,0.0098
EIF2S1,TMED9,2,0,0.0157,0.0157
EIF2S1,VDAC1,0,0,-0.0393,0.0393
EIF2S1,VPS26A,0,0,0.07,0.07
EIF2S1,VPS29,0,0,0.0636,0.0636
EIF2S1,VPS35,0,0,-0.0851,0.0851
GGA1,ADAM10,-1,0,-0.0442,0.0442
GGA1,ADAM17,-1,0,-0.0,0.0
GGA1,AP1G1,3,0,0.0353,0.0353
GGA1,AP2A1,-1,0,-0.033,0.033
GGA1,AP2B1,-1,0,0.0232,0.0232
GGA1,AP3B2,0,0,0.0365,0.0365
GGA1,AP4E1,0,0,0.0004,0.0004
GGA1,APBA1,-1,0,0.0258,0.0258
GGA1,APBA2,-1,0,0.0323,0.0323
GGA1,APOE,-2,0,-0.0,0.0
GGA1,APP,3,0,-0.0377,0.0377
GGA1,ARF6,3,0,-0.0017,0.0017
GGA1,BACE1,4,-1,-0.0419,0.0419
GGA1,BIN1,0,0,0.0206,0.0206
GGA1,CLU,-2,0,-0.0112,0.0112
GGA1,COPA,0,0,-0.0887,0.0887
GGA1,COPB1,0,0,-0.0282,0.0282
GGA1,COPB2,1,0,0.0307,0.0307
GGA1,COPG1,0,0,-0.039,0.039
GGA1,COPG2,0,0,-0.0062,0.0062
GGA1,ECE1,-1,0,-0.0335,0.0335
GGA1,EIF2S1,0,0,0.0258,0.0258
GGA1,GGA2,3,0,0.1115,0.1115
GGA1,GGA3,3,0,0.1014,0.1014
GGA1,GORASP1,-1,0,0.0,0.0
GGA1,HSPA5,-2,0,0.0,0.0
GGA1,HSPA9,-2,0,0.0071,0.0071
GGA1,IDE,-1,0,0.0281,0.0281
GGA1,ITPR1,-2,0,0.0688,0.0688
GGA1,ITPR2,-2,0,-0.011,0.011
GGA1,LRP1,2,0,-0.0,0.0
GGA1,MAP2K3,-1,0,0.0,0.0
GGA1,MAPK14,-1,0,-0.0347,0.0347
GGA1,MAPKAPK2,-1,0,0.0,0.0
GGA1,MFN2,-2,0,0.0701,0.0701
GGA1,MIA3,0,0,0.07,0.07
GGA1,NCSTN,-1,0,0.0,0.0
GGA1,OSBP,0,0,0.1108,0.1108
GGA1,PICALM,-1,0,0.016,0.016
GGA1,PLG,-2,0,0.0,0.0
GGA1,PREB,0,0,0.0379,0.0379
GGA1,PSEN1,-1,0,0.0,0.0
GGA1,RAB1A,0,0,0.0335,0.0335
GGA1,RAB1B,-1,0,-0.0,0.0
GGA1,RTN3,-1,0,-0.0,0.0
GGA1,RTN4,-1,0,-0.0,0.0
GGA1,SAR1A,0,0,0.0036,0.0036
GGA1,SAR1B,-1,0,0.0,0.0
GGA1,SEC13,-1,0,0.0574,0.0574
GGA1,SEC16A,0,0,0.0502,0.0502
GGA1,SEC23B,-1,0,0.0253,0.0253
GGA1,SEC24A,0,0,0.0159,0.0159
GGA1,SEC24B,0,0,-0.002,0.002
GGA1,SEC24C,0,0,0.0187,0.0187
GGA1,SEC24D,0,0,0.0169,0.0169
GGA1,SIGMAR1,-2,0,0.0171,0.0171
GGA1,SNX4,0,0,0.0048,0.0048
GGA1,SNX6,0,0,0.022,0.022
GGA1,SORL1,4,0,-0.0506,0.0506
GGA1,SORT1,4,0,-0.0542,0.0542
GGA1,SREBF2,-2,0,0.0179,0.0179
GGA1,VLDLR,2,0,0.0304,0.0304
GGA1,VPS26A,-1,0,-0.0543,0.0543
GGA1,VPS29,0,0,0.0317,0.0317
GGA1,VPS35,-1,0,0.0,0.0
GGA2,ABCA7,0,0,0.1359,0.1359
GGA2,ADAM10,0,0,-0.0336,0.0336
GGA2,AP1G1,3,0,0.0247,0.0247
GGA2,AP2B1,2,0,0.0,0.0
GGA2,AP3B2,0,0,0.0524,0.0524
GGA2,AP4M1,0,0,0.0213,0.0213
GGA2,AP4S1,0,0,-0.0288,0.0288
GGA2,APBA2,0,0,-0.0096,0.0096
GGA2,APOE,0,0,-0.0378,0.0378
GGA2,APP,3,0,-0.0,0.0
GGA2,ARF6,2,0,-0.0,0.0
GGA2,BACE1,3,-1,0.0404,0.0404
GGA2,CLU,0,0,0.0265,0.0265
GGA2,COPA,0,0,0.0432,0.0432
GGA2,COPB1,1,0,-0.0,0.0
GGA2,COPB2,0,0,-0.0164,0.0164
GGA2,COPE,0,0,0.0143,0.0143
GGA2,COPG1,0,0,0.0458,0.0458
GGA2,COPG2,0,0,-0.0006,0.0006
GGA2,COPZ1,0,0,-0.068,0.068
GGA2,ECE1,0,0,0.0626,0.0626
GGA2,EIF2S1,0,0,-0.0494,0.0494
GGA2,GGA1,3,0,0.1037,0.1037
GGA2,GGA3,3,0,0.039,0.039
GGA2,GORASP1,1,0,0.0505,0.0505
GGA2,HSPA5,0,0,-0.0732,0.0732
GGA2,HSPA9,0,0,-0.0002,0.0002
GGA2,ITPR2,0,0,-0.0001,0.0001
GGA2,LRP1,2,0,0.0973,0.0973
GGA2,MAPK14,0,0,0.0442,0.0442
GGA2,MAPKAPK2,0,0,0.1077,0.1077
GGA2,MFN2,0,0,0.0342,0.0342
GGA2,PICALM,2,0,0.0,0.0
GGA2,PLCG2,0,0,0.0246,0.0246
GGA2,PLG,0,0,-0.0014,0.0014
GGA2,PREB,0,0,0.0118,0.0118
GGA2,RAB1A,0,0,-0.0398,0.0398
GGA2,RAB1B,0,0,0.0359,0.0359
GGA2,RTN3,0,0,0.054,0.054
GGA2,RTN4,0,0,-0.0177,0.0177
GGA2,SAR1A,0,0,-0.0176,0.0176
GGA2,SAR1B,0,0,-0.097,0.097
GGA2,SEC16A,0,0,0.0886,0.0886
GGA2,SEC23B,2,0,-0.0,0.0
GGA2,SEC24A,0,0,0.0693,0.0693
GGA2,SEC24B,0,0,0.0529,0.0529
GGA2,SEC24C,0,0,0.0674,0.0674
GGA2,SEC24D,0,0,0.1053,0.1053
GGA2,SORL1,4,0,0.0,0.0
GGA2,SORT1,4,0,0.0345,0.0345
GGA2,SREBF2,0,0,0.0478,0.0478
GGA2,SYK,0,0,0.0167,0.0167
GGA2,VLDLR,2,0,0.0,0.0
GGA2,VPS26A,0,0,-0.0602,0.0602
GGA2,VPS35,0,0,-0.0559,0.0559
GGA3,ADAM10,0,0,-0.0728,0.0728
GGA3,ADAM17,0,0,-0.0962,0.0962
GGA3,AP1G1,3,0,-0.0221,0.0221
GGA3,AP2B1,2,0,0.077,0.077
GGA3,AP3B2,0,0,0.0149,0.0149
GGA3,APBA1,0,0,0.107,0.107
GGA3,APBA2,0,0,0.2166,0.2166
GGA3,APOE,0,0,-0.0388,0.0388
GGA3,APP,3,0,-0.0,0.0
GGA3,ARF6,4,0,0.0292,0.0292
GGA3,BACE1,5,-1,-0.0,0.0
GGA3,BIN1,0,0,0.0845,0.0845
GGA3,COPA,0,0,0.0156,0.0156
GGA3,COPB1,1,0,-0.0332,0.0332
GGA3,COPG1,0,0,-0.0255,0.0255
GGA3,ECE1,0,0,-0.0481,0.0481
GGA3,GGA1,3,0,0.1287,0.1287
GGA3,GGA2,3,0,0.0511,0.0511
GGA3,GORASP1,1,0,-0.0,0.0
GGA3,HSPA9,0,0,0.0044,0.0044
GGA3,IDE,0,0,0.0085,0.0085
GGA3,ITPR1,0,0,-0.1439,0.1439
GGA3,ITPR2,0,0,-0.0239,0.0239
GGA3,MAPK14,0,0,-0.0361,0.0361
GGA3,MAPKAPK2,0,0,-0.0245,0.0245
GGA3,MFN2,0,0,0.1037,0.1037
GGA3,NCSTN,0,0,-0.0147,0.0147
GGA3,PREB,0,0,0.0072,0.0072
GGA3,PSEN1,0,0,0.0587,0.0587
GGA3,RAB1A,0,0,0.0132,0.0132
GGA3,RTN3,1,0,0.0923,0.0923
GGA3,RTN4,1,0,-0.0,0.0
GGA3,SAR1A,0,0,-0.0256,0.0256
GGA3,SEC23A,0,0,0.0178,0.0178
GGA3,SEC24C,1,0,0.0,0.0
GGA3,SEC24D,0,0,0.0501,0.0501
GGA3,SORL1,1,0,-0.0,0.0
GGA3,SORT1,3,0,0.0462,0.0462
GGA3,VPS26A,0,0,-0.0347,0.0347
