57 states, 2 workers, solver=lw
  [20/21] ceradsc=2 n=169 ok best=0.2747 13.4s
  [21/21] apoe_genotype=23 n=158 ok best=0.3154 12.1s
done in 140s -> /home/claude/cw/big1/results_sweep_winner_N300/summary.csv
saved results_thr_l0.1_tA0.025_t0.1/analysis_vs_C/dag_vs_C_per_state.csv
saved results_sweep_winner/analysis_vs_C/dag_vs_C_per_state.csv
saved results_sweep_top2/analysis_vs_C/dag_vs_C_per_state.csv
saved results_sweep_top3/analysis_vs_C/dag_vs_C_per_state.csv
saved results_sweep_top4/analysis_vs_C/dag_vs_C_per_state.csv
saved results_sweep_top5/analysis_vs_C/dag_vs_C_per_state.csv
saved results_sweep_best_with_context/analysis_vs_C/dag_vs_C_per_state.csv
                        results  enrich5_all  z5_states_gt2  enrich_m1_all  orient  rho_enrich5_n  p_+5  p_+5_nadj  p_+4  p_+4_nadj  p_+3  p_+3_nadj  p_+1  p_+1_nadj  p_-1  p_-1_nadj  p_-2  p_-2_nadj                                braak_+5_by_stage
  results_thr_l0.1_tA0.025_t0.1        1.745             51          0.919   0.492          0.618 0.369      0.697 0.053      0.056 0.406      0.522 0.824      0.824 0.306      0.440 0.767      0.722 0:1.09 1:1.79 2:1.75 3:1.68 4:2.13 5:1.79 6:1.55
           results_sweep_winner        1.350             50          0.972   0.473          0.863 0.400      0.842 0.080      0.250 0.678      0.844 0.487      0.504 0.397      0.473 0.750      0.674 0:1.07 1:1.42 2:1.36 3:1.40 4:1.52 5:1.47 6:1.35
             results_sweep_top2        1.315             50          0.979   0.479          0.896 0.480      0.821 0.107      0.338 0.670      0.832 0.426      0.409 0.242      0.505 0.684      0.664 0:1.05 1:1.37 2:1.32 3:1.38 4:1.51 5:1.50 6:1.34
             results_sweep_top3        1.334             42          0.983   0.487          0.839 0.631      0.948 0.176      0.338 0.594      0.776 0.206      0.206 0.346      0.592 0.741      0.750 0:1.03 1:1.41 2:1.39 3:1.43 4:1.52 5:1.54 6:1.38
             results_sweep_top4        1.302             50          0.967   0.475          0.641 0.584      0.832 0.029      0.047 0.372      0.406 0.582      0.608 0.306      0.495 0.775      0.694 0:1.19 1:1.33 2:1.35 3:1.27 4:1.45 5:1.32 6:1.29
             results_sweep_top5        1.362             48          0.969   0.490          0.815 0.377      0.744 0.065      0.076 0.398      0.496 0.599      0.641 0.346      0.505 0.767      0.732 0:1.16 1:1.35 2:1.39 3:1.37 4:1.55 5:1.39 6:1.36
results_sweep_best_with_context        1.299             47          0.977   0.496          0.911 0.480      0.923 0.029      0.044 0.363      0.487 0.367      0.351 0.440      0.654 0.603      0.603 0:1.05 1:1.34 2:1.30 3:1.38 4:1.52 5:1.44 6:1.36
saved region_test_summary.csv
STAGE3_DONE
